"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - rollout/perc_off_road","HR-PPO - rollout/perc_off_road__MIN","HR-PPO - rollout/perc_off_road__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - rollout/perc_off_road","PPO - rollout/perc_off_road__MIN","PPO - rollout/perc_off_road__MAX"
"16712613","1366","1366","1366","2.587322235107422","2.587322235107422","2.587322235107422","","","","","",""
"16727088","","","","","","","1304","1304","1304","3.4120733737945557","3.4120733737945557","3.4120733737945557"
"16736112","1368","1368","1368","3.610675096511841","3.610675096511841","3.610675096511841","","","","","",""
"16752983","","","","","","","1306","1306","1306","4.403866767883301","4.403866767883301","4.403866767883301"
"16760099","1370","1370","1370","5.255023002624512","5.255023002624512","5.255023002624512","","","","","",""
"16779778","1372","1372","1372","6.7272725105285645","6.7272725105285645","6.7272725105285645","","","","","",""
"16783096","","","","","","","1308","1308","1308","3.027681589126587","3.027681589126587","3.027681589126587"
"16803536","1374","1374","1374","5.417956829071045","5.417956829071045","5.417956829071045","","","","","",""
"16809240","","","","","","","1310","1310","1310","3.600823163986206","3.600823163986206","3.600823163986206"
"16825985","1376","1376","1376","4.582651615142822","4.582651615142822","4.582651615142822","","","","","",""
"16833733","","","","","","","1312","1312","1312","3.940361976623535","3.940361976623535","3.940361976623535"
"16855921","1378","1378","1378","4.708797931671143","4.708797931671143","4.708797931671143","","","","","",""
"16863992","","","","","","","1314","1314","1314","3.2456140518188477","3.2456140518188477","3.2456140518188477"
"16880153","1380","1380","1380","5.359877586364746","5.359877586364746","5.359877586364746","","","","","",""
"16894390","","","","","","","1316","1316","1316","3.445305824279785","3.445305824279785","3.445305824279785"
"16904777","1382","1382","1382","5.368098258972168","5.368098258972168","5.368098258972168","","","","","",""
"16924844","","","","","","","1318","1318","1318","3.2173912525177","3.2173912525177","3.2173912525177"
"16935687","1384","1384","1384","4.693140983581543","4.693140983581543","4.693140983581543","","","","","",""
"16956060","","","","","","","1320","1320","1320","3.0901286602020264","3.0901286602020264","3.0901286602020264"
"16958263","1386","1386","1386","6.0556464195251465","6.0556464195251465","6.0556464195251465","","","","","",""
"16981880","","","","","","","1322","1322","1322","3.939393997192383","3.939393997192383","3.939393997192383"
"16984807","1388","1388","1388","4.275862216949463","4.275862216949463","4.275862216949463","","","","","",""
"17009969","","","","","","","1324","1324","1324","4.249011993408203","4.249011993408203","4.249011993408203"
"17017124","1390","1390","1390","4.093567371368408","4.093567371368408","4.093567371368408","","","","","",""
"17035078","","","","","","","1326","1326","1326","3.699897289276123","3.699897289276123","3.699897289276123"
"17042886","1392","1392","1392","4.796511650085449","4.796511650085449","4.796511650085449","","","","","",""
"17063762","","","","","","","1328","1328","1328","4.385128498077393","4.385128498077393","4.385128498077393"
"17070146","1394","1394","1394","5.781866073608398","5.781866073608398","5.781866073608398","","","","","",""
"17089804","","","","","","","1330","1330","1330","3.4303534030914307","3.4303534030914307","3.4303534030914307"
"17102090","1396","1396","1396","3.9285714626312256","3.9285714626312256","3.9285714626312256","","","","","",""
"17123085","","","","","","","1332","1332","1332","3.5211267471313477","3.5211267471313477","3.5211267471313477"
"17130405","1398","1398","1398","4.594594478607178","4.594594478607178","4.594594478607178","","","","","",""
"17149660","","","","","","","1334","1334","1334","4.7666335105896","4.7666335105896","4.7666335105896"
"17153803","1400","1400","1400","4.4233808517456055","4.4233808517456055","4.4233808517456055","","","","","",""
"17176619","","","","","","","1336","1336","1336","4.352226734161377","4.352226734161377","4.352226734161377"
"17178817","1402","1402","1402","3.3434650897979736","3.3434650897979736","3.3434650897979736","","","","","",""
"17196792","1404","1404","1404","8.924949645996094","8.924949645996094","8.924949645996094","","","","","",""
"17204449","","","","","","","1338","1338","1338","4.025617599487305","4.025617599487305","4.025617599487305"
"17214799","1406","1406","1406","6.8273091316223145","6.8273091316223145","6.8273091316223145","","","","","",""
"17227933","","","","","","","1340","1340","1340","4.510450839996338","4.510450839996338","4.510450839996338"
"17239943","1408","1408","1408","4.9520769119262695","4.9520769119262695","4.9520769119262695","","","","","",""
"17253974","","","","","","","1342","1342","1342","4.158415794372559","4.158415794372559","4.158415794372559"
"17262852","1410","1410","1410","5.31107759475708","5.31107759475708","5.31107759475708","","","","","",""
"17282223","","","","","","","1344","1344","1344","4.58015251159668","4.58015251159668","4.58015251159668"
"17290778","1412","1412","1412","4.432855129241943","4.432855129241943","4.432855129241943","","","","","",""
"17306155","","","","","","","1346","1346","1346","3.2768361568450928","3.2768361568450928","3.2768361568450928"
"17322225","1414","1414","1414","3.1764705181121826","3.1764705181121826","3.1764705181121826","","","","","",""
"17331175","","","","","","","1348","1348","1348","5.163329601287842","5.163329601287842","5.163329601287842"
"17351181","1416","1416","1416","4.1984734535217285","4.1984734535217285","4.1984734535217285","","","","","",""
"17357589","","","","","","","1350","1350","1350","4.429133892059326","4.429133892059326","4.429133892059326"
"17380768","1418","1418","1418","2.822580575942993","2.822580575942993","2.822580575942993","","","","","",""
"17387027","","","","","","","1352","1352","1352","3.6264731884002686","3.6264731884002686","3.6264731884002686"
"17398459","1420","1420","1420","7.73694372177124","7.73694372177124","7.73694372177124","","","","","",""
"17419169","","","","","","","1354","1354","1354","2.936096668243408","2.936096668243408","2.936096668243408"
"17427865","1422","1422","1422","4.34782600402832","4.34782600402832","4.34782600402832","","","","","",""
"17447138","","","","","","","1356","1356","1356","4.27112340927124","4.27112340927124","4.27112340927124"
"17456195","1424","1424","1424","4.447268009185791","4.447268009185791","4.447268009185791","","","","","",""
"17474355","","","","","","","1358","1358","1358","4.9544997215271","4.9544997215271","4.9544997215271"
"17483927","1426","1426","1426","4.527297019958496","4.527297019958496","4.527297019958496","","","","","",""
"17502604","","","","","","","1360","1360","1360","3.044280529022217","3.044280529022217","3.044280529022217"
"17509316","1428","1428","1428","5.546995162963867","5.546995162963867","5.546995162963867","","","","","",""
"17530578","","","","","","","1362","1362","1362","3.739213705062866","3.739213705062866","3.739213705062866"
"17540706","1430","1430","1430","1.9929660558700562","1.9929660558700562","1.9929660558700562","","","","","",""
"17556770","","","","","","","1364","1364","1364","4.191616535186768","4.191616535186768","4.191616535186768"
"17560376","1432","1432","1432","8.802817344665527","8.802817344665527","8.802817344665527","","","","","",""
"17579765","","","","","","","1366","1366","1366","4.954955101013184","4.954955101013184","4.954955101013184"
"17587408","1434","1434","1434","2.904564380645752","2.904564380645752","2.904564380645752","","","","","",""
"17607509","","","","","","","1368","1368","1368","3.961352586746216","3.961352586746216","3.961352586746216"
"17609369","1436","1436","1436","3.9151713848114014","3.9151713848114014","3.9151713848114014","","","","","",""
"17631451","","","","","","","1370","1370","1370","6.124604225158691","6.124604225158691","6.124604225158691"
"17631838","1438","1438","1438","7.20858907699585","7.20858907699585","7.20858907699585","","","","","",""
"17654065","1440","1440","1440","5.564648151397705","5.564648151397705","5.564648151397705","","","","","",""
"17661263","","","","","","","1372","1372","1372","3.8495187759399414","3.8495187759399414","3.8495187759399414"
"17684199","1442","1442","1442","5.186972141265869","5.186972141265869","5.186972141265869","","","","","",""
"17694250","","","","","","","1374","1374","1374","2.756892204284668","2.756892204284668","2.756892204284668"
"17704403","1444","1444","1444","6.291390895843506","6.291390895843506","6.291390895843506","","","","","",""
"17721096","","","","","","","1376","1376","1376","4.558404445648193","4.558404445648193","4.558404445648193"
"17724845","1446","1446","1446","6.451612949371338","6.451612949371338","6.451612949371338","","","","","",""
"17750236","1448","1448","1448","4.215116500854492","4.215116500854492","4.215116500854492","","","","","",""
"17753605","","","","","","","1378","1378","1378","2.7661356925964355","2.7661356925964355","2.7661356925964355"
"17781496","","","","","","","1380","1380","1380","4.108310222625732","4.108310222625732","4.108310222625732"
"17782746","1450","1450","1450","2.7563395500183105","2.7563395500183105","2.7563395500183105","","","","","",""
"17811673","1452","1452","1452","5.086848735809326","5.086848735809326","5.086848735809326","","","","","",""
"17814757","","","","","","","1382","1382","1382","2.49597430229187","2.49597430229187","2.49597430229187"
"17839109","1454","1454","1454","4.9088358879089355","4.9088358879089355","4.9088358879089355","","","","","",""
"17841127","","","","","","","1384","1384","1384","3.473684310913086","3.473684310913086","3.473684310913086"
"17864171","1456","1456","1456","4.377564907073975","4.377564907073975","4.377564907073975","","","","","",""
"17872006","","","","","","","1386","1386","1386","4.415823459625244","4.415823459625244","4.415823459625244"
"17889538","1458","1458","1458","4.741379261016846","4.741379261016846","4.741379261016846","","","","","",""
"17908620","","","","","","","1388","1388","1388","2.5380711555480957","2.5380711555480957","2.5380711555480957"
"17912241","1460","1460","1460","8.038585662841797","8.038585662841797","8.038585662841797","","","","","",""
"17934865","","","","","","","1390","1390","1390","4.1152262687683105","4.1152262687683105","4.1152262687683105"
"17944904","1462","1462","1462","3.9397451877593994","3.9397451877593994","3.9397451877593994","","","","","",""
"17964447","","","","","","","1392","1392","1392","2.5929126739501953","2.5929126739501953","2.5929126739501953"
"17968671","1464","1464","1464","6.793048858642578","6.793048858642578","6.793048858642578","","","","","",""
"17989526","","","","","","","1394","1394","1394","2.5695931911468506","2.5695931911468506","2.5695931911468506"
"17997273","1466","1466","1466","4.388298034667969","4.388298034667969","4.388298034667969","","","","","",""
"18016305","","","","","","","1396","1396","1396","3.6852588653564453","3.6852588653564453","3.6852588653564453"
"18022638","1468","1468","1468","6.567163944244385","6.567163944244385","6.567163944244385","","","","","",""
"18040832","","","","","","","1398","1398","1398","4.407135486602783","4.407135486602783","4.407135486602783"
"18043603","1470","1470","1470","5.7660627365112305","5.7660627365112305","5.7660627365112305","","","","","",""
"18066663","1472","1472","1472","5.409582614898682","5.409582614898682","5.409582614898682","","","","","",""
"18069350","","","","","","","1400","1400","1400","3.107344627380371","3.107344627380371","3.107344627380371"
"18095446","1474","1474","1474","3.7735848426818848","3.7735848426818848","3.7735848426818848","","","","","",""
"18106755","","","","","","","1402","1402","1402","2.8363635540008545","2.8363635540008545","2.8363635540008545"
"18117715","1476","1476","1476","4.227642059326172","4.227642059326172","4.227642059326172","","","","","",""
"18135366","","","","","","","1404","1404","1404","4.026845455169678","4.026845455169678","4.026845455169678"
"18145682","1478","1478","1478","3.764115333557129","3.764115333557129","3.764115333557129","","","","","",""
"18159629","","","","","","","1406","1406","1406","3.658536672592163","3.658536672592163","3.658536672592163"
"18166542","1480","1480","1480","3.73001766204834","3.73001766204834","3.73001766204834","","","","","",""
"18186463","1482","1482","1482","7.918968677520752","7.918968677520752","7.918968677520752","","","","","",""
"18188383","","","","","","","1408","1408","1408","3.870387077331543","3.870387077331543","3.870387077331543"
"18208674","1484","1484","1484","5.950413227081299","5.950413227081299","5.950413227081299","","","","","",""
"18218389","","","","","","","1410","1410","1410","4.0205302238464355","4.0205302238464355","4.0205302238464355"
"18230286","1486","1486","1486","4.793388366699219","4.793388366699219","4.793388366699219","","","","","",""
"18248988","","","","","","","1412","1412","1412","4.594594478607178","4.594594478607178","4.594594478607178"
"18254456","1488","1488","1488","5.303030490875244","5.303030490875244","5.303030490875244","","","","","",""
"18277135","","","","","","","1414","1414","1414","3.2549729347229004","3.2549729347229004","3.2549729347229004"
"18279770","1490","1490","1490","6.11413049697876","6.11413049697876","6.11413049697876","","","","","",""
"18297915","1492","1492","1492","5.182341575622559","5.182341575622559","5.182341575622559","","","","","",""
"18308348","","","","","","","1416","1416","1416","3.962101697921753","3.962101697921753","3.962101697921753"
"18323139","1494","1494","1494","5.270655155181885","5.270655155181885","5.270655155181885","","","","","",""
"18342343","","","","","","","1418","1418","1418","2.472952127456665","2.472952127456665","2.472952127456665"
"18353260","1496","1496","1496","6.075949192047119","6.075949192047119","6.075949192047119","","","","","",""
"18376369","","","","","","","1420","1420","1420","3.3980581760406494","3.3980581760406494","3.3980581760406494"
"18380891","1498","1498","1498","5.248990535736084","5.248990535736084","5.248990535736084","","","","","",""
"18403515","","","","","","","1422","1422","1422","2.3010547161102295","2.3010547161102295","2.3010547161102295"
"18413673","1500","1500","1500","4.631828784942627","4.631828784942627","4.631828784942627","","","","","",""
"18429192","","","","","","","1424","1424","1424","4.653567790985107","4.653567790985107","4.653567790985107"
"18432357","1502","1502","1502","5.759162425994873","5.759162425994873","5.759162425994873","","","","","",""
"18458837","","","","","","","1426","1426","1426","3.1943211555480957","3.1943211555480957","3.1943211555480957"
"18459577","1504","1504","1504","4.629629611968994","4.629629611968994","4.629629611968994","","","","","",""
"18482145","1506","1506","1506","5.322580814361572","5.322580814361572","5.322580814361572","","","","","",""
"18489807","","","","","","","1428","1428","1428","3.7197232246398926","3.7197232246398926","3.7197232246398926"
"18505429","1508","1508","1508","5.537974834442139","5.537974834442139","5.537974834442139","","","","","",""
"18519648","","","","","","","1430","1430","1430","5.360280990600586","5.360280990600586","5.360280990600586"
"18526636","1510","1510","1510","5.025125503540039","5.025125503540039","5.025125503540039","","","","","",""
"18547346","","","","","","","1432","1432","1432","3.515263557434082","3.515263557434082","3.515263557434082"
"18550665","1512","1512","1512","4.380664825439453","4.380664825439453","4.380664825439453","","","","","",""
"18571268","","","","","","","1434","1434","1434","5.343511581420898","5.343511581420898","5.343511581420898"
"18574524","1514","1514","1514","5.01519775390625","5.01519775390625","5.01519775390625","","","","","",""
"18598591","","","","","","","1436","1436","1436","4.7393364906311035","4.7393364906311035","4.7393364906311035"
"18599220","1516","1516","1516","5.66615629196167","5.66615629196167","5.66615629196167","","","","","",""
"18625343","","","","","","","1438","1438","1438","4.150197505950928","4.150197505950928","4.150197505950928"
"18625773","1518","1518","1518","3.9318480491638184","3.9318480491638184","3.9318480491638184","","","","","",""
"18649038","1520","1520","1520","5.196850299835205","5.196850299835205","5.196850299835205","","","","","",""
"18649592","","","","","","","1440","1440","1440","6.098964214324951","6.098964214324951","6.098964214324951"
"18677853","","","","","","","1442","1442","1442","3.894927501678467","3.894927501678467","3.894927501678467"
"18678126","1522","1522","1522","4.613466262817383","4.613466262817383","4.613466262817383","","","","","",""
"18704881","1524","1524","1524","4.383561611175537","4.383561611175537","4.383561611175537","","","","","",""
"18709708","","","","","","","1444","1444","1444","3.669724702835083","3.669724702835083","3.669724702835083"
"18733941","1526","1526","1526","3.822441339492798","3.822441339492798","3.822441339492798","","","","","",""
"18736111","","","","","","","1446","1446","1446","3.784860610961914","3.784860610961914","3.784860610961914"
"18760925","","","","","","","1448","1448","1448","5.1148223876953125","5.1148223876953125","5.1148223876953125"
"18761416","1528","1528","1528","5.525606632232666","5.525606632232666","5.525606632232666","","","","","",""
"18784881","1530","1530","1530","5.384615421295166","5.384615421295166","5.384615421295166","","","","","",""
"18792794","","","","","","","1450","1450","1450","3.7891268730163574","3.7891268730163574","3.7891268730163574"
"18807925","1532","1532","1532","5.362775802612305","5.362775802612305","5.362775802612305","","","","","",""
"18824617","","","","","","","1452","1452","1452","5.15970516204834","5.15970516204834","5.15970516204834"
"18836876","1534","1534","1534","4.466501235961914","4.466501235961914","4.466501235961914","","","","","",""
"18849036","","","","","","","1454","1454","1454","5.9151787757873535","5.9151787757873535","5.9151787757873535"
"18864385","1536","1536","1536","5.781866073608398","5.781866073608398","5.781866073608398","","","","","",""
"18879306","","","","","","","1456","1456","1456","3.420341968536377","3.420341968536377","3.420341968536377"
"18894101","1538","1538","1538","3.911980390548706","3.911980390548706","3.911980390548706","","","","","",""
"18908644","","","","","","","1458","1458","1458","3.42910099029541","3.42910099029541","3.42910099029541"
"18919656","1540","1540","1540","5.346820831298828","5.346820831298828","5.346820831298828","","","","","",""
"18933001","","","","","","","1460","1460","1460","5.1705169677734375","5.1705169677734375","5.1705169677734375"
"18947517","1542","1542","1542","3.75","3.75","3.75","","","","","",""
"18960036","","","","","","","1462","1462","1462","4.327375411987305","4.327375411987305","4.327375411987305"
"18970536","1544","1544","1544","6.009244918823242","6.009244918823242","6.009244918823242","","","","","",""
"18987622","","","","","","","1464","1464","1464","5.32429838180542","5.32429838180542","5.32429838180542"
"18999181","1546","1546","1546","4.659949779510498","4.659949779510498","4.659949779510498","","","","","",""
"19019070","","","","","","","1466","1466","1466","4.2757415771484375","4.2757415771484375","4.2757415771484375"
"19024948","1548","1548","1548","5.943536281585693","5.943536281585693","5.943536281585693","","","","","",""
"19049257","","","","","","","1468","1468","1468","4.325699806213379","4.325699806213379","4.325699806213379"
"19051316","1550","1550","1550","5.080214023590088","5.080214023590088","5.080214023590088","","","","","",""
"19075248","","","","","","","1470","1470","1470","3.6420395374298096","3.6420395374298096","3.6420395374298096"
"19076352","1552","1552","1552","3.3478894233703613","3.3478894233703613","3.3478894233703613","","","","","",""
"19103455","","","","","","","1472","1472","1472","3.871577024459839","3.871577024459839","3.871577024459839"
"19105773","1554","1554","1554","3.7174720764160156","3.7174720764160156","3.7174720764160156","","","","","",""
"19129419","1556","1556","1556","5.546995162963867","5.546995162963867","5.546995162963867","","","","","",""
"19134684","","","","","","","1474","1474","1474","3.846153736114502","3.846153736114502","3.846153736114502"
"19148897","1558","1558","1558","6.964285850524902","6.964285850524902","6.964285850524902","","","","","",""
"19164536","","","","","","","1476","1476","1476","4","4","4"
"19181333","1560","1560","1560","3.1710078716278076","3.1710078716278076","3.1710078716278076","","","","","",""
"19195940","","","","","","","1478","1478","1478","3.361344575881958","3.361344575881958","3.361344575881958"
"19209088","1562","1562","1562","5.354752540588379","5.354752540588379","5.354752540588379","","","","","",""
"19222256","","","","","","","1480","1480","1480","4.356636047363281","4.356636047363281","4.356636047363281"
"19238590","1564","1564","1564","3.909205436706543","3.909205436706543","3.909205436706543","","","","","",""
"19248583","","","","","","","1482","1482","1482","4.990403175354004","4.990403175354004","4.990403175354004"
"19266801","1566","1566","1566","5.037783145904541","5.037783145904541","5.037783145904541","","","","","",""
"19273956","","","","","","","1484","1484","1484","5.16684627532959","5.16684627532959","5.16684627532959"
"19290040","1568","1568","1568","3.7650601863861084","3.7650601863861084","3.7650601863861084","","","","","",""
"19300018","","","","","","","1486","1486","1486","4.822834491729736","4.822834491729736","4.822834491729736"
"19312888","1570","1570","1570","6.050955295562744","6.050955295562744","6.050955295562744","","","","","",""
"19328887","","","","","","","1488","1488","1488","3.42910099029541","3.42910099029541","3.42910099029541"
"19340943","1572","1572","1572","4.021447658538818","4.021447658538818","4.021447658538818","","","","","",""
"19352345","","","","","","","1490","1490","1490","5.740528106689453","5.740528106689453","5.740528106689453"
"19369872","1574","1574","1574","4.697986602783203","4.697986602783203","4.697986602783203","","","","","",""
"19384979","","","","","","","1492","1492","1492","3.2554256916046143","3.2554256916046143","3.2554256916046143"
"19398264","1576","1576","1576","2.966625452041626","2.966625452041626","2.966625452041626","","","","","",""
"19410320","","","","","","","1494","1494","1494","4.943357467651367","4.943357467651367","4.943357467651367"
"19421525","1578","1578","1578","5.175037860870361","5.175037860870361","5.175037860870361","","","","","",""
"19441301","","","","","","","1496","1496","1496","3.826530694961548","3.826530694961548","3.826530694961548"
"19444488","1580","1580","1580","5.663430213928223","5.663430213928223","5.663430213928223","","","","","",""
"19469992","","","","","","","1498","1498","1498","5.268022060394287","5.268022060394287","5.268022060394287"
"19475639","1582","1582","1582","3.8374717235565186","3.8374717235565186","3.8374717235565186","","","","","",""
"19498683","1584","1584","1584","4.731861114501953","4.731861114501953","4.731861114501953","","","","","",""
"19503315","","","","","","","1500","1500","1500","3.1176929473876953","3.1176929473876953","3.1176929473876953"
"19518840","1586","1586","1586","5.197132587432861","5.197132587432861","5.197132587432861","","","","","",""
"19528007","","","","","","","1502","1502","1502","5.202913761138916","5.202913761138916","5.202913761138916"
"19543278","1588","1588","1588","4.463040351867676","4.463040351867676","4.463040351867676","","","","","",""
"19556674","","","","","","","1504","1504","1504","4.392523288726807","4.392523288726807","4.392523288726807"
"19560318","1590","1590","1590","4.5738043785095215","4.5738043785095215","4.5738043785095215","","","","","",""
"19582478","1592","1592","1592","6.52503776550293","6.52503776550293","6.52503776550293","","","","","",""
"19586405","","","","","","","1506","1506","1506","4.332129955291748","4.332129955291748","4.332129955291748"
"19604420","1594","1594","1594","4.4925127029418945","4.4925127029418945","4.4925127029418945","","","","","",""
"19613033","","","","","","","1508","1508","1508","4.334975242614746","4.334975242614746","4.334975242614746"
"19625892","1596","1596","1596","5.892255783081055","5.892255783081055","5.892255783081055","","","","","",""
"19641966","","","","","","","1510","1510","1510","4.018691539764404","4.018691539764404","4.018691539764404"
"19652408","1598","1598","1598","4.613296985626221","4.613296985626221","4.613296985626221","","","","","",""
"19663994","","","","","","","1512","1512","1512","5.9633026123046875","5.9633026123046875","5.9633026123046875"
"19672605","1600","1600","1600","5.740740776062012","5.740740776062012","5.740740776062012","","","","","",""
"19688386","","","","","","","1514","1514","1514","4.968944072723389","4.968944072723389","4.968944072723389"
"19698965","1602","1602","1602","4.836601257324219","4.836601257324219","4.836601257324219","","","","","",""
"19714568","","","","","","","1516","1516","1516","3.838174343109131","3.838174343109131","3.838174343109131"
"19723092","1604","1604","1604","4.918032646179199","4.918032646179199","4.918032646179199","","","","","",""
"19744572","1606","1606","1606","6.554621696472168","6.554621696472168","6.554621696472168","","","","","",""
"19744651","","","","","","","1518","1518","1518","3.85996413230896","3.85996413230896","3.85996413230896"
"19768806","1608","1608","1608","4.252199649810791","4.252199649810791","4.252199649810791","","","","","",""
"19773705","","","","","","","1520","1520","1520","3.915950298309326","3.915950298309326","3.915950298309326"
"19792247","1610","1610","1610","5.731523513793945","5.731523513793945","5.731523513793945","","","","","",""
"19799789","","","","","","","1522","1522","1522","4.114832401275635","4.114832401275635","4.114832401275635"
"19818272","1612","1612","1612","3.678474187850952","3.678474187850952","3.678474187850952","","","","","",""
"19829696","","","","","","","1524","1524","1524","3.7399821281433105","3.7399821281433105","3.7399821281433105"
"19851410","1614","1614","1614","3.7694013118743896","3.7694013118743896","3.7694013118743896","","","","","",""
"19856959","","","","","","","1526","1526","1526","3.733602523803711","3.733602523803711","3.733602523803711"
"19877532","1616","1616","1616","3.809523820877075","3.809523820877075","3.809523820877075","","","","","",""
"19888836","","","","","","","1528","1528","1528","4.242928504943848","4.242928504943848","4.242928504943848"
"19903779","1618","1618","1618","4.447439193725586","4.447439193725586","4.447439193725586","","","","","",""
"19914581","","","","","","","1530","1530","1530","4.403131008148193","4.403131008148193","4.403131008148193"
"19930876","1620","1620","1620","4.5392022132873535","4.5392022132873535","4.5392022132873535","","","","","",""
"19951266","","","","","","","1532","1532","1532","2.763256072998047","2.763256072998047","2.763256072998047"
"19951669","1622","1622","1622","5.354058742523193","5.354058742523193","5.354058742523193","","","","","",""
"19975178","1624","1624","1624","5.939004898071289","5.939004898071289","5.939004898071289","","","","","",""
"19977454","","","","","","","1534","1534","1534","4.697986602783203","4.697986602783203","4.697986602783203"
"20004338","1626","1626","1626","5.647058963775635","5.647058963775635","5.647058963775635","","","","","",""
"20005870","","","","","","","1536","1536","1536","4.367607116699219","4.367607116699219","4.367607116699219"
"20028331","1638","1638","1638","4.8665618896484375","4.8665618896484375","4.8665618896484375","","","","","",""
"20034387","","","","","","","1538","1538","1538","3.0505242347717285","3.0505242347717285","3.0505242347717285"
"20050923","1640","1640","1640","6.518518447875977","6.518518447875977","6.518518447875977","","","","","",""
"20060346","","","","","","","1540","1540","1540","4.669260501861572","4.669260501861572","4.669260501861572"
"20072686","1642","1642","1642","5.762712001800537","5.762712001800537","5.762712001800537","","","","","",""
"20094651","","","","","","","1542","1542","1542","3.2941176891326904","3.2941176891326904","3.2941176891326904"
"20094700","1644","1644","1644","4.1284403800964355","4.1284403800964355","4.1284403800964355","","","","","",""
"20121194","1646","1646","1646","4.405874729156494","4.405874729156494","4.405874729156494","","","","","",""
"20127447","","","","","","","1544","1544","1544","2.927215099334717","2.927215099334717","2.927215099334717"
"20147589","1648","1648","1648","4.488078594207764","4.488078594207764","4.488078594207764","","","","","",""
"20152241","","","","","","","1546","1546","1546","5.035246849060059","5.035246849060059","5.035246849060059"
"20173058","1650","1650","1650","5.170068264007568","5.170068264007568","5.170068264007568","","","","","",""
"20181893","","","","","","","1548","1548","1548","4.494381904602051","4.494381904602051","4.494381904602051"
"20198498","1652","1652","1652","5.040872097015381","5.040872097015381","5.040872097015381","","","","","",""
"20208567","","","","","","","1550","1550","1550","4.079497814178467","4.079497814178467","4.079497814178467"
"20222283","1654","1654","1654","3.495440721511841","3.495440721511841","3.495440721511841","","","","","",""
"20233807","","","","","","","1552","1552","1552","3.793466806411743","3.793466806411743","3.793466806411743"
"20250405","1656","1656","1656","5.235601902008057","5.235601902008057","5.235601902008057","","","","","",""
"20265311","","","","","","","1554","1554","1554","3.498293399810791","3.498293399810791","3.498293399810791"
"20275596","1658","1658","1658","3.7344398498535156","3.7344398498535156","3.7344398498535156","","","","","",""
"20293211","","","","","","","1556","1556","1556","5.178907871246338","5.178907871246338","5.178907871246338"
"20305990","1660","1660","1660","3.766707181930542","3.766707181930542","3.766707181930542","","","","","",""
"20317422","","","","","","","1558","1558","1558","5.032822608947754","5.032822608947754","5.032822608947754"
"20330527","1662","1662","1662","4.34153413772583","4.34153413772583","4.34153413772583","","","","","",""
"20351181","","","","","","","1560","1560","1560","3.2232704162597656","3.2232704162597656","3.2232704162597656"
"20357092","1664","1664","1664","3.6516854763031006","3.6516854763031006","3.6516854763031006","","","","","",""
"20377124","","","","","","","1562","1562","1562","5.450941562652588","5.450941562652588","5.450941562652588"
"20383550","1666","1666","1666","4.359673023223877","4.359673023223877","4.359673023223877","","","","","",""
"20402575","","","","","","","1564","1564","1564","5.358948230743408","5.358948230743408","5.358948230743408"
"20407084","1668","1668","1668","7.0987653732299805","7.0987653732299805","7.0987653732299805","","","","","",""
"20426806","1670","1670","1670","6.386861324310303","6.386861324310303","6.386861324310303","","","","","",""
"20432298","","","","","","","1566","1566","1566","3.3333332538604736","3.3333332538604736","3.3333332538604736"
"20449298","1672","1672","1672","5.790297508239746","5.790297508239746","5.790297508239746","","","","","",""
"20458068","","","","","","","1568","1568","1568","5.159958839416504","5.159958839416504","5.159958839416504"
"20471949","1674","1674","1674","5.546751022338867","5.546751022338867","5.546751022338867","","","","","",""
"20485583","","","","","","","1570","1570","1570","2.6897213459014893","2.6897213459014893","2.6897213459014893"
"20498954","1676","1676","1676","3.908355712890625","3.908355712890625","3.908355712890625","","","","","",""
"20520292","","","","","","","1572","1572","1572","2.992125988006592","2.992125988006592","2.992125988006592"
"20521132","1678","1678","1678","5.629138946533203","5.629138946533203","5.629138946533203","","","","","",""
"20540292","1680","1680","1680","5.069930076599121","5.069930076599121","5.069930076599121","","","","","",""
"20547760","","","","","","","1574","1574","1574","3.816046953201294","3.816046953201294","3.816046953201294"
"20567483","1682","1682","1682","4.44444465637207","4.44444465637207","4.44444465637207","","","","","",""
"20579288","","","","","","","1576","1576","1576","3.425229787826538","3.425229787826538","3.425229787826538"
"20588498","1684","1684","1684","5.809859275817871","5.809859275817871","5.809859275817871","","","","","",""
"20603892","","","","","","","1578","1578","1578","6.5331926345825195","6.5331926345825195","6.5331926345825195"
"20615604","1686","1686","1686","3.6363637447357178","3.6363637447357178","3.6363637447357178","","","","","",""
"20636154","","","","","","","1580","1580","1580","4.214876174926758","4.214876174926758","4.214876174926758"
"20640606","1688","1688","1688","3.7533512115478516","3.7533512115478516","3.7533512115478516","","","","","",""
"20665640","","","","","","","1582","1582","1582","4.367201328277588","4.367201328277588","4.367201328277588"
"20676680","1690","1690","1690","3.9134912490844727","3.9134912490844727","3.9134912490844727","","","","","",""
"20684970","","","","","","","1584","1584","1584","6.982872009277344","6.982872009277344","6.982872009277344"
"20701234","1692","1692","1692","4.052098274230957","4.052098274230957","4.052098274230957","","","","","",""
"20717780","","","","","","","1586","1586","1586","2.753737211227417","2.753737211227417","2.753737211227417"
"20731187","1694","1694","1694","3.4730539321899414","3.4730539321899414","3.4730539321899414","","","","","",""
