"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - rollout/perc_off_road","HR-PPO - rollout/perc_off_road__MIN","HR-PPO - rollout/perc_off_road__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - rollout/perc_off_road","PPO - rollout/perc_off_road__MIN","PPO - rollout/perc_off_road__MAX"
"6897257","576","576","576","5.324459075927734","5.324459075927734","5.324459075927734","","","","","",""
"6909427","","","","","","","560","560","560","4.757373809814453","4.757373809814453","4.757373809814453"
"6918671","578","578","578","5.982905864715576","5.982905864715576","5.982905864715576","","","","","",""
"6934051","","","","","","","562","562","562","5.159165859222412","5.159165859222412","5.159165859222412"
"6947803","580","580","580","3.2808399200439453","3.2808399200439453","3.2808399200439453","","","","","",""
"6959583","","","","","","","564","564","564","4.51127815246582","4.51127815246582","4.51127815246582"
"6969831","582","582","582","6.239460468292236","6.239460468292236","6.239460468292236","","","","","",""
"6980297","","","","","","","566","566","566","6.353240013122559","6.353240013122559","6.353240013122559"
"6994400","584","584","584","5.473372936248779","5.473372936248779","5.473372936248779","","","","","",""
"7004716","","","","","","","568","568","568","5.490653991699219","5.490653991699219","5.490653991699219"
"7018969","586","586","586","4.475308418273926","4.475308418273926","4.475308418273926","","","","","",""
"7028604","","","","","","","570","570","570","5.346985340118408","5.346985340118408","5.346985340118408"
"7047598","588","588","588","4.1720991134643555","4.1720991134643555","4.1720991134643555","","","","","",""
"7057090","","","","","","","572","572","572","4.4160943031311035","4.4160943031311035","4.4160943031311035"
"7075548","590","590","590","5.751634120941162","5.751634120941162","5.751634120941162","","","","","",""
"7085973","","","","","","","574","574","574","3.2660903930664062","3.2660903930664062","3.2660903930664062"
"7099821","592","592","592","2.8831562995910645","2.8831562995910645","2.8831562995910645","","","","","",""
"7110007","","","","","","","576","576","576","4.375667095184326","4.375667095184326","4.375667095184326"
"7125989","594","594","594","5.128205299377441","5.128205299377441","5.128205299377441","","","","","",""
"7132214","","","","","","","578","578","578","6.402793884277344","6.402793884277344","6.402793884277344"
"7152434","596","596","596","3.9548022747039795","3.9548022747039795","3.9548022747039795","","","","","",""
"7157706","","","","","","","580","580","580","5.3590569496154785","5.3590569496154785","5.3590569496154785"
"7181211","598","598","598","3.3512065410614014","3.3512065410614014","3.3512065410614014","","","","","",""
"7181468","","","","","","","582","582","582","4.5610032081604","4.5610032081604","4.5610032081604"
"7206511","600","600","600","4.379561901092529","4.379561901092529","4.379561901092529","","","","","",""
"7210341","","","","","","","584","584","584","3.710407257080078","3.710407257080078","3.710407257080078"
"7226519","602","602","602","5.02692985534668","5.02692985534668","5.02692985534668","","","","","",""
"7237579","","","","","","","586","586","586","4.195121765136719","4.195121765136719","4.195121765136719"
"7250157","604","604","604","4.545454502105713","4.545454502105713","4.545454502105713","","","","","",""
"7265226","","","","","","","588","588","588","3.5019454956054688","3.5019454956054688","3.5019454956054688"
"7268966","606","606","606","7.968127727508545","7.968127727508545","7.968127727508545","","","","","",""
"7295823","608","608","608","4.103343486785889","4.103343486785889","4.103343486785889","","","","","",""
"7296244","","","","","","","590","590","590","3.3101046085357666","3.3101046085357666","3.3101046085357666"
"7319724","610","610","610","4.199066638946533","4.199066638946533","4.199066638946533","","","","","",""
"7321088","","","","","","","592","592","592","4.3526787757873535","4.3526787757873535","4.3526787757873535"
"7343292","612","612","612","5.466238021850586","5.466238021850586","5.466238021850586","","","","","",""
"7347458","","","","","","","594","594","594","4.13223123550415","4.13223123550415","4.13223123550415"
"7368451","614","614","614","4.5714287757873535","4.5714287757873535","4.5714287757873535","","","","","",""
"7371601","","","","","","","596","596","596","5.116279125213623","5.116279125213623","5.116279125213623"
"7394629","616","616","616","6.013986110687256","6.013986110687256","6.013986110687256","","","","","",""
"7401046","","","","","","","598","598","598","4.452690124511719","4.452690124511719","4.452690124511719"
"7427015","618","618","618","4.454864978790283","4.454864978790283","4.454864978790283","","","","","",""
"7431099","","","","","","","600","600","600","2.2123894691467285","2.2123894691467285","2.2123894691467285"
"7453415","620","620","620","4.970760345458984","4.970760345458984","4.970760345458984","","","","","",""
"7458448","","","","","","","602","602","602","3.853564500808716","3.853564500808716","3.853564500808716"
"7476139","622","622","622","6.3517913818359375","6.3517913818359375","6.3517913818359375","","","","","",""
"7486240","","","","","","","604","604","604","5.355403900146484","5.355403900146484","5.355403900146484"
"7503635","624","624","624","5.761316776275635","5.761316776275635","5.761316776275635","","","","","",""
"7512587","","","","","","","606","606","606","3.834808349609375","3.834808349609375","3.834808349609375"
"7527179","626","626","626","5.574324131011963","5.574324131011963","5.574324131011963","","","","","",""
"7539190","","","","","","","608","608","608","3.2640950679779053","3.2640950679779053","3.2640950679779053"
"7555996","628","628","628","3.8860104084014893","3.8860104084014893","3.8860104084014893","","","","","",""
"7567107","","","","","","","610","610","610","5.178907871246338","5.178907871246338","5.178907871246338"
"7582022","630","630","630","6.807867050170898","6.807867050170898","6.807867050170898","","","","","",""
"7593417","","","","","","","612","612","612","4.3434343338012695","4.3434343338012695","4.3434343338012695"
"7606006","632","632","632","5.573248386383057","5.573248386383057","5.573248386383057","","","","","",""
"7620508","","","","","","","614","614","614","5.246589660644531","5.246589660644531","5.246589660644531"
"7634726","634","634","634","3.4956305027008057","3.4956305027008057","3.4956305027008057","","","","","",""
"7646676","","","","","","","616","616","616","5.497925281524658","5.497925281524658","5.497925281524658"
"7659362","636","636","636","4.761904716491699","4.761904716491699","4.761904716491699","","","","","",""
"7669500","","","","","","","618","618","618","6.014151096343994","6.014151096343994","6.014151096343994"
"7688011","638","638","638","3.462050676345825","3.462050676345825","3.462050676345825","","","","","",""
"7689341","","","","","","","620","620","620","5.759162425994873","5.759162425994873","5.759162425994873"
"7705323","640","640","640","8.07453441619873","8.07453441619873","8.07453441619873","","","","","",""
"7712932","","","","","","","622","622","622","5.980066299438477","5.980066299438477","5.980066299438477"
"7731160","642","642","642","5.467626094818115","5.467626094818115","5.467626094818115","","","","","",""
"7742302","","","","","","","624","624","624","3.5071942806243896","3.5071942806243896","3.5071942806243896"
"7758159","644","644","644","3.6619718074798584","3.6619718074798584","3.6619718074798584","","","","","",""
"7770934","","","","","","","626","626","626","5.194805145263672","5.194805145263672","5.194805145263672"
"7785058","646","646","646","6.433566570281982","6.433566570281982","6.433566570281982","","","","","",""
"7796574","","","","","","","628","628","628","4.276315689086914","4.276315689086914","4.276315689086914"
"7809891","648","648","648","7.248520851135254","7.248520851135254","7.248520851135254","","","","","",""
"7824896","","","","","","","630","630","630","5.128205299377441","5.128205299377441","5.128205299377441"
"7831021","650","650","650","7.142857074737549","7.142857074737549","7.142857074737549","","","","","",""
"7850133","652","652","652","5.914972305297852","5.914972305297852","5.914972305297852","","","","","",""
"7852982","","","","","","","632","632","632","4.130643844604492","4.130643844604492","4.130643844604492"
"7873003","654","654","654","5.446293354034424","5.446293354034424","5.446293354034424","","","","","",""
"7879803","","","","","","","634","634","634","4.5314106941223145","4.5314106941223145","4.5314106941223145"
"7897097","656","656","656","5.143721580505371","5.143721580505371","5.143721580505371","","","","","",""
"7908343","","","","","","","636","636","636","3.5887486934661865","3.5887486934661865","3.5887486934661865"
"7923044","658","658","658","3.776223659515381","3.776223659515381","3.776223659515381","","","","","",""
"7932242","","","","","","","638","638","638","5.15350866317749","5.15350866317749","5.15350866317749"
"7952162","660","660","660","4.081632614135742","4.081632614135742","4.081632614135742","","","","","",""
"7959617","","","","","","","640","640","640","4.54995059967041","4.54995059967041","4.54995059967041"
"7979013","662","662","662","3.197674512863159","3.197674512863159","3.197674512863159","","","","","",""
"7979249","","","","","","","642","642","642","5.444887161254883","5.444887161254883","5.444887161254883"
"8001860","664","664","664","6.270627021789551","6.270627021789551","6.270627021789551","","","","","",""
"8004667","","","","","","","644","644","644","4.036326885223389","4.036326885223389","4.036326885223389"
"8029277","666","666","666","3.5230352878570557","3.5230352878570557","3.5230352878570557","","","","","",""
"8032059","","","","","","","646","646","646","4.39453125","4.39453125","4.39453125"
"8047683","668","668","668","6.708595275878906","6.708595275878906","6.708595275878906","","","","","",""
"8059138","","","","","","","648","648","648","4.689092636108398","4.689092636108398","4.689092636108398"
"8076679","670","670","670","4.396985054016113","4.396985054016113","4.396985054016113","","","","","",""
"8087214","","","","","","","650","650","650","4.9323015213012695","4.9323015213012695","4.9323015213012695"
"8103629","672","672","672","4.160887718200684","4.160887718200684","4.160887718200684","","","","","",""
"8106714","","","","","","","652","652","652","4.800000190734863","4.800000190734863","4.800000190734863"
"8127366","674","674","674","3.75","3.75","3.75","","","","","",""
"8131904","","","","","","","654","654","654","5.477980613708496","5.477980613708496","5.477980613708496"
"8149926","676","676","676","5.05226469039917","5.05226469039917","5.05226469039917","","","","","",""
"8157877","","","","","","","656","656","656","5.197504997253418","5.197504997253418","5.197504997253418"
"8175572","678","678","678","6.116642951965332","6.116642951965332","6.116642951965332","","","","","",""
"8189911","","","","","","","658","658","658","2.983802318572998","2.983802318572998","2.983802318572998"
"8195813","680","680","680","7.421150207519531","7.421150207519531","7.421150207519531","","","","","",""
"8213814","682","682","682","6.822612285614014","6.822612285614014","6.822612285614014","","","","","",""
"8214616","","","","","","","660","660","660","4.73118257522583","4.73118257522583","4.73118257522583"
"8243146","","","","","","","662","662","662","4.0658278465271","4.0658278465271","4.0658278465271"
"8244247","684","684","684","4.875","4.875","4.875","","","","","",""
"8271833","","","","","","","664","664","664","4.35606050491333","4.35606050491333","4.35606050491333"
"8272583","686","686","686","5.511811256408691","5.511811256408691","5.511811256408691","","","","","",""
"8288839","688","688","688","8.496731758117676","8.496731758117676","8.496731758117676","","","","","",""
"8297936","","","","","","","666","666","666","5.295949935913086","5.295949935913086","5.295949935913086"
"8315238","690","690","690","4.532577991485596","4.532577991485596","4.532577991485596","","","","","",""
"8325966","","","","","","","668","668","668","4.509803771972656","4.509803771972656","4.509803771972656"
"8338630","692","692","692","5.910542964935303","5.910542964935303","5.910542964935303","","","","","",""
"8355709","","","","","","","670","670","670","4.118173599243164","4.118173599243164","4.118173599243164"
"8363890","694","694","694","5.164319038391113","5.164319038391113","5.164319038391113","","","","","",""
"8382150","","","","","","","672","672","672","6.1991868019104","6.1991868019104","6.1991868019104"
"8395189","696","696","696","3.846153736114502","3.846153736114502","3.846153736114502","","","","","",""
"8408648","","","","","","","674","674","674","3.6885244846343994","3.6885244846343994","3.6885244846343994"
"8422348","698","698","698","3.770949602127075","3.770949602127075","3.770949602127075","","","","","",""
"8435763","","","","","","","676","676","676","4.729063987731934","4.729063987731934","4.729063987731934"
"8449261","700","700","700","4.861111164093018","4.861111164093018","4.861111164093018","","","","","",""
"8461569","","","","","","","678","678","678","4.634397506713867","4.634397506713867","4.634397506713867"
"8475009","702","702","702","5.184174537658691","5.184174537658691","5.184174537658691","","","","","",""
"8486370","","","","","","","680","680","680","3.995680332183838","3.995680332183838","3.995680332183838"
"8500088","704","704","704","5.209840774536133","5.209840774536133","5.209840774536133","","","","","",""
"8515592","","","","","","","682","682","682","4.784240245819092","4.784240245819092","4.784240245819092"
"8526173","706","706","706","4.698972225189209","4.698972225189209","4.698972225189209","","","","","",""
"8537138","","","","","","","684","684","684","6.431273460388184","6.431273460388184","6.431273460388184"
"8555898","708","708","708","3.557814598083496","3.557814598083496","3.557814598083496","","","","","",""
"8560631","","","","","","","686","686","686","3.7758829593658447","3.7758829593658447","3.7758829593658447"
"8587121","","","","","","","688","688","688","3.6966824531555176","3.6966824531555176","3.6966824531555176"
"8587291","710","710","710","4.117647171020508","4.117647171020508","4.117647171020508","","","","","",""
"8607499","","","","","","","690","690","690","4.516129016876221","4.516129016876221","4.516129016876221"
"8615996","712","712","712","4.005340576171875","4.005340576171875","4.005340576171875","","","","","",""
"8635279","","","","","","","692","692","692","4.265402793884277","4.265402793884277","4.265402793884277"
"8648406","714","714","714","4.651162624359131","4.651162624359131","4.651162624359131","","","","","",""
"8658216","","","","","","","694","694","694","6.643757343292236","6.643757343292236","6.643757343292236"
"8677365","716","716","716","5.3594770431518555","5.3594770431518555","5.3594770431518555","","","","","",""
"8686687","","","","","","","696","696","696","3.5514018535614014","3.5514018535614014","3.5514018535614014"
"8696347","718","718","718","7.142857074737549","7.142857074737549","7.142857074737549","","","","","",""
"8715503","","","","","","","698","698","698","4","4","4"
"8721566","720","720","720","5.020920276641846","5.020920276641846","5.020920276641846","","","","","",""
"8742551","","","","","","","700","700","700","4.9147443771362305","4.9147443771362305","4.9147443771362305"
"8747706","722","722","722","5.970149040222168","5.970149040222168","5.970149040222168","","","","","",""
"8762831","","","","","","","702","702","702","5.282555103302002","5.282555103302002","5.282555103302002"
"8766367","724","724","724","7.518796920776367","7.518796920776367","7.518796920776367","","","","","",""
"8784439","","","","","","","704","704","704","5.917874336242676","5.917874336242676","5.917874336242676"
"8792085","726","726","726","5.6737589836120605","5.6737589836120605","5.6737589836120605","","","","","",""
"8809354","","","","","","","706","706","706","4.579339504241943","4.579339504241943","4.579339504241943"
"8820768","728","728","728","3.8208167552948","3.8208167552948","3.8208167552948","","","","","",""
"8835502","","","","","","","708","708","708","4.6747965812683105","4.6747965812683105","4.6747965812683105"
"8845537","730","730","730","5.270655155181885","5.270655155181885","5.270655155181885","","","","","",""
"8855752","","","","","","","710","710","710","5.46875","5.46875","5.46875"
"8870243","732","732","732","4.9780378341674805","4.9780378341674805","4.9780378341674805","","","","","",""
"8883531","","","","","","","712","712","712","3.849855661392212","3.849855661392212","3.849855661392212"
"8901513","734","734","734","3.365384578704834","3.365384578704834","3.365384578704834","","","","","",""
"8905693","","","","","","","714","714","714","5.542725086212158","5.542725086212158","5.542725086212158"
"8925247","736","736","736","6.595091819763184","6.595091819763184","6.595091819763184","","","","","",""
"8934580","","","","","","","716","716","716","4.471931457519531","4.471931457519531","4.471931457519531"
"8956929","738","738","738","5.1703877449035645","5.1703877449035645","5.1703877449035645","","","","","",""
"8963790","","","","","","","718","718","718","3.8565022945404053","3.8565022945404053","3.8565022945404053"
"8984151","740","740","740","3.861003875732422","3.861003875732422","3.861003875732422","","","","","",""
"8987544","","","","","","","720","720","720","5.749718189239502","5.749718189239502","5.749718189239502"
"9006717","742","742","742","5.108359336853027","5.108359336853027","5.108359336853027","","","","","",""
"9008552","","","","","","","722","722","722","6.937798976898193","6.937798976898193","6.937798976898193"
"9027056","744","744","744","7.446808338165283","7.446808338165283","7.446808338165283","","","","","",""
"9032245","","","","","","","724","724","724","4.961411476135254","4.961411476135254","4.961411476135254"
"9049320","746","746","746","6.190476417541504","6.190476417541504","6.190476417541504","","","","","",""
"9059390","","","","","","","726","726","726","5.753968238830566","5.753968238830566","5.753968238830566"
"9071521","748","748","748","7.840000152587891","7.840000152587891","7.840000152587891","","","","","",""
"9085561","","","","","","","728","728","728","5","5","5"
"9100584","750","750","750","4.260651588439941","4.260651588439941","4.260651588439941","","","","","",""
"9114136","","","","","","","730","730","730","4.030710220336914","4.030710220336914","4.030710220336914"
"9126717","752","752","752","6.323529243469238","6.323529243469238","6.323529243469238","","","","","",""
"9141684","","","","","","","732","732","732","4.170286655426025","4.170286655426025","4.170286655426025"
"9150865","754","754","754","5.736433982849121","5.736433982849121","5.736433982849121","","","","","",""
"9168206","","","","","","","734","734","734","4.232804298400879","4.232804298400879","4.232804298400879"
"9178623","756","756","756","3.51617431640625","3.51617431640625","3.51617431640625","","","","","",""
"9194740","","","","","","","736","736","736","5.1356587409973145","5.1356587409973145","5.1356587409973145"
"9204830","758","758","758","4.755434989929199","4.755434989929199","4.755434989929199","","","","","",""
"9226044","760","760","760","4.931972980499268","4.931972980499268","4.931972980499268","","","","","",""
"9231715","","","","","","","738","738","738","4.087812423706055","4.087812423706055","4.087812423706055"
"9249235","762","762","762","5.9375","5.9375","5.9375","","","","","",""
"9259661","","","","","","","740","740","740","5.014191150665283","5.014191150665283","5.014191150665283"
"9276341","764","764","764","4.092769622802734","4.092769622802734","4.092769622802734","","","","","",""
"9287887","","","","","","","742","742","742","4.139228820800781","4.139228820800781","4.139228820800781"
"9304684","766","766","766","5.277044773101807","5.277044773101807","5.277044773101807","","","","","",""
"9310862","","","","","","","744","744","744","6.395349025726318","6.395349025726318","6.395349025726318"
"9327021","768","768","768","4.9766716957092285","4.9766716957092285","4.9766716957092285","","","","","",""
"9338337","","","","","","","746","746","746","5.187319755554199","5.187319755554199","5.187319755554199"
"9351250","770","770","770","4.862236499786377","4.862236499786377","4.862236499786377","","","","","",""
"9369735","","","","","","","748","748","748","3.0874786376953125","3.0874786376953125","3.0874786376953125"
"9372321","772","772","772","6.752411365509033","6.752411365509033","6.752411365509033","","","","","",""
"9392178","774","774","774","5.395683288574219","5.395683288574219","5.395683288574219","","","","","",""
"9400608","","","","","","","750","750","750","3.9096438884735107","3.9096438884735107","3.9096438884735107"
"9418549","776","776","776","4.793608665466309","4.793608665466309","4.793608665466309","","","","","",""
"9433851","","","","","","","752","752","752","3.073089599609375","3.073089599609375","3.073089599609375"
"9447780","778","778","778","4.456094264984131","4.456094264984131","4.456094264984131","","","","","",""
"9461189","","","","","","","754","754","754","4.807692527770996","4.807692527770996","4.807692527770996"
"9469757","780","780","780","7.275803565979004","7.275803565979004","7.275803565979004","","","","","",""
"9486767","","","","","","","756","756","756","4.7959184646606445","4.7959184646606445","4.7959184646606445"
"9498061","782","782","782","4.3656206130981445","4.3656206130981445","4.3656206130981445","","","","","",""
"9515332","","","","","","","758","758","758","3.644859790802002","3.644859790802002","3.644859790802002"
"9523296","784","784","784","4.427480697631836","4.427480697631836","4.427480697631836","","","","","",""
"9539942","","","","","","","760","760","760","4.906054496765137","4.906054496765137","4.906054496765137"
"9545810","786","786","786","7.026144027709961","7.026144027709961","7.026144027709961","","","","","",""
"9565993","","","","","","","762","762","762","4.234527587890625","4.234527587890625","4.234527587890625"
"9573333","788","788","788","4.881450653076172","4.881450653076172","4.881450653076172","","","","","",""
"9591582","","","","","","","764","764","764","4.940923690795898","4.940923690795898","4.940923690795898"
"9596493","790","790","790","6.003159523010254","6.003159523010254","6.003159523010254","","","","","",""
"9617026","","","","","","","766","766","766","4.752274990081787","4.752274990081787","4.752274990081787"
"9620589","792","792","792","5.376344203948975","5.376344203948975","5.376344203948975","","","","","",""
"9643107","794","794","794","4.292527675628662","4.292527675628662","4.292527675628662","","","","","",""
"9645287","","","","","","","768","768","768","4.274353981018066","4.274353981018066","4.274353981018066"
"9674420","796","796","796","3.717026472091675","3.717026472091675","3.717026472091675","","","","","",""
"9675811","","","","","","","770","770","770","3.788546323776245","3.788546323776245","3.788546323776245"
"9697864","","","","","","","772","772","772","5.148741245269775","5.148741245269775","5.148741245269775"
"9698304","798","798","798","6.280193328857422","6.280193328857422","6.280193328857422","","","","","",""
"9723894","","","","","","","774","774","774","4.108216285705566","4.108216285705566","4.108216285705566"
"9727263","800","800","800","5.121294021606445","5.121294021606445","5.121294021606445","","","","","",""
"9747226","","","","","","","776","776","776","5.2690582275390625","5.2690582275390625","5.2690582275390625"
"9754007","802","802","802","3.932584285736084","3.932584285736084","3.932584285736084","","","","","",""
"9775793","","","","","","","778","778","778","3.7892792224884033","3.7892792224884033","3.7892792224884033"
"9782398","804","804","804","2.857142925262451","2.857142925262451","2.857142925262451","","","","","",""
"9800883","","","","","","","780","780","780","4.57018518447876","4.57018518447876","4.57018518447876"
"9809213","806","806","806","4.6831955909729","4.6831955909729","4.6831955909729","","","","","",""
"9827382","","","","","","","782","782","782","4.097560882568359","4.097560882568359","4.097560882568359"
"9838761","818","818","818","3.543307065963745","3.543307065963745","3.543307065963745","","","","","",""
"9860309","","","","","","","784","784","784","3.1604537963867188","3.1604537963867188","3.1604537963867188"
"9863736","820","820","820","3.8109755516052246","3.8109755516052246","3.8109755516052246","","","","","",""
"9885385","","","","","","","786","786","786","3.995901584625244","3.995901584625244","3.995901584625244"
"9889735","822","822","822","4.864091396331787","4.864091396331787","4.864091396331787","","","","","",""
"9913480","","","","","","","788","788","788","3.6363637447357178","3.6363637447357178","3.6363637447357178"
"9916840","824","824","824","4.502046585083008","4.502046585083008","4.502046585083008","","","","","",""
"9938259","826","826","826","7.142857074737549","7.142857074737549","7.142857074737549","","","","","",""
"9942062","","","","","","","790","790","790","3.775322198867798","3.775322198867798","3.775322198867798"
"9962299","828","828","828","3.815580368041992","3.815580368041992","3.815580368041992","","","","","",""
"9972577","","","","","","","792","792","792","3.8528897762298584","3.8528897762298584","3.8528897762298584"
"9988193","830","830","830","5.139500617980957","5.139500617980957","5.139500617980957","","","","","",""
"9998763","","","","","","","794","794","794","4.5816731452941895","4.5816731452941895","4.5816731452941895"
"10012050","832","832","832","4.761904716491699","4.761904716491699","4.761904716491699","","","","","",""
"10024069","","","","","","","796","796","796","4.626708507537842","4.626708507537842","4.626708507537842"
"10034708","834","834","834","5.315614700317383","5.315614700317383","5.315614700317383","","","","","",""
"10055721","836","836","836","6.896551609039307","6.896551609039307","6.896551609039307","","","","","",""
"10056392","","","","","","","798","798","798","4.4056525230407715","4.4056525230407715","4.4056525230407715"
"10082425","","","","","","","800","800","800","4.726100921630859","4.726100921630859","4.726100921630859"
"10086236","838","838","838","3.6295368671417236","3.6295368671417236","3.6295368671417236","","","","","",""
"10105666","","","","","","","802","802","802","5.209513187408447","5.209513187408447","5.209513187408447"
"10115160","840","840","840","5.124835968017578","5.124835968017578","5.124835968017578","","","","","",""
"10128399","","","","","","","804","804","804","6.565064430236816","6.565064430236816","6.565064430236816"
"10137149","842","842","842","5.670103073120117","5.670103073120117","5.670103073120117","","","","","",""
"10152559","","","","","","","806","806","806","4.709748268127441","4.709748268127441","4.709748268127441"
"10165845","844","844","844","5.672823429107666","5.672823429107666","5.672823429107666","","","","","",""
"10183515","","","","","","","818","818","818","4.556962013244629","4.556962013244629","4.556962013244629"
"10189688","846","846","846","5.022830963134766","5.022830963134766","5.022830963134766","","","","","",""
"10211464","","","","","","","820","820","820","3.938520669937134","3.938520669937134","3.938520669937134"
"10217795","848","848","848","5.047749042510986","5.047749042510986","5.047749042510986","","","","","",""
"10240682","","","","","","","822","822","822","4.014939308166504","4.014939308166504","4.014939308166504"
"10243697","850","850","850","5.177515029907227","5.177515029907227","5.177515029907227","","","","","",""
"10267775","","","","","","","824","824","824","3.7661049365997314","3.7661049365997314","3.7661049365997314"
"10268065","852","852","852","6.972789287567139","6.972789287567139","6.972789287567139","","","","","",""
"10289568","","","","","","","826","826","826","6.463414669036865","6.463414669036865","6.463414669036865"
"10293915","854","854","854","5.107526779174805","5.107526779174805","5.107526779174805","","","","","",""
"10313534","856","856","856","7.185628890991211","7.185628890991211","7.185628890991211","","","","","",""
"10314325","","","","","","","828","828","828","5.698924541473389","5.698924541473389","5.698924541473389"
"10338982","858","858","858","4.608938694000244","4.608938694000244","4.608938694000244","","","","","",""
"10343557","","","","","","","830","830","830","3.6036036014556885","3.6036036014556885","3.6036036014556885"
"10368917","","","","","","","832","832","832","4.900938510894775","4.900938510894775","4.900938510894775"
"10369939","860","860","860","4.3640899658203125","4.3640899658203125","4.3640899658203125","","","","","",""
"10394795","","","","","","","834","834","834","4.200819492340088","4.200819492340088","4.200819492340088"
"10395631","862","862","862","5.223880767822266","5.223880767822266","5.223880767822266","","","","","",""
"10415140","","","","","","","836","836","836","5.577689170837402","5.577689170837402","5.577689170837402"
"10418579","864","864","864","5.612245082855225","5.612245082855225","5.612245082855225","","","","","",""
"10439350","866","866","866","6.129597187042236","6.129597187042236","6.129597187042236","","","","","",""
"10444562","","","","","","","838","838","838","4.398563861846924","4.398563861846924","4.398563861846924"
"10468679","868","868","868","3.875","3.875","3.875","","","","","",""
"10476130","","","","","","","840","840","840","4.115586757659912","4.115586757659912","4.115586757659912"
"10493793","870","870","870","6.4801177978515625","6.4801177978515625","6.4801177978515625","","","","","",""
"10507460","","","","","","","842","842","842","4.651162624359131","4.651162624359131","4.651162624359131"
"10513489","872","872","872","5.533596992492676","5.533596992492676","5.533596992492676","","","","","",""
"10534712","874","874","874","7.746479034423828","7.746479034423828","7.746479034423828","","","","","",""
"10537282","","","","","","","844","844","844","3.6264731884002686","3.6264731884002686","3.6264731884002686"
"10565165","","","","","","","846","846","846","4.4626593589782715","4.4626593589782715","4.4626593589782715"
"10567722","876","876","876","5.820721626281738","5.820721626281738","5.820721626281738","","","","","",""
"10590201","","","","","","","848","848","848","3.8947367668151855","3.8947367668151855","3.8947367668151855"
"10593021","878","878","878","6.119402885437012","6.119402885437012","6.119402885437012","","","","","",""
"10615963","","","","","","","850","850","850","4.439746379852295","4.439746379852295","4.439746379852295"
"10616415","880","880","880","5.772231101989746","5.772231101989746","5.772231101989746","","","","","",""
"10645749","882","882","882","4.528763771057129","4.528763771057129","4.528763771057129","","","","","",""
"10647400","","","","","","","852","852","852","3.2690696716308594","3.2690696716308594","3.2690696716308594"
"10668980","884","884","884","4.433497428894043","4.433497428894043","4.433497428894043","","","","","",""
"10677614","","","","","","","854","854","854","3.6745407581329346","3.6745407581329346","3.6745407581329346"
"10693780","886","886","886","4","4","4","","","","","",""
"10711778","","","","","","","856","856","856","3.7903225421905518","3.7903225421905518","3.7903225421905518"
"10716752","888","888","888","4.9155144691467285","4.9155144691467285","4.9155144691467285","","","","","",""
"10741575","","","","","","","858","858","858","4.595588207244873","4.595588207244873","4.595588207244873"
"10743393","890","890","890","3.7604455947875977","3.7604455947875977","3.7604455947875977","","","","","",""
"10767930","892","892","892","5.9790730476379395","5.9790730476379395","5.9790730476379395","","","","","",""
"10768363","","","","","","","860","860","860","4.814443111419678","4.814443111419678","4.814443111419678"
"10793199","","","","","","","862","862","862","5.387930870056152","5.387930870056152","5.387930870056152"
"10793221","894","894","894","5.35455846786499","5.35455846786499","5.35455846786499","","","","","",""
"10811846","896","896","896","5.2419352531433105","5.2419352531433105","5.2419352531433105","","","","","",""
"10820104","","","","","","","864","864","864","3.7735848426818848","3.7735848426818848","3.7735848426818848"
"10844629","","","","","","","866","866","866","4.663774490356445","4.663774490356445","4.663774490356445"
"10845795","898","898","898","4.043715953826904","4.043715953826904","4.043715953826904","","","","","",""
"10871296","","","","","","","868","868","868","5.55555534362793","5.55555534362793","5.55555534362793"
"10878363","900","900","900","3.6257309913635254","3.6257309913635254","3.6257309913635254","","","","","",""
"10897659","902","902","902","7.818181991577148","7.818181991577148","7.818181991577148","","","","","",""
"10901067","","","","","","","870","870","870","3.6936936378479004","3.6936936378479004","3.6936936378479004"
"10930091","","","","","","","872","872","872","4.674610614776611","4.674610614776611","4.674610614776611"
"10932435","904","904","904","3.4707157611846924","3.4707157611846924","3.4707157611846924","","","","","",""
"10956829","","","","","","","874","874","874","4.1330647468566895","4.1330647468566895","4.1330647468566895"
"10958219","906","906","906","5.522387981414795","5.522387981414795","5.522387981414795","","","","","",""
"10983132","908","908","908","5.014326572418213","5.014326572418213","5.014326572418213","","","","","",""
"10984401","","","","","","","876","876","876","5.193578720092773","5.193578720092773","5.193578720092773"
"11005405","","","","","","","878","878","878","6.060606002807617","6.060606002807617","6.060606002807617"
"11011504","910","910","910","3.360214948654175","3.360214948654175","3.360214948654175","","","","","",""
"11035645","","","","","","","880","880","880","4.264577865600586","4.264577865600586","4.264577865600586"
"11041274","912","912","912","3.75","3.75","3.75","","","","","",""
"11063155","","","","","","","882","882","882","3.409090995788574","3.409090995788574","3.409090995788574"
"11066652","914","914","914","3.724928379058838","3.724928379058838","3.724928379058838","","","","","",""
"11088286","","","","","","","884","884","884","4.930332183837891","4.930332183837891","4.930332183837891"
"11092707","916","916","916","6.336088180541992","6.336088180541992","6.336088180541992","","","","","",""
"11116795","","","","","","","886","886","886","4.699248313903809","4.699248313903809","4.699248313903809"
"11124207","918","918","918","4.15140438079834","4.15140438079834","4.15140438079834","","","","","",""
