"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - rollout/perc_goal_achieved","HR-PPO - rollout/perc_goal_achieved__MIN","HR-PPO - rollout/perc_goal_achieved__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - rollout/perc_goal_achieved","PPO - rollout/perc_goal_achieved__MIN","PPO - rollout/perc_goal_achieved__MAX"
"16779778","1372","1372","1372","90.36363983154297","90.36363983154297","90.36363983154297","","","","","",""
"16783096","","","","","","","1308","1308","1308","95.93425750732422","95.93425750732422","95.93425750732422"
"16803536","1374","1374","1374","92.10526275634766","92.10526275634766","92.10526275634766","","","","","",""
"16809240","","","","","","","1310","1310","1310","94.13580322265625","94.13580322265625","94.13580322265625"
"16825985","1376","1376","1376","91.81669616699219","91.81669616699219","91.81669616699219","","","","","",""
"16833733","","","","","","","1312","1312","1312","95.1011734008789","95.1011734008789","95.1011734008789"
"16855921","1378","1378","1378","93.55638122558594","93.55638122558594","93.55638122558594","","","","","",""
"16863992","","","","","","","1314","1314","1314","95.87718963623047","95.87718963623047","95.87718963623047"
"16880153","1380","1380","1380","93.56814575195312","93.56814575195312","93.56814575195312","","","","","",""
"16894390","","","","","","","1316","1316","1316","96.21016693115234","96.21016693115234","96.21016693115234"
"16904777","1382","1382","1382","92.33129119873047","92.33129119873047","92.33129119873047","","","","","",""
"16924844","","","","","","","1318","1318","1318","96.6956558227539","96.6956558227539","96.6956558227539"
"16935687","1384","1384","1384","93.74247741699219","93.74247741699219","93.74247741699219","","","","","",""
"16956060","","","","","","","1320","1320","1320","97.42489624023438","97.42489624023438","97.42489624023438"
"16958263","1386","1386","1386","92.47135925292969","92.47135925292969","92.47135925292969","","","","","",""
"16981880","","","","","","","1322","1322","1322","96.36363983154297","96.36363983154297","96.36363983154297"
"16984807","1388","1388","1388","92.13793182373047","92.13793182373047","92.13793182373047","","","","","",""
"17009969","","","","","","","1324","1324","1324","96.64031982421875","96.64031982421875","96.64031982421875"
"17017124","1390","1390","1390","93.8011703491211","93.8011703491211","93.8011703491211","","","","","",""
"17035078","","","","","","","1326","1326","1326","96.40287780761719","96.40287780761719","96.40287780761719"
"17042886","1392","1392","1392","92.73255920410156","92.73255920410156","92.73255920410156","","","","","",""
"17063762","","","","","","","1328","1328","1328","95.04290008544922","95.04290008544922","95.04290008544922"
"17070146","1394","1394","1394","90.9329833984375","90.9329833984375","90.9329833984375","","","","","",""
"17089804","","","","","","","1330","1330","1330","96.56964874267578","96.56964874267578","96.56964874267578"
"17102090","1396","1396","1396","94.76190185546875","94.76190185546875","94.76190185546875","","","","","",""
"17123085","","","","","","","1332","1332","1332","97.26134490966797","97.26134490966797","97.26134490966797"
"17130405","1398","1398","1398","93.9189224243164","93.9189224243164","93.9189224243164","","","","","",""
"17149660","","","","","","","1334","1334","1334","95.92849731445312","95.92849731445312","95.92849731445312"
"17153803","1400","1400","1400","94.15481567382812","94.15481567382812","94.15481567382812","","","","","",""
"17176619","","","","","","","1336","1336","1336","95.64777374267578","95.64777374267578","95.64777374267578"
"17178817","1402","1402","1402","94.83282470703125","94.83282470703125","94.83282470703125","","","","","",""
"17196792","1404","1404","1404","87.8296127319336","87.8296127319336","87.8296127319336","","","","","",""
"17204449","","","","","","","1338","1338","1338","96.52333068847656","96.52333068847656","96.52333068847656"
"17214799","1406","1406","1406","91.9678726196289","91.9678726196289","91.9678726196289","","","","","",""
"17227933","","","","","","","1340","1340","1340","96.58966064453125","96.58966064453125","96.58966064453125"
"17239943","1408","1408","1408","92.97124481201172","92.97124481201172","92.97124481201172","","","","","",""
"17253974","","","","","","","1342","1342","1342","96.33663177490234","96.33663177490234","96.33663177490234"
"17262852","1410","1410","1410","92.56449127197266","92.56449127197266","92.56449127197266","","","","","",""
"17282223","","","","","","","1344","1344","1344","96.1832046508789","96.1832046508789","96.1832046508789"
"17290778","1412","1412","1412","93.6114730834961","93.6114730834961","93.6114730834961","","","","","",""
"17306155","","","","","","","1346","1346","1346","96.94915008544922","96.94915008544922","96.94915008544922"
"17322225","1414","1414","1414","94","94","94","","","","","",""
"17331175","","","","","","","1348","1348","1348","95.46891784667969","95.46891784667969","95.46891784667969"
"17351181","1416","1416","1416","94.40203857421875","94.40203857421875","94.40203857421875","","","","","",""
"17357589","","","","","","","1350","1350","1350","96.25984191894531","96.25984191894531","96.25984191894531"
"17380768","1418","1418","1418","94.48925018310547","94.48925018310547","94.48925018310547","","","","","",""
"17387027","","","","","","","1352","1352","1352","96.55484771728516","96.55484771728516","96.55484771728516"
"17398459","1420","1420","1420","90.1353988647461","90.1353988647461","90.1353988647461","","","","","",""
"17419169","","","","","","","1354","1354","1354","97.06390380859375","97.06390380859375","97.06390380859375"
"17427865","1422","1422","1422","93.788818359375","93.788818359375","93.788818359375","","","","","",""
"17447138","","","","","","","1356","1356","1356","96.37882995605469","96.37882995605469","96.37882995605469"
"17456195","1424","1424","1424","92.88436889648438","92.88436889648438","92.88436889648438","","","","","",""
"17474355","","","","","","","1358","1358","1358","95.14661407470703","95.14661407470703","95.14661407470703"
"17483927","1426","1426","1426","92.80958557128906","92.80958557128906","92.80958557128906","","","","","",""
"17502604","","","","","","","1360","1360","1360","97.23247528076172","97.23247528076172","97.23247528076172"
"17509316","1428","1428","1428","93.06625366210938","93.06625366210938","93.06625366210938","","","","","",""
"17530578","","","","","","","1362","1362","1362","96.4525375366211","96.4525375366211","96.4525375366211"
"17540706","1430","1430","1430","97.06916809082031","97.06916809082031","97.06916809082031","","","","","",""
"17556770","","","","","","","1364","1364","1364","95.9081802368164","95.9081802368164","95.9081802368164"
"17560376","1432","1432","1432","88.908447265625","88.908447265625","88.908447265625","","","","","",""
"17579765","","","","","","","1366","1366","1366","95.49549865722656","95.49549865722656","95.49549865722656"
"17587408","1434","1434","1434","95.85062408447266","95.85062408447266","95.85062408447266","","","","","",""
"17607509","","","","","","","1368","1368","1368","96.32849884033203","96.32849884033203","96.32849884033203"
"17609369","1436","1436","1436","92.6590576171875","92.6590576171875","92.6590576171875","","","","","",""
"17631451","","","","","","","1370","1370","1370","93.66419982910156","93.66419982910156","93.66419982910156"
"17631838","1438","1438","1438","90.18405151367188","90.18405151367188","90.18405151367188","","","","","",""
"17654065","1440","1440","1440","92.14402770996094","92.14402770996094","92.14402770996094","","","","","",""
"17661263","","","","","","","1372","1372","1372","96.23796844482422","96.23796844482422","96.23796844482422"
"17684199","1442","1442","1442","94.20989227294922","94.20989227294922","94.20989227294922","","","","","",""
"17694250","","","","","","","1374","1374","1374","97.91144561767578","97.91144561767578","97.91144561767578"
"17704403","1444","1444","1444","92.38410949707031","92.38410949707031","92.38410949707031","","","","","",""
"17721096","","","","","","","1376","1376","1376","96.20133209228516","96.20133209228516","96.20133209228516"
"17724845","1446","1446","1446","92.52970886230469","92.52970886230469","92.52970886230469","","","","","",""
"17750236","1448","1448","1448","93.75","93.75","93.75","","","","","",""
"17753605","","","","","","","1378","1378","1378","97.4853286743164","97.4853286743164","97.4853286743164"
"17781496","","","","","","","1380","1380","1380","96.73202514648438","96.73202514648438","96.73202514648438"
"17782746","1450","1450","1450","96.80264282226562","96.80264282226562","96.80264282226562","","","","","",""
"17811673","1452","1452","1452","93.54838562011719","93.54838562011719","93.54838562011719","","","","","",""
"17814757","","","","","","","1382","1382","1382","97.42350769042969","97.42350769042969","97.42350769042969"
"17839109","1454","1454","1454","93.54838562011719","93.54838562011719","93.54838562011719","","","","","",""
"17841127","","","","","","","1384","1384","1384","96.10526275634766","96.10526275634766","96.10526275634766"
"17864171","1456","1456","1456","92.47605895996094","92.47605895996094","92.47605895996094","","","","","",""
"17872006","","","","","","","1386","1386","1386","95.86016845703125","95.86016845703125","95.86016845703125"
"17889538","1458","1458","1458","93.82183837890625","93.82183837890625","93.82183837890625","","","","","",""
"17908620","","","","","","","1388","1388","1388","97.38941192626953","97.38941192626953","97.38941192626953"
"17912241","1460","1460","1460","90.35369873046875","90.35369873046875","90.35369873046875","","","","","",""
"17934865","","","","","","","1390","1390","1390","96.29629516601562","96.29629516601562","96.29629516601562"
"17944904","1462","1462","1462","93.9745101928711","93.9745101928711","93.9745101928711","","","","","",""
"17964447","","","","","","","1392","1392","1392","97.49351501464844","97.49351501464844","97.49351501464844"
"17968671","1464","1464","1464","92.57504272460938","92.57504272460938","92.57504272460938","","","","","",""
"17989526","","","","","","","1394","1394","1394","97.10920715332031","97.10920715332031","97.10920715332031"
"17997273","1466","1466","1466","92.9521255493164","92.9521255493164","92.9521255493164","","","","","",""
"18016305","","","","","","","1396","1396","1396","96.31474304199219","96.31474304199219","96.31474304199219"
"18022638","1468","1468","1468","90.74626922607422","90.74626922607422","90.74626922607422","","","","","",""
"18040832","","","","","","","1398","1398","1398","95.80272674560547","95.80272674560547","95.80272674560547"
"18043603","1470","1470","1470","91.2685317993164","91.2685317993164","91.2685317993164","","","","","",""
"18066663","1472","1472","1472","93.97217559814453","93.97217559814453","93.97217559814453","","","","","",""
"18069350","","","","","","","1400","1400","1400","97.17514038085938","97.17514038085938","97.17514038085938"
"18095446","1474","1474","1474","95.34590911865234","95.34590911865234","95.34590911865234","","","","","",""
"18106755","","","","","","","1402","1402","1402","97.45454406738281","97.45454406738281","97.45454406738281"
"18117715","1476","1476","1476","94.30894470214844","94.30894470214844","94.30894470214844","","","","","",""
"18135366","","","","","","","1404","1404","1404","95.78140258789062","95.78140258789062","95.78140258789062"
"18145682","1478","1478","1478","94.73023986816406","94.73023986816406","94.73023986816406","","","","","",""
"18159629","","","","","","","1406","1406","1406","96.74797058105469","96.74797058105469","96.74797058105469"
"18166542","1480","1480","1480","92.71758270263672","92.71758270263672","92.71758270263672","","","","","",""
"18186463","1482","1482","1482","91.3443832397461","91.3443832397461","91.3443832397461","","","","","",""
"18188383","","","","","","","1408","1408","1408","96.21961975097656","96.21961975097656","96.21961975097656"
"18208674","1484","1484","1484","91.73553466796875","91.73553466796875","91.73553466796875","","","","","",""
"18218389","","","","","","","1410","1410","1410","96.32164001464844","96.32164001464844","96.32164001464844"
"18230286","1486","1486","1486","93.8843002319336","93.8843002319336","93.8843002319336","","","","","",""
"18248988","","","","","","","1412","1412","1412","95.9459457397461","95.9459457397461","95.9459457397461"
"18254456","1488","1488","1488","92.42424011230469","92.42424011230469","92.42424011230469","","","","","",""
"18277135","","","","","","","1414","1414","1414","97.106689453125","97.106689453125","97.106689453125"
"18279770","1490","1490","1490","92.52717590332031","92.52717590332031","92.52717590332031","","","","","",""
"18297915","1492","1492","1492","92.51439666748047","92.51439666748047","92.51439666748047","","","","","",""
"18308348","","","","","","","1416","1416","1416","96.72695922851562","96.72695922851562","96.72695922851562"
"18323139","1494","1494","1494","91.7378921508789","91.7378921508789","91.7378921508789","","","","","",""
"18342343","","","","","","","1418","1418","1418","97.60432434082031","97.60432434082031","97.60432434082031"
"18353260","1496","1496","1496","92.53164672851562","92.53164672851562","92.53164672851562","","","","","",""
"18376369","","","","","","","1420","1420","1420","96.11650848388672","96.11650848388672","96.11650848388672"
"18380891","1498","1498","1498","92.32839965820312","92.32839965820312","92.32839965820312","","","","","",""
"18403515","","","","","","","1422","1422","1422","97.60306549072266","97.60306549072266","97.60306549072266"
"18413673","1500","1500","1500","93.23040008544922","93.23040008544922","93.23040008544922","","","","","",""
"18429192","","","","","","","1424","1424","1424","95.86349487304688","95.86349487304688","95.86349487304688"
"18432357","1502","1502","1502","89.87783813476562","89.87783813476562","89.87783813476562","","","","","",""
"18458837","","","","","","","1426","1426","1426","96.18456268310547","96.18456268310547","96.18456268310547"
"18459577","1504","1504","1504","91.93121337890625","91.93121337890625","91.93121337890625","","","","","",""
"18482145","1506","1506","1506","92.09677124023438","92.09677124023438","92.09677124023438","","","","","",""
"18489807","","","","","","","1428","1428","1428","95.32872009277344","95.32872009277344","95.32872009277344"
"18505429","1508","1508","1508","93.19620513916016","93.19620513916016","93.19620513916016","","","","","",""
"18519648","","","","","","","1430","1430","1430","94.55184173583984","94.55184173583984","94.55184173583984"
"18526636","1510","1510","1510","94.47235870361328","94.47235870361328","94.47235870361328","","","","","",""
"18547346","","","","","","","1432","1432","1432","95.09712982177734","95.09712982177734","95.09712982177734"
"18550665","1512","1512","1512","92.90029907226562","92.90029907226562","92.90029907226562","","","","","",""
"18571268","","","","","","","1434","1434","1434","94.65648651123047","94.65648651123047","94.65648651123047"
"18574524","1514","1514","1514","94.07294464111328","94.07294464111328","94.07294464111328","","","","","",""
"18598591","","","","","","","1436","1436","1436","96.1137466430664","96.1137466430664","96.1137466430664"
"18599220","1516","1516","1516","93.56814575195312","93.56814575195312","93.56814575195312","","","","","",""
"18625343","","","","","","","1438","1438","1438","96.44268798828125","96.44268798828125","96.44268798828125"
"18625773","1518","1518","1518","94.62647247314453","94.62647247314453","94.62647247314453","","","","","",""
"18649038","1520","1520","1520","92.75590515136719","92.75590515136719","92.75590515136719","","","","","",""
"18649592","","","","","","","1440","1440","1440","94.8216323852539","94.8216323852539","94.8216323852539"
"18677853","","","","","","","1442","1442","1442","96.2862319946289","96.2862319946289","96.2862319946289"
"18678126","1522","1522","1522","93.14214324951172","93.14214324951172","93.14214324951172","","","","","",""
"18704881","1524","1524","1524","93.83561706542969","93.83561706542969","93.83561706542969","","","","","",""
"18709708","","","","","","","1444","1444","1444","96.16346740722656","96.16346740722656","96.16346740722656"
"18733941","1526","1526","1526","93.0949478149414","93.0949478149414","93.0949478149414","","","","","",""
"18736111","","","","","","","1446","1446","1446","96.71315002441406","96.71315002441406","96.71315002441406"
"18760925","","","","","","","1448","1448","1448","94.98956298828125","94.98956298828125","94.98956298828125"
"18761416","1528","1528","1528","93.800537109375","93.800537109375","93.800537109375","","","","","",""
"18784881","1530","1530","1530","92.76923370361328","92.76923370361328","92.76923370361328","","","","","",""
"18792794","","","","","","","1450","1450","1450","96.62273406982422","96.62273406982422","96.62273406982422"
"18807925","1532","1532","1532","92.11356353759766","92.11356353759766","92.11356353759766","","","","","",""
"18824617","","","","","","","1452","1452","1452","95.74119567871094","95.74119567871094","95.74119567871094"
"18836876","1534","1534","1534","94.91315460205078","94.91315460205078","94.91315460205078","","","","","",""
"18849036","","","","","","","1454","1454","1454","95.20088958740234","95.20088958740234","95.20088958740234"
"18864385","1536","1536","1536","92.11563873291016","92.11563873291016","92.11563873291016","","","","","",""
"18879306","","","","","","","1456","1456","1456","96.939697265625","96.939697265625","96.939697265625"
"18894101","1538","1538","1538","94.25428009033203","94.25428009033203","94.25428009033203","","","","","",""
"18908644","","","","","","","1458","1458","1458","96.84893798828125","96.84893798828125","96.84893798828125"
"18919656","1540","1540","1540","93.64161682128906","93.64161682128906","93.64161682128906","","","","","",""
"18933001","","","","","","","1460","1460","1460","96.25962829589844","96.25962829589844","96.25962829589844"
"18947517","1542","1542","1542","94.625","94.625","94.625","","","","","",""
"18960036","","","","","","","1462","1462","1462","96.33113861083984","96.33113861083984","96.33113861083984"
"18970536","1544","1544","1544","92.75808715820312","92.75808715820312","92.75808715820312","","","","","",""
"18987622","","","","","","","1464","1464","1464","94.96611785888672","94.96611785888672","94.96611785888672"
"18999181","1546","1546","1546","94.3324966430664","94.3324966430664","94.3324966430664","","","","","",""
"19019070","","","","","","","1466","1466","1466","96.50959777832031","96.50959777832031","96.50959777832031"
"19024948","1548","1548","1548","92.5705795288086","92.5705795288086","92.5705795288086","","","","","",""
"19049257","","","","","","","1468","1468","1468","96.0135726928711","96.0135726928711","96.0135726928711"
"19051316","1550","1550","1550","93.4491958618164","93.4491958618164","93.4491958618164","","","","","",""
"19075248","","","","","","","1470","1470","1470","97.08636474609375","97.08636474609375","97.08636474609375"
"19076352","1552","1552","1552","94.75982666015625","94.75982666015625","94.75982666015625","","","","","",""
"19103455","","","","","","","1472","1472","1472","95.93956756591797","95.93956756591797","95.93956756591797"
"19105773","1554","1554","1554","94.29987335205078","94.29987335205078","94.29987335205078","","","","","",""
"19129419","1556","1556","1556","93.06625366210938","93.06625366210938","93.06625366210938","","","","","",""
"19134684","","","","","","","1474","1474","1474","97.008544921875","97.008544921875","97.008544921875"
"19148897","1558","1558","1558","90.53571319580078","90.53571319580078","90.53571319580078","","","","","",""
"19164536","","","","","","","1476","1476","1476","96.44444274902344","96.44444274902344","96.44444274902344"
"19181333","1560","1560","1560","94.90373992919922","94.90373992919922","94.90373992919922","","","","","",""
"19195940","","","","","","","1478","1478","1478","96.30252075195312","96.30252075195312","96.30252075195312"
"19209088","1562","1562","1562","92.10173797607422","92.10173797607422","92.10173797607422","","","","","",""
"19222256","","","","","","","1480","1480","1480","96.04862976074219","96.04862976074219","96.04862976074219"
"19238590","1564","1564","1564","95.58638000488281","95.58638000488281","95.58638000488281","","","","","",""
"19248583","","","","","","","1482","1482","1482","95.96929168701172","95.96929168701172","95.96929168701172"
"19266801","1566","1566","1566","92.3173828125","92.3173828125","92.3173828125","","","","","",""
"19273956","","","","","","","1484","1484","1484","96.34014892578125","96.34014892578125","96.34014892578125"
"19290040","1568","1568","1568","93.52409362792969","93.52409362792969","93.52409362792969","","","","","",""
"19300018","","","","","","","1486","1486","1486","95.76771545410156","95.76771545410156","95.76771545410156"
"19312888","1570","1570","1570","91.71974182128906","91.71974182128906","91.71974182128906","","","","","",""
"19328887","","","","","","","1488","1488","1488","97.12696838378906","97.12696838378906","97.12696838378906"
"19340943","1572","1572","1572","93.56568145751953","93.56568145751953","93.56568145751953","","","","","",""
"19352345","","","","","","","1490","1490","1490","95.52238464355469","95.52238464355469","95.52238464355469"
"19369872","1574","1574","1574","93.55704498291016","93.55704498291016","93.55704498291016","","","","","",""
"19384979","","","","","","","1492","1492","1492","96.82804870605469","96.82804870605469","96.82804870605469"
"19398264","1576","1576","1576","94.43757629394531","94.43757629394531","94.43757629394531","","","","","",""
"19410320","","","","","","","1494","1494","1494","95.77754974365234","95.77754974365234","95.77754974365234"
"19421525","1578","1578","1578","91.93302917480469","91.93302917480469","91.93302917480469","","","","","",""
"19441301","","","","","","","1496","1496","1496","96.85374450683594","96.85374450683594","96.85374450683594"
"19444488","1580","1580","1580","91.58576202392578","91.58576202392578","91.58576202392578","","","","","",""
"19469992","","","","","","","1498","1498","1498","95.3789291381836","95.3789291381836","95.3789291381836"
"19475639","1582","1582","1582","93.79232788085938","93.79232788085938","93.79232788085938","","","","","",""
"19498683","1584","1584","1584","93.53312683105469","93.53312683105469","93.53312683105469","","","","","",""
"19503315","","","","","","","1500","1500","1500","97.11613464355469","97.11613464355469","97.11613464355469"
"19518840","1586","1586","1586","93.1899642944336","93.1899642944336","93.1899642944336","","","","","",""
"19528007","","","","","","","1502","1502","1502","95.52549743652344","95.52549743652344","95.52549743652344"
"19543278","1588","1588","1588","94.14225769042969","94.14225769042969","94.14225769042969","","","","","",""
"19556674","","","","","","","1504","1504","1504","96.82243347167969","96.82243347167969","96.82243347167969"
"19560318","1590","1590","1590","93.3471908569336","93.3471908569336","93.3471908569336","","","","","",""
"19582478","1592","1592","1592","92.56449127197266","92.56449127197266","92.56449127197266","","","","","",""
"19586405","","","","","","","1506","1506","1506","96.29963684082031","96.29963684082031","96.29963684082031"
"19604420","1594","1594","1594","92.84526062011719","92.84526062011719","92.84526062011719","","","","","",""
"19613033","","","","","","","1508","1508","1508","95.27093505859375","95.27093505859375","95.27093505859375"
"19625892","1596","1596","1596","92.59259033203125","92.59259033203125","92.59259033203125","","","","","",""
"19641966","","","","","","","1510","1510","1510","95.98130798339844","95.98130798339844","95.98130798339844"
"19652408","1598","1598","1598","94.43690490722656","94.43690490722656","94.43690490722656","","","","","",""
"19663994","","","","","","","1512","1512","1512","94.49541473388672","94.49541473388672","94.49541473388672"
"19672605","1600","1600","1600","91.29629516601562","91.29629516601562","91.29629516601562","","","","","",""
"19688386","","","","","","","1514","1514","1514","96.06625366210938","96.06625366210938","96.06625366210938"
"19698965","1602","1602","1602","92.94117736816406","92.94117736816406","92.94117736816406","","","","","",""
"19714568","","","","","","","1516","1516","1516","96.68049621582031","96.68049621582031","96.68049621582031"
"19723092","1604","1604","1604","92.69746398925781","92.69746398925781","92.69746398925781","","","","","",""
"19744572","1606","1606","1606","92.10083770751953","92.10083770751953","92.10083770751953","","","","","",""
"19744651","","","","","","","1518","1518","1518","96.76840209960938","96.76840209960938","96.76840209960938"
"19768806","1608","1608","1608","93.10850524902344","93.10850524902344","93.10850524902344","","","","","",""
"19773705","","","","","","","1520","1520","1520","96.75262451171875","96.75262451171875","96.75262451171875"
"19792247","1610","1610","1610","92.00603485107422","92.00603485107422","92.00603485107422","","","","","",""
"19799789","","","","","","","1522","1522","1522","96.65071868896484","96.65071868896484","96.65071868896484"
"19818272","1612","1612","1612","94.41416931152344","94.41416931152344","94.41416931152344","","","","","",""
"19829696","","","","","","","1524","1524","1524","95.9038314819336","95.9038314819336","95.9038314819336"
"19851410","1614","1614","1614","94.4567642211914","94.4567642211914","94.4567642211914","","","","","",""
"19856959","","","","","","","1526","1526","1526","96.56912231445312","96.56912231445312","96.56912231445312"
"19877532","1616","1616","1616","94.149658203125","94.149658203125","94.149658203125","","","","","",""
"19888836","","","","","","","1528","1528","1528","96.75540924072266","96.75540924072266","96.75540924072266"
"19903779","1618","1618","1618","93.1266860961914","93.1266860961914","93.1266860961914","","","","","",""
"19914581","","","","","","","1530","1530","1530","96.37964630126953","96.37964630126953","96.37964630126953"
"19930876","1620","1620","1620","92.57221221923828","92.57221221923828","92.57221221923828","","","","","",""
"19951266","","","","","","","1532","1532","1532","97.3861083984375","97.3861083984375","97.3861083984375"
"19951669","1622","1622","1622","93.26425170898438","93.26425170898438","93.26425170898438","","","","","",""
"19975178","1624","1624","1624","91.1717529296875","91.1717529296875","91.1717529296875","","","","","",""
"19977454","","","","","","","1534","1534","1534","96.06903076171875","96.06903076171875","96.06903076171875"
"20004338","1626","1626","1626","92.47058868408203","92.47058868408203","92.47058868408203","","","","","",""
"20005870","","","","","","","1536","1536","1536","96.3603286743164","96.3603286743164","96.3603286743164"
"20028331","1638","1638","1638","92.15070343017578","92.15070343017578","92.15070343017578","","","","","",""
"20034387","","","","","","","1538","1538","1538","97.90276336669922","97.90276336669922","97.90276336669922"
"20050923","1640","1640","1640","90.96295928955078","90.96295928955078","90.96295928955078","","","","","",""
"20060346","","","","","","","1540","1540","1540","95.13618469238281","95.13618469238281","95.13618469238281"
"20072686","1642","1642","1642","92.54237365722656","92.54237365722656","92.54237365722656","","","","","",""
"20094651","","","","","","","1542","1542","1542","96.86274719238281","96.86274719238281","96.86274719238281"
"20094700","1644","1644","1644","92.20183563232422","92.20183563232422","92.20183563232422","","","","","",""
"20121194","1646","1646","1646","91.98931884765625","91.98931884765625","91.98931884765625","","","","","",""
"20127447","","","","","","","1544","1544","1544","97.46835327148438","97.46835327148438","97.46835327148438"
"20147589","1648","1648","1648","93.54838562011719","93.54838562011719","93.54838562011719","","","","","",""
"20152241","","","","","","","1546","1546","1546","95.77039337158203","95.77039337158203","95.77039337158203"
"20173058","1650","1650","1650","92.65306091308594","92.65306091308594","92.65306091308594","","","","","",""
"20181893","","","","","","","1548","1548","1548","95.67848205566406","95.67848205566406","95.67848205566406"
"20198498","1652","1652","1652","90.05449676513672","90.05449676513672","90.05449676513672","","","","","",""
"20208567","","","","","","","1550","1550","1550","96.33891296386719","96.33891296386719","96.33891296386719"
"20222283","1654","1654","1654","92.85713958740234","92.85713958740234","92.85713958740234","","","","","",""
"20233807","","","","","","","1552","1552","1552","96.41728210449219","96.41728210449219","96.41728210449219"
"20250405","1656","1656","1656","92.8010482788086","92.8010482788086","92.8010482788086","","","","","",""
"20265311","","","","","","","1554","1554","1554","97.1843032836914","97.1843032836914","97.1843032836914"
"20275596","1658","1658","1658","93.77593231201172","93.77593231201172","93.77593231201172","","","","","",""
"20293211","","","","","","","1556","1556","1556","95.29190063476562","95.29190063476562","95.29190063476562"
"20305990","1660","1660","1660","92.34507751464844","92.34507751464844","92.34507751464844","","","","","",""
"20317422","","","","","","","1558","1558","1558","95.07658386230469","95.07658386230469","95.07658386230469"
"20330527","1662","1662","1662","94.06656646728516","94.06656646728516","94.06656646728516","","","","","",""
"20351181","","","","","","","1560","1560","1560","96.77672576904297","96.77672576904297","96.77672576904297"
"20357092","1664","1664","1664","92.97753143310547","92.97753143310547","92.97753143310547","","","","","",""
"20377124","","","","","","","1562","1562","1562","95.14370727539062","95.14370727539062","95.14370727539062"
"20383550","1666","1666","1666","94.00544738769531","94.00544738769531","94.00544738769531","","","","","",""
"20402575","","","","","","","1564","1564","1564","94.64105224609375","94.64105224609375","94.64105224609375"
"20407084","1668","1668","1668","91.82098388671875","91.82098388671875","91.82098388671875","","","","","",""
"20426806","1670","1670","1670","91.05839538574219","91.05839538574219","91.05839538574219","","","","","",""
"20432298","","","","","","","1566","1566","1566","97.47747802734375","97.47747802734375","97.47747802734375"
"20449298","1672","1672","1672","91.8622817993164","91.8622817993164","91.8622817993164","","","","","",""
"20458068","","","","","","","1568","1568","1568","95.76883697509766","95.76883697509766","95.76883697509766"
"20471949","1674","1674","1674","93.50238037109375","93.50238037109375","93.50238037109375","","","","","",""
"20485583","","","","","","","1570","1570","1570","97.40634155273438","97.40634155273438","97.40634155273438"
"20498954","1676","1676","1676","93.800537109375","93.800537109375","93.800537109375","","","","","",""
"20520292","","","","","","","1572","1572","1572","97.24409484863281","97.24409484863281","97.24409484863281"
"20521132","1678","1678","1678","91.72185516357422","91.72185516357422","91.72185516357422","","","","","",""
"20540292","1680","1680","1680","92.13286590576172","92.13286590576172","92.13286590576172","","","","","",""
"20547760","","","","","","","1574","1574","1574","96.67318725585938","96.67318725585938","96.67318725585938"
"20567483","1682","1682","1682","93.85620880126953","93.85620880126953","93.85620880126953","","","","","",""
"20579288","","","","","","","1576","1576","1576","97.57727813720703","97.57727813720703","97.57727813720703"
"20588498","1684","1684","1684","91.5492935180664","91.5492935180664","91.5492935180664","","","","","",""
"20603892","","","","","","","1578","1578","1578","94.73129272460938","94.73129272460938","94.73129272460938"
"20615604","1686","1686","1686","93.63636016845703","93.63636016845703","93.63636016845703","","","","","",""
"20636154","","","","","","","1580","1580","1580","96.611572265625","96.611572265625","96.611572265625"
"20640606","1688","1688","1688","93.2975845336914","93.2975845336914","93.2975845336914","","","","","",""
"20665640","","","","","","","1582","1582","1582","95.81105041503906","95.81105041503906","95.81105041503906"
"20676680","1690","1690","1690","94.1297607421875","94.1297607421875","94.1297607421875","","","","","",""
"20684970","","","","","","","1584","1584","1584","94.86166381835938","94.86166381835938","94.86166381835938"
"20701234","1692","1692","1692","92.76410675048828","92.76410675048828","92.76410675048828","","","","","",""
"20717780","","","","","","","1586","1586","1586","97.32494354248047","97.32494354248047","97.32494354248047"
"20731187","1694","1694","1694","93.8922119140625","93.8922119140625","93.8922119140625","","","","","",""
"20742117","","","","","","","1588","1588","1588","95.3763427734375","95.3763427734375","95.3763427734375"
"20759859","1696","1696","1696","94.30789184570312","94.30789184570312","94.30789184570312","","","","","",""
"20771290","","","","","","","1590","1590","1590","95.70928192138672","95.70928192138672","95.70928192138672"
"20790363","1698","1698","1698","94.08283996582031","94.08283996582031","94.08283996582031","","","","","",""
"20796075","","","","","","","1592","1592","1592","95.50801849365234","95.50801849365234","95.50801849365234"
"20815872","1700","1700","1700","94.49929809570312","94.49929809570312","94.49929809570312","","","","","",""
"20831432","","","","","","","1594","1594","1594","97.52252197265625","97.52252197265625","97.52252197265625"
"20839875","1702","1702","1702","92.73504638671875","92.73504638671875","92.73504638671875","","","","","",""
"20854829","1704","1704","1704","89.247314453125","89.247314453125","89.247314453125","","","","","",""
"20856018","","","","","","","1596","1596","1596","94.96855163574219","94.96855163574219","94.96855163574219"
"20878504","1706","1706","1706","94.09020233154297","94.09020233154297","94.09020233154297","","","","","",""
