"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - rollout/perc_goal_achieved","HR-PPO - rollout/perc_goal_achieved__MIN","HR-PPO - rollout/perc_goal_achieved__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - rollout/perc_goal_achieved","PPO - rollout/perc_goal_achieved__MIN","PPO - rollout/perc_goal_achieved__MAX"
"8747706","722","722","722","91.0447769165039","91.0447769165039","91.0447769165039","","","","","",""
"8762831","","","","","","","702","702","702","94.84029388427734","94.84029388427734","94.84029388427734"
"8766367","724","724","724","87.96992492675781","87.96992492675781","87.96992492675781","","","","","",""
"8784439","","","","","","","704","704","704","95.41062927246094","95.41062927246094","95.41062927246094"
"8792085","726","726","726","92.19857788085938","92.19857788085938","92.19857788085938","","","","","",""
"8809354","","","","","","","706","706","706","96.1661376953125","96.1661376953125","96.1661376953125"
"8820768","728","728","728","93.93939208984375","93.93939208984375","93.93939208984375","","","","","",""
"8835502","","","","","","","708","708","708","95.83333587646484","95.83333587646484","95.83333587646484"
"8845537","730","730","730","92.30769348144531","92.30769348144531","92.30769348144531","","","","","",""
"8855752","","","","","","","710","710","710","95.703125","95.703125","95.703125"
"8870243","732","732","732","92.38652801513672","92.38652801513672","92.38652801513672","","","","","",""
"8883531","","","","","","","712","712","712","95.95764923095703","95.95764923095703","95.95764923095703"
"8901513","734","734","734","94.83173370361328","94.83173370361328","94.83173370361328","","","","","",""
"8905693","","","","","","","714","714","714","94.22632598876953","94.22632598876953","94.22632598876953"
"8925247","736","736","736","90.79754638671875","90.79754638671875","90.79754638671875","","","","","",""
"8934580","","","","","","","716","716","716","96.28924560546875","96.28924560546875","96.28924560546875"
"8956929","738","738","738","92.24441528320312","92.24441528320312","92.24441528320312","","","","","",""
"8963790","","","","","","","718","718","718","96.41255950927734","96.41255950927734","96.41255950927734"
"8984151","740","740","740","94.98069763183594","94.98069763183594","94.98069763183594","","","","","",""
"8987544","","","","","","","720","720","720","94.81398010253906","94.81398010253906","94.81398010253906"
"9006717","742","742","742","93.3436508178711","93.3436508178711","93.3436508178711","","","","","",""
"9008552","","","","","","","722","722","722","94.13875579833984","94.13875579833984","94.13875579833984"
"9027056","744","744","744","90.0709228515625","90.0709228515625","90.0709228515625","","","","","",""
"9032245","","","","","","","724","724","724","95.92061614990234","95.92061614990234","95.92061614990234"
"9049320","746","746","746","91.11111450195312","91.11111450195312","91.11111450195312","","","","","",""
"9059390","","","","","","","726","726","726","95.83333587646484","95.83333587646484","95.83333587646484"
"9071521","748","748","748","90.23999786376953","90.23999786376953","90.23999786376953","","","","","",""
"9085561","","","","","","","728","728","728","95.40816497802734","95.40816497802734","95.40816497802734"
"9100584","750","750","750","92.23057556152344","92.23057556152344","92.23057556152344","","","","","",""
"9114136","","","","","","","730","730","730","96.54510498046875","96.54510498046875","96.54510498046875"
"9126717","752","752","752","92.05882263183594","92.05882263183594","92.05882263183594","","","","","",""
"9141684","","","","","","","732","732","732","95.65595245361328","95.65595245361328","95.65595245361328"
"9150865","754","754","754","92.55813598632812","92.55813598632812","92.55813598632812","","","","","",""
"9168206","","","","","","","734","734","734","96.40211486816406","96.40211486816406","96.40211486816406"
"9178623","756","756","756","90.85794830322266","90.85794830322266","90.85794830322266","","","","","",""
"9194740","","","","","","","736","736","736","94.57364654541016","94.57364654541016","94.57364654541016"
"9204830","758","758","758","91.84782409667969","91.84782409667969","91.84782409667969","","","","","",""
"9226044","760","760","760","92.34693908691406","92.34693908691406","92.34693908691406","","","","","",""
"9231715","","","","","","","738","738","738","96.13928985595703","96.13928985595703","96.13928985595703"
"9249235","762","762","762","90.625","90.625","90.625","","","","","",""
"9259661","","","","","","","740","740","740","95.931884765625","95.931884765625","95.931884765625"
"9276341","764","764","764","93.58799743652344","93.58799743652344","93.58799743652344","","","","","",""
"9287887","","","","","","","742","742","742","96.33113861083984","96.33113861083984","96.33113861083984"
"9304684","766","766","766","92.34828186035156","92.34828186035156","92.34828186035156","","","","","",""
"9310862","","","","","","","744","744","744","94.4186019897461","94.4186019897461","94.4186019897461"
"9327021","768","768","768","93.62364196777344","93.62364196777344","93.62364196777344","","","","","",""
"9338337","","","","","","","746","746","746","95.10086822509766","95.10086822509766","95.10086822509766"
"9351250","770","770","770","92.7066421508789","92.7066421508789","92.7066421508789","","","","","",""
"9369735","","","","","","","748","748","748","97.08404541015625","97.08404541015625","97.08404541015625"
"9372321","772","772","772","91.80064392089844","91.80064392089844","91.80064392089844","","","","","",""
"9392178","774","774","774","91.9064712524414","91.9064712524414","91.9064712524414","","","","","",""
"9400608","","","","","","","750","750","750","96.69852447509766","96.69852447509766","96.69852447509766"
"9418549","776","776","776","92.80958557128906","92.80958557128906","92.80958557128906","","","","","",""
"9433851","","","","","","","752","752","752","97.25914001464844","97.25914001464844","97.25914001464844"
"9447780","778","778","778","92.39842987060547","92.39842987060547","92.39842987060547","","","","","",""
"9461189","","","","","","","754","754","754","95.48076629638672","95.48076629638672","95.48076629638672"
"9469757","780","780","780","89.84771728515625","89.84771728515625","89.84771728515625","","","","","",""
"9486767","","","","","","","756","756","756","95.2040786743164","95.2040786743164","95.2040786743164"
"9498061","782","782","782","93.04228973388672","93.04228973388672","93.04228973388672","","","","","",""
"9515332","","","","","","","758","758","758","96.07476806640625","96.07476806640625","96.07476806640625"
"9523296","784","784","784","92.97709655761719","92.97709655761719","92.97709655761719","","","","","",""
"9539942","","","","","","","760","760","760","95.6158676147461","95.6158676147461","95.6158676147461"
"9545810","786","786","786","91.17646789550781","91.17646789550781","91.17646789550781","","","","","",""
"9565993","","","","","","","762","762","762","97.06840515136719","97.06840515136719","97.06840515136719"
"9573333","788","788","788","92.60808563232422","92.60808563232422","92.60808563232422","","","","","",""
"9591582","","","","","","","764","764","764","96.0257797241211","96.0257797241211","96.0257797241211"
"9596493","790","790","790","91.94313049316406","91.94313049316406","91.94313049316406","","","","","",""
"9617026","","","","","","","766","766","766","96.25885009765625","96.25885009765625","96.25885009765625"
"9620589","792","792","792","90.62979888916016","90.62979888916016","90.62979888916016","","","","","",""
"9643107","794","794","794","89.98410034179688","89.98410034179688","89.98410034179688","","","","","",""
"9645287","","","","","","","768","768","768","96.32206726074219","96.32206726074219","96.32206726074219"
"9674420","796","796","796","92.08633422851562","92.08633422851562","92.08633422851562","","","","","",""
"9675811","","","","","","","770","770","770","96.21145629882812","96.21145629882812","96.21145629882812"
"9697864","","","","","","","772","772","772","94.9656753540039","94.9656753540039","94.9656753540039"
"9698304","798","798","798","87.60064697265625","87.60064697265625","87.60064697265625","","","","","",""
"9723894","","","","","","","774","774","774","96.59318542480469","96.59318542480469","96.59318542480469"
"9727263","800","800","800","90.29649353027344","90.29649353027344","90.29649353027344","","","","","",""
"9747226","","","","","","","776","776","776","96.07623291015625","96.07623291015625","96.07623291015625"
"9754007","802","802","802","91.71348571777344","91.71348571777344","91.71348571777344","","","","","",""
"9775793","","","","","","","778","778","778","96.48798370361328","96.48798370361328","96.48798370361328"
"9782398","804","804","804","93.19728088378906","93.19728088378906","93.19728088378906","","","","","",""
"9800883","","","","","","","780","780","780","96.08269500732422","96.08269500732422","96.08269500732422"
"9809213","806","806","806","92.01101684570312","92.01101684570312","92.01101684570312","","","","","",""
"9827382","","","","","","","782","782","782","96","96","96"
"9838761","818","818","818","91.86351776123047","91.86351776123047","91.86351776123047","","","","","",""
"9860309","","","","","","","784","784","784","97.24473571777344","97.24473571777344","97.24473571777344"
"9863736","820","820","820","92.83536529541016","92.83536529541016","92.83536529541016","","","","","",""
"9885385","","","","","","","786","786","786","96.10655975341797","96.10655975341797","96.10655975341797"
"9889735","822","822","822","90.70100402832031","90.70100402832031","90.70100402832031","","","","","",""
"9913480","","","","","","","788","788","788","96.55502319335938","96.55502319335938","96.55502319335938"
"9916840","824","824","824","92.08731079101562","92.08731079101562","92.08731079101562","","","","","",""
"9938259","826","826","826","87.10801696777344","87.10801696777344","87.10801696777344","","","","","",""
"9942062","","","","","","","790","790","790","95.94843292236328","95.94843292236328","95.94843292236328"
"9962299","828","828","828","92.68680572509766","92.68680572509766","92.68680572509766","","","","","",""
"9972577","","","","","","","792","792","792","96.5849380493164","96.5849380493164","96.5849380493164"
"9988193","830","830","830","91.04258728027344","91.04258728027344","91.04258728027344","","","","","",""
"9998763","","","","","","","794","794","794","96.41434478759766","96.41434478759766","96.41434478759766"
"10012050","832","832","832","93.17460632324219","93.17460632324219","93.17460632324219","","","","","",""
"10024069","","","","","","","796","796","796","96.21450805664062","96.21450805664062","96.21450805664062"
"10034708","834","834","834","92.69103240966797","92.69103240966797","92.69103240966797","","","","","",""
"10055721","836","836","836","88.2032699584961","88.2032699584961","88.2032699584961","","","","","",""
"10056392","","","","","","","798","798","798","96.09310150146484","96.09310150146484","96.09310150146484"
"10082425","","","","","","","800","800","800","96.67024993896484","96.67024993896484","96.67024993896484"
"10086236","838","838","838","92.49061584472656","92.49061584472656","92.49061584472656","","","","","",""
"10105666","","","","","","","802","802","802","94.45073699951172","94.45073699951172","94.45073699951172"
"10115160","840","840","840","91.45861053466797","91.45861053466797","91.45861053466797","","","","","",""
"10128399","","","","","","","804","804","804","94.72450256347656","94.72450256347656","94.72450256347656"
"10137149","842","842","842","92.09622192382812","92.09622192382812","92.09622192382812","","","","","",""
"10152559","","","","","","","806","806","806","96.05695343017578","96.05695343017578","96.05695343017578"
"10165845","844","844","844","88.65435028076172","88.65435028076172","88.65435028076172","","","","","",""
"10183515","","","","","","","818","818","818","96.1181411743164","96.1181411743164","96.1181411743164"
"10189688","846","846","846","92.23744201660156","92.23744201660156","92.23744201660156","","","","","",""
"10211464","","","","","","","820","820","820","95.58116912841797","95.58116912841797","95.58116912841797"
"10217795","848","848","848","90.45020294189453","90.45020294189453","90.45020294189453","","","","","",""
"10240682","","","","","","","822","822","822","96.26517486572266","96.26517486572266","96.26517486572266"
"10243697","850","850","850","91.56804656982422","91.56804656982422","91.56804656982422","","","","","",""
"10267775","","","","","","","824","824","824","96.23389434814453","96.23389434814453","96.23389434814453"
"10268065","852","852","852","90.47618865966797","90.47618865966797","90.47618865966797","","","","","",""
"10289568","","","","","","","826","826","826","94.8780517578125","94.8780517578125","94.8780517578125"
"10293915","854","854","854","92.33870697021484","92.33870697021484","92.33870697021484","","","","","",""
"10313534","856","856","856","90.01995849609375","90.01995849609375","90.01995849609375","","","","","",""
"10314325","","","","","","","828","828","828","94.94623565673828","94.94623565673828","94.94623565673828"
"10338982","858","858","858","89.24581146240234","89.24581146240234","89.24581146240234","","","","","",""
"10343557","","","","","","","830","830","830","97.02702331542969","97.02702331542969","97.02702331542969"
"10368917","","","","","","","832","832","832","95.82898712158203","95.82898712158203","95.82898712158203"
"10369939","860","860","860","92.14463806152344","92.14463806152344","92.14463806152344","","","","","",""
"10394795","","","","","","","834","834","834","95.5942611694336","95.5942611694336","95.5942611694336"
"10395631","862","862","862","91.19403076171875","91.19403076171875","91.19403076171875","","","","","",""
"10415140","","","","","","","836","836","836","94.68791198730469","94.68791198730469","94.68791198730469"
"10418579","864","864","864","90.47618865966797","90.47618865966797","90.47618865966797","","","","","",""
"10439350","866","866","866","90.89317321777344","90.89317321777344","90.89317321777344","","","","","",""
"10444562","","","","","","","838","838","838","95.69120025634766","95.69120025634766","95.69120025634766"
"10468679","868","868","868","93.625","93.625","93.625","","","","","",""
"10476130","","","","","","","840","840","840","96.40980529785156","96.40980529785156","96.40980529785156"
"10493793","870","870","870","90.86892700195312","90.86892700195312","90.86892700195312","","","","","",""
"10507460","","","","","","","842","842","842","95.91018676757812","95.91018676757812","95.91018676757812"
"10513489","872","872","872","90.71146392822266","90.71146392822266","90.71146392822266","","","","","",""
"10534712","874","874","874","89.4366226196289","89.4366226196289","89.4366226196289","","","","","",""
"10537282","","","","","","","844","844","844","96.82683563232422","96.82683563232422","96.82683563232422"
"10565165","","","","","","","846","846","846","95.90164184570312","95.90164184570312","95.90164184570312"
"10567722","876","876","876","90.919677734375","90.919677734375","90.919677734375","","","","","",""
"10590201","","","","","","","848","848","848","96.9473648071289","96.9473648071289","96.9473648071289"
"10593021","878","878","878","92.98507690429688","92.98507690429688","92.98507690429688","","","","","",""
"10615963","","","","","","","850","850","850","96.19450378417969","96.19450378417969","96.19450378417969"
"10616415","880","880","880","92.0436782836914","92.0436782836914","92.0436782836914","","","","","",""
"10645749","882","882","882","91.92166137695312","91.92166137695312","91.92166137695312","","","","","",""
"10647400","","","","","","","852","852","852","96.64710998535156","96.64710998535156","96.64710998535156"
"10668980","884","884","884","91.46141052246094","91.46141052246094","91.46141052246094","","","","","",""
"10677614","","","","","","","854","854","854","96.50043487548828","96.50043487548828","96.50043487548828"
"10693780","886","886","886","92.74073791503906","92.74073791503906","92.74073791503906","","","","","",""
"10711778","","","","","","","856","856","856","97.5","97.5","97.5"
"10716752","888","888","888","91.09062957763672","91.09062957763672","91.09062957763672","","","","","",""
"10741575","","","","","","","858","858","858","96.50735473632812","96.50735473632812","96.50735473632812"
"10743393","890","890","890","93.45404052734375","93.45404052734375","93.45404052734375","","","","","",""
"10767930","892","892","892","92.07772827148438","92.07772827148438","92.07772827148438","","","","","",""
"10768363","","","","","","","860","860","860","95.88766479492188","95.88766479492188","95.88766479492188"
"10793199","","","","","","","862","862","862","95.68965148925781","95.68965148925781","95.68965148925781"
"10793221","894","894","894","92.47467803955078","92.47467803955078","92.47467803955078","","","","","",""
"10811846","896","896","896","92.74193572998047","92.74193572998047","92.74193572998047","","","","","",""
"10820104","","","","","","","864","864","864","96.6236343383789","96.6236343383789","96.6236343383789"
"10844629","","","","","","","866","866","866","95.98698425292969","95.98698425292969","95.98698425292969"
"10845795","898","898","898","93.11475372314453","93.11475372314453","93.11475372314453","","","","","",""
"10871296","","","","","","","868","868","868","95.22417449951172","95.22417449951172","95.22417449951172"
"10878363","900","900","900","95.08772277832031","95.08772277832031","95.08772277832031","","","","","",""
"10897659","902","902","902","89.81818389892578","89.81818389892578","89.81818389892578","","","","","",""
"10901067","","","","","","","870","870","870","96.12612915039062","96.12612915039062","96.12612915039062"
"10930091","","","","","","","872","872","872","95.78368377685547","95.78368377685547","95.78368377685547"
"10932435","904","904","904","93.7093276977539","93.7093276977539","93.7093276977539","","","","","",""
"10956829","","","","","","","874","874","874","96.57257843017578","96.57257843017578","96.57257843017578"
"10958219","906","906","906","91.64179229736328","91.64179229736328","91.64179229736328","","","","","",""
"10983132","908","908","908","92.97994232177734","92.97994232177734","92.97994232177734","","","","","",""
"10984401","","","","","","","876","876","876","96.12842559814453","96.12842559814453","96.12842559814453"
"11005405","","","","","","","878","878","878","95.52042388916016","95.52042388916016","95.52042388916016"
"11011504","910","910","910","93.41397857666016","93.41397857666016","93.41397857666016","","","","","",""
"11035645","","","","","","","880","880","880","96.25761413574219","96.25761413574219","96.25761413574219"
"11041274","912","912","912","93.125","93.125","93.125","","","","","",""
"11063155","","","","","","","882","882","882","97.15908813476562","97.15908813476562","97.15908813476562"
"11066652","914","914","914","94.26934051513672","94.26934051513672","94.26934051513672","","","","","",""
"11088286","","","","","","","884","884","884","95.92711639404297","95.92711639404297","95.92711639404297"
"11092707","916","916","916","89.94490051269531","89.94490051269531","89.94490051269531","","","","","",""
"11116795","","","","","","","886","886","886","96.42857360839844","96.42857360839844","96.42857360839844"
"11124207","918","918","918","94.01709747314453","94.01709747314453","94.01709747314453","","","","","",""
"11145392","","","","","","","888","888","888","96.65763092041016","96.65763092041016","96.65763092041016"
"11152943","920","920","920","92.96148681640625","92.96148681640625","92.96148681640625","","","","","",""
"11171526","922","922","922","89.90099334716797","89.90099334716797","89.90099334716797","","","","","",""
"11174959","","","","","","","890","890","890","96.21771240234375","96.21771240234375","96.21771240234375"
"11201730","924","924","924","92.59259033203125","92.59259033203125","92.59259033203125","","","","","",""
"11205204","","","","","","","892","892","892","95.59965515136719","95.59965515136719","95.59965515136719"
"11228122","926","926","926","91.4804458618164","91.4804458618164","91.4804458618164","","","","","",""
"11234680","","","","","","","894","894","894","95.40018463134766","95.40018463134766","95.40018463134766"
"11254862","928","928","928","90.17595672607422","90.17595672607422","90.17595672607422","","","","","",""
"11258183","","","","","","","896","896","896","94.35028076171875","94.35028076171875","94.35028076171875"
"11280553","930","930","930","90.29957580566406","90.29957580566406","90.29957580566406","","","","","",""
"11283502","","","","","","","898","898","898","95.36082458496094","95.36082458496094","95.36082458496094"
"11299962","932","932","932","90.41353607177734","90.41353607177734","90.41353607177734","","","","","",""
"11317068","","","","","","","900","900","900","95.3858413696289","95.3858413696289","95.3858413696289"
"11326320","934","934","934","93.70629119873047","93.70629119873047","93.70629119873047","","","","","",""
"11347010","","","","","","","902","902","902","95.47872161865234","95.47872161865234","95.47872161865234"
"11350564","936","936","936","91.64179229736328","91.64179229736328","91.64179229736328","","","","","",""
"11375649","","","","","","","904","904","904","93.64485931396484","93.64485931396484","93.64485931396484"
"11378134","938","938","938","92.17731475830078","92.17731475830078","92.17731475830078","","","","","",""
"11402555","","","","","","","906","906","906","94.8948974609375","94.8948974609375","94.8948974609375"
"11414123","940","940","940","94.1848373413086","94.1848373413086","94.1848373413086","","","","","",""
"11430125","","","","","","","908","908","908","94.55782318115234","94.55782318115234","94.55782318115234"
"11443093","942","942","942","93.10810852050781","93.10810852050781","93.10810852050781","","","","","",""
"11457516","","","","","","","910","910","910","94.82926940917969","94.82926940917969","94.82926940917969"
"11471304","944","944","944","93.38422393798828","93.38422393798828","93.38422393798828","","","","","",""
"11488861","","","","","","","912","912","912","95.38334655761719","95.38334655761719","95.38334655761719"
"11501021","946","946","946","92.35511779785156","92.35511779785156","92.35511779785156","","","","","",""
"11511249","","","","","","","914","914","914","95.0346450805664","95.0346450805664","95.0346450805664"
"11532387","948","948","948","93.07048797607422","93.07048797607422","93.07048797607422","","","","","",""
"11540798","","","","","","","916","916","916","95.60143280029297","95.60143280029297","95.60143280029297"
"11550010","950","950","950","90.55793762207031","90.55793762207031","90.55793762207031","","","","","",""
"11565641","","","","","","","918","918","918","95.21784973144531","95.21784973144531","95.21784973144531"
"11574277","952","952","952","90.82569122314453","90.82569122314453","90.82569122314453","","","","","",""
"11592915","","","","","","","920","920","920","97.13438415527344","97.13438415527344","97.13438415527344"
"11601046","954","954","954","92.63721466064453","92.63721466064453","92.63721466064453","","","","","",""
"11616854","","","","","","","922","922","922","96.28055572509766","96.28055572509766","96.28055572509766"
"11621706","956","956","956","91.52249145507812","91.52249145507812","91.52249145507812","","","","","",""
"11641172","958","958","958","89.03345489501953","89.03345489501953","89.03345489501953","","","","","",""
"11647276","","","","","","","924","924","924","96.16695404052734","96.16695404052734","96.16695404052734"
"11661885","960","960","960","90.01815032958984","90.01815032958984","90.01815032958984","","","","","",""
"11674660","","","","","","","926","926","926","96.324951171875","96.324951171875","96.324951171875"
"11685050","962","962","962","90.0466537475586","90.0466537475586","90.0466537475586","","","","","",""
"11699923","","","","","","","928","928","928","95.96510314941406","95.96510314941406","95.96510314941406"
"11719566","964","964","964","94","94","94","","","","","",""
"11728621","","","","","","","930","930","930","94.70699310302734","94.70699310302734","94.70699310302734"
"11743475","966","966","966","90.82569122314453","90.82569122314453","90.82569122314453","","","","","",""
"11755846","","","","","","","932","932","932","96.81648254394531","96.81648254394531","96.81648254394531"
"11769482","968","968","968","89.66941833496094","89.66941833496094","89.66941833496094","","","","","",""
"11781476","","","","","","","934","934","934","96.23601531982422","96.23601531982422","96.23601531982422"
"11797097","970","970","970","93.7158432006836","93.7158432006836","93.7158432006836","","","","","",""
"11805978","","","","","","","936","936","936","94.8331527709961","94.8331527709961","94.8331527709961"
"11825560","972","972","972","92.7272720336914","92.7272720336914","92.7272720336914","","","","","",""
"11833004","","","","","","","938","938","938","95.6003646850586","95.6003646850586","95.6003646850586"
"11853789","974","974","974","92.27799224853516","92.27799224853516","92.27799224853516","","","","","",""
"11867057","","","","","","","940","940","940","96.80766296386719","96.80766296386719","96.80766296386719"
"11878748","976","976","976","92.2287368774414","92.2287368774414","92.2287368774414","","","","","",""
"11891614","","","","","","","942","942","942","95.8154525756836","95.8154525756836","95.8154525756836"
"11904705","978","978","978","92.39280700683594","92.39280700683594","92.39280700683594","","","","","",""
"11923420","","","","","","","944","944","944","96.62447357177734","96.62447357177734","96.62447357177734"
"11929079","980","980","980","90.44776153564453","90.44776153564453","90.44776153564453","","","","","",""
"11951870","","","","","","","946","946","946","95.21073150634766","95.21073150634766","95.21073150634766"
"11957428","982","982","982","93.359375","93.359375","93.359375","","","","","",""
"11979171","","","","","","","948","948","948","95.69049835205078","95.69049835205078","95.69049835205078"
"11985021","984","984","984","92.31824493408203","92.31824493408203","92.31824493408203","","","","","",""
"12008384","","","","","","","950","950","950","96.7712173461914","96.7712173461914","96.7712173461914"
"12011999","986","986","986","93.36941528320312","93.36941528320312","93.36941528320312","","","","","",""
"12033748","","","","","","","952","952","952","95.72736358642578","95.72736358642578","95.72736358642578"
"12038025","988","988","988","92.196533203125","92.196533203125","92.196533203125","","","","","",""
"12061928","990","990","990","92.90123748779297","92.90123748779297","92.90123748779297","","","","","",""
"12063267","","","","","","","954","954","954","96.17778015136719","96.17778015136719","96.17778015136719"
"12085195","992","992","992","91.36000061035156","91.36000061035156","91.36000061035156","","","","","",""
"12090654","","","","","","","956","956","956","95.39906311035156","95.39906311035156","95.39906311035156"
"12106203","994","994","994","89.96540069580078","89.96540069580078","89.96540069580078","","","","","",""
"12120380","","","","","","","958","958","958","96.15736389160156","96.15736389160156","96.15736389160156"
"12130221","996","996","996","92.0436782836914","92.0436782836914","92.0436782836914","","","","","",""
"12148214","","","","","","","960","960","960","96.47954559326172","96.47954559326172","96.47954559326172"
"12156224","998","998","998","94.47674560546875","94.47674560546875","94.47674560546875","","","","","",""
"12177342","","","","","","","962","962","962","96.88888549804688","96.88888549804688","96.88888549804688"
"12185860","1000","1000","1000","90.29753875732422","90.29753875732422","90.29753875732422","","","","","",""
"12204951","","","","","","","964","964","964","95.38763427734375","95.38763427734375","95.38763427734375"
"12216227","1002","1002","1002","93.71146392822266","93.71146392822266","93.71146392822266","","","","","",""
"12227148","","","","","","","966","966","966","94.42424011230469","94.42424011230469","94.42424011230469"
"12240792","1004","1004","1004","92.41706085205078","92.41706085205078","92.41706085205078","","","","","",""
"12256788","","","","","","","968","968","968","95.94959259033203","95.94959259033203","95.94959259033203"
"12266246","1006","1006","1006","90.63443756103516","90.63443756103516","90.63443756103516","","","","","",""
"12286145","","","","","","","970","970","970","96.49595642089844","96.49595642089844","96.49595642089844"
"12292203","1008","1008","1008","92.91907501220703","92.91907501220703","92.91907501220703","","","","","",""
"12315170","","","","","","","972","972","972","94.8764877319336","94.8764877319336","94.8764877319336"
"12316220","1010","1010","1010","93.42301940917969","93.42301940917969","93.42301940917969","","","","","",""
"12345708","","","","","","","974","974","974","97.10407257080078","97.10407257080078","97.10407257080078"
"12346190","1012","1012","1012","94.89795684814453","94.89795684814453","94.89795684814453","","","","","",""
"12365319","1014","1014","1014","91.50779724121094","91.50779724121094","91.50779724121094","","","","","",""
"12376204","","","","","","","976","976","976","96.01809692382812","96.01809692382812","96.01809692382812"
"12390581","1016","1016","1016","94.26573181152344","94.26573181152344","94.26573181152344","","","","","",""
"12397865","","","","","","","978","978","978","95.29553985595703","95.29553985595703","95.29553985595703"
"12409883","1018","1018","1018","91.0746841430664","91.0746841430664","91.0746841430664","","","","","",""
"12424510","","","","","","","980","980","980","95.84980010986328","95.84980010986328","95.84980010986328"
"12429065","1020","1020","1020","90.51724243164062","90.51724243164062","90.51724243164062","","","","","",""
"12454053","1022","1022","1022","90.68047332763672","90.68047332763672","90.68047332763672","","","","","",""
"12455420","","","","","","","982","982","982","97.60273742675781","97.60273742675781","97.60273742675781"
"12482296","1024","1024","1024","91.39073181152344","91.39073181152344","91.39073181152344","","","","","",""
"12482714","","","","","","","984","984","984","95.89041137695312","95.89041137695312","95.89041137695312"
"12502509","1026","1026","1026","87.65653228759766","87.65653228759766","87.65653228759766","","","","","",""
"12506957","","","","","","","986","986","986","96.95320892333984","96.95320892333984","96.95320892333984"
"12526809","1028","1028","1028","90.70121765136719","90.70121765136719","90.70121765136719","","","","","",""
"12539058","","","","","","","988","988","988","96.90635681152344","96.90635681152344","96.90635681152344"
"12549644","1030","1030","1030","89.46515655517578","89.46515655517578","89.46515655517578","","","","","",""
"12565841","","","","","","","990","990","990","94.94548797607422","94.94548797607422","94.94548797607422"
"12569431","1032","1032","1032","91.13475036621094","91.13475036621094","91.13475036621094","","","","","",""
"12590063","","","","","","","992","992","992","96.4247055053711","96.4247055053711","96.4247055053711"
"12597749","1034","1034","1034","90.05235290527344","90.05235290527344","90.05235290527344","","","","","",""
"12614977","","","","","","","994","994","994","96.77754974365234","96.77754974365234","96.77754974365234"
"12624601","1036","1036","1036","91.56293487548828","91.56293487548828","91.56293487548828","","","","","",""
"12642400","","","","","","","996","996","996","90.51959991455078","90.51959991455078","90.51959991455078"
"12644542","1038","1038","1038","89.9817886352539","89.9817886352539","89.9817886352539","","","","","",""
"12660320","1040","1040","1040","86.91796112060547","86.91796112060547","86.91796112060547","","","","","",""
"12671177","","","","","","","998","998","998","94.28571319580078","94.28571319580078","94.28571319580078"
"12680351","1042","1042","1042","92.54545593261719","92.54545593261719","92.54545593261719","","","","","",""
"12700123","","","","","","","1000","1000","1000","95.56961822509766","95.56961822509766","95.56961822509766"
"12703801","1044","1044","1044","92.9260482788086","92.9260482788086","92.9260482788086","","","","","",""
"12723248","","","","","","","1002","1002","1002","94.00871276855469","94.00871276855469","94.00871276855469"
"12731838","1046","1046","1046","91.29287719726562","91.29287719726562","91.29287719726562","","","","","",""
"12752381","","","","","","","1004","1004","1004","96.27906799316406","96.27906799316406","96.27906799316406"
"12755048","1048","1048","1048","94.63722229003906","94.63722229003906","94.63722229003906","","","","","",""
"12774339","1050","1050","1050","92.5855484008789","92.5855484008789","92.5855484008789","","","","","",""
"12780804","","","","","","","1006","1006","1006","96.51162719726562","96.51162719726562","96.51162719726562"
"12805191","1052","1052","1052","93.0656967163086","93.0656967163086","93.0656967163086","","","","","",""
"12805695","","","","","","","1008","1008","1008","96.30411529541016","96.30411529541016","96.30411529541016"
"12829857","","","","","","","1010","1010","1010","94.69696807861328","94.69696807861328","94.69696807861328"
"12835179","1054","1054","1054","94.19036102294922","94.19036102294922","94.19036102294922","","","","","",""
"12856134","","","","","","","1012","1012","1012","95.57157897949219","95.57157897949219","95.57157897949219"
"12859097","1056","1056","1056","91.45962524414062","91.45962524414062","91.45962524414062","","","","","",""
"12877701","1058","1058","1058","90.78431701660156","90.78431701660156","90.78431701660156","","","","","",""
"12889851","","","","","","","1014","1014","1014","96.48405456542969","96.48405456542969","96.48405456542969"
"12903017","1060","1060","1060","94.00856018066406","94.00856018066406","94.00856018066406","","","","","",""
"12921368","","","","","","","1016","1016","1016","96.15705871582031","96.15705871582031","96.15705871582031"
"12932564","1062","1062","1062","93.3246078491211","93.3246078491211","93.3246078491211","","","","","",""
"12953656","","","","","","","1018","1018","1018","96.56903839111328","96.56903839111328","96.56903839111328"
"12955317","1064","1064","1064","92.91597747802734","92.91597747802734","92.91597747802734","","","","","",""
"12977302","","","","","","","1020","1020","1020","95.28619384765625","95.28619384765625","95.28619384765625"
"12984082","1066","1066","1066","92.95957946777344","92.95957946777344","92.95957946777344","","","","","",""
"13002277","","","","","","","1022","1022","1022","95.86864471435547","95.86864471435547","95.86864471435547"
"13014918","1068","1068","1068","92.95039367675781","92.95039367675781","92.95039367675781","","","","","",""
"13031283","","","","","","","1024","1024","1024","96.54150390625","96.54150390625","96.54150390625"
"13036944","1070","1070","1070","93.33333587646484","93.33333587646484","93.33333587646484","","","","","",""
