"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - regularize/loss_ppo_weighted","HR-PPO - regularize/loss_ppo_weighted__MIN","HR-PPO - regularize/loss_ppo_weighted__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - regularize/loss_ppo_weighted","PPO - regularize/loss_ppo_weighted__MIN","PPO - regularize/loss_ppo_weighted__MAX"
"342048","","","","","","","34","34","34","0.04364415258169174","0.04364415258169174","0.04364415258169174"
"344595","34","34","34","0.038332127034664154","0.038332127034664154","0.038332127034664154","","","","","",""
"365774","","","","","","","36","36","36","0.04599939286708832","0.04599939286708832","0.04599939286708832"
"366832","36","36","36","0.004939720965921879","0.004939720965921879","0.004939720965921879","","","","","",""
"392027","38","38","38","0.037999507039785385","0.037999507039785385","0.037999507039785385","","","","","",""
"392384","","","","","","","38","38","38","0.04107551649212837","0.04107551649212837","0.04107551649212837"
"412451","","","","","","","40","40","40","0.042879242449998856","0.042879242449998856","0.042879242449998856"
"419085","40","40","40","0.034269750118255615","0.034269750118255615","0.034269750118255615","","","","","",""
"435322","","","","","","","42","42","42","0.05700436979532242","0.05700436979532242","0.05700436979532242"
"436470","42","42","42","0.017950130626559258","0.017950130626559258","0.017950130626559258","","","","","",""
"457211","","","","","","","44","44","44","0.04485197365283966","0.04485197365283966","0.04485197365283966"
"461285","44","44","44","0.02616337686777115","0.02616337686777115","0.02616337686777115","","","","","",""
"484561","46","46","46","0.03560984134674072","0.03560984134674072","0.03560984134674072","","","","","",""
"485463","","","","","","","46","46","46","0.060949746519327164","0.060949746519327164","0.060949746519327164"
"508006","","","","","","","48","48","48","0.03616626188158989","0.03616626188158989","0.03616626188158989"
"508843","48","48","48","0.0215829499065876","0.0215829499065876","0.0215829499065876","","","","","",""
"528027","50","50","50","0.03152019530534744","0.03152019530534744","0.03152019530534744","","","","","",""
"537621","","","","","","","50","50","50","0.02670564129948616","0.02670564129948616","0.02670564129948616"
"556344","52","52","52","0.04670432209968567","0.04670432209968567","0.04670432209968567","","","","","",""
"567403","","","","","","","52","52","52","0.03862348943948746","0.03862348943948746","0.03862348943948746"
"582246","54","54","54","0.0207686610519886","0.0207686610519886","0.0207686610519886","","","","","",""
"594913","","","","","","","54","54","54","0.04223617538809776","0.04223617538809776","0.04223617538809776"
"601939","56","56","56","0.04434144124388695","0.04434144124388695","0.04434144124388695","","","","","",""
"610384","","","","","","","56","56","56","0.06820632517337799","0.06820632517337799","0.06820632517337799"
"625440","58","58","58","0.005908003076910973","0.005908003076910973","0.005908003076910973","","","","","",""
"632229","","","","","","","58","58","58","0.04387254640460014","0.04387254640460014","0.04387254640460014"
"638969","60","60","60","0.024263298138976097","0.024263298138976097","0.024263298138976097","","","","","",""
"657230","","","","","","","60","60","60","0.05345391482114792","0.05345391482114792","0.05345391482114792"
"661367","62","62","62","0.04121524840593338","0.04121524840593338","0.04121524840593338","","","","","",""
"684001","64","64","64","0.03709063678979874","0.03709063678979874","0.03709063678979874","","","","","",""
"684031","","","","","","","62","62","62","0.04655012488365173","0.04655012488365173","0.04655012488365173"
"708210","66","66","66","0.03252553567290306","0.03252553567290306","0.03252553567290306","","","","","",""
"708645","","","","","","","64","64","64","0.04913313314318657","0.04913313314318657","0.04913313314318657"
"730891","68","68","68","0.04008682817220688","0.04008682817220688","0.04008682817220688","","","","","",""
"731029","","","","","","","66","66","66","0.05389810726046562","0.05389810726046562","0.05389810726046562"
"752686","","","","","","","68","68","68","0.06632594764232635","0.06632594764232635","0.06632594764232635"
"760147","70","70","70","0.02850637026131153","0.02850637026131153","0.02850637026131153","","","","","",""
"774598","","","","","","","70","70","70","0.0531604029238224","0.0531604029238224","0.0531604029238224"
"779935","72","72","72","0.015331611037254333","0.015331611037254333","0.015331611037254333","","","","","",""
"795146","","","","","","","72","72","72","0.06273262947797775","0.06273262947797775","0.06273262947797775"
"801661","74","74","74","0.05022680386900902","0.05022680386900902","0.05022680386900902","","","","","",""
"823596","76","76","76","0.027513181790709496","0.027513181790709496","0.027513181790709496","","","","","",""
"825690","","","","","","","74","74","74","0.05793094262480736","0.05793094262480736","0.05793094262480736"
"845938","","","","","","","76","76","76","0.044882163405418396","0.044882163405418396","0.044882163405418396"
"850535","78","78","78","0.023427408188581467","0.023427408188581467","0.023427408188581467","","","","","",""
"869136","","","","","","","78","78","78","0.02232990227639675","0.02232990227639675","0.02232990227639675"
"873514","80","80","80","0.04433375597000122","0.04433375597000122","0.04433375597000122","","","","","",""
"894325","82","82","82","0.028038309887051582","0.028038309887051582","0.028038309887051582","","","","","",""
"896148","","","","","","","80","80","80","0.06257686018943787","0.06257686018943787","0.06257686018943787"
"914554","","","","","","","82","82","82","0.04418196529150009","0.04418196529150009","0.04418196529150009"
"921584","84","84","84","0.048252806067466736","0.048252806067466736","0.048252806067466736","","","","","",""
"938704","86","86","86","0.014244700782001019","0.014244700782001019","0.014244700782001019","","","","","",""
"940790","","","","","","","84","84","84","0.05315830931067467","0.05315830931067467","0.05315830931067467"
"957678","88","88","88","0.03435543179512024","0.03435543179512024","0.03435543179512024","","","","","",""
"965511","","","","","","","86","86","86","0.04503427445888519","0.04503427445888519","0.04503427445888519"
"983315","90","90","90","0.043418604880571365","0.043418604880571365","0.043418604880571365","","","","","",""
"990214","","","","","","","88","88","88","0.05490211397409439","0.05490211397409439","0.05490211397409439"
"1009607","92","92","92","0.020107470452785492","0.020107470452785492","0.020107470452785492","","","","","",""
"1011303","","","","","","","90","90","90","0.034087687730789185","0.034087687730789185","0.034087687730789185"
"1033543","94","94","94","0.023227812722325325","0.023227812722325325","0.023227812722325325","","","","","",""
"1039199","","","","","","","92","92","92","0.052712008357048035","0.052712008357048035","0.052712008357048035"
"1051207","96","96","96","0.03564515709877014","0.03564515709877014","0.03564515709877014","","","","","",""
"1062800","","","","","","","94","94","94","0.036777447909116745","0.036777447909116745","0.036777447909116745"
"1081779","98","98","98","0.024317197501659393","0.024317197501659393","0.024317197501659393","","","","","",""
"1091603","","","","","","","96","96","96","0.04286886751651764","0.04286886751651764","0.04286886751651764"
"1098699","100","100","100","0.0034793077502399683","0.0034793077502399683","0.0034793077502399683","","","","","",""
"1117930","","","","","","","98","98","98","0.046745456755161285","0.046745456755161285","0.046745456755161285"
"1118523","102","102","102","0.021103862673044205","0.021103862673044205","0.021103862673044205","","","","","",""
"1141931","104","104","104","0.03239135071635246","0.03239135071635246","0.03239135071635246","","","","","",""
"1147083","","","","","","","100","100","100","0.04318460077047348","0.04318460077047348","0.04318460077047348"
"1163564","106","106","106","0.026323659345507622","0.026323659345507622","0.026323659345507622","","","","","",""
"1169250","","","","","","","102","102","102","0.037884920835494995","0.037884920835494995","0.037884920835494995"
"1191781","108","108","108","0.009545896202325821","0.009545896202325821","0.009545896202325821","","","","","",""
"1195181","","","","","","","104","104","104","0.05940711125731468","0.05940711125731468","0.05940711125731468"
"1214687","110","110","110","0.019464150071144104","0.019464150071144104","0.019464150071144104","","","","","",""
"1215258","","","","","","","106","106","106","0.04893473908305168","0.04893473908305168","0.04893473908305168"
"1233651","112","112","112","0.010734673589468002","0.010734673589468002","0.010734673589468002","","","","","",""
"1243603","","","","","","","108","108","108","0.049630701541900635","0.049630701541900635","0.049630701541900635"
"1261749","114","114","114","0.030174119397997856","0.030174119397997856","0.030174119397997856","","","","","",""
"1269949","","","","","","","110","110","110","0.05328242853283882","0.05328242853283882","0.05328242853283882"
"1286313","116","116","116","0.014682604931294918","0.014682604931294918","0.014682604931294918","","","","","",""
"1292149","","","","","","","112","112","112","0.03629754111170769","0.03629754111170769","0.03629754111170769"
"1313074","118","118","118","0.028237877413630486","0.028237877413630486","0.028237877413630486","","","","","",""
"1317217","","","","","","","114","114","114","0.0624573715031147","0.0624573715031147","0.0624573715031147"
"1339787","","","","","","","116","116","116","0.0373343788087368","0.0373343788087368","0.0373343788087368"
"1342961","120","120","120","0.024798287078738213","0.024798287078738213","0.024798287078738213","","","","","",""
"1369057","122","122","122","0.028817536309361458","0.028817536309361458","0.028817536309361458","","","","","",""
"1376254","","","","","","","118","118","118","0.020976562052965164","0.020976562052965164","0.020976562052965164"
"1392256","124","124","124","0.016868799924850464","0.016868799924850464","0.016868799924850464","","","","","",""
"1394868","","","","","","","120","120","120","0.04136141017079353","0.04136141017079353","0.04136141017079353"
"1411314","126","126","126","0.01662490889430046","0.01662490889430046","0.01662490889430046","","","","","",""
"1421903","","","","","","","122","122","122","0.06415165960788727","0.06415165960788727","0.06415165960788727"
"1435132","128","128","128","0.025705313310027122","0.025705313310027122","0.025705313310027122","","","","","",""
"1449902","","","","","","","124","124","124","0.043880704790353775","0.043880704790353775","0.043880704790353775"
"1452760","130","130","130","0.014523268677294254","0.014523268677294254","0.014523268677294254","","","","","",""
"1475488","132","132","132","0.03447268158197403","0.03447268158197403","0.03447268158197403","","","","","",""
"1478568","","","","","","","126","126","126","0.04537271335721016","0.04537271335721016","0.04537271335721016"
"1495687","134","134","134","0.0246006827801466","0.0246006827801466","0.0246006827801466","","","","","",""
"1503928","","","","","","","128","128","128","0.03947578743100166","0.03947578743100166","0.03947578743100166"
"1523128","136","136","136","0.02108912728726864","0.02108912728726864","0.02108912728726864","","","","","",""
"1531535","","","","","","","130","130","130","0.04030407592654228","0.04030407592654228","0.04030407592654228"
"1551370","138","138","138","0.021400630474090576","0.021400630474090576","0.021400630474090576","","","","","",""
"1555004","","","","","","","132","132","132","0.05512499064207077","0.05512499064207077","0.05512499064207077"
"1578293","140","140","140","0.01641339622437954","0.01641339622437954","0.01641339622437954","","","","","",""
"1578782","","","","","","","134","134","134","0.05712112411856651","0.05712112411856651","0.05712112411856651"
"1601743","","","","","","","136","136","136","0.04711926728487015","0.04711926728487015","0.04711926728487015"
"1605155","142","142","142","0.023596547544002533","0.023596547544002533","0.023596547544002533","","","","","",""
"1627732","144","144","144","0.018325692042708397","0.018325692042708397","0.018325692042708397","","","","","",""
"1628513","","","","","","","138","138","138","0.041018735617399216","0.041018735617399216","0.041018735617399216"
"1649605","146","146","146","0.013173787854611874","0.013173787854611874","0.013173787854611874","","","","","",""
"1651184","","","","","","","140","140","140","0.034473907202482224","0.034473907202482224","0.034473907202482224"
"1672554","148","148","148","0.02265266701579094","0.02265266701579094","0.02265266701579094","","","","","",""
"1673867","","","","","","","142","142","142","0.058512214571237564","0.058512214571237564","0.058512214571237564"
"1695649","150","150","150","0.015468196012079716","0.015468196012079716","0.015468196012079716","","","","","",""
"1703373","","","","","","","144","144","144","0.05929954722523689","0.05929954722523689","0.05929954722523689"
"1718102","152","152","152","0.007745239417999983","0.007745239417999983","0.007745239417999983","","","","","",""
"1728849","","","","","","","146","146","146","0.02643175795674324","0.02643175795674324","0.02643175795674324"
"1743965","154","154","154","0.023535337299108505","0.023535337299108505","0.023535337299108505","","","","","",""
"1757084","","","","","","","148","148","148","0.04276789724826813","0.04276789724826813","0.04276789724826813"
"1775644","","","","","","","150","150","150","0.025597525760531425","0.025597525760531425","0.025597525760531425"
"1776897","156","156","156","0.0258186012506485","0.0258186012506485","0.0258186012506485","","","","","",""
"1801331","158","158","158","0.014076410792768002","0.014076410792768002","0.014076410792768002","","","","","",""
"1802733","","","","","","","152","152","152","0.044418808072805405","0.044418808072805405","0.044418808072805405"
"1823599","160","160","160","0.022312521934509277","0.022312521934509277","0.022312521934509277","","","","","",""
"1827808","","","","","","","154","154","154","0.043842364102602005","0.043842364102602005","0.043842364102602005"
"1845282","162","162","162","0.030852874740958214","0.030852874740958214","0.030852874740958214","","","","","",""
"1852574","","","","","","","156","156","156","0.040451228618621826","0.040451228618621826","0.040451228618621826"
"1873307","","","","","","","158","158","158","0.04445371404290199","0.04445371404290199","0.04445371404290199"
"1877128","164","164","164","0.008370750583708286","0.008370750583708286","0.008370750583708286","","","","","",""
"1897617","166","166","166","0.013671460561454296","0.013671460561454296","0.013671460561454296","","","","","",""
"1898185","","","","","","","160","160","160","0.04926649481058121","0.04926649481058121","0.04926649481058121"
"1927468","","","","","","","162","162","162","0.07243680208921432","0.07243680208921432","0.07243680208921432"
"1929591","168","168","168","0.07249923050403595","0.07249923050403595","0.07249923050403595","","","","","",""
"1950946","","","","","","","164","164","164","0.04579193517565727","0.04579193517565727","0.04579193517565727"
"1959889","170","170","170","0.03390313312411308","0.03390313312411308","0.03390313312411308","","","","","",""
"1972418","","","","","","","166","166","166","0.05162636563181877","0.05162636563181877","0.05162636563181877"
"1987420","172","172","172","0.02637542225420475","0.02637542225420475","0.02637542225420475","","","","","",""
"1992119","","","","","","","168","168","168","0.04167187958955765","0.04167187958955765","0.04167187958955765"
"2013738","174","174","174","0.004340867046266794","0.004340867046266794","0.004340867046266794","","","","","",""
"2018173","","","","","","","170","170","170","0.05087408050894737","0.05087408050894737","0.05087408050894737"
"2035142","176","176","176","0.033677227795124054","0.033677227795124054","0.033677227795124054","","","","","",""
"2048342","","","","","","","172","172","172","0.033372994512319565","0.033372994512319565","0.033372994512319565"
"2051596","178","178","178","0.034943945705890656","0.034943945705890656","0.034943945705890656","","","","","",""
"2071006","180","180","180","0.01948854699730873","0.01948854699730873","0.01948854699730873","","","","","",""
"2076581","","","","","","","174","174","174","0.039285387843847275","0.039285387843847275","0.039285387843847275"
"2090277","182","182","182","0.029442163184285164","0.029442163184285164","0.029442163184285164","","","","","",""
"2103162","","","","","","","176","176","176","0.05420384556055069","0.05420384556055069","0.05420384556055069"
"2112639","184","184","184","0.01922769658267498","0.01922769658267498","0.01922769658267498","","","","","",""
"2128861","","","","","","","178","178","178","0.04584384709596634","0.04584384709596634","0.04584384709596634"
"2140418","186","186","186","0.037742797285318375","0.037742797285318375","0.037742797285318375","","","","","",""
"2155786","","","","","","","180","180","180","0.04347511753439903","0.04347511753439903","0.04347511753439903"
"2162211","188","188","188","0.028900954872369766","0.028900954872369766","0.028900954872369766","","","","","",""
"2188695","190","190","190","0.00754590192809701","0.00754590192809701","0.00754590192809701","","","","","",""
"2192202","","","","","","","182","182","182","0.025346964597702026","0.025346964597702026","0.025346964597702026"
"2217309","","","","","","","184","184","184","0.03608686104416847","0.03608686104416847","0.03608686104416847"
"2221939","192","192","192","0.02155430242419243","0.02155430242419243","0.02155430242419243","","","","","",""
"2243492","","","","","","","186","186","186","0.042089689522981644","0.042089689522981644","0.042089689522981644"
"2251559","194","194","194","0.022561000660061836","0.022561000660061836","0.022561000660061836","","","","","",""
"2268098","","","","","","","188","188","188","0.04057372361421585","0.04057372361421585","0.04057372361421585"
"2276399","196","196","196","0.027427317574620247","0.027427317574620247","0.027427317574620247","","","","","",""
"2292292","","","","","","","190","190","190","0.04663781076669693","0.04663781076669693","0.04663781076669693"
"2300027","198","198","198","0.1007569208741188","0.1007569208741188","0.1007569208741188","","","","","",""
"2319078","","","","","","","192","192","192","0.033215273171663284","0.033215273171663284","0.033215273171663284"
"2322014","200","200","200","0.02925245836377144","0.02925245836377144","0.02925245836377144","","","","","",""
"2343490","","","","","","","194","194","194","0.03229251131415367","0.03229251131415367","0.03229251131415367"
"2345951","202","202","202","0.03146348148584366","0.03146348148584366","0.03146348148584366","","","","","",""
"2371140","","","","","","","196","196","196","0.03414963185787201","0.03414963185787201","0.03414963185787201"
"2374210","204","204","204","0.03119388408958912","0.03119388408958912","0.03119388408958912","","","","","",""
"2395259","206","206","206","0.022726180031895638","0.022726180031895638","0.022726180031895638","","","","","",""
"2398776","","","","","","","198","198","198","0.044960372149944305","0.044960372149944305","0.044960372149944305"
"2416297","208","208","208","0.026044998317956924","0.026044998317956924","0.026044998317956924","","","","","",""
"2422392","","","","","","","200","200","200","0.030209409072995186","0.030209409072995186","0.030209409072995186"
"2443051","210","210","210","0.034800413995981216","0.034800413995981216","0.034800413995981216","","","","","",""
"2444982","","","","","","","202","202","202","0.04495522379875183","0.04495522379875183","0.04495522379875183"
"2469817","212","212","212","0.013927655294537544","0.013927655294537544","0.013927655294537544","","","","","",""
"2472808","","","","","","","204","204","204","0.03481578454375267","0.03481578454375267","0.03481578454375267"
"2493279","214","214","214","0.002025395166128874","0.002025395166128874","0.002025395166128874","","","","","",""
"2495518","","","","","","","206","206","206","0.02242860570549965","0.02242860570549965","0.02242860570549965"
"2517480","216","216","216","0.015751393511891365","0.015751393511891365","0.015751393511891365","","","","","",""
"2524282","","","","","","","208","208","208","0.0351446233689785","0.0351446233689785","0.0351446233689785"
"2545210","218","218","218","0.03070923499763012","0.03070923499763012","0.03070923499763012","","","","","",""
"2551612","","","","","","","210","210","210","0.039196163415908813","0.039196163415908813","0.039196163415908813"
"2573311","220","220","220","0.024911927059292793","0.024911927059292793","0.024911927059292793","","","","","",""
"2581115","","","","","","","212","212","212","0.02428092435002327","0.02428092435002327","0.02428092435002327"
"2598877","222","222","222","0.02031039632856846","0.02031039632856846","0.02031039632856846","","","","","",""
"2611186","","","","","","","214","214","214","0.021782487630844116","0.021782487630844116","0.021782487630844116"
"2625921","224","224","224","0.03012530691921711","0.03012530691921711","0.03012530691921711","","","","","",""
"2633584","","","","","","","216","216","216","0.04170897603034973","0.04170897603034973","0.04170897603034973"
"2652521","226","226","226","0.03132236748933792","0.03132236748933792","0.03132236748933792","","","","","",""
"2660251","","","","","","","218","218","218","0.03777297958731651","0.03777297958731651","0.03777297958731651"
"2671405","228","228","228","0.01670173555612564","0.01670173555612564","0.01670173555612564","","","","","",""
"2683470","","","","","","","220","220","220","0.018747199326753616","0.018747199326753616","0.018747199326753616"
"2692270","230","230","230","0.022926028817892075","0.022926028817892075","0.022926028817892075","","","","","",""
"2709431","","","","","","","222","222","222","0.031074365600943565","0.031074365600943565","0.031074365600943565"
"2710416","232","232","232","0.010760262608528137","0.010760262608528137","0.010760262608528137","","","","","",""
"2731259","","","","","","","224","224","224","0.028060942888259888","0.028060942888259888","0.028060942888259888"
"2737925","234","234","234","0.020947081968188286","0.020947081968188286","0.020947081968188286","","","","","",""
"2753859","","","","","","","226","226","226","0.03193952515721321","0.03193952515721321","0.03193952515721321"
"2763739","236","236","236","0.019328080117702484","0.019328080117702484","0.019328080117702484","","","","","",""
"2787202","","","","","","","228","228","228","0.0375940315425396","0.0375940315425396","0.0375940315425396"
"2790898","238","238","238","0.018976986408233643","0.018976986408233643","0.018976986408233643","","","","","",""
"2808510","240","240","240","0.0332036167383194","0.0332036167383194","0.0332036167383194","","","","","",""
"2809073","","","","","","","230","230","230","0.042341332882642746","0.042341332882642746","0.042341332882642746"
"2834802","242","242","242","0.029592351987957954","0.029592351987957954","0.029592351987957954","","","","","",""
"2836888","","","","","","","232","232","232","0.04092220589518547","0.04092220589518547","0.04092220589518547"
"2856460","","","","","","","234","234","234","0.021332163363695145","0.021332163363695145","0.021332163363695145"
"2866494","244","244","244","0.023862067610025406","0.023862067610025406","0.023862067610025406","","","","","",""
"2880199","","","","","","","236","236","236","0.03508368507027626","0.03508368507027626","0.03508368507027626"
"2891340","246","246","246","0.01146137248724699","0.01146137248724699","0.01146137248724699","","","","","",""
"2903668","","","","","","","238","238","238","0.02557743713259697","0.02557743713259697","0.02557743713259697"
"2912800","248","248","248","0.044541019946336746","0.044541019946336746","0.044541019946336746","","","","","",""
"2928672","","","","","","","240","240","240","0.03823811933398247","0.03823811933398247","0.03823811933398247"
"2939697","250","250","250","0.019158149138092995","0.019158149138092995","0.019158149138092995","","","","","",""
"2958749","","","","","","","242","242","242","0.021064510568976402","0.021064510568976402","0.021064510568976402"
"2969202","252","252","252","0.035005711019039154","0.035005711019039154","0.035005711019039154","","","","","",""
"2987591","","","","","","","244","244","244","0.017679447308182716","0.017679447308182716","0.017679447308182716"
"2994947","254","254","254","0.042951613664627075","0.042951613664627075","0.042951613664627075","","","","","",""
"3012666","","","","","","","246","246","246","0.02503015287220478","0.02503015287220478","0.02503015287220478"
"3015515","256","256","256","0.029636235907673836","0.029636235907673836","0.029636235907673836","","","","","",""
"3035424","258","258","258","0.02073868177831173","0.02073868177831173","0.02073868177831173","","","","","",""
"3042025","","","","","","","248","248","248","0.04463353008031845","0.04463353008031845","0.04463353008031845"
"3058712","260","260","260","0.027202796190977097","0.027202796190977097","0.027202796190977097","","","","","",""
"3066585","","","","","","","250","250","250","0.04699508100748062","0.04699508100748062","0.04699508100748062"
"3084261","262","262","262","0.021771373227238655","0.021771373227238655","0.021771373227238655","","","","","",""
"3091868","","","","","","","252","252","252","0.023056635633111","0.023056635633111","0.023056635633111"
"3104791","264","264","264","0.00030925055034458637","0.00030925055034458637","0.00030925055034458637","","","","","",""
"3116180","","","","","","","254","254","254","0.037432242184877396","0.037432242184877396","0.037432242184877396"
"3125846","266","266","266","0.007150846999138594","0.007150846999138594","0.007150846999138594","","","","","",""
"3137564","","","","","","","256","256","256","0.021175792440772057","0.021175792440772057","0.021175792440772057"
"3149225","268","268","268","0.009749136865139008","0.009749136865139008","0.009749136865139008","","","","","",""
"3168390","","","","","","","258","258","258","0.02955801598727703","0.02955801598727703","0.02955801598727703"
"3172002","270","270","270","0.009631628170609474","0.009631628170609474","0.009631628170609474","","","","","",""
"3188056","","","","","","","260","260","260","0.04454054310917854","0.04454054310917854","0.04454054310917854"
"3197381","272","272","272","0.03431220352649689","0.03431220352649689","0.03431220352649689","","","","","",""
"3214107","","","","","","","262","262","262","0.03603789582848549","0.03603789582848549","0.03603789582848549"
"3223359","274","274","274","0.062033526599407196","0.062033526599407196","0.062033526599407196","","","","","",""
"3240134","","","","","","","264","264","264","0.02122138813138008","0.02122138813138008","0.02122138813138008"
"3251476","276","276","276","0.033218637108802795","0.033218637108802795","0.033218637108802795","","","","","",""
"3261806","","","","","","","266","266","266","0.02542678825557232","0.02542678825557232","0.02542678825557232"
"3278751","278","278","278","0.0023437784984707832","0.0023437784984707832","0.0023437784984707832","","","","","",""
"3287689","","","","","","","268","268","268","0.043746158480644226","0.043746158480644226","0.043746158480644226"
"3304992","280","280","280","0.01657806523144245","0.01657806523144245","0.01657806523144245","","","","","",""
"3312168","","","","","","","270","270","270","0.04264908283948898","0.04264908283948898","0.04264908283948898"
"3328695","282","282","282","0.02680392563343048","0.02680392563343048","0.02680392563343048","","","","","",""
"3332488","","","","","","","272","272","272","0.027969421818852425","0.027969421818852425","0.027969421818852425"
"3345756","284","284","284","0.02937782183289528","0.02937782183289528","0.02937782183289528","","","","","",""
"3357059","","","","","","","274","274","274","0.04545183107256889","0.04545183107256889","0.04545183107256889"
"3377093","286","286","286","0.030014893040060997","0.030014893040060997","0.030014893040060997","","","","","",""
"3387868","","","","","","","276","276","276","0.03592744097113609","0.03592744097113609","0.03592744097113609"
"3397174","288","288","288","0.03245864063501358","0.03245864063501358","0.03245864063501358","","","","","",""
"3412117","","","","","","","278","278","278","0.03260670229792595","0.03260670229792595","0.03260670229792595"
"3423745","290","290","290","0.0245150625705719","0.0245150625705719","0.0245150625705719","","","","","",""
"3437272","","","","","","","280","280","280","0.03098016045987606","0.03098016045987606","0.03098016045987606"
"3448424","292","292","292","0.03233044594526291","0.03233044594526291","0.03233044594526291","","","","","",""
"3459897","","","","","","","282","282","282","0.004934035241603851","0.004934035241603851","0.004934035241603851"
"3474229","294","294","294","0.02991989627480507","0.02991989627480507","0.02991989627480507","","","","","",""
"3489538","","","","","","","284","284","284","0.035829655826091766","0.035829655826091766","0.035829655826091766"
"3500408","296","296","296","0.018768861889839172","0.018768861889839172","0.018768861889839172","","","","","",""
"3514628","","","","","","","286","286","286","0.018459219485521317","0.018459219485521317","0.018459219485521317"
"3520493","298","298","298","0.04103320464491844","0.04103320464491844","0.04103320464491844","","","","","",""
"3538354","","","","","","","288","288","288","0.085238978266716","0.085238978266716","0.085238978266716"
"3545059","300","300","300","0.018914703279733658","0.018914703279733658","0.018914703279733658","","","","","",""
"3566046","","","","","","","290","290","290","0.03200986608862877","0.03200986608862877","0.03200986608862877"
"3572573","302","302","302","0.03034784458577633","0.03034784458577633","0.03034784458577633","","","","","",""
"3596244","304","304","304","0.03206333890557289","0.03206333890557289","0.03206333890557289","","","","","",""
"3597555","","","","","","","292","292","292","0.014805489219725132","0.014805489219725132","0.014805489219725132"
"3619908","306","306","306","0.047165535390377045","0.047165535390377045","0.047165535390377045","","","","","",""
"3624237","","","","","","","294","294","294","0.023700302466750145","0.023700302466750145","0.023700302466750145"
"3650383","308","308","308","0.02519482746720314","0.02519482746720314","0.02519482746720314","","","","","",""
"3651698","","","","","","","296","296","296","0.029395343735814095","0.029395343735814095","0.029395343735814095"
"3676763","","","","","","","298","298","298","0.026807760819792747","0.026807760819792747","0.026807760819792747"
"3677757","310","310","310","0.018052076920866966","0.018052076920866966","0.018052076920866966","","","","","",""
"3696952","","","","","","","300","300","300","0.02976280078291893","0.02976280078291893","0.02976280078291893"
