"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - rollout/ep_rew_mean_norm","HR-PPO - rollout/ep_rew_mean_norm__MIN","HR-PPO - rollout/ep_rew_mean_norm__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - rollout/ep_rew_mean_norm","PPO - rollout/ep_rew_mean_norm__MIN","PPO - rollout/ep_rew_mean_norm__MAX"
"8076679","670","670","670","0.8869379162788391","0.8869379162788391","0.8869379162788391","","","","","",""
"8087214","","","","","","","650","650","650","0.8834897875785828","0.8834897875785828","0.8834897875785828"
"8103629","672","672","672","0.8771800398826599","0.8771800398826599","0.8771800398826599","","","","","",""
"8106714","","","","","","","652","652","652","0.927954912185669","0.927954912185669","0.927954912185669"
"8127366","674","674","674","0.8568508625030518","0.8568508625030518","0.8568508625030518","","","","","",""
"8131904","","","","","","","654","654","654","0.9067574739456177","0.9067574739456177","0.9067574739456177"
"8149926","676","676","676","0.8716171979904175","0.8716171979904175","0.8716171979904175","","","","","",""
"8157877","","","","","","","656","656","656","0.9033406376838684","0.9033406376838684","0.9033406376838684"
"8175572","678","678","678","0.8526987433433533","0.8526987433433533","0.8526987433433533","","","","","",""
"8189911","","","","","","","658","658","658","0.9167353510856628","0.9167353510856628","0.9167353510856628"
"8195813","680","680","680","0.8714750409126282","0.8714750409126282","0.8714750409126282","","","","","",""
"8213814","682","682","682","0.8622657656669617","0.8622657656669617","0.8622657656669617","","","","","",""
"8214616","","","","","","","660","660","660","0.8880970478057861","0.8880970478057861","0.8880970478057861"
"8243146","","","","","","","662","662","662","0.9089276790618896","0.9089276790618896","0.9089276790618896"
"8244247","684","684","684","0.8493589758872986","0.8493589758872986","0.8493589758872986","","","","","",""
"8271833","","","","","","","664","664","664","0.9078513979911804","0.9078513979911804","0.9078513979911804"
"8272583","686","686","686","0.8615273833274841","0.8615273833274841","0.8615273833274841","","","","","",""
"8288839","688","688","688","0.850098192691803","0.850098192691803","0.850098192691803","","","","","",""
"8297936","","","","","","","666","666","666","0.8840439319610596","0.8840439319610596","0.8840439319610596"
"8315238","690","690","690","0.8851540684700012","0.8851540684700012","0.8851540684700012","","","","","",""
"8325966","","","","","","","668","668","668","0.905383825302124","0.905383825302124","0.905383825302124"
"8338630","692","692","692","0.8564156293869019","0.8564156293869019","0.8564156293869019","","","","","",""
"8355709","","","","","","","670","670","670","0.9059644341468811","0.9059644341468811","0.9059644341468811"
"8363890","694","694","694","0.903497040271759","0.903497040271759","0.903497040271759","","","","","",""
"8382150","","","","","","","672","672","672","0.8693540692329407","0.8693540692329407","0.8693540692329407"
"8395189","696","696","696","0.8989812135696411","0.8989812135696411","0.8989812135696411","","","","","",""
"8408648","","","","","","","674","674","674","0.932539701461792","0.932539701461792","0.932539701461792"
"8422348","698","698","698","0.8961732983589172","0.8961732983589172","0.8961732983589172","","","","","",""
"8435763","","","","","","","676","676","676","0.9077451825141907","0.9077451825141907","0.9077451825141907"
"8449261","700","700","700","0.900164008140564","0.900164008140564","0.900164008140564","","","","","",""
"8461569","","","","","","","678","678","678","0.9128205180168152","0.9128205180168152","0.9128205180168152"
"8475009","702","702","702","0.8715928792953491","0.8715928792953491","0.8715928792953491","","","","","",""
"8486370","","","","","","","680","680","680","0.9288330674171448","0.9288330674171448","0.9288330674171448"
"8500088","704","704","704","0.8732223510742188","0.8732223510742188","0.8732223510742188","","","","","",""
"8515592","","","","","","","682","682","682","0.9017120003700256","0.9017120003700256","0.9017120003700256"
"8526173","706","706","706","0.8794488906860352","0.8794488906860352","0.8794488906860352","","","","","",""
"8537138","","","","","","","684","684","684","0.9024358987808228","0.9024358987808228","0.9024358987808228"
"8555898","708","708","708","0.8981339931488037","0.8981339931488037","0.8981339931488037","","","","","",""
"8560631","","","","","","","686","686","686","0.9410256147384644","0.9410256147384644","0.9410256147384644"
"8587121","","","","","","","688","688","688","0.9167301058769226","0.9167301058769226","0.9167301058769226"
"8587291","710","710","710","0.9083987474441528","0.9083987474441528","0.9083987474441528","","","","","",""
"8607499","","","","","","","690","690","690","0.927519679069519","0.927519679069519","0.927519679069519"
"8615996","712","712","712","0.8535153865814209","0.8535153865814209","0.8535153865814209","","","","","",""
"8635279","","","","","","","692","692","692","0.9194491505622864","0.9194491505622864","0.9194491505622864"
"8648406","714","714","714","0.854728102684021","0.854728102684021","0.854728102684021","","","","","",""
"8658216","","","","","","","694","694","694","0.8721646666526794","0.8721646666526794","0.8721646666526794"
"8677365","716","716","716","0.883861243724823","0.883861243724823","0.883861243724823","","","","","",""
"8686687","","","","","","","696","696","696","0.9223443269729614","0.9223443269729614","0.9223443269729614"
"8696347","718","718","718","0.8734647631645203","0.8734647631645203","0.8734647631645203","","","","","",""
"8715503","","","","","","","698","698","698","0.9034224152565002","0.9034224152565002","0.9034224152565002"
"8721566","720","720","720","0.8604475259780884","0.8604475259780884","0.8604475259780884","","","","","",""
"8742551","","","","","","","700","700","700","0.8960191011428833","0.8960191011428833","0.8960191011428833"
"8747706","722","722","722","0.875777006149292","0.875777006149292","0.875777006149292","","","","","",""
"8762831","","","","","","","702","702","702","0.9130934476852417","0.9130934476852417","0.9130934476852417"
"8766367","724","724","724","0.8182163834571838","0.8182163834571838","0.8182163834571838","","","","","",""
"8784439","","","","","","","704","704","704","0.9057554006576538","0.9057554006576538","0.9057554006576538"
"8792085","726","726","726","0.8268684148788452","0.8268684148788452","0.8268684148788452","","","","","",""
"8809354","","","","","","","706","706","706","0.9062362909317017","0.9062362909317017","0.9062362909317017"
"8820768","728","728","728","0.9001011252403259","0.9001011252403259","0.9001011252403259","","","","","",""
"8835502","","","","","","","708","708","708","0.903783917427063","0.903783917427063","0.903783917427063"
"8845537","730","730","730","0.8952900171279907","0.8952900171279907","0.8952900171279907","","","","","",""
"8855752","","","","","","","710","710","710","0.9068047404289246","0.9068047404289246","0.9068047404289246"
"8870243","732","732","732","0.8683804273605347","0.8683804273605347","0.8683804273605347","","","","","",""
"8883531","","","","","","","712","712","712","0.9077749252319336","0.9077749252319336","0.9077749252319336"
"8901513","734","734","734","0.8996124863624573","0.8996124863624573","0.8996124863624573","","","","","",""
"8905693","","","","","","","714","714","714","0.9029303789138794","0.9029303789138794","0.9029303789138794"
"8925247","736","736","736","0.8714312314987183","0.8714312314987183","0.8714312314987183","","","","","",""
"8934580","","","","","","","716","716","716","0.9241129159927368","0.9241129159927368","0.9241129159927368"
"8956929","738","738","738","0.8737856149673462","0.8737856149673462","0.8737856149673462","","","","","",""
"8963790","","","","","","","718","718","718","0.9094017148017883","0.9094017148017883","0.9094017148017883"
"8984151","740","740","740","0.8936258554458618","0.8936258554458618","0.8936258554458618","","","","","",""
"8987544","","","","","","","720","720","720","0.9075000882148743","0.9075000882148743","0.9075000882148743"
"9006717","742","742","742","0.8793846368789673","0.8793846368789673","0.8793846368789673","","","","","",""
"9008552","","","","","","","722","722","722","0.8853856325149536","0.8853856325149536","0.8853856325149536"
"9027056","744","744","744","0.8678997159004211","0.8678997159004211","0.8678997159004211","","","","","",""
"9032245","","","","","","","724","724","724","0.9143639802932739","0.9143639802932739","0.9143639802932739"
"9049320","746","746","746","0.8763710260391235","0.8763710260391235","0.8763710260391235","","","","","",""
"9059390","","","","","","","726","726","726","0.8983516693115234","0.8983516693115234","0.8983516693115234"
"9071521","748","748","748","0.828582227230072","0.828582227230072","0.828582227230072","","","","","",""
"9085561","","","","","","","728","728","728","0.9041573405265808","0.9041573405265808","0.9041573405265808"
"9100584","750","750","750","0.8775176405906677","0.8775176405906677","0.8775176405906677","","","","","",""
"9114136","","","","","","","730","730","730","0.9246124029159546","0.9246124029159546","0.9246124029159546"
"9126717","752","752","752","0.8581994771957397","0.8581994771957397","0.8581994771957397","","","","","",""
"9141684","","","","","","","732","732","732","0.8868942260742188","0.8868942260742188","0.8868942260742188"
"9150865","754","754","754","0.8730607628822327","0.8730607628822327","0.8730607628822327","","","","","",""
"9168206","","","","","","","734","734","734","0.9372710585594177","0.9372710585594177","0.9372710585594177"
"9178623","756","756","756","0.8775981068611145","0.8775981068611145","0.8775981068611145","","","","","",""
"9194740","","","","","","","736","736","736","0.8869928121566772","0.8869928121566772","0.8869928121566772"
"9204830","758","758","758","0.8590005040168762","0.8590005040168762","0.8590005040168762","","","","","",""
"9226044","760","760","760","0.9010151624679565","0.9010151624679565","0.9010151624679565","","","","","",""
"9231715","","","","","","","738","738","738","0.8989262580871582","0.8989262580871582","0.8989262580871582"
"9249235","762","762","762","0.8567190170288086","0.8567190170288086","0.8567190170288086","","","","","",""
"9259661","","","","","","","740","740","740","0.8958198428153992","0.8958198428153992","0.8958198428153992"
"9276341","764","764","764","0.8741837739944458","0.8741837739944458","0.8741837739944458","","","","","",""
"9287887","","","","","","","742","742","742","0.9034432172775269","0.9034432172775269","0.9034432172775269"
"9304684","766","766","766","0.8974049687385559","0.8974049687385559","0.8974049687385559","","","","","",""
"9310862","","","","","","","744","744","744","0.8932701349258423","0.8932701349258423","0.8932701349258423"
"9327021","768","768","768","0.911435604095459","0.911435604095459","0.911435604095459","","","","","",""
"9338337","","","","","","","746","746","746","0.8884206414222717","0.8884206414222717","0.8884206414222717"
"9351250","770","770","770","0.8980099558830261","0.8980099558830261","0.8980099558830261","","","","","",""
"9369735","","","","","","","748","748","748","0.9177523255348206","0.9177523255348206","0.9177523255348206"
"9372321","772","772","772","0.8622449040412903","0.8622449040412903","0.8622449040412903","","","","","",""
"9392178","774","774","774","0.8809916377067566","0.8809916377067566","0.8809916377067566","","","","","",""
"9400608","","","","","","","750","750","750","0.9135164618492126","0.9135164618492126","0.9135164618492126"
"9418549","776","776","776","0.8251560926437378","0.8251560926437378","0.8251560926437378","","","","","",""
"9433851","","","","","","","752","752","752","0.9166759252548218","0.9166759252548218","0.9166759252548218"
"9447780","778","778","778","0.8865717649459839","0.8865717649459839","0.8865717649459839","","","","","",""
"9461189","","","","","","","754","754","754","0.8978021740913391","0.8978021740913391","0.8978021740913391"
"9469757","780","780","780","0.8555177450180054","0.8555177450180054","0.8555177450180054","","","","","",""
"9486767","","","","","","","756","756","756","0.9001046419143677","0.9001046419143677","0.9001046419143677"
"9498061","782","782","782","0.8777852654457092","0.8777852654457092","0.8777852654457092","","","","","",""
"9515332","","","","","","","758","758","758","0.9265044331550598","0.9265044331550598","0.9265044331550598"
"9523296","784","784","784","0.8810574412345886","0.8810574412345886","0.8810574412345886","","","","","",""
"9539942","","","","","","","760","760","760","0.9017258286476135","0.9017258286476135","0.9017258286476135"
"9545810","786","786","786","0.8826136589050293","0.8826136589050293","0.8826136589050293","","","","","",""
"9565993","","","","","","","762","762","762","0.9343810081481934","0.9343810081481934","0.9343810081481934"
"9573333","788","788","788","0.8627408742904663","0.8627408742904663","0.8627408742904663","","","","","",""
"9591582","","","","","","","764","764","764","0.9139012694358826","0.9139012694358826","0.9139012694358826"
"9596493","790","790","790","0.872736394405365","0.872736394405365","0.872736394405365","","","","","",""
"9617026","","","","","","","766","766","766","0.912010133266449","0.912010133266449","0.912010133266449"
"9620589","792","792","792","0.8093218207359314","0.8093218207359314","0.8093218207359314","","","","","",""
"9643107","794","794","794","0.8616287112236023","0.8616287112236023","0.8616287112236023","","","","","",""
"9645287","","","","","","","768","768","768","0.9058948159217834","0.9058948159217834","0.9058948159217834"
"9674420","796","796","796","0.8702219128608704","0.8702219128608704","0.8702219128608704","","","","","",""
"9675811","","","","","","","770","770","770","0.9158398509025574","0.9158398509025574","0.9158398509025574"
"9697864","","","","","","","772","772","772","0.9041983485221863","0.9041983485221863","0.9041983485221863"
"9698304","798","798","798","0.8229129314422607","0.8229129314422607","0.8229129314422607","","","","","",""
"9723894","","","","","","","774","774","774","0.9240824580192566","0.9240824580192566","0.9240824580192566"
"9727263","800","800","800","0.866527259349823","0.866527259349823","0.866527259349823","","","","","",""
"9747226","","","","","","","776","776","776","0.90360426902771","0.90360426902771","0.90360426902771"
"9754007","802","802","802","0.867325484752655","0.867325484752655","0.867325484752655","","","","","",""
"9775793","","","","","","","778","778","778","0.9177440404891968","0.9177440404891968","0.9177440404891968"
"9782398","804","804","804","0.9133222103118896","0.9133222103118896","0.9133222103118896","","","","","",""
"9800883","","","","","","","780","780","780","0.9088872075080872","0.9088872075080872","0.9088872075080872"
"9809213","806","806","806","0.859446108341217","0.859446108341217","0.859446108341217","","","","","",""
"9827382","","","","","","","782","782","782","0.9156227111816406","0.9156227111816406","0.9156227111816406"
"9838761","818","818","818","0.8531924486160278","0.8531924486160278","0.8531924486160278","","","","","",""
"9860309","","","","","","","784","784","784","0.920778214931488","0.920778214931488","0.920778214931488"
"9863736","820","820","820","0.8713602423667908","0.8713602423667908","0.8713602423667908","","","","","",""
"9885385","","","","","","","786","786","786","0.9195674061775208","0.9195674061775208","0.9195674061775208"
"9889735","822","822","822","0.8693346381187439","0.8693346381187439","0.8693346381187439","","","","","",""
"9913480","","","","","","","788","788","788","0.9097994565963745","0.9097994565963745","0.9097994565963745"
"9916840","824","824","824","0.8906019330024719","0.8906019330024719","0.8906019330024719","","","","","",""
"9938259","826","826","826","0.8286118507385254","0.8286118507385254","0.8286118507385254","","","","","",""
"9942062","","","","","","","790","790","790","0.9149788022041321","0.9149788022041321","0.9149788022041321"
"9962299","828","828","828","0.9113181233406067","0.9113181233406067","0.9113181233406067","","","","","",""
"9972577","","","","","","","792","792","792","0.9187746047973633","0.9187746047973633","0.9187746047973633"
"9988193","830","830","830","0.8660608530044556","0.8660608530044556","0.8660608530044556","","","","","",""
"9998763","","","","","","","794","794","794","0.926673173904419","0.926673173904419","0.926673173904419"
"10012050","832","832","832","0.8988499045372009","0.8988499045372009","0.8988499045372009","","","","","",""
"10024069","","","","","","","796","796","796","0.9003907442092896","0.9003907442092896","0.9003907442092896"
"10034708","834","834","834","0.8755283355712891","0.8755283355712891","0.8755283355712891","","","","","",""
"10055721","836","836","836","0.8385781049728394","0.8385781049728394","0.8385781049728394","","","","","",""
"10056392","","","","","","","798","798","798","0.9031615853309631","0.9031615853309631","0.9031615853309631"
"10082425","","","","","","","800","800","800","0.9237053990364075","0.9237053990364075","0.9237053990364075"
"10086236","838","838","838","0.8742687702178955","0.8742687702178955","0.8742687702178955","","","","","",""
"10105666","","","","","","","802","802","802","0.894744873046875","0.894744873046875","0.894744873046875"
"10115160","840","840","840","0.8796272277832031","0.8796272277832031","0.8796272277832031","","","","","",""
"10128399","","","","","","","804","804","804","0.88907790184021","0.88907790184021","0.88907790184021"
"10137149","842","842","842","0.8455711007118225","0.8455711007118225","0.8455711007118225","","","","","",""
"10152559","","","","","","","806","806","806","0.9281062483787537","0.9281062483787537","0.9281062483787537"
"10165845","844","844","844","0.8193263411521912","0.8193263411521912","0.8193263411521912","","","","","",""
"10183515","","","","","","","818","818","818","0.9023739099502563","0.9023739099502563","0.9023739099502563"
"10189688","846","846","846","0.880548357963562","0.880548357963562","0.880548357963562","","","","","",""
"10211464","","","","","","","820","820","820","0.9094047546386719","0.9094047546386719","0.9094047546386719"
"10217795","848","848","848","0.883061408996582","0.883061408996582","0.883061408996582","","","","","",""
"10240682","","","","","","","822","822","822","0.898716151714325","0.898716151714325","0.898716151714325"
"10243697","850","850","850","0.8678627014160156","0.8678627014160156","0.8678627014160156","","","","","",""
"10267775","","","","","","","824","824","824","0.9323099851608276","0.9323099851608276","0.9323099851608276"
"10268065","852","852","852","0.8737694621086121","0.8737694621086121","0.8737694621086121","","","","","",""
"10289568","","","","","","","826","826","826","0.8891223073005676","0.8891223073005676","0.8891223073005676"
"10293915","854","854","854","0.8877740502357483","0.8877740502357483","0.8877740502357483","","","","","",""
"10313534","856","856","856","0.846703290939331","0.846703290939331","0.846703290939331","","","","","",""
"10314325","","","","","","","828","828","828","0.9107447862625122","0.9107447862625122","0.9107447862625122"
"10338982","858","858","858","0.8565906882286072","0.8565906882286072","0.8565906882286072","","","","","",""
"10343557","","","","","","","830","830","830","0.9271062016487122","0.9271062016487122","0.9271062016487122"
"10368917","","","","","","","832","832","832","0.9079142212867737","0.9079142212867737","0.9079142212867737"
"10369939","860","860","860","0.8957875370979309","0.8957875370979309","0.8957875370979309","","","","","",""
"10394795","","","","","","","834","834","834","0.8974838256835938","0.8974838256835938","0.8974838256835938"
"10395631","862","862","862","0.8661941885948181","0.8661941885948181","0.8661941885948181","","","","","",""
"10415140","","","","","","","836","836","836","0.919323205947876","0.919323205947876","0.919323205947876"
"10418579","864","864","864","0.8576895594596863","0.8576895594596863","0.8576895594596863","","","","","",""
"10439350","866","866","866","0.8682411909103394","0.8682411909103394","0.8682411909103394","","","","","",""
"10444562","","","","","","","838","838","838","0.9071643948554993","0.9071643948554993","0.9071643948554993"
"10468679","868","868","868","0.8931668996810913","0.8931668996810913","0.8931668996810913","","","","","",""
"10476130","","","","","","","840","840","840","0.9123013019561768","0.9123013019561768","0.9123013019561768"
"10493793","870","870","870","0.8730553984642029","0.8730553984642029","0.8730553984642029","","","","","",""
"10507460","","","","","","","842","842","842","0.9020388126373291","0.9020388126373291","0.9020388126373291"
"10513489","872","872","872","0.8863359093666077","0.8863359093666077","0.8863359093666077","","","","","",""
"10534712","874","874","874","0.8305321931838989","0.8305321931838989","0.8305321931838989","","","","","",""
"10537282","","","","","","","844","844","844","0.9282649159431458","0.9282649159431458","0.9282649159431458"
"10565165","","","","","","","846","846","846","0.8872197866439819","0.8872197866439819","0.8872197866439819"
"10567722","876","876","876","0.889385461807251","0.889385461807251","0.889385461807251","","","","","",""
"10590201","","","","","","","848","848","848","0.9217337965965271","0.9217337965965271","0.9217337965965271"
"10593021","878","878","878","0.8811646103858948","0.8811646103858948","0.8811646103858948","","","","","",""
"10615963","","","","","","","850","850","850","0.9249622821807861","0.9249622821807861","0.9249622821807861"
"10616415","880","880","880","0.877504825592041","0.877504825592041","0.877504825592041","","","","","",""
"10645749","882","882","882","0.8799843192100525","0.8799843192100525","0.8799843192100525","","","","","",""
"10647400","","","","","","","852","852","852","0.9147692322731018","0.9147692322731018","0.9147692322731018"
"10668980","884","884","884","0.8874181509017944","0.8874181509017944","0.8874181509017944","","","","","",""
"10677614","","","","","","","854","854","854","0.9241830110549927","0.9241830110549927","0.9241830110549927"
"10693780","886","886","886","0.8871337175369263","0.8871337175369263","0.8871337175369263","","","","","",""
"10711778","","","","","","","856","856","856","0.9343113899230957","0.9343113899230957","0.9343113899230957"
"10716752","888","888","888","0.8737964630126953","0.8737964630126953","0.8737964630126953","","","","","",""
"10741575","","","","","","","858","858","858","0.9068893790245056","0.9068893790245056","0.9068893790245056"
"10743393","890","890","890","0.9088759422302246","0.9088759422302246","0.9088759422302246","","","","","",""
"10767930","892","892","892","0.8804751634597778","0.8804751634597778","0.8804751634597778","","","","","",""
"10768363","","","","","","","860","860","860","0.9192083477973938","0.9192083477973938","0.9192083477973938"
"10793199","","","","","","","862","862","862","0.9132729768753052","0.9132729768753052","0.9132729768753052"
"10793221","894","894","894","0.8563924431800842","0.8563924431800842","0.8563924431800842","","","","","",""
"10811846","896","896","896","0.9175413846969604","0.9175413846969604","0.9175413846969604","","","","","",""
"10820104","","","","","","","864","864","864","0.9186351299285889","0.9186351299285889","0.9186351299285889"
"10844629","","","","","","","866","866","866","0.910660445690155","0.910660445690155","0.910660445690155"
"10845795","898","898","898","0.9046587347984314","0.9046587347984314","0.9046587347984314","","","","","",""
"10871296","","","","","","","868","868","868","0.9005581736564636","0.9005581736564636","0.9005581736564636"
"10878363","900","900","900","0.9061421751976013","0.9061421751976013","0.9061421751976013","","","","","",""
"10897659","902","902","902","0.8689010739326477","0.8689010739326477","0.8689010739326477","","","","","",""
"10901067","","","","","","","870","870","870","0.9033643007278442","0.9033643007278442","0.9033643007278442"
"10930091","","","","","","","872","872","872","0.9026210308074951","0.9026210308074951","0.9026210308074951"
"10932435","904","904","904","0.8744810819625854","0.8744810819625854","0.8744810819625854","","","","","",""
"10956829","","","","","","","874","874","874","0.9054487347602844","0.9054487347602844","0.9054487347602844"
"10958219","906","906","906","0.89616459608078","0.89616459608078","0.89616459608078","","","","","",""
"10983132","908","908","908","0.8870401978492737","0.8870401978492737","0.8870401978492737","","","","","",""
"10984401","","","","","","","876","876","876","0.917351245880127","0.917351245880127","0.917351245880127"
"11005405","","","","","","","878","878","878","0.9427176117897034","0.9427176117897034","0.9427176117897034"
"11011504","910","910","910","0.8809927701950073","0.8809927701950073","0.8809927701950073","","","","","",""
"11035645","","","","","","","880","880","880","0.9036127328872681","0.9036127328872681","0.9036127328872681"
"11041274","912","912","912","0.8776875138282776","0.8776875138282776","0.8776875138282776","","","","","",""
"11063155","","","","","","","882","882","882","0.9407209753990173","0.9407209753990173","0.9407209753990173"
"11066652","914","914","914","0.9044063687324524","0.9044063687324524","0.9044063687324524","","","","","",""
"11088286","","","","","","","884","884","884","0.9035882949829102","0.9035882949829102","0.9035882949829102"
"11092707","916","916","916","0.8763481974601746","0.8763481974601746","0.8763481974601746","","","","","",""
"11116795","","","","","","","886","886","886","0.9062573313713074","0.9062573313713074","0.9062573313713074"
"11124207","918","918","918","0.9076321721076965","0.9076321721076965","0.9076321721076965","","","","","",""
"11145392","","","","","","","888","888","888","0.9292826652526855","0.9292826652526855","0.9292826652526855"
"11152943","920","920","920","0.8928571343421936","0.8928571343421936","0.8928571343421936","","","","","",""
"11171526","922","922","922","0.8786126971244812","0.8786126971244812","0.8786126971244812","","","","","",""
"11174959","","","","","","","890","890","890","0.9074710607528687","0.9074710607528687","0.9074710607528687"
"11201730","924","924","924","0.8607309460639954","0.8607309460639954","0.8607309460639954","","","","","",""
"11205204","","","","","","","892","892","892","0.8837097883224487","0.8837097883224487","0.8837097883224487"
"11228122","926","926","926","0.8505440354347229","0.8505440354347229","0.8505440354347229","","","","","",""
"11234680","","","","","","","894","894","894","0.8957613706588745","0.8957613706588745","0.8957613706588745"
"11254862","928","928","928","0.8550537824630737","0.8550537824630737","0.8550537824630737","","","","","",""
"11258183","","","","","","","896","896","896","0.8934618830680847","0.8934618830680847","0.8934618830680847"
"11280553","930","930","930","0.8621065020561218","0.8621065020561218","0.8621065020561218","","","","","",""
"11283502","","","","","","","898","898","898","0.9035493731498718","0.9035493731498718","0.9035493731498718"
"11299962","932","932","932","0.8611475825309753","0.8611475825309753","0.8611475825309753","","","","","",""
"11317068","","","","","","","900","900","900","0.9050641059875488","0.9050641059875488","0.9050641059875488"
"11326320","934","934","934","0.8921802639961243","0.8921802639961243","0.8921802639961243","","","","","",""
"11347010","","","","","","","902","902","902","0.9077644944190979","0.9077644944190979","0.9077644944190979"
"11350564","936","936","936","0.885543704032898","0.885543704032898","0.885543704032898","","","","","",""
"11375649","","","","","","","904","904","904","0.8679936528205872","0.8679936528205872","0.8679936528205872"
"11378134","938","938","938","0.8758484125137329","0.8758484125137329","0.8758484125137329","","","","","",""
"11402555","","","","","","","906","906","906","0.9081555604934692","0.9081555604934692","0.9081555604934692"
"11414123","940","940","940","0.8925784230232239","0.8925784230232239","0.8925784230232239","","","","","",""
"11430125","","","","","","","908","908","908","0.9114631414413452","0.9114631414413452","0.9114631414413452"
"11443093","942","942","942","0.8882783651351929","0.8882783651351929","0.8882783651351929","","","","","",""
"11457516","","","","","","","910","910","910","0.8858665823936462","0.8858665823936462","0.8858665823936462"
"11471304","944","944","944","0.8614774346351624","0.8614774346351624","0.8614774346351624","","","","","",""
"11488861","","","","","","","912","912","912","0.9193966388702393","0.9193966388702393","0.9193966388702393"
"11501021","946","946","946","0.8526570200920105","0.8526570200920105","0.8526570200920105","","","","","",""
"11511249","","","","","","","914","914","914","0.9040684103965759","0.9040684103965759","0.9040684103965759"
"11532387","948","948","948","0.8444977402687073","0.8444977402687073","0.8444977402687073","","","","","",""
"11540798","","","","","","","916","916","916","0.9064897298812866","0.9064897298812866","0.9064897298812866"
"11550010","950","950","950","0.8718083500862122","0.8718083500862122","0.8718083500862122","","","","","",""
"11565641","","","","","","","918","918","918","0.9016976356506348","0.9016976356506348","0.9016976356506348"
"11574277","952","952","952","0.8533182740211487","0.8533182740211487","0.8533182740211487","","","","","",""
"11592915","","","","","","","920","920","920","0.926321804523468","0.926321804523468","0.926321804523468"
"11601046","954","954","954","0.8628709316253662","0.8628709316253662","0.8628709316253662","","","","","",""
"11616854","","","","","","","922","922","922","0.9204914569854736","0.9204914569854736","0.9204914569854736"
"11621706","956","956","956","0.8769708275794983","0.8769708275794983","0.8769708275794983","","","","","",""
"11641172","958","958","958","0.8114880323410034","0.8114880323410034","0.8114880323410034","","","","","",""
"11647276","","","","","","","924","924","924","0.9029303789138794","0.9029303789138794","0.9029303789138794"
"11661885","960","960","960","0.8592005968093872","0.8592005968093872","0.8592005968093872","","","","","",""
"11674660","","","","","","","926","926","926","0.9231561422348022","0.9231561422348022","0.9231561422348022"
"11685050","962","962","962","0.8462759256362915","0.8462759256362915","0.8462759256362915","","","","","",""
"11699923","","","","","","","928","928","928","0.931243896484375","0.931243896484375","0.931243896484375"
"11719566","964","964","964","0.901583731174469","0.901583731174469","0.901583731174469","","","","","",""
"11728621","","","","","","","930","930","930","0.9009619951248169","0.9009619951248169","0.9009619951248169"
"11743475","966","966","966","0.8822371363639832","0.8822371363639832","0.8822371363639832","","","","","",""
"11755846","","","","","","","932","932","932","0.9100608229637146","0.9100608229637146","0.9100608229637146"
"11769482","968","968","968","0.8293828964233398","0.8293828964233398","0.8293828964233398","","","","","",""
"11781476","","","","","","","934","934","934","0.9081404209136963","0.9081404209136963","0.9081404209136963"
"11797097","970","970","970","0.8850274682044983","0.8850274682044983","0.8850274682044983","","","","","",""
"11805978","","","","","","","936","936","936","0.9132071733474731","0.9132071733474731","0.9132071733474731"
"11825560","972","972","972","0.8881423473358154","0.8881423473358154","0.8881423473358154","","","","","",""
"11833004","","","","","","","938","938","938","0.8855605721473694","0.8855605721473694","0.8855605721473694"
"11853789","974","974","974","0.8937190175056458","0.8937190175056458","0.8937190175056458","","","","","",""
"11867057","","","","","","","940","940","940","0.9246504902839661","0.9246504902839661","0.9246504902839661"
"11878748","976","976","976","0.890084445476532","0.890084445476532","0.890084445476532","","","","","",""
"11891614","","","","","","","942","942","942","0.9033713340759277","0.9033713340759277","0.9033713340759277"
"11904705","978","978","978","0.8550893664360046","0.8550893664360046","0.8550893664360046","","","","","",""
"11923420","","","","","","","944","944","944","0.9180269837379456","0.9180269837379456","0.9180269837379456"
"11929079","980","980","980","0.8674688935279846","0.8674688935279846","0.8674688935279846","","","","","",""
"11951870","","","","","","","946","946","946","0.8886048197746277","0.8886048197746277","0.8886048197746277"
"11957428","982","982","982","0.8842546343803406","0.8842546343803406","0.8842546343803406","","","","","",""
"11979171","","","","","","","948","948","948","0.8913483619689941","0.8913483619689941","0.8913483619689941"
"11985021","984","984","984","0.8724673390388489","0.8724673390388489","0.8724673390388489","","","","","",""
"12008384","","","","","","","950","950","950","0.9297582507133484","0.9297582507133484","0.9297582507133484"
"12011999","986","986","986","0.8898587226867676","0.8898587226867676","0.8898587226867676","","","","","",""
"12033748","","","","","","","952","952","952","0.9108320474624634","0.9108320474624634","0.9108320474624634"
"12038025","988","988","988","0.8727052211761475","0.8727052211761475","0.8727052211761475","","","","","",""
"12061928","990","990","990","0.8985507488250732","0.8985507488250732","0.8985507488250732","","","","","",""
"12063267","","","","","","","954","954","954","0.9069312810897827","0.9069312810897827","0.9069312810897827"
"12085195","992","992","992","0.8761381506919861","0.8761381506919861","0.8761381506919861","","","","","",""
"12090654","","","","","","","956","956","956","0.9194652438163757","0.9194652438163757","0.9194652438163757"
"12106203","994","994","994","0.8442765474319458","0.8442765474319458","0.8442765474319458","","","","","",""
"12120380","","","","","","","958","958","958","0.9160073399543762","0.9160073399543762","0.9160073399543762"
