"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - regularize/pi_entropy","HR-PPO - regularize/pi_entropy__MIN","HR-PPO - regularize/pi_entropy__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - regularize/pi_entropy","PPO - regularize/pi_entropy__MIN","PPO - regularize/pi_entropy__MAX"
"8792085","726","726","726","1.2259999513626099","1.2259999513626099","1.2259999513626099","","","","","",""
"8809354","","","","","","","706","706","706","1.5883114337921143","1.5883114337921143","1.5883114337921143"
"8820768","728","728","728","1.3342396020889282","1.3342396020889282","1.3342396020889282","","","","","",""
"8835502","","","","","","","708","708","708","1.6137136220932007","1.6137136220932007","1.6137136220932007"
"8845537","730","730","730","1.0945802927017212","1.0945802927017212","1.0945802927017212","","","","","",""
"8855752","","","","","","","710","710","710","1.7975488901138306","1.7975488901138306","1.7975488901138306"
"8870243","732","732","732","1.2017097473144531","1.2017097473144531","1.2017097473144531","","","","","",""
"8883531","","","","","","","712","712","712","1.526227593421936","1.526227593421936","1.526227593421936"
"8901513","734","734","734","1.218196988105774","1.218196988105774","1.218196988105774","","","","","",""
"8905693","","","","","","","714","714","714","1.5961089134216309","1.5961089134216309","1.5961089134216309"
"8925247","736","736","736","1.1403939723968506","1.1403939723968506","1.1403939723968506","","","","","",""
"8934580","","","","","","","716","716","716","1.6039644479751587","1.6039644479751587","1.6039644479751587"
"8956929","738","738","738","1.1665081977844238","1.1665081977844238","1.1665081977844238","","","","","",""
"8963790","","","","","","","718","718","718","1.62641179561615","1.62641179561615","1.62641179561615"
"8984151","740","740","740","1.2440993785858154","1.2440993785858154","1.2440993785858154","","","","","",""
"8987544","","","","","","","720","720","720","1.8482493162155151","1.8482493162155151","1.8482493162155151"
"9006717","742","742","742","1.2409069538116455","1.2409069538116455","1.2409069538116455","","","","","",""
"9008552","","","","","","","722","722","722","1.6585626602172852","1.6585626602172852","1.6585626602172852"
"9027056","744","744","744","1.2183119058609009","1.2183119058609009","1.2183119058609009","","","","","",""
"9032245","","","","","","","724","724","724","1.6224669218063354","1.6224669218063354","1.6224669218063354"
"9049320","746","746","746","1.2426927089691162","1.2426927089691162","1.2426927089691162","","","","","",""
"9059390","","","","","","","726","726","726","1.6803452968597412","1.6803452968597412","1.6803452968597412"
"9071521","748","748","748","1.1979964971542358","1.1979964971542358","1.1979964971542358","","","","","",""
"9085561","","","","","","","728","728","728","1.3243213891983032","1.3243213891983032","1.3243213891983032"
"9100584","750","750","750","1.3313757181167603","1.3313757181167603","1.3313757181167603","","","","","",""
"9114136","","","","","","","730","730","730","1.6161237955093384","1.6161237955093384","1.6161237955093384"
"9126717","752","752","752","1.1763479709625244","1.1763479709625244","1.1763479709625244","","","","","",""
"9141684","","","","","","","732","732","732","1.7314667701721191","1.7314667701721191","1.7314667701721191"
"9150865","754","754","754","1.280341625213623","1.280341625213623","1.280341625213623","","","","","",""
"9168206","","","","","","","734","734","734","1.7003823518753052","1.7003823518753052","1.7003823518753052"
"9178623","756","756","756","1.195279836654663","1.195279836654663","1.195279836654663","","","","","",""
"9194740","","","","","","","736","736","736","1.758475422859192","1.758475422859192","1.758475422859192"
"9204830","758","758","758","1.180372714996338","1.180372714996338","1.180372714996338","","","","","",""
"9226044","760","760","760","1.04460871219635","1.04460871219635","1.04460871219635","","","","","",""
"9231715","","","","","","","738","738","738","1.6624977588653564","1.6624977588653564","1.6624977588653564"
"9249235","762","762","762","1.2688437700271606","1.2688437700271606","1.2688437700271606","","","","","",""
"9259661","","","","","","","740","740","740","1.6584264039993286","1.6584264039993286","1.6584264039993286"
"9276341","764","764","764","1.2194507122039795","1.2194507122039795","1.2194507122039795","","","","","",""
"9287887","","","","","","","742","742","742","1.6530838012695312","1.6530838012695312","1.6530838012695312"
"9304684","766","766","766","1.1908570528030396","1.1908570528030396","1.1908570528030396","","","","","",""
"9310862","","","","","","","744","744","744","1.5620639324188232","1.5620639324188232","1.5620639324188232"
"9327021","768","768","768","1.2744492292404175","1.2744492292404175","1.2744492292404175","","","","","",""
"9338337","","","","","","","746","746","746","1.5984126329421997","1.5984126329421997","1.5984126329421997"
"9351250","770","770","770","1.208646297454834","1.208646297454834","1.208646297454834","","","","","",""
"9369735","","","","","","","748","748","748","1.6175687313079834","1.6175687313079834","1.6175687313079834"
"9372321","772","772","772","1.2654858827590942","1.2654858827590942","1.2654858827590942","","","","","",""
"9392178","774","774","774","1.424523115158081","1.424523115158081","1.424523115158081","","","","","",""
"9400608","","","","","","","750","750","750","1.6752774715423584","1.6752774715423584","1.6752774715423584"
"9418549","776","776","776","1.3055799007415771","1.3055799007415771","1.3055799007415771","","","","","",""
"9433851","","","","","","","752","752","752","1.5917034149169922","1.5917034149169922","1.5917034149169922"
"9447780","778","778","778","0.9858524203300476","0.9858524203300476","0.9858524203300476","","","","","",""
"9461189","","","","","","","754","754","754","1.598905086517334","1.598905086517334","1.598905086517334"
"9469757","780","780","780","1.2191801071166992","1.2191801071166992","1.2191801071166992","","","","","",""
"9486767","","","","","","","756","756","756","1.656179666519165","1.656179666519165","1.656179666519165"
"9498061","782","782","782","1.2486250400543213","1.2486250400543213","1.2486250400543213","","","","","",""
"9515332","","","","","","","758","758","758","1.6390420198440552","1.6390420198440552","1.6390420198440552"
"9523296","784","784","784","1.3093643188476562","1.3093643188476562","1.3093643188476562","","","","","",""
"9539942","","","","","","","760","760","760","1.578190803527832","1.578190803527832","1.578190803527832"
"9545810","786","786","786","1.241714358329773","1.241714358329773","1.241714358329773","","","","","",""
"9565993","","","","","","","762","762","762","1.4958796501159668","1.4958796501159668","1.4958796501159668"
"9573333","788","788","788","1.2693520784378052","1.2693520784378052","1.2693520784378052","","","","","",""
"9591582","","","","","","","764","764","764","1.5798346996307373","1.5798346996307373","1.5798346996307373"
"9596493","790","790","790","1.2048908472061157","1.2048908472061157","1.2048908472061157","","","","","",""
"9617026","","","","","","","766","766","766","1.4758061170578003","1.4758061170578003","1.4758061170578003"
"9620589","792","792","792","1.3261148929595947","1.3261148929595947","1.3261148929595947","","","","","",""
"9643107","794","794","794","1.254749059677124","1.254749059677124","1.254749059677124","","","","","",""
"9645287","","","","","","","768","768","768","1.664624571800232","1.664624571800232","1.664624571800232"
"9674420","796","796","796","1.2704839706420898","1.2704839706420898","1.2704839706420898","","","","","",""
"9675811","","","","","","","770","770","770","1.5473408699035645","1.5473408699035645","1.5473408699035645"
"9697864","","","","","","","772","772","772","1.4702986478805542","1.4702986478805542","1.4702986478805542"
"9698304","798","798","798","1.1441421508789062","1.1441421508789062","1.1441421508789062","","","","","",""
"9723894","","","","","","","774","774","774","1.5341910123825073","1.5341910123825073","1.5341910123825073"
"9727263","800","800","800","1.2307478189468384","1.2307478189468384","1.2307478189468384","","","","","",""
"9747226","","","","","","","776","776","776","1.6772167682647705","1.6772167682647705","1.6772167682647705"
"9754007","802","802","802","1.3655552864074707","1.3655552864074707","1.3655552864074707","","","","","",""
"9775793","","","","","","","778","778","778","1.50648832321167","1.50648832321167","1.50648832321167"
"9782398","804","804","804","1.2695859670639038","1.2695859670639038","1.2695859670639038","","","","","",""
"9800883","","","","","","","780","780","780","1.6729613542556763","1.6729613542556763","1.6729613542556763"
"9809213","806","806","806","1.1992862224578857","1.1992862224578857","1.1992862224578857","","","","","",""
"9827382","","","","","","","782","782","782","1.5525932312011719","1.5525932312011719","1.5525932312011719"
"9838761","818","818","818","1.2252652645111084","1.2252652645111084","1.2252652645111084","","","","","",""
"9860309","","","","","","","784","784","784","1.5490198135375977","1.5490198135375977","1.5490198135375977"
"9863736","820","820","820","1.1899540424346924","1.1899540424346924","1.1899540424346924","","","","","",""
"9885385","","","","","","","786","786","786","1.601608395576477","1.601608395576477","1.601608395576477"
"9889735","822","822","822","1.291464924812317","1.291464924812317","1.291464924812317","","","","","",""
"9913480","","","","","","","788","788","788","1.547228217124939","1.547228217124939","1.547228217124939"
"9916840","824","824","824","1.19027578830719","1.19027578830719","1.19027578830719","","","","","",""
"9938259","826","826","826","1.28091561794281","1.28091561794281","1.28091561794281","","","","","",""
"9942062","","","","","","","790","790","790","1.5746177434921265","1.5746177434921265","1.5746177434921265"
"9962299","828","828","828","1.2691800594329834","1.2691800594329834","1.2691800594329834","","","","","",""
"9972577","","","","","","","792","792","792","1.617227554321289","1.617227554321289","1.617227554321289"
"9988193","830","830","830","1.2425748109817505","1.2425748109817505","1.2425748109817505","","","","","",""
"9998763","","","","","","","794","794","794","1.63083016872406","1.63083016872406","1.63083016872406"
"10012050","832","832","832","1.2460821866989136","1.2460821866989136","1.2460821866989136","","","","","",""
"10024069","","","","","","","796","796","796","1.541574239730835","1.541574239730835","1.541574239730835"
"10034708","834","834","834","1.3366996049880981","1.3366996049880981","1.3366996049880981","","","","","",""
"10055721","836","836","836","1.236480712890625","1.236480712890625","1.236480712890625","","","","","",""
"10056392","","","","","","","798","798","798","1.5150493383407593","1.5150493383407593","1.5150493383407593"
"10082425","","","","","","","800","800","800","1.5606544017791748","1.5606544017791748","1.5606544017791748"
"10086236","838","838","838","1.204682469367981","1.204682469367981","1.204682469367981","","","","","",""
"10105666","","","","","","","802","802","802","1.520047664642334","1.520047664642334","1.520047664642334"
"10115160","840","840","840","1.3116828203201294","1.3116828203201294","1.3116828203201294","","","","","",""
"10128399","","","","","","","804","804","804","1.4945803880691528","1.4945803880691528","1.4945803880691528"
"10137149","842","842","842","1.316285252571106","1.316285252571106","1.316285252571106","","","","","",""
"10152559","","","","","","","806","806","806","1.5510870218276978","1.5510870218276978","1.5510870218276978"
"10165845","844","844","844","1.2494816780090332","1.2494816780090332","1.2494816780090332","","","","","",""
"10183515","","","","","","","818","818","818","1.4365687370300293","1.4365687370300293","1.4365687370300293"
"10189688","846","846","846","1.160569429397583","1.160569429397583","1.160569429397583","","","","","",""
"10211464","","","","","","","820","820","820","1.582747220993042","1.582747220993042","1.582747220993042"
"10217795","848","848","848","1.3811630010604858","1.3811630010604858","1.3811630010604858","","","","","",""
"10240682","","","","","","","822","822","822","1.6210823059082031","1.6210823059082031","1.6210823059082031"
"10243697","850","850","850","1.21645188331604","1.21645188331604","1.21645188331604","","","","","",""
"10267775","","","","","","","824","824","824","1.584046483039856","1.584046483039856","1.584046483039856"
"10268065","852","852","852","1.392487645149231","1.392487645149231","1.392487645149231","","","","","",""
"10289568","","","","","","","826","826","826","1.4465652704238892","1.4465652704238892","1.4465652704238892"
"10293915","854","854","854","1.5213149785995483","1.5213149785995483","1.5213149785995483","","","","","",""
"10313534","856","856","856","1.1998929977416992","1.1998929977416992","1.1998929977416992","","","","","",""
"10314325","","","","","","","828","828","828","1.6438113451004028","1.6438113451004028","1.6438113451004028"
"10338982","858","858","858","1.302751064300537","1.302751064300537","1.302751064300537","","","","","",""
"10343557","","","","","","","830","830","830","1.4751527309417725","1.4751527309417725","1.4751527309417725"
"10368917","","","","","","","832","832","832","1.478732943534851","1.478732943534851","1.478732943534851"
"10369939","860","860","860","1.2255100011825562","1.2255100011825562","1.2255100011825562","","","","","",""
"10394795","","","","","","","834","834","834","1.6444824934005737","1.6444824934005737","1.6444824934005737"
"10395631","862","862","862","1.1982170343399048","1.1982170343399048","1.1982170343399048","","","","","",""
"10415140","","","","","","","836","836","836","1.3938783407211304","1.3938783407211304","1.3938783407211304"
"10418579","864","864","864","1.2088756561279297","1.2088756561279297","1.2088756561279297","","","","","",""
"10439350","866","866","866","1.2337502241134644","1.2337502241134644","1.2337502241134644","","","","","",""
"10444562","","","","","","","838","838","838","1.482771635055542","1.482771635055542","1.482771635055542"
"10468679","868","868","868","1.33673095703125","1.33673095703125","1.33673095703125","","","","","",""
"10476130","","","","","","","840","840","840","1.5749270915985107","1.5749270915985107","1.5749270915985107"
"10493793","870","870","870","1.2093913555145264","1.2093913555145264","1.2093913555145264","","","","","",""
"10507460","","","","","","","842","842","842","1.4608067274093628","1.4608067274093628","1.4608067274093628"
"10513489","872","872","872","1.3462815284729004","1.3462815284729004","1.3462815284729004","","","","","",""
"10534712","874","874","874","1.3091212511062622","1.3091212511062622","1.3091212511062622","","","","","",""
"10537282","","","","","","","844","844","844","1.4375864267349243","1.4375864267349243","1.4375864267349243"
"10565165","","","","","","","846","846","846","1.493675947189331","1.493675947189331","1.493675947189331"
"10567722","876","876","876","1.22288179397583","1.22288179397583","1.22288179397583","","","","","",""
"10590201","","","","","","","848","848","848","1.6345949172973633","1.6345949172973633","1.6345949172973633"
"10593021","878","878","878","1.2070876359939575","1.2070876359939575","1.2070876359939575","","","","","",""
"10615963","","","","","","","850","850","850","1.521397352218628","1.521397352218628","1.521397352218628"
"10616415","880","880","880","1.1991115808486938","1.1991115808486938","1.1991115808486938","","","","","",""
"10645749","882","882","882","1.2230377197265625","1.2230377197265625","1.2230377197265625","","","","","",""
"10647400","","","","","","","852","852","852","1.4427509307861328","1.4427509307861328","1.4427509307861328"
"10668980","884","884","884","1.4129478931427002","1.4129478931427002","1.4129478931427002","","","","","",""
"10677614","","","","","","","854","854","854","1.4566295146942139","1.4566295146942139","1.4566295146942139"
"10693780","886","886","886","1.2031443119049072","1.2031443119049072","1.2031443119049072","","","","","",""
"10711778","","","","","","","856","856","856","1.269361972808838","1.269361972808838","1.269361972808838"
"10716752","888","888","888","1.1835964918136597","1.1835964918136597","1.1835964918136597","","","","","",""
"10741575","","","","","","","858","858","858","1.4129133224487305","1.4129133224487305","1.4129133224487305"
"10743393","890","890","890","1.2058606147766113","1.2058606147766113","1.2058606147766113","","","","","",""
"10767930","892","892","892","1.0329540967941284","1.0329540967941284","1.0329540967941284","","","","","",""
"10768363","","","","","","","860","860","860","1.3469833135604858","1.3469833135604858","1.3469833135604858"
"10793199","","","","","","","862","862","862","1.4158674478530884","1.4158674478530884","1.4158674478530884"
"10793221","894","894","894","1.2103817462921143","1.2103817462921143","1.2103817462921143","","","","","",""
"10811846","896","896","896","1.1067605018615723","1.1067605018615723","1.1067605018615723","","","","","",""
"10820104","","","","","","","864","864","864","1.669355034828186","1.669355034828186","1.669355034828186"
"10844629","","","","","","","866","866","866","1.576407790184021","1.576407790184021","1.576407790184021"
"10845795","898","898","898","1.2597883939743042","1.2597883939743042","1.2597883939743042","","","","","",""
"10871296","","","","","","","868","868","868","1.4702495336532593","1.4702495336532593","1.4702495336532593"
"10878363","900","900","900","1.2268569469451904","1.2268569469451904","1.2268569469451904","","","","","",""
"10897659","902","902","902","1.1073945760726929","1.1073945760726929","1.1073945760726929","","","","","",""
"10901067","","","","","","","870","870","870","1.3059093952178955","1.3059093952178955","1.3059093952178955"
"10930091","","","","","","","872","872","872","1.3958632946014404","1.3958632946014404","1.3958632946014404"
"10932435","904","904","904","1.2883386611938477","1.2883386611938477","1.2883386611938477","","","","","",""
"10956829","","","","","","","874","874","874","1.3823215961456299","1.3823215961456299","1.3823215961456299"
"10958219","906","906","906","1.2140692472457886","1.2140692472457886","1.2140692472457886","","","","","",""
"10983132","908","908","908","1.225519061088562","1.225519061088562","1.225519061088562","","","","","",""
"10984401","","","","","","","876","876","876","1.2804052829742432","1.2804052829742432","1.2804052829742432"
"11005405","","","","","","","878","878","878","1.3931939601898193","1.3931939601898193","1.3931939601898193"
"11011504","910","910","910","1.1166185140609741","1.1166185140609741","1.1166185140609741","","","","","",""
"11035645","","","","","","","880","880","880","1.5997600555419922","1.5997600555419922","1.5997600555419922"
"11041274","912","912","912","1.1983280181884766","1.1983280181884766","1.1983280181884766","","","","","",""
"11063155","","","","","","","882","882","882","1.3664319515228271","1.3664319515228271","1.3664319515228271"
"11066652","914","914","914","1.2002520561218262","1.2002520561218262","1.2002520561218262","","","","","",""
"11088286","","","","","","","884","884","884","1.4310322999954224","1.4310322999954224","1.4310322999954224"
"11092707","916","916","916","1.2356899976730347","1.2356899976730347","1.2356899976730347","","","","","",""
"11116795","","","","","","","886","886","886","1.3558777570724487","1.3558777570724487","1.3558777570724487"
"11124207","918","918","918","1.148443341255188","1.148443341255188","1.148443341255188","","","","","",""
"11145392","","","","","","","888","888","888","1.394748330116272","1.394748330116272","1.394748330116272"
"11152943","920","920","920","1.3756636381149292","1.3756636381149292","1.3756636381149292","","","","","",""
"11171526","922","922","922","1.2381824254989624","1.2381824254989624","1.2381824254989624","","","","","",""
"11174959","","","","","","","890","890","890","1.380220890045166","1.380220890045166","1.380220890045166"
"11201730","924","924","924","1.2544773817062378","1.2544773817062378","1.2544773817062378","","","","","",""
"11205204","","","","","","","892","892","892","1.2576122283935547","1.2576122283935547","1.2576122283935547"
"11228122","926","926","926","1.1809120178222656","1.1809120178222656","1.1809120178222656","","","","","",""
"11234680","","","","","","","894","894","894","1.4444502592086792","1.4444502592086792","1.4444502592086792"
"11254862","928","928","928","1.1634920835494995","1.1634920835494995","1.1634920835494995","","","","","",""
"11258183","","","","","","","896","896","896","1.512605905532837","1.512605905532837","1.512605905532837"
"11280553","930","930","930","1.166492223739624","1.166492223739624","1.166492223739624","","","","","",""
"11283502","","","","","","","898","898","898","1.3114361763000488","1.3114361763000488","1.3114361763000488"
"11299962","932","932","932","1.3034839630126953","1.3034839630126953","1.3034839630126953","","","","","",""
"11317068","","","","","","","900","900","900","1.4165945053100586","1.4165945053100586","1.4165945053100586"
"11326320","934","934","934","1.2825034856796265","1.2825034856796265","1.2825034856796265","","","","","",""
"11347010","","","","","","","902","902","902","1.4613094329833984","1.4613094329833984","1.4613094329833984"
"11350564","936","936","936","1.263822078704834","1.263822078704834","1.263822078704834","","","","","",""
"11375649","","","","","","","904","904","904","1.4094750881195068","1.4094750881195068","1.4094750881195068"
"11378134","938","938","938","1.2031855583190918","1.2031855583190918","1.2031855583190918","","","","","",""
"11402555","","","","","","","906","906","906","1.3815505504608154","1.3815505504608154","1.3815505504608154"
"11414123","940","940","940","1.2436623573303223","1.2436623573303223","1.2436623573303223","","","","","",""
"11430125","","","","","","","908","908","908","1.4376949071884155","1.4376949071884155","1.4376949071884155"
"11443093","942","942","942","1.2615376710891724","1.2615376710891724","1.2615376710891724","","","","","",""
"11457516","","","","","","","910","910","910","1.4443575143814087","1.4443575143814087","1.4443575143814087"
"11471304","944","944","944","1.2871288061141968","1.2871288061141968","1.2871288061141968","","","","","",""
"11488861","","","","","","","912","912","912","1.448967695236206","1.448967695236206","1.448967695236206"
"11501021","946","946","946","1.1680041551589966","1.1680041551589966","1.1680041551589966","","","","","",""
"11511249","","","","","","","914","914","914","1.3894966840744019","1.3894966840744019","1.3894966840744019"
"11532387","948","948","948","0.988495409488678","0.988495409488678","0.988495409488678","","","","","",""
"11540798","","","","","","","916","916","916","1.4945276975631714","1.4945276975631714","1.4945276975631714"
"11550010","950","950","950","1.256919264793396","1.256919264793396","1.256919264793396","","","","","",""
"11565641","","","","","","","918","918","918","1.4650816917419434","1.4650816917419434","1.4650816917419434"
"11574277","952","952","952","1.2900484800338745","1.2900484800338745","1.2900484800338745","","","","","",""
"11592915","","","","","","","920","920","920","1.6581908464431763","1.6581908464431763","1.6581908464431763"
"11601046","954","954","954","1.308252215385437","1.308252215385437","1.308252215385437","","","","","",""
"11616854","","","","","","","922","922","922","1.512761116027832","1.512761116027832","1.512761116027832"
"11621706","956","956","956","1.2323839664459229","1.2323839664459229","1.2323839664459229","","","","","",""
"11641172","958","958","958","1.3342068195343018","1.3342068195343018","1.3342068195343018","","","","","",""
"11647276","","","","","","","924","924","924","1.4873847961425781","1.4873847961425781","1.4873847961425781"
"11661885","960","960","960","1.1026506423950195","1.1026506423950195","1.1026506423950195","","","","","",""
"11674660","","","","","","","926","926","926","1.4743895530700684","1.4743895530700684","1.4743895530700684"
"11685050","962","962","962","1.244953989982605","1.244953989982605","1.244953989982605","","","","","",""
"11699923","","","","","","","928","928","928","1.4839301109313965","1.4839301109313965","1.4839301109313965"
"11719566","964","964","964","1.206531286239624","1.206531286239624","1.206531286239624","","","","","",""
"11728621","","","","","","","930","930","930","1.4619742631912231","1.4619742631912231","1.4619742631912231"
"11743475","966","966","966","1.2386168241500854","1.2386168241500854","1.2386168241500854","","","","","",""
"11755846","","","","","","","932","932","932","1.2332630157470703","1.2332630157470703","1.2332630157470703"
"11769482","968","968","968","1.2773027420043945","1.2773027420043945","1.2773027420043945","","","","","",""
"11781476","","","","","","","934","934","934","1.4114680290222168","1.4114680290222168","1.4114680290222168"
"11797097","970","970","970","1.2742260694503784","1.2742260694503784","1.2742260694503784","","","","","",""
"11805978","","","","","","","936","936","936","1.5517066717147827","1.5517066717147827","1.5517066717147827"
"11825560","972","972","972","1.248490333557129","1.248490333557129","1.248490333557129","","","","","",""
"11833004","","","","","","","938","938","938","1.469465732574463","1.469465732574463","1.469465732574463"
"11853789","974","974","974","1.1403502225875854","1.1403502225875854","1.1403502225875854","","","","","",""
"11867057","","","","","","","940","940","940","1.3923923969268799","1.3923923969268799","1.3923923969268799"
"11878748","976","976","976","1.1998153924942017","1.1998153924942017","1.1998153924942017","","","","","",""
"11891614","","","","","","","942","942","942","1.3770331144332886","1.3770331144332886","1.3770331144332886"
"11904705","978","978","978","1.266733169555664","1.266733169555664","1.266733169555664","","","","","",""
"11923420","","","","","","","944","944","944","1.4521256685256958","1.4521256685256958","1.4521256685256958"
"11929079","980","980","980","1.2275811433792114","1.2275811433792114","1.2275811433792114","","","","","",""
"11951870","","","","","","","946","946","946","1.4411145448684692","1.4411145448684692","1.4411145448684692"
"11957428","982","982","982","1.2813496589660645","1.2813496589660645","1.2813496589660645","","","","","",""
"11979171","","","","","","","948","948","948","1.52982759475708","1.52982759475708","1.52982759475708"
"11985021","984","984","984","1.1784396171569824","1.1784396171569824","1.1784396171569824","","","","","",""
"12008384","","","","","","","950","950","950","1.5084389448165894","1.5084389448165894","1.5084389448165894"
"12011999","986","986","986","1.1882212162017822","1.1882212162017822","1.1882212162017822","","","","","",""
"12033748","","","","","","","952","952","952","1.3627018928527832","1.3627018928527832","1.3627018928527832"
"12038025","988","988","988","1.1712788343429565","1.1712788343429565","1.1712788343429565","","","","","",""
"12061928","990","990","990","1.1687222719192505","1.1687222719192505","1.1687222719192505","","","","","",""
"12063267","","","","","","","954","954","954","1.3592835664749146","1.3592835664749146","1.3592835664749146"
"12085195","992","992","992","1.153041958808899","1.153041958808899","1.153041958808899","","","","","",""
"12090654","","","","","","","956","956","956","1.3990216255187988","1.3990216255187988","1.3990216255187988"
"12106203","994","994","994","1.2660431861877441","1.2660431861877441","1.2660431861877441","","","","","",""
"12120380","","","","","","","958","958","958","1.4582102298736572","1.4582102298736572","1.4582102298736572"
"12130221","996","996","996","1.0339772701263428","1.0339772701263428","1.0339772701263428","","","","","",""
"12148214","","","","","","","960","960","960","1.32856285572052","1.32856285572052","1.32856285572052"
"12156224","998","998","998","1.1600843667984009","1.1600843667984009","1.1600843667984009","","","","","",""
"12177342","","","","","","","962","962","962","1.388196349143982","1.388196349143982","1.388196349143982"
"12185860","1000","1000","1000","1.1777819395065308","1.1777819395065308","1.1777819395065308","","","","","",""
"12204951","","","","","","","964","964","964","1.4314440488815308","1.4314440488815308","1.4314440488815308"
"12216227","1002","1002","1002","1.1506317853927612","1.1506317853927612","1.1506317853927612","","","","","",""
"12227148","","","","","","","966","966","966","1.4196990728378296","1.4196990728378296","1.4196990728378296"
"12240792","1004","1004","1004","1.1943385601043701","1.1943385601043701","1.1943385601043701","","","","","",""
"12256788","","","","","","","968","968","968","1.488963007926941","1.488963007926941","1.488963007926941"
"12266246","1006","1006","1006","1.218953013420105","1.218953013420105","1.218953013420105","","","","","",""
"12286145","","","","","","","970","970","970","1.4300695657730103","1.4300695657730103","1.4300695657730103"
"12292203","1008","1008","1008","1.2320448160171509","1.2320448160171509","1.2320448160171509","","","","","",""
"12315170","","","","","","","972","972","972","1.5040581226348877","1.5040581226348877","1.5040581226348877"
"12316220","1010","1010","1010","1.2855722904205322","1.2855722904205322","1.2855722904205322","","","","","",""
"12345708","","","","","","","974","974","974","1.5244463682174683","1.5244463682174683","1.5244463682174683"
"12346190","1012","1012","1012","1.2496699094772339","1.2496699094772339","1.2496699094772339","","","","","",""
"12365319","1014","1014","1014","1.088587760925293","1.088587760925293","1.088587760925293","","","","","",""
"12376204","","","","","","","976","976","976","1.4983940124511719","1.4983940124511719","1.4983940124511719"
"12390581","1016","1016","1016","1.1715869903564453","1.1715869903564453","1.1715869903564453","","","","","",""
"12397865","","","","","","","978","978","978","1.4870390892028809","1.4870390892028809","1.4870390892028809"
"12409883","1018","1018","1018","1.2391188144683838","1.2391188144683838","1.2391188144683838","","","","","",""
"12424510","","","","","","","980","980","980","1.459519624710083","1.459519624710083","1.459519624710083"
"12429065","1020","1020","1020","1.2399940490722656","1.2399940490722656","1.2399940490722656","","","","","",""
"12454053","1022","1022","1022","1.1815481185913086","1.1815481185913086","1.1815481185913086","","","","","",""
"12455420","","","","","","","982","982","982","1.5786913633346558","1.5786913633346558","1.5786913633346558"
"12482296","1024","1024","1024","1.237275242805481","1.237275242805481","1.237275242805481","","","","","",""
"12482714","","","","","","","984","984","984","1.5279890298843384","1.5279890298843384","1.5279890298843384"
"12502509","1026","1026","1026","1.20675528049469","1.20675528049469","1.20675528049469","","","","","",""
"12506957","","","","","","","986","986","986","1.5399971008300781","1.5399971008300781","1.5399971008300781"
"12526809","1028","1028","1028","1.2068288326263428","1.2068288326263428","1.2068288326263428","","","","","",""
"12539058","","","","","","","988","988","988","1.4948921203613281","1.4948921203613281","1.4948921203613281"
"12549644","1030","1030","1030","1.231153964996338","1.231153964996338","1.231153964996338","","","","","",""
"12565841","","","","","","","990","990","990","1.398126244544983","1.398126244544983","1.398126244544983"
"12569431","1032","1032","1032","1.2357808351516724","1.2357808351516724","1.2357808351516724","","","","","",""
"12590063","","","","","","","992","992","992","1.4683566093444824","1.4683566093444824","1.4683566093444824"
"12597749","1034","1034","1034","1.2696958780288696","1.2696958780288696","1.2696958780288696","","","","","",""
"12614977","","","","","","","994","994","994","1.354034423828125","1.354034423828125","1.354034423828125"
"12624601","1036","1036","1036","1.144712209701538","1.144712209701538","1.144712209701538","","","","","",""
"12642400","","","","","","","996","996","996","1.473327398300171","1.473327398300171","1.473327398300171"
"12644542","1038","1038","1038","1.1034139394760132","1.1034139394760132","1.1034139394760132","","","","","",""
"12660320","1040","1040","1040","1.207086443901062","1.207086443901062","1.207086443901062","","","","","",""
"12671177","","","","","","","998","998","998","1.489268183708191","1.489268183708191","1.489268183708191"
"12680351","1042","1042","1042","1.2260924577713013","1.2260924577713013","1.2260924577713013","","","","","",""
"12700123","","","","","","","1000","1000","1000","1.5356295108795166","1.5356295108795166","1.5356295108795166"
"12703801","1044","1044","1044","1.1954705715179443","1.1954705715179443","1.1954705715179443","","","","","",""
"12723248","","","","","","","1002","1002","1002","1.27756667137146","1.27756667137146","1.27756667137146"
"12731838","1046","1046","1046","1.2891356945037842","1.2891356945037842","1.2891356945037842","","","","","",""
"12752381","","","","","","","1004","1004","1004","1.5799603462219238","1.5799603462219238","1.5799603462219238"
"12755048","1048","1048","1048","1.248187780380249","1.248187780380249","1.248187780380249","","","","","",""
"12774339","1050","1050","1050","1.2623120546340942","1.2623120546340942","1.2623120546340942","","","","","",""
"12780804","","","","","","","1006","1006","1006","1.4953309297561646","1.4953309297561646","1.4953309297561646"
"12805191","1052","1052","1052","1.2928804159164429","1.2928804159164429","1.2928804159164429","","","","","",""
"12805695","","","","","","","1008","1008","1008","1.5787302255630493","1.5787302255630493","1.5787302255630493"
"12829857","","","","","","","1010","1010","1010","1.3509647846221924","1.3509647846221924","1.3509647846221924"
"12835179","1054","1054","1054","1.1493918895721436","1.1493918895721436","1.1493918895721436","","","","","",""
"12856134","","","","","","","1012","1012","1012","1.6009604930877686","1.6009604930877686","1.6009604930877686"
