"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - regularize/pi_entropy","HR-PPO - regularize/pi_entropy__MIN","HR-PPO - regularize/pi_entropy__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - regularize/pi_entropy","PPO - regularize/pi_entropy__MIN","PPO - regularize/pi_entropy__MAX"
"17009969","","","","","","","1324","1324","1324","1.2137123346328735","1.2137123346328735","1.2137123346328735"
"17017124","1390","1390","1390","1.1326885223388672","1.1326885223388672","1.1326885223388672","","","","","",""
"17035078","","","","","","","1326","1326","1326","1.2095096111297607","1.2095096111297607","1.2095096111297607"
"17042886","1392","1392","1392","1.1198416948318481","1.1198416948318481","1.1198416948318481","","","","","",""
"17063762","","","","","","","1328","1328","1328","1.1585391759872437","1.1585391759872437","1.1585391759872437"
"17070146","1394","1394","1394","1.2236554622650146","1.2236554622650146","1.2236554622650146","","","","","",""
"17089804","","","","","","","1330","1330","1330","1.3629827499389648","1.3629827499389648","1.3629827499389648"
"17102090","1396","1396","1396","1.038773536682129","1.038773536682129","1.038773536682129","","","","","",""
"17123085","","","","","","","1332","1332","1332","1.2543865442276","1.2543865442276","1.2543865442276"
"17130405","1398","1398","1398","1.1490137577056885","1.1490137577056885","1.1490137577056885","","","","","",""
"17149660","","","","","","","1334","1334","1334","0.1204787865281105","0.1204787865281105","0.1204787865281105"
"17153803","1400","1400","1400","1.1563246250152588","1.1563246250152588","1.1563246250152588","","","","","",""
"17176619","","","","","","","1336","1336","1336","1.243180513381958","1.243180513381958","1.243180513381958"
"17178817","1402","1402","1402","1.2270361185073853","1.2270361185073853","1.2270361185073853","","","","","",""
"17196792","1404","1404","1404","1.1677148342132568","1.1677148342132568","1.1677148342132568","","","","","",""
"17204449","","","","","","","1338","1338","1338","1.1508963108062744","1.1508963108062744","1.1508963108062744"
"17214799","1406","1406","1406","1.145056128501892","1.145056128501892","1.145056128501892","","","","","",""
"17227933","","","","","","","1340","1340","1340","1.3309319019317627","1.3309319019317627","1.3309319019317627"
"17239943","1408","1408","1408","1.2815204858779907","1.2815204858779907","1.2815204858779907","","","","","",""
"17253974","","","","","","","1342","1342","1342","1.205743432044983","1.205743432044983","1.205743432044983"
"17262852","1410","1410","1410","1.1832275390625","1.1832275390625","1.1832275390625","","","","","",""
"17282223","","","","","","","1344","1344","1344","1.2435425519943237","1.2435425519943237","1.2435425519943237"
"17290778","1412","1412","1412","1.1519525051116943","1.1519525051116943","1.1519525051116943","","","","","",""
"17306155","","","","","","","1346","1346","1346","1.2529730796813965","1.2529730796813965","1.2529730796813965"
"17322225","1414","1414","1414","0.9864569902420044","0.9864569902420044","0.9864569902420044","","","","","",""
"17331175","","","","","","","1348","1348","1348","1.2767462730407715","1.2767462730407715","1.2767462730407715"
"17351181","1416","1416","1416","1.1134110689163208","1.1134110689163208","1.1134110689163208","","","","","",""
"17357589","","","","","","","1350","1350","1350","1.2220476865768433","1.2220476865768433","1.2220476865768433"
"17380768","1418","1418","1418","1.2219371795654297","1.2219371795654297","1.2219371795654297","","","","","",""
"17387027","","","","","","","1352","1352","1352","1.18012535572052","1.18012535572052","1.18012535572052"
"17398459","1420","1420","1420","1.1223549842834473","1.1223549842834473","1.1223549842834473","","","","","",""
"17419169","","","","","","","1354","1354","1354","1.2686419486999512","1.2686419486999512","1.2686419486999512"
"17427865","1422","1422","1422","1.1319248676300049","1.1319248676300049","1.1319248676300049","","","","","",""
"17447138","","","","","","","1356","1356","1356","1.068015694618225","1.068015694618225","1.068015694618225"
"17456195","1424","1424","1424","1.0722788572311401","1.0722788572311401","1.0722788572311401","","","","","",""
"17474355","","","","","","","1358","1358","1358","1.0277132987976074","1.0277132987976074","1.0277132987976074"
"17483927","1426","1426","1426","1.1386884450912476","1.1386884450912476","1.1386884450912476","","","","","",""
"17502604","","","","","","","1360","1360","1360","1.1944456100463867","1.1944456100463867","1.1944456100463867"
"17509316","1428","1428","1428","1.0261389017105103","1.0261389017105103","1.0261389017105103","","","","","",""
"17530578","","","","","","","1362","1362","1362","1.1241357326507568","1.1241357326507568","1.1241357326507568"
"17540706","1430","1430","1430","1.252467393875122","1.252467393875122","1.252467393875122","","","","","",""
"17556770","","","","","","","1364","1364","1364","1.1500461101531982","1.1500461101531982","1.1500461101531982"
"17560376","1432","1432","1432","1.1192275285720825","1.1192275285720825","1.1192275285720825","","","","","",""
"17579765","","","","","","","1366","1366","1366","1.2828807830810547","1.2828807830810547","1.2828807830810547"
"17587408","1434","1434","1434","1.198288917541504","1.198288917541504","1.198288917541504","","","","","",""
"17607509","","","","","","","1368","1368","1368","1.1750580072402954","1.1750580072402954","1.1750580072402954"
"17609369","1436","1436","1436","1.076003909111023","1.076003909111023","1.076003909111023","","","","","",""
"17631451","","","","","","","1370","1370","1370","1.1822843551635742","1.1822843551635742","1.1822843551635742"
"17631838","1438","1438","1438","1.2531077861785889","1.2531077861785889","1.2531077861785889","","","","","",""
"17654065","1440","1440","1440","1.1814055442810059","1.1814055442810059","1.1814055442810059","","","","","",""
"17661263","","","","","","","1372","1372","1372","1.3179829120635986","1.3179829120635986","1.3179829120635986"
"17684199","1442","1442","1442","1.1271004676818848","1.1271004676818848","1.1271004676818848","","","","","",""
"17694250","","","","","","","1374","1374","1374","1.2739486694335938","1.2739486694335938","1.2739486694335938"
"17704403","1444","1444","1444","1.1388181447982788","1.1388181447982788","1.1388181447982788","","","","","",""
"17721096","","","","","","","1376","1376","1376","1.254550814628601","1.254550814628601","1.254550814628601"
"17724845","1446","1446","1446","1.231528878211975","1.231528878211975","1.231528878211975","","","","","",""
"17750236","1448","1448","1448","1.2742400169372559","1.2742400169372559","1.2742400169372559","","","","","",""
"17753605","","","","","","","1378","1378","1378","1.188925862312317","1.188925862312317","1.188925862312317"
"17781496","","","","","","","1380","1380","1380","1.124802827835083","1.124802827835083","1.124802827835083"
"17782746","1450","1450","1450","1.1249239444732666","1.1249239444732666","1.1249239444732666","","","","","",""
"17811673","1452","1452","1452","1.1404520273208618","1.1404520273208618","1.1404520273208618","","","","","",""
"17814757","","","","","","","1382","1382","1382","1.161024570465088","1.161024570465088","1.161024570465088"
"17839109","1454","1454","1454","1.1374131441116333","1.1374131441116333","1.1374131441116333","","","","","",""
"17841127","","","","","","","1384","1384","1384","1.1638383865356445","1.1638383865356445","1.1638383865356445"
"17864171","1456","1456","1456","1.1025248765945435","1.1025248765945435","1.1025248765945435","","","","","",""
"17872006","","","","","","","1386","1386","1386","0.7271196842193604","0.7271196842193604","0.7271196842193604"
"17889538","1458","1458","1458","1.1174066066741943","1.1174066066741943","1.1174066066741943","","","","","",""
"17908620","","","","","","","1388","1388","1388","1.1450313329696655","1.1450313329696655","1.1450313329696655"
"17912241","1460","1460","1460","1.157627820968628","1.157627820968628","1.157627820968628","","","","","",""
"17934865","","","","","","","1390","1390","1390","0.6675388216972351","0.6675388216972351","0.6675388216972351"
"17944904","1462","1462","1462","1.196696400642395","1.196696400642395","1.196696400642395","","","","","",""
"17964447","","","","","","","1392","1392","1392","1.1652439832687378","1.1652439832687378","1.1652439832687378"
"17968671","1464","1464","1464","1.2136917114257812","1.2136917114257812","1.2136917114257812","","","","","",""
"17989526","","","","","","","1394","1394","1394","1.2841764688491821","1.2841764688491821","1.2841764688491821"
"17997273","1466","1466","1466","1.1831904649734497","1.1831904649734497","1.1831904649734497","","","","","",""
"18016305","","","","","","","1396","1396","1396","1.2118734121322632","1.2118734121322632","1.2118734121322632"
"18022638","1468","1468","1468","1.1582857370376587","1.1582857370376587","1.1582857370376587","","","","","",""
"18040832","","","","","","","1398","1398","1398","1.1019819974899292","1.1019819974899292","1.1019819974899292"
"18043603","1470","1470","1470","1.0765796899795532","1.0765796899795532","1.0765796899795532","","","","","",""
"18066663","1472","1472","1472","1.2000340223312378","1.2000340223312378","1.2000340223312378","","","","","",""
"18069350","","","","","","","1400","1400","1400","1.182942271232605","1.182942271232605","1.182942271232605"
"18095446","1474","1474","1474","0.9013766646385193","0.9013766646385193","0.9013766646385193","","","","","",""
"18106755","","","","","","","1402","1402","1402","1.1903254985809326","1.1903254985809326","1.1903254985809326"
"18117715","1476","1476","1476","1.0782561302185059","1.0782561302185059","1.0782561302185059","","","","","",""
"18135366","","","","","","","1404","1404","1404","1.2023966312408447","1.2023966312408447","1.2023966312408447"
"18145682","1478","1478","1478","1.2122879028320312","1.2122879028320312","1.2122879028320312","","","","","",""
"18159629","","","","","","","1406","1406","1406","1.2055821418762207","1.2055821418762207","1.2055821418762207"
"18166542","1480","1480","1480","1.4834167957305908","1.4834167957305908","1.4834167957305908","","","","","",""
"18186463","1482","1482","1482","1.2055250406265259","1.2055250406265259","1.2055250406265259","","","","","",""
"18188383","","","","","","","1408","1408","1408","1.2265335321426392","1.2265335321426392","1.2265335321426392"
"18208674","1484","1484","1484","1.2130366563796997","1.2130366563796997","1.2130366563796997","","","","","",""
"18218389","","","","","","","1410","1410","1410","1.3374571800231934","1.3374571800231934","1.3374571800231934"
"18230286","1486","1486","1486","1.2689247131347656","1.2689247131347656","1.2689247131347656","","","","","",""
"18248988","","","","","","","1412","1412","1412","1.1437245607376099","1.1437245607376099","1.1437245607376099"
"18254456","1488","1488","1488","1.1673027276992798","1.1673027276992798","1.1673027276992798","","","","","",""
"18277135","","","","","","","1414","1414","1414","1.2197463512420654","1.2197463512420654","1.2197463512420654"
"18279770","1490","1490","1490","1.1798838376998901","1.1798838376998901","1.1798838376998901","","","","","",""
"18297915","1492","1492","1492","1.2329952716827393","1.2329952716827393","1.2329952716827393","","","","","",""
"18308348","","","","","","","1416","1416","1416","1.154839038848877","1.154839038848877","1.154839038848877"
"18323139","1494","1494","1494","1.308358907699585","1.308358907699585","1.308358907699585","","","","","",""
"18342343","","","","","","","1418","1418","1418","1.2274537086486816","1.2274537086486816","1.2274537086486816"
"18353260","1496","1496","1496","1.181444525718689","1.181444525718689","1.181444525718689","","","","","",""
"18376369","","","","","","","1420","1420","1420","1.1271535158157349","1.1271535158157349","1.1271535158157349"
"18380891","1498","1498","1498","1.2463470697402954","1.2463470697402954","1.2463470697402954","","","","","",""
"18403515","","","","","","","1422","1422","1422","1.154868721961975","1.154868721961975","1.154868721961975"
"18413673","1500","1500","1500","1.2288941144943237","1.2288941144943237","1.2288941144943237","","","","","",""
"18429192","","","","","","","1424","1424","1424","1.2770522832870483","1.2770522832870483","1.2770522832870483"
"18432357","1502","1502","1502","1.328010082244873","1.328010082244873","1.328010082244873","","","","","",""
"18458837","","","","","","","1426","1426","1426","1.14937162399292","1.14937162399292","1.14937162399292"
"18459577","1504","1504","1504","1.2445553541183472","1.2445553541183472","1.2445553541183472","","","","","",""
"18482145","1506","1506","1506","1.2478523254394531","1.2478523254394531","1.2478523254394531","","","","","",""
"18489807","","","","","","","1428","1428","1428","1.284916877746582","1.284916877746582","1.284916877746582"
"18505429","1508","1508","1508","1.2289339303970337","1.2289339303970337","1.2289339303970337","","","","","",""
"18519648","","","","","","","1430","1430","1430","1.1858545541763306","1.1858545541763306","1.1858545541763306"
"18526636","1510","1510","1510","1.277949333190918","1.277949333190918","1.277949333190918","","","","","",""
"18547346","","","","","","","1432","1432","1432","1.2583471536636353","1.2583471536636353","1.2583471536636353"
"18550665","1512","1512","1512","1.1642820835113525","1.1642820835113525","1.1642820835113525","","","","","",""
"18571268","","","","","","","1434","1434","1434","1.3692421913146973","1.3692421913146973","1.3692421913146973"
"18574524","1514","1514","1514","1.1981792449951172","1.1981792449951172","1.1981792449951172","","","","","",""
"18598591","","","","","","","1436","1436","1436","1.2694332599639893","1.2694332599639893","1.2694332599639893"
"18599220","1516","1516","1516","1.2303261756896973","1.2303261756896973","1.2303261756896973","","","","","",""
"18625343","","","","","","","1438","1438","1438","1.162125587463379","1.162125587463379","1.162125587463379"
"18625773","1518","1518","1518","1.2280057668685913","1.2280057668685913","1.2280057668685913","","","","","",""
"18649038","1520","1520","1520","1.1478768587112427","1.1478768587112427","1.1478768587112427","","","","","",""
"18649592","","","","","","","1440","1440","1440","1.1437504291534424","1.1437504291534424","1.1437504291534424"
"18677853","","","","","","","1442","1442","1442","1.1422457695007324","1.1422457695007324","1.1422457695007324"
"18678126","1522","1522","1522","1.1470788717269897","1.1470788717269897","1.1470788717269897","","","","","",""
"18704881","1524","1524","1524","1.1656051874160767","1.1656051874160767","1.1656051874160767","","","","","",""
"18709708","","","","","","","1444","1444","1444","1.1751748323440552","1.1751748323440552","1.1751748323440552"
"18733941","1526","1526","1526","1.0881093740463257","1.0881093740463257","1.0881093740463257","","","","","",""
"18736111","","","","","","","1446","1446","1446","1.1786197423934937","1.1786197423934937","1.1786197423934937"
"18760925","","","","","","","1448","1448","1448","1.3258156776428223","1.3258156776428223","1.3258156776428223"
"18761416","1528","1528","1528","1.1901241540908813","1.1901241540908813","1.1901241540908813","","","","","",""
"18784881","1530","1530","1530","1.141315221786499","1.141315221786499","1.141315221786499","","","","","",""
"18792794","","","","","","","1450","1450","1450","1.14445960521698","1.14445960521698","1.14445960521698"
"18807925","1532","1532","1532","1.1926244497299194","1.1926244497299194","1.1926244497299194","","","","","",""
"18824617","","","","","","","1452","1452","1452","1.1293845176696777","1.1293845176696777","1.1293845176696777"
"18836876","1534","1534","1534","1.1214057207107544","1.1214057207107544","1.1214057207107544","","","","","",""
"18849036","","","","","","","1454","1454","1454","1.108771800994873","1.108771800994873","1.108771800994873"
"18864385","1536","1536","1536","1.2736374139785767","1.2736374139785767","1.2736374139785767","","","","","",""
"18879306","","","","","","","1456","1456","1456","1.12273371219635","1.12273371219635","1.12273371219635"
"18894101","1538","1538","1538","1.185556411743164","1.185556411743164","1.185556411743164","","","","","",""
"18908644","","","","","","","1458","1458","1458","1.0367522239685059","1.0367522239685059","1.0367522239685059"
"18919656","1540","1540","1540","1.0192807912826538","1.0192807912826538","1.0192807912826538","","","","","",""
"18933001","","","","","","","1460","1460","1460","1.0797863006591797","1.0797863006591797","1.0797863006591797"
"18947517","1542","1542","1542","1.1207973957061768","1.1207973957061768","1.1207973957061768","","","","","",""
"18960036","","","","","","","1462","1462","1462","1.2936773300170898","1.2936773300170898","1.2936773300170898"
"18970536","1544","1544","1544","1.1639933586120605","1.1639933586120605","1.1639933586120605","","","","","",""
"18987622","","","","","","","1464","1464","1464","1.1376675367355347","1.1376675367355347","1.1376675367355347"
"18999181","1546","1546","1546","1.2487543821334839","1.2487543821334839","1.2487543821334839","","","","","",""
"19019070","","","","","","","1466","1466","1466","1.1070101261138916","1.1070101261138916","1.1070101261138916"
"19024948","1548","1548","1548","1.1524999141693115","1.1524999141693115","1.1524999141693115","","","","","",""
"19049257","","","","","","","1468","1468","1468","1.0525579452514648","1.0525579452514648","1.0525579452514648"
"19051316","1550","1550","1550","1.224190354347229","1.224190354347229","1.224190354347229","","","","","",""
"19075248","","","","","","","1470","1470","1470","1.111052393913269","1.111052393913269","1.111052393913269"
"19076352","1552","1552","1552","1.1825515031814575","1.1825515031814575","1.1825515031814575","","","","","",""
"19103455","","","","","","","1472","1472","1472","1.10317063331604","1.10317063331604","1.10317063331604"
"19105773","1554","1554","1554","1.2640374898910522","1.2640374898910522","1.2640374898910522","","","","","",""
"19129419","1556","1556","1556","1.0888134241104126","1.0888134241104126","1.0888134241104126","","","","","",""
"19134684","","","","","","","1474","1474","1474","1.2047829627990723","1.2047829627990723","1.2047829627990723"
"19148897","1558","1558","1558","1.1556395292282104","1.1556395292282104","1.1556395292282104","","","","","",""
"19164536","","","","","","","1476","1476","1476","1.100851058959961","1.100851058959961","1.100851058959961"
"19181333","1560","1560","1560","1.3290681838989258","1.3290681838989258","1.3290681838989258","","","","","",""
"19195940","","","","","","","1478","1478","1478","1.1322225332260132","1.1322225332260132","1.1322225332260132"
"19209088","1562","1562","1562","1.2250726222991943","1.2250726222991943","1.2250726222991943","","","","","",""
"19222256","","","","","","","1480","1480","1480","1.099190592765808","1.099190592765808","1.099190592765808"
"19238590","1564","1564","1564","1.1363990306854248","1.1363990306854248","1.1363990306854248","","","","","",""
"19248583","","","","","","","1482","1482","1482","1.1173607110977173","1.1173607110977173","1.1173607110977173"
"19266801","1566","1566","1566","1.085785150527954","1.085785150527954","1.085785150527954","","","","","",""
"19273956","","","","","","","1484","1484","1484","1.1847423315048218","1.1847423315048218","1.1847423315048218"
"19290040","1568","1568","1568","1.2069506645202637","1.2069506645202637","1.2069506645202637","","","","","",""
"19300018","","","","","","","1486","1486","1486","1.0593549013137817","1.0593549013137817","1.0593549013137817"
"19312888","1570","1570","1570","1.1668843030929565","1.1668843030929565","1.1668843030929565","","","","","",""
"19328887","","","","","","","1488","1488","1488","1.1008151769638062","1.1008151769638062","1.1008151769638062"
"19340943","1572","1572","1572","1.3049153089523315","1.3049153089523315","1.3049153089523315","","","","","",""
"19352345","","","","","","","1490","1490","1490","1.1508241891860962","1.1508241891860962","1.1508241891860962"
"19369872","1574","1574","1574","1.17376708984375","1.17376708984375","1.17376708984375","","","","","",""
"19384979","","","","","","","1492","1492","1492","1.1592108011245728","1.1592108011245728","1.1592108011245728"
"19398264","1576","1576","1576","1.1123216152191162","1.1123216152191162","1.1123216152191162","","","","","",""
"19410320","","","","","","","1494","1494","1494","1.1223657131195068","1.1223657131195068","1.1223657131195068"
"19421525","1578","1578","1578","1.1833226680755615","1.1833226680755615","1.1833226680755615","","","","","",""
"19441301","","","","","","","1496","1496","1496","1.1594781875610352","1.1594781875610352","1.1594781875610352"
"19444488","1580","1580","1580","1.2147282361984253","1.2147282361984253","1.2147282361984253","","","","","",""
"19469992","","","","","","","1498","1498","1498","1.569659948348999","1.569659948348999","1.569659948348999"
"19475639","1582","1582","1582","1.1704035997390747","1.1704035997390747","1.1704035997390747","","","","","",""
"19498683","1584","1584","1584","1.1379084587097168","1.1379084587097168","1.1379084587097168","","","","","",""
"19503315","","","","","","","1500","1500","1500","1.0770901441574097","1.0770901441574097","1.0770901441574097"
"19518840","1586","1586","1586","0.9956369996070862","0.9956369996070862","0.9956369996070862","","","","","",""
"19528007","","","","","","","1502","1502","1502","1.0590890645980835","1.0590890645980835","1.0590890645980835"
"19543278","1588","1588","1588","1.3047950267791748","1.3047950267791748","1.3047950267791748","","","","","",""
"19556674","","","","","","","1504","1504","1504","1.1437374353408813","1.1437374353408813","1.1437374353408813"
"19560318","1590","1590","1590","1.124948263168335","1.124948263168335","1.124948263168335","","","","","",""
"19582478","1592","1592","1592","1.2562531232833862","1.2562531232833862","1.2562531232833862","","","","","",""
"19586405","","","","","","","1506","1506","1506","1.0958114862442017","1.0958114862442017","1.0958114862442017"
"19604420","1594","1594","1594","1.2134835720062256","1.2134835720062256","1.2134835720062256","","","","","",""
"19613033","","","","","","","1508","1508","1508","1.196342945098877","1.196342945098877","1.196342945098877"
"19625892","1596","1596","1596","1.1257961988449097","1.1257961988449097","1.1257961988449097","","","","","",""
"19641966","","","","","","","1510","1510","1510","1.1799283027648926","1.1799283027648926","1.1799283027648926"
"19652408","1598","1598","1598","1.2406033277511597","1.2406033277511597","1.2406033277511597","","","","","",""
"19663994","","","","","","","1512","1512","1512","1.3980768918991089","1.3980768918991089","1.3980768918991089"
"19672605","1600","1600","1600","1.0842465162277222","1.0842465162277222","1.0842465162277222","","","","","",""
"19688386","","","","","","","1514","1514","1514","1.012980580329895","1.012980580329895","1.012980580329895"
"19698965","1602","1602","1602","1.1637181043624878","1.1637181043624878","1.1637181043624878","","","","","",""
"19714568","","","","","","","1516","1516","1516","1.1346124410629272","1.1346124410629272","1.1346124410629272"
"19723092","1604","1604","1604","1.1545754671096802","1.1545754671096802","1.1545754671096802","","","","","",""
"19744572","1606","1606","1606","1.1197741031646729","1.1197741031646729","1.1197741031646729","","","","","",""
"19744651","","","","","","","1518","1518","1518","1.0509803295135498","1.0509803295135498","1.0509803295135498"
"19768806","1608","1608","1608","1.214634895324707","1.214634895324707","1.214634895324707","","","","","",""
"19773705","","","","","","","1520","1520","1520","1.110406517982483","1.110406517982483","1.110406517982483"
"19792247","1610","1610","1610","1.187389612197876","1.187389612197876","1.187389612197876","","","","","",""
"19799789","","","","","","","1522","1522","1522","1.095604658126831","1.095604658126831","1.095604658126831"
"19818272","1612","1612","1612","1.1404324769973755","1.1404324769973755","1.1404324769973755","","","","","",""
"19829696","","","","","","","1524","1524","1524","1.057196855545044","1.057196855545044","1.057196855545044"
"19851410","1614","1614","1614","1.2595921754837036","1.2595921754837036","1.2595921754837036","","","","","",""
"19856959","","","","","","","1526","1526","1526","1.1204959154129028","1.1204959154129028","1.1204959154129028"
"19877532","1616","1616","1616","1.2477954626083374","1.2477954626083374","1.2477954626083374","","","","","",""
"19888836","","","","","","","1528","1528","1528","1.1120213270187378","1.1120213270187378","1.1120213270187378"
"19903779","1618","1618","1618","1.3277488946914673","1.3277488946914673","1.3277488946914673","","","","","",""
"19914581","","","","","","","1530","1530","1530","1.132793664932251","1.132793664932251","1.132793664932251"
"19930876","1620","1620","1620","1.1379649639129639","1.1379649639129639","1.1379649639129639","","","","","",""
"19951266","","","","","","","1532","1532","1532","1.172013282775879","1.172013282775879","1.172013282775879"
"19951669","1622","1622","1622","1.1667863130569458","1.1667863130569458","1.1667863130569458","","","","","",""
"19975178","1624","1624","1624","1.284969449043274","1.284969449043274","1.284969449043274","","","","","",""
"19977454","","","","","","","1534","1534","1534","1.1819682121276855","1.1819682121276855","1.1819682121276855"
"20004338","1626","1626","1626","1.2544039487838745","1.2544039487838745","1.2544039487838745","","","","","",""
"20005870","","","","","","","1536","1536","1536","1.2140607833862305","1.2140607833862305","1.2140607833862305"
"20028331","1638","1638","1638","1.1876379251480103","1.1876379251480103","1.1876379251480103","","","","","",""
"20034387","","","","","","","1538","1538","1538","1.220550775527954","1.220550775527954","1.220550775527954"
"20050923","1640","1640","1640","1.225070595741272","1.225070595741272","1.225070595741272","","","","","",""
"20060346","","","","","","","1540","1540","1540","1.039210557937622","1.039210557937622","1.039210557937622"
"20072686","1642","1642","1642","1.1525537967681885","1.1525537967681885","1.1525537967681885","","","","","",""
"20094651","","","","","","","1542","1542","1542","1.129673719406128","1.129673719406128","1.129673719406128"
"20094700","1644","1644","1644","1.2962640523910522","1.2962640523910522","1.2962640523910522","","","","","",""
"20121194","1646","1646","1646","1.2431726455688477","1.2431726455688477","1.2431726455688477","","","","","",""
"20127447","","","","","","","1544","1544","1544","0.7707963585853577","0.7707963585853577","0.7707963585853577"
"20147589","1648","1648","1648","1.0941123962402344","1.0941123962402344","1.0941123962402344","","","","","",""
"20152241","","","","","","","1546","1546","1546","1.1852854490280151","1.1852854490280151","1.1852854490280151"
"20173058","1650","1650","1650","1.2466415166854858","1.2466415166854858","1.2466415166854858","","","","","",""
"20181893","","","","","","","1548","1548","1548","1.112608790397644","1.112608790397644","1.112608790397644"
"20198498","1652","1652","1652","1.272013783454895","1.272013783454895","1.272013783454895","","","","","",""
"20208567","","","","","","","1550","1550","1550","1.1761671304702759","1.1761671304702759","1.1761671304702759"
"20222283","1654","1654","1654","1.1681755781173706","1.1681755781173706","1.1681755781173706","","","","","",""
"20233807","","","","","","","1552","1552","1552","1.0868552923202515","1.0868552923202515","1.0868552923202515"
"20250405","1656","1656","1656","1.2161399126052856","1.2161399126052856","1.2161399126052856","","","","","",""
"20265311","","","","","","","1554","1554","1554","1.0763566493988037","1.0763566493988037","1.0763566493988037"
"20275596","1658","1658","1658","1.2054152488708496","1.2054152488708496","1.2054152488708496","","","","","",""
"20293211","","","","","","","1556","1556","1556","0.8041971325874329","0.8041971325874329","0.8041971325874329"
"20305990","1660","1660","1660","1.1630181074142456","1.1630181074142456","1.1630181074142456","","","","","",""
"20317422","","","","","","","1558","1558","1558","1.153985857963562","1.153985857963562","1.153985857963562"
"20330527","1662","1662","1662","1.1904314756393433","1.1904314756393433","1.1904314756393433","","","","","",""
"20351181","","","","","","","1560","1560","1560","1.0852077007293701","1.0852077007293701","1.0852077007293701"
"20357092","1664","1664","1664","1.1838208436965942","1.1838208436965942","1.1838208436965942","","","","","",""
"20377124","","","","","","","1562","1562","1562","1.0577443838119507","1.0577443838119507","1.0577443838119507"
"20383550","1666","1666","1666","1.2000068426132202","1.2000068426132202","1.2000068426132202","","","","","",""
"20402575","","","","","","","1564","1564","1564","1.0979851484298706","1.0979851484298706","1.0979851484298706"
"20407084","1668","1668","1668","1.1832972764968872","1.1832972764968872","1.1832972764968872","","","","","",""
"20426806","1670","1670","1670","1.1533606052398682","1.1533606052398682","1.1533606052398682","","","","","",""
"20432298","","","","","","","1566","1566","1566","1.1477527618408203","1.1477527618408203","1.1477527618408203"
"20449298","1672","1672","1672","0.961434006690979","0.961434006690979","0.961434006690979","","","","","",""
"20458068","","","","","","","1568","1568","1568","0.9832369685173035","0.9832369685173035","0.9832369685173035"
"20471949","1674","1674","1674","1.1525235176086426","1.1525235176086426","1.1525235176086426","","","","","",""
"20485583","","","","","","","1570","1570","1570","1.072790503501892","1.072790503501892","1.072790503501892"
"20498954","1676","1676","1676","1.2822049856185913","1.2822049856185913","1.2822049856185913","","","","","",""
"20520292","","","","","","","1572","1572","1572","1.0572447776794434","1.0572447776794434","1.0572447776794434"
"20521132","1678","1678","1678","1.233888030052185","1.233888030052185","1.233888030052185","","","","","",""
"20540292","1680","1680","1680","1.1771810054779053","1.1771810054779053","1.1771810054779053","","","","","",""
"20547760","","","","","","","1574","1574","1574","1.1161969900131226","1.1161969900131226","1.1161969900131226"
"20567483","1682","1682","1682","1.2044930458068848","1.2044930458068848","1.2044930458068848","","","","","",""
"20579288","","","","","","","1576","1576","1576","1.0490021705627441","1.0490021705627441","1.0490021705627441"
"20588498","1684","1684","1684","1.18959379196167","1.18959379196167","1.18959379196167","","","","","",""
"20603892","","","","","","","1578","1578","1578","1.0701018571853638","1.0701018571853638","1.0701018571853638"
"20615604","1686","1686","1686","1.2389856576919556","1.2389856576919556","1.2389856576919556","","","","","",""
"20636154","","","","","","","1580","1580","1580","1.2350202798843384","1.2350202798843384","1.2350202798843384"
"20640606","1688","1688","1688","1.2587155103683472","1.2587155103683472","1.2587155103683472","","","","","",""
"20665640","","","","","","","1582","1582","1582","1.1328352689743042","1.1328352689743042","1.1328352689743042"
"20676680","1690","1690","1690","1.2153642177581787","1.2153642177581787","1.2153642177581787","","","","","",""
"20684970","","","","","","","1584","1584","1584","1.1585452556610107","1.1585452556610107","1.1585452556610107"
"20701234","1692","1692","1692","1.1354573965072632","1.1354573965072632","1.1354573965072632","","","","","",""
"20717780","","","","","","","1586","1586","1586","1.111104130744934","1.111104130744934","1.111104130744934"
"20731187","1694","1694","1694","1.156127691268921","1.156127691268921","1.156127691268921","","","","","",""
"20742117","","","","","","","1588","1588","1588","0.9536134004592896","0.9536134004592896","0.9536134004592896"
"20759859","1696","1696","1696","2.043184995651245","2.043184995651245","2.043184995651245","","","","","",""
"20771290","","","","","","","1590","1590","1590","0.9911492466926575","0.9911492466926575","0.9911492466926575"
"20790363","1698","1698","1698","1.173004150390625","1.173004150390625","1.173004150390625","","","","","",""
"20796075","","","","","","","1592","1592","1592","1.0757697820663452","1.0757697820663452","1.0757697820663452"
"20815872","1700","1700","1700","1.1030981540679932","1.1030981540679932","1.1030981540679932","","","","","",""
"20831432","","","","","","","1594","1594","1594","1.0272492170333862","1.0272492170333862","1.0272492170333862"
"20839875","1702","1702","1702","1.1631228923797607","1.1631228923797607","1.1631228923797607","","","","","",""
"20854829","1704","1704","1704","1.2397468090057373","1.2397468090057373","1.2397468090057373","","","","","",""
"20856018","","","","","","","1596","1596","1596","0.9876430034637451","0.9876430034637451","0.9876430034637451"
"20878504","1706","1706","1706","1.3779723644256592","1.3779723644256592","1.3779723644256592","","","","","",""
