"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - rollout/perc_collided","HR-PPO - rollout/perc_collided__MIN","HR-PPO - rollout/perc_collided__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - rollout/perc_collided","PPO - rollout/perc_collided__MIN","PPO - rollout/perc_collided__MAX"
"8835502","","","","","","","708","708","708","0.4065040647983551","0.4065040647983551","0.4065040647983551"
"8845537","730","730","730","2.5641026496887207","2.5641026496887207","2.5641026496887207","","","","","",""
"8855752","","","","","","","710","710","710","0","0","0"
"8870243","732","732","732","2.3426060676574707","2.3426060676574707","2.3426060676574707","","","","","",""
"8883531","","","","","","","712","712","712","0.6737247109413147","0.6737247109413147","0.6737247109413147"
"8901513","734","734","734","1.923076868057251","1.923076868057251","1.923076868057251","","","","","",""
"8905693","","","","","","","714","714","714","1.732101559638977","1.732101559638977","1.732101559638977"
"8925247","736","736","736","2.4539878368377686","2.4539878368377686","2.4539878368377686","","","","","",""
"8934580","","","","","","","716","716","716","0.6660323739051819","0.6660323739051819","0.6660323739051819"
"8956929","738","738","738","3.0552291870117188","3.0552291870117188","3.0552291870117188","","","","","",""
"8963790","","","","","","","718","718","718","0.5381165742874146","0.5381165742874146","0.5381165742874146"
"8984151","740","740","740","0.6435006260871887","0.6435006260871887","0.6435006260871887","","","","","",""
"8987544","","","","","","","720","720","720","0.9019165635108948","0.9019165635108948","0.9019165635108948"
"9006717","742","742","742","1.5479875802993774","1.5479875802993774","1.5479875802993774","","","","","",""
"9008552","","","","","","","722","722","722","0.23923444747924805","0.23923444747924805","0.23923444747924805"
"9027056","744","744","744","2.482269525527954","2.482269525527954","2.482269525527954","","","","","",""
"9032245","","","","","","","724","724","724","0.4410143196582794","0.4410143196582794","0.4410143196582794"
"9049320","746","746","746","2.539682626724243","2.539682626724243","2.539682626724243","","","","","",""
"9059390","","","","","","","726","726","726","0","0","0"
"9071521","748","748","748","1.9199999570846558","1.9199999570846558","1.9199999570846558","","","","","",""
"9085561","","","","","","","728","728","728","0.6122449040412903","0.6122449040412903","0.6122449040412903"
"9100584","750","750","750","3.5087718963623047","3.5087718963623047","3.5087718963623047","","","","","",""
"9114136","","","","","","","730","730","730","0.767754316329956","0.767754316329956","0.767754316329956"
"9126717","752","752","752","1.470588207244873","1.470588207244873","1.470588207244873","","","","","",""
"9141684","","","","","","","732","732","732","0.6950477957725525","0.6950477957725525","0.6950477957725525"
"9150865","754","754","754","1.860465168952942","1.860465168952942","1.860465168952942","","","","","",""
"9168206","","","","","","","734","734","734","0.6349206566810608","0.6349206566810608","0.6349206566810608"
"9178623","756","756","756","5.485231876373291","5.485231876373291","5.485231876373291","","","","","",""
"9194740","","","","","","","736","736","736","1.1627906560897827","1.1627906560897827","1.1627906560897827"
"9204830","758","758","758","3.2608695030212402","3.2608695030212402","3.2608695030212402","","","","","",""
"9226044","760","760","760","3.231292486190796","3.231292486190796","3.231292486190796","","","","","",""
"9231715","","","","","","","738","738","738","0.9084027409553528","0.9084027409553528","0.9084027409553528"
"9249235","762","762","762","3.4375","3.4375","3.4375","","","","","",""
"9259661","","","","","","","740","740","740","0.1892147660255432","0.1892147660255432","0.1892147660255432"
"9276341","764","764","764","2.1828103065490723","2.1828103065490723","2.1828103065490723","","","","","",""
"9287887","","","","","","","742","742","742","0.5644402503967285","0.5644402503967285","0.5644402503967285"
"9304684","766","766","766","2.242743968963623","2.242743968963623","2.242743968963623","","","","","",""
"9310862","","","","","","","744","744","744","1.1627906560897827","1.1627906560897827","1.1627906560897827"
"9327021","768","768","768","1.555209994316101","1.555209994316101","1.555209994316101","","","","","",""
"9338337","","","","","","","746","746","746","0.960614800453186","0.960614800453186","0.960614800453186"
"9351250","770","770","770","2.2690436840057373","2.2690436840057373","2.2690436840057373","","","","","",""
"9369735","","","","","","","748","748","748","0.6861063241958618","0.6861063241958618","0.6861063241958618"
"9372321","772","772","772","1.6077170372009277","1.6077170372009277","1.6077170372009277","","","","","",""
"9392178","774","774","774","2.8776979446411133","2.8776979446411133","2.8776979446411133","","","","","",""
"9400608","","","","","","","750","750","750","0.34752389788627625","0.34752389788627625","0.34752389788627625"
"9418549","776","776","776","2.3968043327331543","2.3968043327331543","2.3968043327331543","","","","","",""
"9433851","","","","","","","752","752","752","0.6644518375396729","0.6644518375396729","0.6644518375396729"
"9447780","778","778","778","3.4076015949249268","3.4076015949249268","3.4076015949249268","","","","","",""
"9461189","","","","","","","754","754","754","0.5769230723381042","0.5769230723381042","0.5769230723381042"
"9469757","780","780","780","3.722504138946533","3.722504138946533","3.722504138946533","","","","","",""
"9486767","","","","","","","756","756","756","1.4285714626312256","1.4285714626312256","1.4285714626312256"
"9498061","782","782","782","2.1828103065490723","2.1828103065490723","2.1828103065490723","","","","","",""
"9515332","","","","","","","758","758","758","1.495327115058899","1.495327115058899","1.495327115058899"
"9523296","784","784","784","2.137404680252075","2.137404680252075","2.137404680252075","","","","","",""
"9539942","","","","","","","760","760","760","0.6263048052787781","0.6263048052787781","0.6263048052787781"
"9545810","786","786","786","1.6339869499206543","1.6339869499206543","1.6339869499206543","","","","","",""
"9565993","","","","","","","762","762","762","0.43431052565574646","0.43431052565574646","0.43431052565574646"
"9573333","788","788","788","2.789400339126587","2.789400339126587","2.789400339126587","","","","","",""
"9591582","","","","","","","764","764","764","0.4296455383300781","0.4296455383300781","0.4296455383300781"
"9596493","790","790","790","2.2116904258728027","2.2116904258728027","2.2116904258728027","","","","","",""
"9617026","","","","","","","766","766","766","0.202224463224411","0.202224463224411","0.202224463224411"
"9620589","792","792","792","3.9938557147979736","3.9938557147979736","3.9938557147979736","","","","","",""
"9643107","794","794","794","5.723370552062988","5.723370552062988","5.723370552062988","","","","","",""
"9645287","","","","","","","768","768","768","0.3976143002510071","0.3976143002510071","0.3976143002510071"
"9674420","796","796","796","3.5971221923828125","3.5971221923828125","3.5971221923828125","","","","","",""
"9675811","","","","","","","770","770","770","1.057268738746643","1.057268738746643","1.057268738746643"
"9697864","","","","","","","772","772","772","1.372997760772705","1.372997760772705","1.372997760772705"
"9698304","798","798","798","6.119162559509277","6.119162559509277","6.119162559509277","","","","","",""
"9723894","","","","","","","774","774","774","0.20040079951286316","0.20040079951286316","0.20040079951286316"
"9727263","800","800","800","4.312668323516846","4.312668323516846","4.312668323516846","","","","","",""
"9747226","","","","","","","776","776","776","0","0","0"
"9754007","802","802","802","4.2134833335876465","4.2134833335876465","4.2134833335876465","","","","","",""
"9775793","","","","","","","778","778","778","0.5545286536216736","0.5545286536216736","0.5545286536216736"
"9782398","804","804","804","3.809523820877075","3.809523820877075","3.809523820877075","","","","","",""
"9800883","","","","","","","780","780","780","0.4352557063102722","0.4352557063102722","0.4352557063102722"
"9809213","806","806","806","3.5812671184539795","3.5812671184539795","3.5812671184539795","","","","","",""
"9827382","","","","","","","782","782","782","0.7804877758026123","0.7804877758026123","0.7804877758026123"
"9838761","818","818","818","4.199475288391113","4.199475288391113","4.199475288391113","","","","","",""
"9860309","","","","","","","784","784","784","0.32414910197257996","0.32414910197257996","0.32414910197257996"
"9863736","820","820","820","3.353658437728882","3.353658437728882","3.353658437728882","","","","","",""
"9885385","","","","","","","786","786","786","0.6147540807723999","0.6147540807723999","0.6147540807723999"
"9889735","822","822","822","4.148784160614014","4.148784160614014","4.148784160614014","","","","","",""
"9913480","","","","","","","788","788","788","0.6698564887046814","0.6698564887046814","0.6698564887046814"
"9916840","824","824","824","3.5470669269561768","3.5470669269561768","3.5470669269561768","","","","","",""
"9938259","826","826","826","5.574913024902344","5.574913024902344","5.574913024902344","","","","","",""
"9942062","","","","","","","790","790","790","1.2891343832015991","1.2891343832015991","1.2891343832015991"
"9962299","828","828","828","3.815580368041992","3.815580368041992","3.815580368041992","","","","","",""
"9972577","","","","","","","792","792","792","0.7005254030227661","0.7005254030227661","0.7005254030227661"
"9988193","830","830","830","3.524229049682617","3.524229049682617","3.524229049682617","","","","","",""
"9998763","","","","","","","794","794","794","0.19920319318771362","0.19920319318771362","0.19920319318771362"
"10012050","832","832","832","2.222222328186035","2.222222328186035","2.222222328186035","","","","","",""
"10024069","","","","","","","796","796","796","0.21030494570732117","0.21030494570732117","0.21030494570732117"
"10034708","834","834","834","1.3289036750793457","1.3289036750793457","1.3289036750793457","","","","","",""
"10055721","836","836","836","4.900181293487549","4.900181293487549","4.900181293487549","","","","","",""
"10056392","","","","","","","798","798","798","1.16375732421875","1.16375732421875","1.16375732421875"
"10082425","","","","","","","800","800","800","0.21482276916503906","0.21482276916503906","0.21482276916503906"
"10086236","838","838","838","3.7546932697296143","3.7546932697296143","3.7546932697296143","","","","","",""
"10105666","","","","","","","802","802","802","1.3590034246444702","1.3590034246444702","1.3590034246444702"
"10115160","840","840","840","3.5479631423950195","3.5479631423950195","3.5479631423950195","","","","","",""
"10128399","","","","","","","804","804","804","0.4689331650733948","0.4689331650733948","0.4689331650733948"
"10137149","842","842","842","1.7182130813598633","1.7182130813598633","1.7182130813598633","","","","","",""
"10152559","","","","","","","806","806","806","0.8762322068214417","0.8762322068214417","0.8762322068214417"
"10165845","844","844","844","5.540896892547607","5.540896892547607","5.540896892547607","","","","","",""
"10183515","","","","","","","818","818","818","0.6751055121421814","0.6751055121421814","0.6751055121421814"
"10189688","846","846","846","3.044140100479126","3.044140100479126","3.044140100479126","","","","","",""
"10211464","","","","","","","820","820","820","1.3448606729507446","1.3448606729507446","1.3448606729507446"
"10217795","848","848","848","4.3656206130981445","4.3656206130981445","4.3656206130981445","","","","","",""
"10240682","","","","","","","822","822","822","0.37348273396492004","0.37348273396492004","0.37348273396492004"
"10243697","850","850","850","2.662721872329712","2.662721872329712","2.662721872329712","","","","","",""
"10267775","","","","","","","824","824","824","1.387512445449829","1.387512445449829","1.387512445449829"
"10268065","852","852","852","2.721088409423828","2.721088409423828","2.721088409423828","","","","","",""
"10289568","","","","","","","826","826","826","0.4878048896789551","0.4878048896789551","0.4878048896789551"
"10293915","854","854","854","2.6881721019744873","2.6881721019744873","2.6881721019744873","","","","","",""
"10313534","856","856","856","2.7944111824035645","2.7944111824035645","2.7944111824035645","","","","","",""
"10314325","","","","","","","828","828","828","0.8602150678634644","0.8602150678634644","0.8602150678634644"
"10338982","858","858","858","6.145251274108887","6.145251274108887","6.145251274108887","","","","","",""
"10343557","","","","","","","830","830","830","0.36036035418510437","0.36036035418510437","0.36036035418510437"
"10368917","","","","","","","832","832","832","0.4171011447906494","0.4171011447906494","0.4171011447906494"
"10369939","860","860","860","3.2418951988220215","3.2418951988220215","3.2418951988220215","","","","","",""
"10394795","","","","","","","834","834","834","1.127049207687378","1.127049207687378","1.127049207687378"
"10395631","862","862","862","3.58208966255188","3.58208966255188","3.58208966255188","","","","","",""
"10415140","","","","","","","836","836","836","1.1952191591262817","1.1952191591262817","1.1952191591262817"
"10418579","864","864","864","4.2517008781433105","4.2517008781433105","4.2517008781433105","","","","","",""
"10439350","866","866","866","2.451838970184326","2.451838970184326","2.451838970184326","","","","","",""
"10444562","","","","","","","838","838","838","1.6157989501953125","1.6157989501953125","1.6157989501953125"
"10468679","868","868","868","2.75","2.75","2.75","","","","","",""
"10476130","","","","","","","840","840","840","0.5253940224647522","0.5253940224647522","0.5253940224647522"
"10493793","870","870","870","2.6509573459625244","2.6509573459625244","2.6509573459625244","","","","","",""
"10507460","","","","","","","842","842","842","0.3207698464393616","0.3207698464393616","0.3207698464393616"
"10513489","872","872","872","3.3596837520599365","3.3596837520599365","3.3596837520599365","","","","","",""
"10534712","874","874","874","2.4647886753082275","2.4647886753082275","2.4647886753082275","","","","","",""
"10537282","","","","","","","844","844","844","0.7252946496009827","0.7252946496009827","0.7252946496009827"
"10565165","","","","","","","846","846","846","0.3642987310886383","0.3642987310886383","0.3642987310886383"
"10567722","876","876","876","3.2596042156219482","3.2596042156219482","3.2596042156219482","","","","","",""
"10590201","","","","","","","848","848","848","0","0","0"
"10593021","878","878","878","1.1940298080444336","1.1940298080444336","1.1940298080444336","","","","","",""
"10615963","","","","","","","850","850","850","0.6342494487762451","0.6342494487762451","0.6342494487762451"
"10616415","880","880","880","2.4960999488830566","2.4960999488830566","2.4960999488830566","","","","","",""
"10645749","882","882","882","3.4271726608276367","3.4271726608276367","3.4271726608276367","","","","","",""
"10647400","","","","","","","852","852","852","1.1735121011734009","1.1735121011734009","1.1735121011734009"
"10668980","884","884","884","3.6124794483184814","3.6124794483184814","3.6124794483184814","","","","","",""
"10677614","","","","","","","854","854","854","0.8748906254768372","0.8748906254768372","0.8748906254768372"
"10693780","886","886","886","3.555555582046509","3.555555582046509","3.555555582046509","","","","","",""
"10711778","","","","","","","856","856","856","0.32258063554763794","0.32258063554763794","0.32258063554763794"
"10716752","888","888","888","3.9938557147979736","3.9938557147979736","3.9938557147979736","","","","","",""
"10741575","","","","","","","858","858","858","0.18382352590560913","0.18382352590560913","0.18382352590560913"
"10743393","890","890","890","2.5069637298583984","2.5069637298583984","2.5069637298583984","","","","","",""
"10767930","892","892","892","2.0926756858825684","2.0926756858825684","2.0926756858825684","","","","","",""
"10768363","","","","","","","860","860","860","0.6018053889274597","0.6018053889274597","0.6018053889274597"
"10793199","","","","","","","862","862","862","0.6465517282485962","0.6465517282485962","0.6465517282485962"
"10793221","894","894","894","2.460202693939209","2.460202693939209","2.460202693939209","","","","","",""
"10811846","896","896","896","1.6129032373428345","1.6129032373428345","1.6129032373428345","","","","","",""
"10820104","","","","","","","864","864","864","0","0","0"
"10844629","","","","","","","866","866","866","0.650759220123291","0.650759220123291","0.650759220123291"
"10845795","898","898","898","2.8415300846099854","2.8415300846099854","2.8415300846099854","","","","","",""
"10871296","","","","","","","868","868","868","0.7797271013259888","0.7797271013259888","0.7797271013259888"
"10878363","900","900","900","1.6374268531799316","1.6374268531799316","1.6374268531799316","","","","","",""
"10897659","902","902","902","2.545454502105713","2.545454502105713","2.545454502105713","","","","","",""
"10901067","","","","","","","870","870","870","1.0810810327529907","1.0810810327529907","1.0810810327529907"
"10930091","","","","","","","872","872","872","0.9165902733802795","0.9165902733802795","0.9165902733802795"
"10932435","904","904","904","2.8199565410614014","2.8199565410614014","2.8199565410614014","","","","","",""
"10956829","","","","","","","874","874","874","0.4032258093357086","0.4032258093357086","0.4032258093357086"
"10958219","906","906","906","3.1343283653259277","3.1343283653259277","3.1343283653259277","","","","","",""
"10983132","908","908","908","2.2922635078430176","2.2922635078430176","2.2922635078430176","","","","","",""
"10984401","","","","","","","876","876","876","0.5665722489356995","0.5665722489356995","0.5665722489356995"
"11005405","","","","","","","878","878","878","0.790513813495636","0.790513813495636","0.790513813495636"
"11011504","910","910","910","3.225806474685669","3.225806474685669","3.225806474685669","","","","","",""
"11035645","","","","","","","880","880","880","0.6962575912475586","0.6962575912475586","0.6962575912475586"
"11041274","912","912","912","2.75","2.75","2.75","","","","","",""
"11063155","","","","","","","882","882","882","0.3787878751754761","0.3787878751754761","0.3787878751754761"
"11066652","914","914","914","2.005730628967285","2.005730628967285","2.005730628967285","","","","","",""
"11088286","","","","","","","884","884","884","0.6430867910385132","0.6430867910385132","0.6430867910385132"
"11092707","916","916","916","3.719008207321167","3.719008207321167","3.719008207321167","","","","","",""
"11116795","","","","","","","886","886","886","0.18796992301940918","0.18796992301940918","0.18796992301940918"
"11124207","918","918","918","1.7094017267227173","1.7094017267227173","1.7094017267227173","","","","","",""
"11145392","","","","","","","888","888","888","0.9033423662185669","0.9033423662185669","0.9033423662185669"
"11152943","920","920","920","3.187251091003418","3.187251091003418","3.187251091003418","","","","","",""
"11171526","922","922","922","3.9603960514068604","3.9603960514068604","3.9603960514068604","","","","","",""
"11174959","","","","","","","890","890","890","0.7380073666572571","0.7380073666572571","0.7380073666572571"
"11201730","924","924","924","3.4567902088165283","3.4567902088165283","3.4567902088165283","","","","","",""
"11205204","","","","","","","892","892","892","0.6902502179145813","0.6902502179145813","0.6902502179145813"
"11228122","926","926","926","3.0726256370544434","3.0726256370544434","3.0726256370544434","","","","","",""
"11234680","","","","","","","894","894","894","0.9199631810188293","0.9199631810188293","0.9199631810188293"
"11254862","928","928","928","4.692081928253174","4.692081928253174","4.692081928253174","","","","","",""
"11258183","","","","","","","896","896","896","1.3559322357177734","1.3559322357177734","1.3559322357177734"
"11280553","930","930","930","4.279600620269775","4.279600620269775","4.279600620269775","","","","","",""
"11283502","","","","","","","898","898","898","0.8247422575950623","0.8247422575950623","0.8247422575950623"
"11299962","932","932","932","2.25563907623291","2.25563907623291","2.25563907623291","","","","","",""
"11317068","","","","","","","900","900","900","2.0684168338775635","2.0684168338775635","2.0684168338775635"
"11326320","934","934","934","2.7972028255462646","2.7972028255462646","2.7972028255462646","","","","","",""
"11347010","","","","","","","902","902","902","1.7730495929718018","1.7730495929718018","1.7730495929718018"
"11350564","936","936","936","3.8805971145629883","3.8805971145629883","3.8805971145629883","","","","","",""
"11375649","","","","","","","904","904","904","1.6822429895401","1.6822429895401","1.6822429895401"
"11378134","938","938","938","4.1720991134643555","4.1720991134643555","4.1720991134643555","","","","","",""
"11402555","","","","","","","906","906","906","1.2012012004852295","1.2012012004852295","1.2012012004852295"
"11414123","940","940","940","1.661474585533142","1.661474585533142","1.661474585533142","","","","","",""
"11430125","","","","","","","908","908","908","2.5267250537872314","2.5267250537872314","2.5267250537872314"
"11443093","942","942","942","2.1621620655059814","2.1621620655059814","2.1621620655059814","","","","","",""
"11457516","","","","","","","910","910","910","2.146341562271118","2.146341562271118","2.146341562271118"
"11471304","944","944","944","2.29007625579834","2.29007625579834","2.29007625579834","","","","","",""
"11488861","","","","","","","912","912","912","1.8136850595474243","1.8136850595474243","1.8136850595474243"
"11501021","946","946","946","2.219482183456421","2.219482183456421","2.219482183456421","","","","","",""
"11511249","","","","","","","914","914","914","0.6928406357765198","0.6928406357765198","0.6928406357765198"
"11532387","948","948","948","2.628434896469116","2.628434896469116","2.628434896469116","","","","","",""
"11540798","","","","","","","916","916","916","1.6157989501953125","1.6157989501953125","1.6157989501953125"
"11550010","950","950","950","2.1459226608276367","2.1459226608276367","2.1459226608276367","","","","","",""
"11565641","","","","","","","918","918","918","0.6376195549964905","0.6376195549964905","0.6376195549964905"
"11574277","952","952","952","3.3639144897460938","3.3639144897460938","3.3639144897460938","","","","","",""
"11592915","","","","","","","920","920","920","0.395256906747818","0.395256906747818","0.395256906747818"
"11601046","954","954","954","1.6064257621765137","1.6064257621765137","1.6064257621765137","","","","","",""
"11616854","","","","","","","922","922","922","0.42507970333099365","0.42507970333099365","0.42507970333099365"
"11621706","956","956","956","3.8062283992767334","3.8062283992767334","3.8062283992767334","","","","","",""
"11641172","958","958","958","3.3457248210906982","3.3457248210906982","3.3457248210906982","","","","","",""
"11647276","","","","","","","924","924","924","0.681430995464325","0.681430995464325","0.681430995464325"
"11661885","960","960","960","2.540834903717041","2.540834903717041","2.540834903717041","","","","","",""
"11674660","","","","","","","926","926","926","0.7736943960189819","0.7736943960189819","0.7736943960189819"
"11685050","962","962","962","4.9766716957092285","4.9766716957092285","4.9766716957092285","","","","","",""
"11699923","","","","","","","928","928","928","1.0905125141143799","1.0905125141143799","1.0905125141143799"
"11719566","964","964","964","2.444444417953491","2.444444417953491","2.444444417953491","","","","","",""
"11728621","","","","","","","930","930","930","2.2684309482574463","2.2684309482574463","2.2684309482574463"
"11743475","966","966","966","3.9755351543426514","3.9755351543426514","3.9755351543426514","","","","","",""
"11755846","","","","","","","932","932","932","0.18726591765880585","0.18726591765880585","0.18726591765880585"
"11769482","968","968","968","4.6831955909729","4.6831955909729","4.6831955909729","","","","","",""
"11781476","","","","","","","934","934","934","0","0","0"
"11797097","970","970","970","2.1857924461364746","2.1857924461364746","2.1857924461364746","","","","","",""
"11805978","","","","","","","936","936","936","1.0764262676239014","1.0764262676239014","1.0764262676239014"
"11825560","972","972","972","3.1168830394744873","3.1168830394744873","3.1168830394744873","","","","","",""
"11833004","","","","","","","938","938","938","0.45829513669013977","0.45829513669013977","0.45829513669013977"
"11853789","974","974","974","4.118403911590576","4.118403911590576","4.118403911590576","","","","","",""
"11867057","","","","","","","940","940","940","0.7980846166610718","0.7980846166610718","0.7980846166610718"
"11878748","976","976","976","1.466275691986084","1.466275691986084","1.466275691986084","","","","","",""
"11891614","","","","","","","942","942","942","0.42918455600738525","0.42918455600738525","0.42918455600738525"
"11904705","978","978","978","2.48962664604187","2.48962664604187","2.48962664604187","","","","","",""
"11923420","","","","","","","944","944","944","1.0126582384109497","1.0126582384109497","1.0126582384109497"
"11929079","980","980","980","3.8805971145629883","3.8805971145629883","3.8805971145629883","","","","","",""
"11951870","","","","","","","946","946","946","0.9578543901443481","0.9578543901443481","0.9578543901443481"
"11957428","982","982","982","3.125","3.125","3.125","","","","","",""
"11979171","","","","","","","948","948","948","0","0","0"
"11985021","984","984","984","3.5665295124053955","3.5665295124053955","3.5665295124053955","","","","","",""
"12008384","","","","","","","950","950","950","0.36900368332862854","0.36900368332862854","0.36900368332862854"
"12011999","986","986","986","3.7889039516448975","3.7889039516448975","3.7889039516448975","","","","","",""
"12033748","","","","","","","952","952","952","1.0172940492630005","1.0172940492630005","1.0172940492630005"
"12038025","988","988","988","3.468208074569702","3.468208074569702","3.468208074569702","","","","","",""
"12061928","990","990","990","3.0864198207855225","3.0864198207855225","3.0864198207855225","","","","","",""
"12063267","","","","","","","954","954","954","0.7111111283302307","0.7111111283302307","0.7111111283302307"
"12085195","992","992","992","3.8399999141693115","3.8399999141693115","3.8399999141693115","","","","","",""
"12090654","","","","","","","956","956","956","1.6901408433914185","1.6901408433914185","1.6901408433914185"
"12106203","994","994","994","5.190311431884766","5.190311431884766","5.190311431884766","","","","","",""
"12120380","","","","","","","958","958","958","1.2808783054351807","1.2808783054351807","1.2808783054351807"
"12130221","996","996","996","3.4321372509002686","3.4321372509002686","3.4321372509002686","","","","","",""
"12148214","","","","","","","960","960","960","1.1417697668075562","1.1417697668075562","1.1417697668075562"
"12156224","998","998","998","2.034883737564087","2.034883737564087","2.034883737564087","","","","","",""
"12177342","","","","","","","962","962","962","0.35555556416511536","0.35555556416511536","0.35555556416511536"
"12185860","1000","1000","1000","4.657179832458496","4.657179832458496","4.657179832458496","","","","","",""
"12204951","","","","","","","964","964","964","0.981354296207428","0.981354296207428","0.981354296207428"
"12216227","1002","1002","1002","3.4525277614593506","3.4525277614593506","3.4525277614593506","","","","","",""
"12227148","","","","","","","966","966","966","1.454545497894287","1.454545497894287","1.454545497894287"
"12240792","1004","1004","1004","2.2116904258728027","2.2116904258728027","2.2116904258728027","","","","","",""
"12256788","","","","","","","968","968","968","0.5400540232658386","0.5400540232658386","0.5400540232658386"
"12266246","1006","1006","1006","3.0211479663848877","3.0211479663848877","3.0211479663848877","","","","","",""
"12286145","","","","","","","970","970","970","0.7187780737876892","0.7187780737876892","0.7187780737876892"
"12292203","1008","1008","1008","3.468208074569702","3.468208074569702","3.468208074569702","","","","","",""
"12315170","","","","","","","972","972","972","1.6468435525894165","1.6468435525894165","1.6468435525894165"
"12316220","1010","1010","1010","1.4947682619094849","1.4947682619094849","1.4947682619094849","","","","","",""
"12345708","","","","","","","974","974","974","0.18099547922611237","0.18099547922611237","0.18099547922611237"
"12346190","1012","1012","1012","2.040816307067871","2.040816307067871","2.040816307067871","","","","","",""
"12365319","1014","1014","1014","2.4263432025909424","2.4263432025909424","2.4263432025909424","","","","","",""
"12376204","","","","","","","976","976","976","1.0859729051589966","1.0859729051589966","1.0859729051589966"
"12390581","1016","1016","1016","1.118881106376648","1.118881106376648","1.118881106376648","","","","","",""
"12397865","","","","","","","978","978","978","0.965018093585968","0.965018093585968","0.965018093585968"
"12409883","1018","1018","1018","3.6429872512817383","3.6429872512817383","3.6429872512817383","","","","","",""
"12424510","","","","","","","980","980","980","0.197628453373909","0.197628453373909","0.197628453373909"
"12429065","1020","1020","1020","3.7931034564971924","3.7931034564971924","3.7931034564971924","","","","","",""
"12454053","1022","1022","1022","4.142011642456055","4.142011642456055","4.142011642456055","","","","","",""
"12455420","","","","","","","982","982","982","0.17123287916183472","0.17123287916183472","0.17123287916183472"
"12482296","1024","1024","1024","5.033112525939941","5.033112525939941","5.033112525939941","","","","","",""
"12482714","","","","","","","984","984","984","0.587084174156189","0.587084174156189","0.587084174156189"
"12502509","1026","1026","1026","5.366726398468018","5.366726398468018","5.366726398468018","","","","","",""
"12506957","","","","","","","986","986","986","0.4352557063102722","0.4352557063102722","0.4352557063102722"
"12526809","1028","1028","1028","3.658536672592163","3.658536672592163","3.658536672592163","","","","","",""
"12539058","","","","","","","988","988","988","0.8361204266548157","0.8361204266548157","0.8361204266548157"
"12549644","1030","1030","1030","6.158833026885986","6.158833026885986","6.158833026885986","","","","","",""
"12565841","","","","","","","990","990","990","0.9910802841186523","0.9910802841186523","0.9910802841186523"
"12569431","1032","1032","1032","3.9007091522216797","3.9007091522216797","3.9007091522216797","","","","","",""
"12590063","","","","","","","992","992","992","0.2166847288608551","0.2166847288608551","0.2166847288608551"
"12597749","1034","1034","1034","4.18848180770874","4.18848180770874","4.18848180770874","","","","","",""
"12614977","","","","","","","994","994","994","0.31185030937194824","0.31185030937194824","0.31185030937194824"
"12624601","1036","1036","1036","3.5961272716522217","3.5961272716522217","3.5961272716522217","","","","","",""
"12642400","","","","","","","996","996","996","4.1020965576171875","4.1020965576171875","4.1020965576171875"
"12644542","1038","1038","1038","3.6429872512817383","3.6429872512817383","3.6429872512817383","","","","","",""
"12660320","1040","1040","1040","3.5476717948913574","3.5476717948913574","3.5476717948913574","","","","","",""
"12671177","","","","","","","998","998","998","2.5615763664245605","2.5615763664245605","2.5615763664245605"
"12680351","1042","1042","1042","1.8181818723678589","1.8181818723678589","1.8181818723678589","","","","","",""
"12700123","","","","","","","1000","1000","1000","1.3562387228012085","1.3562387228012085","1.3562387228012085"
"12703801","1044","1044","1044","3.3762056827545166","3.3762056827545166","3.3762056827545166","","","","","",""
"12723248","","","","","","","1002","1002","1002","1.0893245935440063","1.0893245935440063","1.0893245935440063"
"12731838","1046","1046","1046","3.6939313411712646","3.6939313411712646","3.6939313411712646","","","","","",""
"12752381","","","","","","","1004","1004","1004","0.5581395626068115","0.5581395626068115","0.5581395626068115"
"12755048","1048","1048","1048","1.2618296146392822","1.2618296146392822","1.2618296146392822","","","","","",""
"12774339","1050","1050","1050","2.2813687324523926","2.2813687324523926","2.2813687324523926","","","","","",""
"12780804","","","","","","","1006","1006","1006","0.19379845261573792","0.19379845261573792","0.19379845261573792"
"12805191","1052","1052","1052","2.676398992538452","2.676398992538452","2.676398992538452","","","","","",""
"12805695","","","","","","","1008","1008","1008","0.84477299451828","0.84477299451828","0.84477299451828"
"12829857","","","","","","","1010","1010","1010","0.9740259647369385","0.9740259647369385","0.9740259647369385"
"12835179","1054","1054","1054","2.966625452041626","2.966625452041626","2.966625452041626","","","","","",""
"12856134","","","","","","","1012","1012","1012","0.8238928914070129","0.8238928914070129","0.8238928914070129"
"12859097","1056","1056","1056","2.950310468673706","2.950310468673706","2.950310468673706","","","","","",""
"12877701","1058","1058","1058","1.9607843160629272","1.9607843160629272","1.9607843160629272","","","","","",""
"12889851","","","","","","","1014","1014","1014","0.6541292071342468","0.6541292071342468","0.6541292071342468"
"12903017","1060","1060","1060","2.5677602291107178","2.5677602291107178","2.5677602291107178","","","","","",""
"12921368","","","","","","","1016","1016","1016","0.8354218602180481","0.8354218602180481","0.8354218602180481"
"12932564","1062","1062","1062","2.8795812129974365","2.8795812129974365","2.8795812129974365","","","","","",""
"12953656","","","","","","","1018","1018","1018","0.16736401617527008","0.16736401617527008","0.16736401617527008"
"12955317","1064","1064","1064","1.3179571628570557","1.3179571628570557","1.3179571628570557","","","","","",""
