"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - regularize/tau_entropy","HR-PPO - regularize/tau_entropy__MIN","HR-PPO - regularize/tau_entropy__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - regularize/tau_entropy","PPO - regularize/tau_entropy__MIN","PPO - regularize/tau_entropy__MAX"
"7979013","662","662","662","0.24170267581939697","0.24170267581939697","0.24170267581939697","","","","","",""
"7979249","","","","","","","642","642","642","0.8457874655723572","0.8457874655723572","0.8457874655723572"
"8001860","664","664","664","0.30351340770721436","0.30351340770721436","0.30351340770721436","","","","","",""
"8004667","","","","","","","644","644","644","0.8787480592727661","0.8787480592727661","0.8787480592727661"
"8029277","666","666","666","0.3171413242816925","0.3171413242816925","0.3171413242816925","","","","","",""
"8032059","","","","","","","646","646","646","0.8510823845863342","0.8510823845863342","0.8510823845863342"
"8047683","668","668","668","0.24311749637126923","0.24311749637126923","0.24311749637126923","","","","","",""
"8059138","","","","","","","648","648","648","0.7725107669830322","0.7725107669830322","0.7725107669830322"
"8076679","670","670","670","0.29576414823532104","0.29576414823532104","0.29576414823532104","","","","","",""
"8087214","","","","","","","650","650","650","0.8920412063598633","0.8920412063598633","0.8920412063598633"
"8103629","672","672","672","0.2753252685070038","0.2753252685070038","0.2753252685070038","","","","","",""
"8106714","","","","","","","652","652","652","0.8157632350921631","0.8157632350921631","0.8157632350921631"
"8127366","674","674","674","0.2555571496486664","0.2555571496486664","0.2555571496486664","","","","","",""
"8131904","","","","","","","654","654","654","0.8943400382995605","0.8943400382995605","0.8943400382995605"
"8149926","676","676","676","0.2641430199146271","0.2641430199146271","0.2641430199146271","","","","","",""
"8157877","","","","","","","656","656","656","0.8833112716674805","0.8833112716674805","0.8833112716674805"
"8175572","678","678","678","0.23551438748836517","0.23551438748836517","0.23551438748836517","","","","","",""
"8189911","","","","","","","658","658","658","0.7441878914833069","0.7441878914833069","0.7441878914833069"
"8195813","680","680","680","0.25438109040260315","0.25438109040260315","0.25438109040260315","","","","","",""
"8213814","682","682","682","0.21762502193450928","0.21762502193450928","0.21762502193450928","","","","","",""
"8214616","","","","","","","660","660","660","0.9825660586357117","0.9825660586357117","0.9825660586357117"
"8243146","","","","","","","662","662","662","0.847429633140564","0.847429633140564","0.847429633140564"
"8244247","684","684","684","0.2819526493549347","0.2819526493549347","0.2819526493549347","","","","","",""
"8271833","","","","","","","664","664","664","0.9307030439376831","0.9307030439376831","0.9307030439376831"
"8272583","686","686","686","0.28322920203208923","0.28322920203208923","0.28322920203208923","","","","","",""
"8288839","688","688","688","0.26555579900741577","0.26555579900741577","0.26555579900741577","","","","","",""
"8297936","","","","","","","666","666","666","0.715049147605896","0.715049147605896","0.715049147605896"
"8315238","690","690","690","0.3691421151161194","0.3691421151161194","0.3691421151161194","","","","","",""
"8325966","","","","","","","668","668","668","0.8535192012786865","0.8535192012786865","0.8535192012786865"
"8338630","692","692","692","0.42966601252555847","0.42966601252555847","0.42966601252555847","","","","","",""
"8355709","","","","","","","670","670","670","0.906592071056366","0.906592071056366","0.906592071056366"
"8363890","694","694","694","0.32897302508354187","0.32897302508354187","0.32897302508354187","","","","","",""
"8382150","","","","","","","672","672","672","0.7722523808479309","0.7722523808479309","0.7722523808479309"
"8395189","696","696","696","0.24508599936962128","0.24508599936962128","0.24508599936962128","","","","","",""
"8408648","","","","","","","674","674","674","0.7877948880195618","0.7877948880195618","0.7877948880195618"
"8422348","698","698","698","0.3309774100780487","0.3309774100780487","0.3309774100780487","","","","","",""
"8435763","","","","","","","676","676","676","0.9496537446975708","0.9496537446975708","0.9496537446975708"
"8449261","700","700","700","0.30082011222839355","0.30082011222839355","0.30082011222839355","","","","","",""
"8461569","","","","","","","678","678","678","0.8654277920722961","0.8654277920722961","0.8654277920722961"
"8475009","702","702","702","0.35327935218811035","0.35327935218811035","0.35327935218811035","","","","","",""
"8486370","","","","","","","680","680","680","0.924372136592865","0.924372136592865","0.924372136592865"
"8500088","704","704","704","0.2909785807132721","0.2909785807132721","0.2909785807132721","","","","","",""
"8515592","","","","","","","682","682","682","0.8902741074562073","0.8902741074562073","0.8902741074562073"
"8526173","706","706","706","0.2661396563053131","0.2661396563053131","0.2661396563053131","","","","","",""
"8537138","","","","","","","684","684","684","0.9379426836967468","0.9379426836967468","0.9379426836967468"
"8555898","708","708","708","0.2869378626346588","0.2869378626346588","0.2869378626346588","","","","","",""
"8560631","","","","","","","686","686","686","0.9351783394813538","0.9351783394813538","0.9351783394813538"
"8587121","","","","","","","688","688","688","0.9355276226997375","0.9355276226997375","0.9355276226997375"
"8587291","710","710","710","0.22748082876205444","0.22748082876205444","0.22748082876205444","","","","","",""
"8607499","","","","","","","690","690","690","0.8315832614898682","0.8315832614898682","0.8315832614898682"
"8615996","712","712","712","0.30047428607940674","0.30047428607940674","0.30047428607940674","","","","","",""
"8635279","","","","","","","692","692","692","0.9750118255615234","0.9750118255615234","0.9750118255615234"
"8648406","714","714","714","0.38595151901245117","0.38595151901245117","0.38595151901245117","","","","","",""
"8658216","","","","","","","694","694","694","0.9528104066848755","0.9528104066848755","0.9528104066848755"
"8677365","716","716","716","0.2490660399198532","0.2490660399198532","0.2490660399198532","","","","","",""
"8686687","","","","","","","696","696","696","1.0243289470672607","1.0243289470672607","1.0243289470672607"
"8696347","718","718","718","0.36618947982788086","0.36618947982788086","0.36618947982788086","","","","","",""
"8715503","","","","","","","698","698","698","0.8952181339263916","0.8952181339263916","0.8952181339263916"
"8721566","720","720","720","0.3845251798629761","0.3845251798629761","0.3845251798629761","","","","","",""
"8742551","","","","","","","700","700","700","0.9247207641601562","0.9247207641601562","0.9247207641601562"
"8747706","722","722","722","0.36243149638175964","0.36243149638175964","0.36243149638175964","","","","","",""
"8762831","","","","","","","702","702","702","0.871245801448822","0.871245801448822","0.871245801448822"
"8766367","724","724","724","0.2735649645328522","0.2735649645328522","0.2735649645328522","","","","","",""
"8784439","","","","","","","704","704","704","0.8639242053031921","0.8639242053031921","0.8639242053031921"
"8792085","726","726","726","0.29091644287109375","0.29091644287109375","0.29091644287109375","","","","","",""
"8809354","","","","","","","706","706","706","0.811941921710968","0.811941921710968","0.811941921710968"
"8820768","728","728","728","0.2654094398021698","0.2654094398021698","0.2654094398021698","","","","","",""
"8835502","","","","","","","708","708","708","0.9191781282424927","0.9191781282424927","0.9191781282424927"
"8845537","730","730","730","0.1390320062637329","0.1390320062637329","0.1390320062637329","","","","","",""
"8855752","","","","","","","710","710","710","0.8697397708892822","0.8697397708892822","0.8697397708892822"
"8870243","732","732","732","0.2819669544696808","0.2819669544696808","0.2819669544696808","","","","","",""
"8883531","","","","","","","712","712","712","0.8379346132278442","0.8379346132278442","0.8379346132278442"
"8901513","734","734","734","0.24802955985069275","0.24802955985069275","0.24802955985069275","","","","","",""
"8905693","","","","","","","714","714","714","0.8628174066543579","0.8628174066543579","0.8628174066543579"
"8925247","736","736","736","0.3396840989589691","0.3396840989589691","0.3396840989589691","","","","","",""
"8934580","","","","","","","716","716","716","0.8592862486839294","0.8592862486839294","0.8592862486839294"
"8956929","738","738","738","0.32987940311431885","0.32987940311431885","0.32987940311431885","","","","","",""
"8963790","","","","","","","718","718","718","0.9279981851577759","0.9279981851577759","0.9279981851577759"
"8984151","740","740","740","0.30121302604675293","0.30121302604675293","0.30121302604675293","","","","","",""
"8987544","","","","","","","720","720","720","0.986339807510376","0.986339807510376","0.986339807510376"
"9006717","742","742","742","0.35719209909439087","0.35719209909439087","0.35719209909439087","","","","","",""
"9008552","","","","","","","722","722","722","0.9328169226646423","0.9328169226646423","0.9328169226646423"
"9027056","744","744","744","0.23328395187854767","0.23328395187854767","0.23328395187854767","","","","","",""
"9032245","","","","","","","724","724","724","0.7848729491233826","0.7848729491233826","0.7848729491233826"
"9049320","746","746","746","0.3171173632144928","0.3171173632144928","0.3171173632144928","","","","","",""
"9059390","","","","","","","726","726","726","0.8916667699813843","0.8916667699813843","0.8916667699813843"
"9071521","748","748","748","0.2608207166194916","0.2608207166194916","0.2608207166194916","","","","","",""
"9085561","","","","","","","728","728","728","0.6468909382820129","0.6468909382820129","0.6468909382820129"
"9100584","750","750","750","0.36229008436203003","0.36229008436203003","0.36229008436203003","","","","","",""
"9114136","","","","","","","730","730","730","0.8178638815879822","0.8178638815879822","0.8178638815879822"
"9126717","752","752","752","0.2849655747413635","0.2849655747413635","0.2849655747413635","","","","","",""
"9141684","","","","","","","732","732","732","0.8953198790550232","0.8953198790550232","0.8953198790550232"
"9150865","754","754","754","0.18332011997699738","0.18332011997699738","0.18332011997699738","","","","","",""
"9168206","","","","","","","734","734","734","0.8462035655975342","0.8462035655975342","0.8462035655975342"
"9178623","756","756","756","0.2121018022298813","0.2121018022298813","0.2121018022298813","","","","","",""
"9194740","","","","","","","736","736","736","0.840910792350769","0.840910792350769","0.840910792350769"
"9204830","758","758","758","0.310978502035141","0.310978502035141","0.310978502035141","","","","","",""
"9226044","760","760","760","0.23627175390720367","0.23627175390720367","0.23627175390720367","","","","","",""
"9231715","","","","","","","738","738","738","0.9626445174217224","0.9626445174217224","0.9626445174217224"
"9249235","762","762","762","0.2914751470088959","0.2914751470088959","0.2914751470088959","","","","","",""
"9259661","","","","","","","740","740","740","0.9408913254737854","0.9408913254737854","0.9408913254737854"
"9276341","764","764","764","0.326425701379776","0.326425701379776","0.326425701379776","","","","","",""
"9287887","","","","","","","742","742","742","0.9664686322212219","0.9664686322212219","0.9664686322212219"
"9304684","766","766","766","0.2565576434135437","0.2565576434135437","0.2565576434135437","","","","","",""
"9310862","","","","","","","744","744","744","0.7054414749145508","0.7054414749145508","0.7054414749145508"
"9327021","768","768","768","0.330804705619812","0.330804705619812","0.330804705619812","","","","","",""
"9338337","","","","","","","746","746","746","0.9171087741851807","0.9171087741851807","0.9171087741851807"
"9351250","770","770","770","0.3379780352115631","0.3379780352115631","0.3379780352115631","","","","","",""
"9369735","","","","","","","748","748","748","1.0009143352508545","1.0009143352508545","1.0009143352508545"
"9372321","772","772","772","0.2778242528438568","0.2778242528438568","0.2778242528438568","","","","","",""
"9392178","774","774","774","0.3727322816848755","0.3727322816848755","0.3727322816848755","","","","","",""
"9400608","","","","","","","750","750","750","0.7705574035644531","0.7705574035644531","0.7705574035644531"
"9418549","776","776","776","0.28104689717292786","0.28104689717292786","0.28104689717292786","","","","","",""
"9433851","","","","","","","752","752","752","0.8811079263687134","0.8811079263687134","0.8811079263687134"
"9447780","778","778","778","0.2019854485988617","0.2019854485988617","0.2019854485988617","","","","","",""
"9461189","","","","","","","754","754","754","0.8549404144287109","0.8549404144287109","0.8549404144287109"
"9469757","780","780","780","0.3061409294605255","0.3061409294605255","0.3061409294605255","","","","","",""
"9486767","","","","","","","756","756","756","0.8758792281150818","0.8758792281150818","0.8758792281150818"
"9498061","782","782","782","0.31489261984825134","0.31489261984825134","0.31489261984825134","","","","","",""
"9515332","","","","","","","758","758","758","0.8617690801620483","0.8617690801620483","0.8617690801620483"
"9523296","784","784","784","0.30453863739967346","0.30453863739967346","0.30453863739967346","","","","","",""
"9539942","","","","","","","760","760","760","0.8643946051597595","0.8643946051597595","0.8643946051597595"
"9545810","786","786","786","0.28926604986190796","0.28926604986190796","0.28926604986190796","","","","","",""
"9565993","","","","","","","762","762","762","0.9497600197792053","0.9497600197792053","0.9497600197792053"
"9573333","788","788","788","0.34531816840171814","0.34531816840171814","0.34531816840171814","","","","","",""
"9591582","","","","","","","764","764","764","0.9211850166320801","0.9211850166320801","0.9211850166320801"
"9596493","790","790","790","0.30122101306915283","0.30122101306915283","0.30122101306915283","","","","","",""
"9617026","","","","","","","766","766","766","0.8626947999000549","0.8626947999000549","0.8626947999000549"
"9620589","792","792","792","0.39709722995758057","0.39709722995758057","0.39709722995758057","","","","","",""
"9643107","794","794","794","0.26574334502220154","0.26574334502220154","0.26574334502220154","","","","","",""
"9645287","","","","","","","768","768","768","0.8667274117469788","0.8667274117469788","0.8667274117469788"
"9674420","796","796","796","0.29306042194366455","0.29306042194366455","0.29306042194366455","","","","","",""
"9675811","","","","","","","770","770","770","0.8922170400619507","0.8922170400619507","0.8922170400619507"
"9697864","","","","","","","772","772","772","0.8792127966880798","0.8792127966880798","0.8792127966880798"
"9698304","798","798","798","0.27726227045059204","0.27726227045059204","0.27726227045059204","","","","","",""
"9723894","","","","","","","774","774","774","0.9442499876022339","0.9442499876022339","0.9442499876022339"
"9727263","800","800","800","0.2856064438819885","0.2856064438819885","0.2856064438819885","","","","","",""
"9747226","","","","","","","776","776","776","0.923348605632782","0.923348605632782","0.923348605632782"
"9754007","802","802","802","0.40011513233184814","0.40011513233184814","0.40011513233184814","","","","","",""
"9775793","","","","","","","778","778","778","0.8970233201980591","0.8970233201980591","0.8970233201980591"
"9782398","804","804","804","0.3031330704689026","0.3031330704689026","0.3031330704689026","","","","","",""
"9800883","","","","","","","780","780","780","0.8918620944023132","0.8918620944023132","0.8918620944023132"
"9809213","806","806","806","0.24674668908119202","0.24674668908119202","0.24674668908119202","","","","","",""
"9827382","","","","","","","782","782","782","1.6955476999282837","1.6955476999282837","1.6955476999282837"
"9838761","818","818","818","0.32373571395874023","0.32373571395874023","0.32373571395874023","","","","","",""
"9860309","","","","","","","784","784","784","0.8376275897026062","0.8376275897026062","0.8376275897026062"
"9863736","820","820","820","0.18591973185539246","0.18591973185539246","0.18591973185539246","","","","","",""
"9885385","","","","","","","786","786","786","0.8349226117134094","0.8349226117134094","0.8349226117134094"
"9889735","822","822","822","0.3481462299823761","0.3481462299823761","0.3481462299823761","","","","","",""
"9913480","","","","","","","788","788","788","0.820168137550354","0.820168137550354","0.820168137550354"
"9916840","824","824","824","0.29636427760124207","0.29636427760124207","0.29636427760124207","","","","","",""
"9938259","826","826","826","0.31518349051475525","0.31518349051475525","0.31518349051475525","","","","","",""
"9942062","","","","","","","790","790","790","0.8234748244285583","0.8234748244285583","0.8234748244285583"
"9962299","828","828","828","0.2746007442474365","0.2746007442474365","0.2746007442474365","","","","","",""
"9972577","","","","","","","792","792","792","0.8438119888305664","0.8438119888305664","0.8438119888305664"
"9988193","830","830","830","0.3055025637149811","0.3055025637149811","0.3055025637149811","","","","","",""
"9998763","","","","","","","794","794","794","0.870720386505127","0.870720386505127","0.870720386505127"
"10012050","832","832","832","0.29346174001693726","0.29346174001693726","0.29346174001693726","","","","","",""
"10024069","","","","","","","796","796","796","0.8030089735984802","0.8030089735984802","0.8030089735984802"
"10034708","834","834","834","0.4118066728115082","0.4118066728115082","0.4118066728115082","","","","","",""
"10055721","836","836","836","0.3268733620643616","0.3268733620643616","0.3268733620643616","","","","","",""
"10056392","","","","","","","798","798","798","0.9611026644706726","0.9611026644706726","0.9611026644706726"
"10082425","","","","","","","800","800","800","0.7609264254570007","0.7609264254570007","0.7609264254570007"
"10086236","838","838","838","0.2173483818769455","0.2173483818769455","0.2173483818769455","","","","","",""
"10105666","","","","","","","802","802","802","0.9105585217475891","0.9105585217475891","0.9105585217475891"
"10115160","840","840","840","0.2464464157819748","0.2464464157819748","0.2464464157819748","","","","","",""
"10128399","","","","","","","804","804","804","0.8180403113365173","0.8180403113365173","0.8180403113365173"
"10137149","842","842","842","0.33777427673339844","0.33777427673339844","0.33777427673339844","","","","","",""
"10152559","","","","","","","806","806","806","0.8968105912208557","0.8968105912208557","0.8968105912208557"
"10165845","844","844","844","0.3310666084289551","0.3310666084289551","0.3310666084289551","","","","","",""
"10183515","","","","","","","818","818","818","0.8061406016349792","0.8061406016349792","0.8061406016349792"
"10189688","846","846","846","0.27668845653533936","0.27668845653533936","0.27668845653533936","","","","","",""
"10211464","","","","","","","820","820","820","0.8872105479240417","0.8872105479240417","0.8872105479240417"
"10217795","848","848","848","0.45566701889038086","0.45566701889038086","0.45566701889038086","","","","","",""
"10240682","","","","","","","822","822","822","0.9115493297576904","0.9115493297576904","0.9115493297576904"
"10243697","850","850","850","0.24406379461288452","0.24406379461288452","0.24406379461288452","","","","","",""
"10267775","","","","","","","824","824","824","0.8604761958122253","0.8604761958122253","0.8604761958122253"
"10268065","852","852","852","0.458752304315567","0.458752304315567","0.458752304315567","","","","","",""
"10289568","","","","","","","826","826","826","0.9035738706588745","0.9035738706588745","0.9035738706588745"
"10293915","854","854","854","0.3744897246360779","0.3744897246360779","0.3744897246360779","","","","","",""
"10313534","856","856","856","0.27931922674179077","0.27931922674179077","0.27931922674179077","","","","","",""
"10314325","","","","","","","828","828","828","0.968697190284729","0.968697190284729","0.968697190284729"
"10338982","858","858","858","0.2824483811855316","0.2824483811855316","0.2824483811855316","","","","","",""
"10343557","","","","","","","830","830","830","0.8785588145256042","0.8785588145256042","0.8785588145256042"
"10368917","","","","","","","832","832","832","0.806285560131073","0.806285560131073","0.806285560131073"
"10369939","860","860","860","0.2714715898036957","0.2714715898036957","0.2714715898036957","","","","","",""
"10394795","","","","","","","834","834","834","0.6589508652687073","0.6589508652687073","0.6589508652687073"
"10395631","862","862","862","0.2888144254684448","0.2888144254684448","0.2888144254684448","","","","","",""
"10415140","","","","","","","836","836","836","1.0850541591644287","1.0850541591644287","1.0850541591644287"
"10418579","864","864","864","0.27069106698036194","0.27069106698036194","0.27069106698036194","","","","","",""
"10439350","866","866","866","0.24737226963043213","0.24737226963043213","0.24737226963043213","","","","","",""
"10444562","","","","","","","838","838","838","0.8452572226524353","0.8452572226524353","0.8452572226524353"
"10468679","868","868","868","0.28477755188941956","0.28477755188941956","0.28477755188941956","","","","","",""
"10476130","","","","","","","840","840","840","0.9056850671768188","0.9056850671768188","0.9056850671768188"
"10493793","870","870","870","0.2640213668346405","0.2640213668346405","0.2640213668346405","","","","","",""
"10507460","","","","","","","842","842","842","0.9177082180976868","0.9177082180976868","0.9177082180976868"
"10513489","872","872","872","0.28838199377059937","0.28838199377059937","0.28838199377059937","","","","","",""
"10534712","874","874","874","0.30436971783638","0.30436971783638","0.30436971783638","","","","","",""
"10537282","","","","","","","844","844","844","0.7966763377189636","0.7966763377189636","0.7966763377189636"
"10565165","","","","","","","846","846","846","0.9225718975067139","0.9225718975067139","0.9225718975067139"
"10567722","876","876","876","0.3234793543815613","0.3234793543815613","0.3234793543815613","","","","","",""
"10590201","","","","","","","848","848","848","0.9006136059761047","0.9006136059761047","0.9006136059761047"
"10593021","878","878","878","0.2750937044620514","0.2750937044620514","0.2750937044620514","","","","","",""
"10615963","","","","","","","850","850","850","0.9220688939094543","0.9220688939094543","0.9220688939094543"
"10616415","880","880","880","0.2906592786312103","0.2906592786312103","0.2906592786312103","","","","","",""
"10645749","882","882","882","0.2823624014854431","0.2823624014854431","0.2823624014854431","","","","","",""
"10647400","","","","","","","852","852","852","0.8526241183280945","0.8526241183280945","0.8526241183280945"
"10668980","884","884","884","0.3363448977470398","0.3363448977470398","0.3363448977470398","","","","","",""
"10677614","","","","","","","854","854","854","0.8776103854179382","0.8776103854179382","0.8776103854179382"
"10693780","886","886","886","0.304609090089798","0.304609090089798","0.304609090089798","","","","","",""
"10711778","","","","","","","856","856","856","1.08060884475708","1.08060884475708","1.08060884475708"
"10716752","888","888","888","0.2734975516796112","0.2734975516796112","0.2734975516796112","","","","","",""
"10741575","","","","","","","858","858","858","0.8698537945747375","0.8698537945747375","0.8698537945747375"
"10743393","890","890","890","0.2770099639892578","0.2770099639892578","0.2770099639892578","","","","","",""
"10767930","892","892","892","0.22626906633377075","0.22626906633377075","0.22626906633377075","","","","","",""
"10768363","","","","","","","860","860","860","0.8292800188064575","0.8292800188064575","0.8292800188064575"
"10793199","","","","","","","862","862","862","0.8688451051712036","0.8688451051712036","0.8688451051712036"
"10793221","894","894","894","0.30596065521240234","0.30596065521240234","0.30596065521240234","","","","","",""
"10811846","896","896","896","0.23998257517814636","0.23998257517814636","0.23998257517814636","","","","","",""
"10820104","","","","","","","864","864","864","0.7281573414802551","0.7281573414802551","0.7281573414802551"
"10844629","","","","","","","866","866","866","0.710120677947998","0.710120677947998","0.710120677947998"
"10845795","898","898","898","0.3169043958187103","0.3169043958187103","0.3169043958187103","","","","","",""
"10871296","","","","","","","868","868","868","0.8572935461997986","0.8572935461997986","0.8572935461997986"
"10878363","900","900","900","0.3202131390571594","0.3202131390571594","0.3202131390571594","","","","","",""
"10897659","902","902","902","0.22454194724559784","0.22454194724559784","0.22454194724559784","","","","","",""
"10901067","","","","","","","870","870","870","1.085568904876709","1.085568904876709","1.085568904876709"
"10930091","","","","","","","872","872","872","0.9408576488494873","0.9408576488494873","0.9408576488494873"
"10932435","904","904","904","0.27511492371559143","0.27511492371559143","0.27511492371559143","","","","","",""
"10956829","","","","","","","874","874","874","0.9366195201873779","0.9366195201873779","0.9366195201873779"
"10958219","906","906","906","0.2631043791770935","0.2631043791770935","0.2631043791770935","","","","","",""
"10983132","908","908","908","0.32374849915504456","0.32374849915504456","0.32374849915504456","","","","","",""
"10984401","","","","","","","876","876","876","0.840674877166748","0.840674877166748","0.840674877166748"
"11005405","","","","","","","878","878","878","0.8841821551322937","0.8841821551322937","0.8841821551322937"
"11011504","910","910","910","0.2611391544342041","0.2611391544342041","0.2611391544342041","","","","","",""
"11035645","","","","","","","880","880","880","0.9637056589126587","0.9637056589126587","0.9637056589126587"
"11041274","912","912","912","0.2868044674396515","0.2868044674396515","0.2868044674396515","","","","","",""
"11063155","","","","","","","882","882","882","0.8762158155441284","0.8762158155441284","0.8762158155441284"
"11066652","914","914","914","0.29121482372283936","0.29121482372283936","0.29121482372283936","","","","","",""
"11088286","","","","","","","884","884","884","0.8769972324371338","0.8769972324371338","0.8769972324371338"
"11092707","916","916","916","0.2292919009923935","0.2292919009923935","0.2292919009923935","","","","","",""
"11116795","","","","","","","886","886","886","1.0624516010284424","1.0624516010284424","1.0624516010284424"
"11124207","918","918","918","0.2710381746292114","0.2710381746292114","0.2710381746292114","","","","","",""
"11145392","","","","","","","888","888","888","0.8270038962364197","0.8270038962364197","0.8270038962364197"
"11152943","920","920","920","0.42017504572868347","0.42017504572868347","0.42017504572868347","","","","","",""
"11171526","922","922","922","0.2981986403465271","0.2981986403465271","0.2981986403465271","","","","","",""
"11174959","","","","","","","890","890","890","0.8669591546058655","0.8669591546058655","0.8669591546058655"
"11201730","924","924","924","0.31249096989631653","0.31249096989631653","0.31249096989631653","","","","","",""
"11205204","","","","","","","892","892","892","0.8074110150337219","0.8074110150337219","0.8074110150337219"
"11228122","926","926","926","0.2758169174194336","0.2758169174194336","0.2758169174194336","","","","","",""
"11234680","","","","","","","894","894","894","0.9429884552955627","0.9429884552955627","0.9429884552955627"
"11254862","928","928","928","0.19581346213817596","0.19581346213817596","0.19581346213817596","","","","","",""
"11258183","","","","","","","896","896","896","1.0397074222564697","1.0397074222564697","1.0397074222564697"
"11280553","930","930","930","0.2707675099372864","0.2707675099372864","0.2707675099372864","","","","","",""
"11283502","","","","","","","898","898","898","0.8894838094711304","0.8894838094711304","0.8894838094711304"
"11299962","932","932","932","0.324748694896698","0.324748694896698","0.324748694896698","","","","","",""
"11317068","","","","","","","900","900","900","0.9955289363861084","0.9955289363861084","0.9955289363861084"
"11326320","934","934","934","0.32252609729766846","0.32252609729766846","0.32252609729766846","","","","","",""
"11347010","","","","","","","902","902","902","1.055376410484314","1.055376410484314","1.055376410484314"
"11350564","936","936","936","0.3527788519859314","0.3527788519859314","0.3527788519859314","","","","","",""
"11375649","","","","","","","904","904","904","0.9225233793258667","0.9225233793258667","0.9225233793258667"
"11378134","938","938","938","0.2782312333583832","0.2782312333583832","0.2782312333583832","","","","","",""
"11402555","","","","","","","906","906","906","0.7920392155647278","0.7920392155647278","0.7920392155647278"
"11414123","940","940","940","0.3161952495574951","0.3161952495574951","0.3161952495574951","","","","","",""
"11430125","","","","","","","908","908","908","0.48279455304145813","0.48279455304145813","0.48279455304145813"
"11443093","942","942","942","0.28763195872306824","0.28763195872306824","0.28763195872306824","","","","","",""
"11457516","","","","","","","910","910","910","0.8570880889892578","0.8570880889892578","0.8570880889892578"
"11471304","944","944","944","0.27918022871017456","0.27918022871017456","0.27918022871017456","","","","","",""
"11488861","","","","","","","912","912","912","0.8781248331069946","0.8781248331069946","0.8781248331069946"
"11501021","946","946","946","0.42804887890815735","0.42804887890815735","0.42804887890815735","","","","","",""
"11511249","","","","","","","914","914","914","0.9186347126960754","0.9186347126960754","0.9186347126960754"
"11532387","948","948","948","0.25973841547966003","0.25973841547966003","0.25973841547966003","","","","","",""
"11540798","","","","","","","916","916","916","0.9663516283035278","0.9663516283035278","0.9663516283035278"
"11550010","950","950","950","0.26059502363204956","0.26059502363204956","0.26059502363204956","","","","","",""
"11565641","","","","","","","918","918","918","1.007997989654541","1.007997989654541","1.007997989654541"
"11574277","952","952","952","0.3260051906108856","0.3260051906108856","0.3260051906108856","","","","","",""
"11592915","","","","","","","920","920","920","1.012168526649475","1.012168526649475","1.012168526649475"
"11601046","954","954","954","0.3036142587661743","0.3036142587661743","0.3036142587661743","","","","","",""
"11616854","","","","","","","922","922","922","0.9631091356277466","0.9631091356277466","0.9631091356277466"
"11621706","956","956","956","0.3027796447277069","0.3027796447277069","0.3027796447277069","","","","","",""
"11641172","958","958","958","0.38198187947273254","0.38198187947273254","0.38198187947273254","","","","","",""
"11647276","","","","","","","924","924","924","0.9389676451683044","0.9389676451683044","0.9389676451683044"
"11661885","960","960","960","0.22962474822998047","0.22962474822998047","0.22962474822998047","","","","","",""
"11674660","","","","","","","926","926","926","0.8620466589927673","0.8620466589927673","0.8620466589927673"
"11685050","962","962","962","0.2539795935153961","0.2539795935153961","0.2539795935153961","","","","","",""
"11699923","","","","","","","928","928","928","0.8178746104240417","0.8178746104240417","0.8178746104240417"
"11719566","964","964","964","0.32807832956314087","0.32807832956314087","0.32807832956314087","","","","","",""
"11728621","","","","","","","930","930","930","0.9064302444458008","0.9064302444458008","0.9064302444458008"
"11743475","966","966","966","0.2931630313396454","0.2931630313396454","0.2931630313396454","","","","","",""
"11755846","","","","","","","932","932","932","0.7826472520828247","0.7826472520828247","0.7826472520828247"
"11769482","968","968","968","0.331813246011734","0.331813246011734","0.331813246011734","","","","","",""
"11781476","","","","","","","934","934","934","0.916149377822876","0.916149377822876","0.916149377822876"
"11797097","970","970","970","0.3329351544380188","0.3329351544380188","0.3329351544380188","","","","","",""
"11805978","","","","","","","936","936","936","0.714056670665741","0.714056670665741","0.714056670665741"
"11825560","972","972","972","0.2877710461616516","0.2877710461616516","0.2877710461616516","","","","","",""
"11833004","","","","","","","938","938","938","0.9099168181419373","0.9099168181419373","0.9099168181419373"
"11853789","974","974","974","0.31262320280075073","0.31262320280075073","0.31262320280075073","","","","","",""
"11867057","","","","","","","940","940","940","0.8616300821304321","0.8616300821304321","0.8616300821304321"
"11878748","976","976","976","0.29081323742866516","0.29081323742866516","0.29081323742866516","","","","","",""
"11891614","","","","","","","942","942","942","1.3267662525177002","1.3267662525177002","1.3267662525177002"
"11904705","978","978","978","0.2777426540851593","0.2777426540851593","0.2777426540851593","","","","","",""
"11923420","","","","","","","944","944","944","0.8557426333427429","0.8557426333427429","0.8557426333427429"
"11929079","980","980","980","0.3070509135723114","0.3070509135723114","0.3070509135723114","","","","","",""
"11951870","","","","","","","946","946","946","0.6777083873748779","0.6777083873748779","0.6777083873748779"
"11957428","982","982","982","0.24040746688842773","0.24040746688842773","0.24040746688842773","","","","","",""
"11979171","","","","","","","948","948","948","0.8593533635139465","0.8593533635139465","0.8593533635139465"
"11985021","984","984","984","0.2769194543361664","0.2769194543361664","0.2769194543361664","","","","","",""
"12008384","","","","","","","950","950","950","0.8750473260879517","0.8750473260879517","0.8750473260879517"
"12011999","986","986","986","0.24017684161663055","0.24017684161663055","0.24017684161663055","","","","","",""
