"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - regularize/tau_entropy","HR-PPO - regularize/tau_entropy__MIN","HR-PPO - regularize/tau_entropy__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - regularize/tau_entropy","PPO - regularize/tau_entropy__MIN","PPO - regularize/tau_entropy__MAX"
"14426998","1180","1180","1180","0.3054024875164032","0.3054024875164032","0.3054024875164032","","","","","",""
"14442072","","","","","","","1126","1126","1126","0.9292919039726257","0.9292919039726257","0.9292919039726257"
"14454682","1182","1182","1182","0.4364697337150574","0.4364697337150574","0.4364697337150574","","","","","",""
"14469324","","","","","","","1128","1128","1128","0.9864838719367981","0.9864838719367981","0.9864838719367981"
"14473507","1184","1184","1184","0.2026052176952362","0.2026052176952362","0.2026052176952362","","","","","",""
"14493721","1186","1186","1186","0.316415011882782","0.316415011882782","0.316415011882782","","","","","",""
"14500923","","","","","","","1130","1130","1130","0.8564451932907104","0.8564451932907104","0.8564451932907104"
"14526569","","","","","","","1132","1132","1132","0.9071622490882874","0.9071622490882874","0.9071622490882874"
"14528029","1188","1188","1188","0.38983070850372314","0.38983070850372314","0.38983070850372314","","","","","",""
"14551359","1190","1190","1190","0.9101094007492065","0.9101094007492065","0.9101094007492065","","","","","",""
"14552104","","","","","","","1134","1134","1134","0.7512016296386719","0.7512016296386719","0.7512016296386719"
"14573318","1192","1192","1192","0.31324246525764465","0.31324246525764465","0.31324246525764465","","","","","",""
"14575338","","","","","","","1136","1136","1136","0.9204534888267517","0.9204534888267517","0.9204534888267517"
"14601545","","","","","","","1138","1138","1138","0.9717316627502441","0.9717316627502441","0.9717316627502441"
"14603697","1194","1194","1194","0.31633877754211426","0.31633877754211426","0.31633877754211426","","","","","",""
"14624913","","","","","","","1140","1140","1140","1.0744411945343018","1.0744411945343018","1.0744411945343018"
"14633406","1196","1196","1196","0.2885233461856842","0.2885233461856842","0.2885233461856842","","","","","",""
"14651894","1198","1198","1198","0.18918001651763916","0.18918001651763916","0.18918001651763916","","","","","",""
"14654661","","","","","","","1142","1142","1142","1.0672146081924438","1.0672146081924438","1.0672146081924438"
"14679160","1200","1200","1200","0.2412075400352478","0.2412075400352478","0.2412075400352478","","","","","",""
"14679779","","","","","","","1144","1144","1144","0.9734564423561096","0.9734564423561096","0.9734564423561096"
"14706696","1202","1202","1202","0.31434616446495056","0.31434616446495056","0.31434616446495056","","","","","",""
"14707285","","","","","","","1146","1146","1146","0.9764540791511536","0.9764540791511536","0.9764540791511536"
"14729436","","","","","","","1148","1148","1148","0.8715787529945374","0.8715787529945374","0.8715787529945374"
"14734783","1204","1204","1204","0.2518441379070282","0.2518441379070282","0.2518441379070282","","","","","",""
"14755585","1206","1206","1206","0.2631092071533203","0.2631092071533203","0.2631092071533203","","","","","",""
"14760326","","","","","","","1150","1150","1150","0.985183596611023","0.985183596611023","0.985183596611023"
"14785452","1208","1208","1208","0.28682366013526917","0.28682366013526917","0.28682366013526917","","","","","",""
"14785453","","","","","","","1152","1152","1152","0.855679988861084","0.855679988861084","0.855679988861084"
"14811961","1210","1210","1210","0.2696136236190796","0.2696136236190796","0.2696136236190796","","","","","",""
"14813847","","","","","","","1154","1154","1154","0.8448077440261841","0.8448077440261841","0.8448077440261841"
"14834418","1212","1212","1212","0.2448979616165161","0.2448979616165161","0.2448979616165161","","","","","",""
"14846350","","","","","","","1156","1156","1156","0.9614431858062744","0.9614431858062744","0.9614431858062744"
"14861440","1214","1214","1214","0.25822269916534424","0.25822269916534424","0.25822269916534424","","","","","",""
"14872094","","","","","","","1158","1158","1158","0.9286980628967285","0.9286980628967285","0.9286980628967285"
"14887247","1216","1216","1216","0.2730269432067871","0.2730269432067871","0.2730269432067871","","","","","",""
"14899251","","","","","","","1160","1160","1160","0.9775013327598572","0.9775013327598572","0.9775013327598572"
"14911258","1228","1228","1228","0.32130977511405945","0.32130977511405945","0.32130977511405945","","","","","",""
"14931287","","","","","","","1162","1162","1162","1.2641246318817139","1.2641246318817139","1.2641246318817139"
"14938960","1230","1230","1230","0.3003867268562317","0.3003867268562317","0.3003867268562317","","","","","",""
"14957761","","","","","","","1164","1164","1164","0.9452216029167175","0.9452216029167175","0.9452216029167175"
"14963973","1232","1232","1232","0.2516612410545349","0.2516612410545349","0.2516612410545349","","","","","",""
"14983021","","","","","","","1166","1166","1166","0.9229525327682495","0.9229525327682495","0.9229525327682495"
"14984806","1234","1234","1234","0.2861382067203522","0.2861382067203522","0.2861382067203522","","","","","",""
"15008757","1236","1236","1236","0.2593575119972229","0.2593575119972229","0.2593575119972229","","","","","",""
"15009102","","","","","","","1168","1168","1168","0.8098902106285095","0.8098902106285095","0.8098902106285095"
"15027906","1238","1238","1238","0.29034101963043213","0.29034101963043213","0.29034101963043213","","","","","",""
"15031582","","","","","","","1170","1170","1170","0.9257645010948181","0.9257645010948181","0.9257645010948181"
"15057106","1240","1240","1240","0.2845761477947235","0.2845761477947235","0.2845761477947235","","","","","",""
"15063457","","","","","","","1172","1172","1172","0.9397855401039124","0.9397855401039124","0.9397855401039124"
"15080732","1242","1242","1242","0.23919592797756195","0.23919592797756195","0.23919592797756195","","","","","",""
"15094306","","","","","","","1174","1174","1174","0.8960456252098083","0.8960456252098083","0.8960456252098083"
"15111274","1244","1244","1244","0.2954781949520111","0.2954781949520111","0.2954781949520111","","","","","",""
"15119864","","","","","","","1176","1176","1176","0.787297785282135","0.787297785282135","0.787297785282135"
"15137262","1246","1246","1246","0.20778749883174896","0.20778749883174896","0.20778749883174896","","","","","",""
"15146515","","","","","","","1178","1178","1178","0.8558579087257385","0.8558579087257385","0.8558579087257385"
"15162326","1248","1248","1248","0.2548624873161316","0.2548624873161316","0.2548624873161316","","","","","",""
"15176333","","","","","","","1180","1180","1180","0.9131773710250854","0.9131773710250854","0.9131773710250854"
"15185128","1250","1250","1250","0.29908499121665955","0.29908499121665955","0.29908499121665955","","","","","",""
"15204107","","","","","","","1182","1182","1182","0.821452796459198","0.821452796459198","0.821452796459198"
"15211026","1252","1252","1252","0.24732144176959991","0.24732144176959991","0.24732144176959991","","","","","",""
"15230520","","","","","","","1184","1184","1184","0.9518002271652222","0.9518002271652222","0.9518002271652222"
"15231862","1254","1254","1254","0.21964921057224274","0.21964921057224274","0.21964921057224274","","","","","",""
"15255947","","","","","","","1186","1186","1186","0.9650352001190186","0.9650352001190186","0.9650352001190186"
"15259420","1256","1256","1256","0.3614134192466736","0.3614134192466736","0.3614134192466736","","","","","",""
"15283450","","","","","","","1188","1188","1188","0.8611427545547485","0.8611427545547485","0.8611427545547485"
"15286104","1258","1258","1258","0.3482935428619385","0.3482935428619385","0.3482935428619385","","","","","",""
"15311805","1260","1260","1260","0.2513675093650818","0.2513675093650818","0.2513675093650818","","","","","",""
"15313051","","","","","","","1190","1190","1190","1.008922815322876","1.008922815322876","1.008922815322876"
"15336562","","","","","","","1192","1192","1192","0.9528931975364685","0.9528931975364685","0.9528931975364685"
"15341547","1262","1262","1262","0.2792477607727051","0.2792477607727051","0.2792477607727051","","","","","",""
"15367325","1264","1264","1264","0.20123903453350067","0.20123903453350067","0.20123903453350067","","","","","",""
"15372617","","","","","","","1194","1194","1194","0.9649057984352112","0.9649057984352112","0.9649057984352112"
"15390013","1266","1266","1266","0.29156720638275146","0.29156720638275146","0.29156720638275146","","","","","",""
"15396331","","","","","","","1196","1196","1196","0.9227448105812073","0.9227448105812073","0.9227448105812073"
"15415018","1268","1268","1268","0.3709838092327118","0.3709838092327118","0.3709838092327118","","","","","",""
"15419566","","","","","","","1198","1198","1198","0.8449505567550659","0.8449505567550659","0.8449505567550659"
"15439260","1270","1270","1270","0.2465057373046875","0.2465057373046875","0.2465057373046875","","","","","",""
"15447712","","","","","","","1200","1200","1200","0.9044203758239746","0.9044203758239746","0.9044203758239746"
"15471829","1272","1272","1272","0.3106106221675873","0.3106106221675873","0.3106106221675873","","","","","",""
"15477817","","","","","","","1202","1202","1202","0.8610506057739258","0.8610506057739258","0.8610506057739258"
"15499403","1274","1274","1274","0.24150723218917847","0.24150723218917847","0.24150723218917847","","","","","",""
"15503308","","","","","","","1204","1204","1204","0.8356054425239563","0.8356054425239563","0.8356054425239563"
"15523545","1276","1276","1276","0.3455447256565094","0.3455447256565094","0.3455447256565094","","","","","",""
"15531104","","","","","","","1206","1206","1206","0.8749777674674988","0.8749777674674988","0.8749777674674988"
"15557961","","","","","","","1208","1208","1208","0.9165421724319458","0.9165421724319458","0.9165421724319458"
"15559029","1278","1278","1278","0.23076361417770386","0.23076361417770386","0.23076361417770386","","","","","",""
"15582407","1280","1280","1280","0.28511151671409607","0.28511151671409607","0.28511151671409607","","","","","",""
"15585068","","","","","","","1210","1210","1210","0.8910888433456421","0.8910888433456421","0.8910888433456421"
"15612097","1282","1282","1282","0.30177003145217896","0.30177003145217896","0.30177003145217896","","","","","",""
"15615327","","","","","","","1212","1212","1212","0.9152476787567139","0.9152476787567139","0.9152476787567139"
"15640295","","","","","","","1214","1214","1214","0.8548400402069092","0.8548400402069092","0.8548400402069092"
"15645211","1284","1284","1284","0.3149809241294861","0.3149809241294861","0.3149809241294861","","","","","",""
"15667154","","","","","","","1216","1216","1216","0.9095070362091064","0.9095070362091064","0.9095070362091064"
"15674004","1286","1286","1286","0.21806585788726807","0.21806585788726807","0.21806585788726807","","","","","",""
"15694679","","","","","","","1228","1228","1228","0.8854873776435852","0.8854873776435852","0.8854873776435852"
"15700634","1288","1288","1288","0.16299866139888763","0.16299866139888763","0.16299866139888763","","","","","",""
"15717589","","","","","","","1230","1230","1230","0.8490412831306458","0.8490412831306458","0.8490412831306458"
"15724671","1290","1290","1290","0.12224404513835907","0.12224404513835907","0.12224404513835907","","","","","",""
"15745146","","","","","","","1232","1232","1232","0.8259395360946655","0.8259395360946655","0.8259395360946655"
"15748453","1292","1292","1292","0.3104742169380188","0.3104742169380188","0.3104742169380188","","","","","",""
"15773394","1294","1294","1294","0.3107011616230011","0.3107011616230011","0.3107011616230011","","","","","",""
"15773632","","","","","","","1234","1234","1234","0.8724550008773804","0.8724550008773804","0.8724550008773804"
"15794992","1296","1296","1296","0.34619343280792236","0.34619343280792236","0.34619343280792236","","","","","",""
"15805935","","","","","","","1236","1236","1236","0.8385756611824036","0.8385756611824036","0.8385756611824036"
"15823013","1298","1298","1298","0.3096766173839569","0.3096766173839569","0.3096766173839569","","","","","",""
"15827767","","","","","","","1238","1238","1238","0.8396080136299133","0.8396080136299133","0.8396080136299133"
"15847706","1300","1300","1300","0.2202918380498886","0.2202918380498886","0.2202918380498886","","","","","",""
"15856999","","","","","","","1240","1240","1240","0.9160149693489075","0.9160149693489075","0.9160149693489075"
"15872409","1302","1302","1302","0.31301406025886536","0.31301406025886536","0.31301406025886536","","","","","",""
"15887235","","","","","","","1242","1242","1242","1.0378607511520386","1.0378607511520386","1.0378607511520386"
"15897058","1304","1304","1304","0.26976996660232544","0.26976996660232544","0.26976996660232544","","","","","",""
"15918870","","","","","","","1244","1244","1244","0.9484918117523193","0.9484918117523193","0.9484918117523193"
"15920701","1306","1306","1306","0.3164309859275818","0.3164309859275818","0.3164309859275818","","","","","",""
"15946900","","","","","","","1246","1246","1246","0.8930526971817017","0.8930526971817017","0.8930526971817017"
"15951832","1308","1308","1308","0.33581942319869995","0.33581942319869995","0.33581942319869995","","","","","",""
"15972285","1310","1310","1310","0.30930566787719727","0.30930566787719727","0.30930566787719727","","","","","",""
"15973408","","","","","","","1248","1248","1248","0.8566354513168335","0.8566354513168335","0.8566354513168335"
"15994876","1312","1312","1312","0.3515886962413788","0.3515886962413788","0.3515886962413788","","","","","",""
"16001640","","","","","","","1250","1250","1250","0.9269400238990784","0.9269400238990784","0.9269400238990784"
"16025283","1314","1314","1314","0.3576739430427551","0.3576739430427551","0.3576739430427551","","","","","",""
"16029272","","","","","","","1252","1252","1252","0.7830713391304016","0.7830713391304016","0.7830713391304016"
"16051538","1316","1316","1316","0.3144579827785492","0.3144579827785492","0.3144579827785492","","","","","",""
"16055752","","","","","","","1254","1254","1254","0.820953905582428","0.820953905582428","0.820953905582428"
"16074256","1318","1318","1318","0.35138633847236633","0.35138633847236633","0.35138633847236633","","","","","",""
"16081178","","","","","","","1256","1256","1256","0.9071794748306274","0.9071794748306274","0.9071794748306274"
"16103897","1320","1320","1320","0.29266709089279175","0.29266709089279175","0.29266709089279175","","","","","",""
"16112726","","","","","","","1258","1258","1258","0.8239085078239441","0.8239085078239441","0.8239085078239441"
"16129954","1322","1322","1322","0.3017725348472595","0.3017725348472595","0.3017725348472595","","","","","",""
"16143614","","","","","","","1260","1260","1260","1.0163567066192627","1.0163567066192627","1.0163567066192627"
"16161865","1324","1324","1324","0.3067655861377716","0.3067655861377716","0.3067655861377716","","","","","",""
"16169030","","","","","","","1262","1262","1262","0.8955330848693848","0.8955330848693848","0.8955330848693848"
"16181855","1326","1326","1326","0.2905954420566559","0.2905954420566559","0.2905954420566559","","","","","",""
"16191539","","","","","","","1264","1264","1264","0.979010283946991","0.979010283946991","0.979010283946991"
"16206230","1328","1328","1328","0.36986303329467773","0.36986303329467773","0.36986303329467773","","","","","",""
"16214799","","","","","","","1266","1266","1266","0.854313313961029","0.854313313961029","0.854313313961029"
"16235583","1330","1330","1330","0.29954755306243896","0.29954755306243896","0.29954755306243896","","","","","",""
"16240506","","","","","","","1268","1268","1268","0.9556915163993835","0.9556915163993835","0.9556915163993835"
"16261379","1332","1332","1332","0.25512850284576416","0.25512850284576416","0.25512850284576416","","","","","",""
"16273916","","","","","","","1270","1270","1270","0.8283359408378601","0.8283359408378601","0.8283359408378601"
"16296735","1334","1334","1334","0.29436931014060974","0.29436931014060974","0.29436931014060974","","","","","",""
"16303249","","","","","","","1272","1272","1272","0.9853613972663879","0.9853613972663879","0.9853613972663879"
"16321736","1336","1336","1336","0.26253578066825867","0.26253578066825867","0.26253578066825867","","","","","",""
"16331271","","","","","","","1274","1274","1274","0.8923792243003845","0.8923792243003845","0.8923792243003845"
"16350227","1338","1338","1338","0.3238024413585663","0.3238024413585663","0.3238024413585663","","","","","",""
"16355302","","","","","","","1276","1276","1276","0.8686743974685669","0.8686743974685669","0.8686743974685669"
"16379066","1340","1340","1340","0.2963480055332184","0.2963480055332184","0.2963480055332184","","","","","",""
"16382827","","","","","","","1278","1278","1278","0.8500339984893799","0.8500339984893799","0.8500339984893799"
"16402399","1342","1342","1342","0.3243044316768646","0.3243044316768646","0.3243044316768646","","","","","",""
"16410807","","","","","","","1280","1280","1280","0.8695421814918518","0.8695421814918518","0.8695421814918518"
"16434894","1344","1344","1344","0.31988176703453064","0.31988176703453064","0.31988176703453064","","","","","",""
"16436287","","","","","","","1282","1282","1282","0.9069024920463562","0.9069024920463562","0.9069024920463562"
"16458103","","","","","","","1284","1284","1284","0.8334012627601624","0.8334012627601624","0.8334012627601624"
"16463408","1346","1346","1346","0.2581687867641449","0.2581687867641449","0.2581687867641449","","","","","",""
"16483744","","","","","","","1286","1286","1286","0.8327834606170654","0.8327834606170654","0.8327834606170654"
"16486233","1348","1348","1348","0.3395865559577942","0.3395865559577942","0.3395865559577942","","","","","",""
"16511382","","","","","","","1288","1288","1288","0.8451638221740723","0.8451638221740723","0.8451638221740723"
"16514887","1350","1350","1350","0.3483167290687561","0.3483167290687561","0.3483167290687561","","","","","",""
"16538069","","","","","","","1290","1290","1290","0.9534139037132263","0.9534139037132263","0.9534139037132263"
"16539451","1352","1352","1352","0.2892068326473236","0.2892068326473236","0.2892068326473236","","","","","",""
"16562733","","","","","","","1292","1292","1292","0.8615220189094543","0.8615220189094543","0.8615220189094543"
"16566664","1354","1354","1354","0.25244370102882385","0.25244370102882385","0.25244370102882385","","","","","",""
"16591569","","","","","","","1294","1294","1294","1.0410147905349731","1.0410147905349731","1.0410147905349731"
"16592164","1356","1356","1356","0.31929486989974976","0.31929486989974976","0.31929486989974976","","","","","",""
"16614930","","","","","","","1296","1296","1296","0.8330057263374329","0.8330057263374329","0.8330057263374329"
"16622716","1358","1358","1358","0.2976215183734894","0.2976215183734894","0.2976215183734894","","","","","",""
"16638929","","","","","","","1298","1298","1298","0.7169977426528931","0.7169977426528931","0.7169977426528931"
"16642658","1360","1360","1360","0.33537229895591736","0.33537229895591736","0.33537229895591736","","","","","",""
"16664237","1362","1362","1362","0.29102426767349243","0.29102426767349243","0.29102426767349243","","","","","",""
"16667942","","","","","","","1300","1300","1300","0.9042431712150574","0.9042431712150574","0.9042431712150574"
"16685275","1364","1364","1364","0.3441946506500244","0.3441946506500244","0.3441946506500244","","","","","",""
"16697547","","","","","","","1302","1302","1302","0.744089663028717","0.744089663028717","0.744089663028717"
"16712613","1366","1366","1366","0.28500714898109436","0.28500714898109436","0.28500714898109436","","","","","",""
"16727088","","","","","","","1304","1304","1304","0.8529910445213318","0.8529910445213318","0.8529910445213318"
"16736112","1368","1368","1368","0.33024901151657104","0.33024901151657104","0.33024901151657104","","","","","",""
"16752983","","","","","","","1306","1306","1306","0.8881037831306458","0.8881037831306458","0.8881037831306458"
"16760099","1370","1370","1370","0.3184758126735687","0.3184758126735687","0.3184758126735687","","","","","",""
"16779778","1372","1372","1372","0.3148404061794281","0.3148404061794281","0.3148404061794281","","","","","",""
"16783096","","","","","","","1308","1308","1308","0.8714373707771301","0.8714373707771301","0.8714373707771301"
"16803536","1374","1374","1374","0.35354697704315186","0.35354697704315186","0.35354697704315186","","","","","",""
"16809240","","","","","","","1310","1310","1310","0.8465936183929443","0.8465936183929443","0.8465936183929443"
"16825985","1376","1376","1376","0.2944653332233429","0.2944653332233429","0.2944653332233429","","","","","",""
"16833733","","","","","","","1312","1312","1312","0.8784733414649963","0.8784733414649963","0.8784733414649963"
"16855921","1378","1378","1378","0.27113813161849976","0.27113813161849976","0.27113813161849976","","","","","",""
"16863992","","","","","","","1314","1314","1314","0.9604501724243164","0.9604501724243164","0.9604501724243164"
"16880153","1380","1380","1380","0.3248721659183502","0.3248721659183502","0.3248721659183502","","","","","",""
"16894390","","","","","","","1316","1316","1316","1.0340628623962402","1.0340628623962402","1.0340628623962402"
"16904777","1382","1382","1382","0.30525580048561096","0.30525580048561096","0.30525580048561096","","","","","",""
"16924844","","","","","","","1318","1318","1318","0.8527736067771912","0.8527736067771912","0.8527736067771912"
"16935687","1384","1384","1384","0.20637476444244385","0.20637476444244385","0.20637476444244385","","","","","",""
"16956060","","","","","","","1320","1320","1320","0.862975537776947","0.862975537776947","0.862975537776947"
"16958263","1386","1386","1386","0.3158794343471527","0.3158794343471527","0.3158794343471527","","","","","",""
"16981880","","","","","","","1322","1322","1322","0.9272461533546448","0.9272461533546448","0.9272461533546448"
"16984807","1388","1388","1388","0.24601320922374725","0.24601320922374725","0.24601320922374725","","","","","",""
"17009969","","","","","","","1324","1324","1324","0.935465931892395","0.935465931892395","0.935465931892395"
"17017124","1390","1390","1390","0.2989733815193176","0.2989733815193176","0.2989733815193176","","","","","",""
"17035078","","","","","","","1326","1326","1326","0.8931235074996948","0.8931235074996948","0.8931235074996948"
"17042886","1392","1392","1392","0.30111342668533325","0.30111342668533325","0.30111342668533325","","","","","",""
"17063762","","","","","","","1328","1328","1328","0.9534714221954346","0.9534714221954346","0.9534714221954346"
"17070146","1394","1394","1394","0.3309694528579712","0.3309694528579712","0.3309694528579712","","","","","",""
"17089804","","","","","","","1330","1330","1330","0.8485848307609558","0.8485848307609558","0.8485848307609558"
"17102090","1396","1396","1396","0.24649043381214142","0.24649043381214142","0.24649043381214142","","","","","",""
"17123085","","","","","","","1332","1332","1332","0.9971631169319153","0.9971631169319153","0.9971631169319153"
"17130405","1398","1398","1398","0.2668631076812744","0.2668631076812744","0.2668631076812744","","","","","",""
"17149660","","","","","","","1334","1334","1334","0.9675050973892212","0.9675050973892212","0.9675050973892212"
"17153803","1400","1400","1400","0.29055914282798767","0.29055914282798767","0.29055914282798767","","","","","",""
"17176619","","","","","","","1336","1336","1336","0.9759833812713623","0.9759833812713623","0.9759833812713623"
"17178817","1402","1402","1402","0.2981323301792145","0.2981323301792145","0.2981323301792145","","","","","",""
"17196792","1404","1404","1404","0.2222508043050766","0.2222508043050766","0.2222508043050766","","","","","",""
"17204449","","","","","","","1338","1338","1338","1.0412511825561523","1.0412511825561523","1.0412511825561523"
"17214799","1406","1406","1406","0.2762402594089508","0.2762402594089508","0.2762402594089508","","","","","",""
"17227933","","","","","","","1340","1340","1340","0.9160475134849548","0.9160475134849548","0.9160475134849548"
"17239943","1408","1408","1408","0.30449041724205017","0.30449041724205017","0.30449041724205017","","","","","",""
"17253974","","","","","","","1342","1342","1342","0.8686622381210327","0.8686622381210327","0.8686622381210327"
"17262852","1410","1410","1410","0.28736385703086853","0.28736385703086853","0.28736385703086853","","","","","",""
"17282223","","","","","","","1344","1344","1344","0.9064996242523193","0.9064996242523193","0.9064996242523193"
"17290778","1412","1412","1412","0.2502373158931732","0.2502373158931732","0.2502373158931732","","","","","",""
"17306155","","","","","","","1346","1346","1346","0.7957669496536255","0.7957669496536255","0.7957669496536255"
"17322225","1414","1414","1414","0.14378386735916138","0.14378386735916138","0.14378386735916138","","","","","",""
"17331175","","","","","","","1348","1348","1348","0.866168737411499","0.866168737411499","0.866168737411499"
"17351181","1416","1416","1416","0.28387391567230225","0.28387391567230225","0.28387391567230225","","","","","",""
"17357589","","","","","","","1350","1350","1350","0.8737382292747498","0.8737382292747498","0.8737382292747498"
"17380768","1418","1418","1418","0.33190852403640747","0.33190852403640747","0.33190852403640747","","","","","",""
"17387027","","","","","","","1352","1352","1352","0.7558015584945679","0.7558015584945679","0.7558015584945679"
"17398459","1420","1420","1420","0.3090754449367523","0.3090754449367523","0.3090754449367523","","","","","",""
"17419169","","","","","","","1354","1354","1354","0.858630359172821","0.858630359172821","0.858630359172821"
"17427865","1422","1422","1422","0.2895246744155884","0.2895246744155884","0.2895246744155884","","","","","",""
"17447138","","","","","","","1356","1356","1356","0.9093930721282959","0.9093930721282959","0.9093930721282959"
"17456195","1424","1424","1424","0.28611135482788086","0.28611135482788086","0.28611135482788086","","","","","",""
"17474355","","","","","","","1358","1358","1358","0.8616259098052979","0.8616259098052979","0.8616259098052979"
"17483927","1426","1426","1426","0.2927097976207733","0.2927097976207733","0.2927097976207733","","","","","",""
"17502604","","","","","","","1360","1360","1360","0.9237526059150696","0.9237526059150696","0.9237526059150696"
"17509316","1428","1428","1428","0.2523675560951233","0.2523675560951233","0.2523675560951233","","","","","",""
"17530578","","","","","","","1362","1362","1362","0.9513782262802124","0.9513782262802124","0.9513782262802124"
"17540706","1430","1430","1430","0.36215847730636597","0.36215847730636597","0.36215847730636597","","","","","",""
"17556770","","","","","","","1364","1364","1364","0.8174135088920593","0.8174135088920593","0.8174135088920593"
"17560376","1432","1432","1432","0.24336093664169312","0.24336093664169312","0.24336093664169312","","","","","",""
"17579765","","","","","","","1366","1366","1366","0.9176875948905945","0.9176875948905945","0.9176875948905945"
"17587408","1434","1434","1434","0.2774953544139862","0.2774953544139862","0.2774953544139862","","","","","",""
"17607509","","","","","","","1368","1368","1368","0.9382250905036926","0.9382250905036926","0.9382250905036926"
"17609369","1436","1436","1436","0.2442484349012375","0.2442484349012375","0.2442484349012375","","","","","",""
"17631451","","","","","","","1370","1370","1370","0.9987844228744507","0.9987844228744507","0.9987844228744507"
"17631838","1438","1438","1438","0.3146677017211914","0.3146677017211914","0.3146677017211914","","","","","",""
"17654065","1440","1440","1440","0.33413228392601013","0.33413228392601013","0.33413228392601013","","","","","",""
"17661263","","","","","","","1372","1372","1372","0.8983526825904846","0.8983526825904846","0.8983526825904846"
"17684199","1442","1442","1442","0.3292178511619568","0.3292178511619568","0.3292178511619568","","","","","",""
"17694250","","","","","","","1374","1374","1374","0.9895007610321045","0.9895007610321045","0.9895007610321045"
"17704403","1444","1444","1444","0.28764885663986206","0.28764885663986206","0.28764885663986206","","","","","",""
"17721096","","","","","","","1376","1376","1376","0.8843023777008057","0.8843023777008057","0.8843023777008057"
"17724845","1446","1446","1446","0.3667663633823395","0.3667663633823395","0.3667663633823395","","","","","",""
"17750236","1448","1448","1448","0.3467988073825836","0.3467988073825836","0.3467988073825836","","","","","",""
"17753605","","","","","","","1378","1378","1378","0.9565467238426208","0.9565467238426208","0.9565467238426208"
"17781496","","","","","","","1380","1380","1380","0.9427825808525085","0.9427825808525085","0.9427825808525085"
"17782746","1450","1450","1450","0.27782142162323","0.27782142162323","0.27782142162323","","","","","",""
"17811673","1452","1452","1452","0.3406182825565338","0.3406182825565338","0.3406182825565338","","","","","",""
"17814757","","","","","","","1382","1382","1382","0.9413340091705322","0.9413340091705322","0.9413340091705322"
"17839109","1454","1454","1454","0.29517272114753723","0.29517272114753723","0.29517272114753723","","","","","",""
"17841127","","","","","","","1384","1384","1384","0.92099529504776","0.92099529504776","0.92099529504776"
"17864171","1456","1456","1456","0.25170961022377014","0.25170961022377014","0.25170961022377014","","","","","",""
"17872006","","","","","","","1386","1386","1386","1.467522144317627","1.467522144317627","1.467522144317627"
"17889538","1458","1458","1458","0.2799878716468811","0.2799878716468811","0.2799878716468811","","","","","",""
"17908620","","","","","","","1388","1388","1388","0.8655784726142883","0.8655784726142883","0.8655784726142883"
"17912241","1460","1460","1460","0.31290924549102783","0.31290924549102783","0.31290924549102783","","","","","",""
"17934865","","","","","","","1390","1390","1390","0.7565362453460693","0.7565362453460693","0.7565362453460693"
"17944904","1462","1462","1462","0.31295645236968994","0.31295645236968994","0.31295645236968994","","","","","",""
"17964447","","","","","","","1392","1392","1392","0.8970577716827393","0.8970577716827393","0.8970577716827393"
"17968671","1464","1464","1464","0.3274681568145752","0.3274681568145752","0.3274681568145752","","","","","",""
"17989526","","","","","","","1394","1394","1394","0.8980714082717896","0.8980714082717896","0.8980714082717896"
"17997273","1466","1466","1466","0.3078802824020386","0.3078802824020386","0.3078802824020386","","","","","",""
"18016305","","","","","","","1396","1396","1396","0.9639018177986145","0.9639018177986145","0.9639018177986145"
"18022638","1468","1468","1468","0.25900527834892273","0.25900527834892273","0.25900527834892273","","","","","",""
"18040832","","","","","","","1398","1398","1398","0.9156145453453064","0.9156145453453064","0.9156145453453064"
"18043603","1470","1470","1470","0.22724026441574097","0.22724026441574097","0.22724026441574097","","","","","",""
"18066663","1472","1472","1472","0.26062899827957153","0.26062899827957153","0.26062899827957153","","","","","",""
"18069350","","","","","","","1400","1400","1400","0.874932587146759","0.874932587146759","0.874932587146759"
"18095446","1474","1474","1474","0.17925797402858734","0.17925797402858734","0.17925797402858734","","","","","",""
"18106755","","","","","","","1402","1402","1402","0.9831069707870483","0.9831069707870483","0.9831069707870483"
"18117715","1476","1476","1476","0.2658284306526184","0.2658284306526184","0.2658284306526184","","","","","",""
"18135366","","","","","","","1404","1404","1404","0.8026410937309265","0.8026410937309265","0.8026410937309265"
"18145682","1478","1478","1478","0.2933546006679535","0.2933546006679535","0.2933546006679535","","","","","",""
"18159629","","","","","","","1406","1406","1406","0.9403796195983887","0.9403796195983887","0.9403796195983887"
"18166542","1480","1480","1480","0.492307186126709","0.492307186126709","0.492307186126709","","","","","",""
"18186463","1482","1482","1482","0.31989097595214844","0.31989097595214844","0.31989097595214844","","","","","",""
"18188383","","","","","","","1408","1408","1408","0.960161030292511","0.960161030292511","0.960161030292511"
"18208674","1484","1484","1484","0.3038904666900635","0.3038904666900635","0.3038904666900635","","","","","",""
"18218389","","","","","","","1410","1410","1410","0.9205877184867859","0.9205877184867859","0.9205877184867859"
"18230286","1486","1486","1486","0.318778932094574","0.318778932094574","0.318778932094574","","","","","",""
"18248988","","","","","","","1412","1412","1412","0.8942900896072388","0.8942900896072388","0.8942900896072388"
"18254456","1488","1488","1488","0.34733688831329346","0.34733688831329346","0.34733688831329346","","","","","",""
