"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - regularize/loss_kl_weighted","HR-PPO - regularize/loss_kl_weighted__MIN","HR-PPO - regularize/loss_kl_weighted__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - regularize/loss_kl_weighted","PPO - regularize/loss_kl_weighted__MIN","PPO - regularize/loss_kl_weighted__MAX"
"16303249","","","","","","","1272","1272","1272","0","0","0"
"16321736","1336","1336","1336","0.05142294242978096","0.05142294242978096","0.05142294242978096","","","","","",""
"16331271","","","","","","","1274","1274","1274","0","0","0"
"16350227","1338","1338","1338","0.0617515966296196","0.0617515966296196","0.0617515966296196","","","","","",""
"16355302","","","","","","","1276","1276","1276","0","0","0"
"16379066","1340","1340","1340","0.052018165588378906","0.052018165588378906","0.052018165588378906","","","","","",""
"16382827","","","","","","","1278","1278","1278","0","0","0"
"16402399","1342","1342","1342","0.054301366209983826","0.054301366209983826","0.054301366209983826","","","","","",""
"16410807","","","","","","","1280","1280","1280","0","0","0"
"16434894","1344","1344","1344","0.06184680387377739","0.06184680387377739","0.06184680387377739","","","","","",""
"16436287","","","","","","","1282","1282","1282","0","0","0"
"16458103","","","","","","","1284","1284","1284","0","0","0"
"16463408","1346","1346","1346","0.05286585912108421","0.05286585912108421","0.05286585912108421","","","","","",""
"16483744","","","","","","","1286","1286","1286","0","0","0"
"16486233","1348","1348","1348","0.05560927465558052","0.05560927465558052","0.05560927465558052","","","","","",""
"16511382","","","","","","","1288","1288","1288","0","0","0"
"16514887","1350","1350","1350","0.06085357815027237","0.06085357815027237","0.06085357815027237","","","","","",""
"16538069","","","","","","","1290","1290","1290","0","0","0"
"16539451","1352","1352","1352","0.053261782974004745","0.053261782974004745","0.053261782974004745","","","","","",""
"16562733","","","","","","","1292","1292","1292","0","0","0"
"16566664","1354","1354","1354","0.0572039969265461","0.0572039969265461","0.0572039969265461","","","","","",""
"16591569","","","","","","","1294","1294","1294","0","0","0"
"16592164","1356","1356","1356","0.06558500975370407","0.06558500975370407","0.06558500975370407","","","","","",""
"16614930","","","","","","","1296","1296","1296","0","0","0"
"16622716","1358","1358","1358","0.06354902684688568","0.06354902684688568","0.06354902684688568","","","","","",""
"16638929","","","","","","","1298","1298","1298","0","0","0"
"16642658","1360","1360","1360","0.05221865326166153","0.05221865326166153","0.05221865326166153","","","","","",""
"16664237","1362","1362","1362","0.05743130296468735","0.05743130296468735","0.05743130296468735","","","","","",""
"16667942","","","","","","","1300","1300","1300","0","0","0"
"16685275","1364","1364","1364","0.05908551439642906","0.05908551439642906","0.05908551439642906","","","","","",""
"16697547","","","","","","","1302","1302","1302","0","0","0"
"16712613","1366","1366","1366","0.05701553449034691","0.05701553449034691","0.05701553449034691","","","","","",""
"16727088","","","","","","","1304","1304","1304","0","0","0"
"16736112","1368","1368","1368","0.05318039655685425","0.05318039655685425","0.05318039655685425","","","","","",""
"16752983","","","","","","","1306","1306","1306","0","0","0"
"16760099","1370","1370","1370","0.057991188019514084","0.057991188019514084","0.057991188019514084","","","","","",""
"16779778","1372","1372","1372","0.06317161023616791","0.06317161023616791","0.06317161023616791","","","","","",""
"16783096","","","","","","","1308","1308","1308","0","0","0"
"16803536","1374","1374","1374","0.054705698043107986","0.054705698043107986","0.054705698043107986","","","","","",""
"16809240","","","","","","","1310","1310","1310","0","0","0"
"16825985","1376","1376","1376","0.05898923799395561","0.05898923799395561","0.05898923799395561","","","","","",""
"16833733","","","","","","","1312","1312","1312","0","0","0"
"16855921","1378","1378","1378","0.05498567223548889","0.05498567223548889","0.05498567223548889","","","","","",""
"16863992","","","","","","","1314","1314","1314","0","0","0"
"16880153","1380","1380","1380","0.05623672902584076","0.05623672902584076","0.05623672902584076","","","","","",""
"16894390","","","","","","","1316","1316","1316","0","0","0"
"16904777","1382","1382","1382","0.05285310745239258","0.05285310745239258","0.05285310745239258","","","","","",""
"16924844","","","","","","","1318","1318","1318","0","0","0"
"16935687","1384","1384","1384","0.0507337749004364","0.0507337749004364","0.0507337749004364","","","","","",""
"16956060","","","","","","","1320","1320","1320","0","0","0"
"16958263","1386","1386","1386","0.05978112295269966","0.05978112295269966","0.05978112295269966","","","","","",""
"16981880","","","","","","","1322","1322","1322","0","0","0"
"16984807","1388","1388","1388","0.05786171555519104","0.05786171555519104","0.05786171555519104","","","","","",""
"17009969","","","","","","","1324","1324","1324","0","0","0"
"17017124","1390","1390","1390","0.05556922405958176","0.05556922405958176","0.05556922405958176","","","","","",""
"17035078","","","","","","","1326","1326","1326","0","0","0"
"17042886","1392","1392","1392","0.05687927454710007","0.05687927454710007","0.05687927454710007","","","","","",""
"17063762","","","","","","","1328","1328","1328","0","0","0"
"17070146","1394","1394","1394","0.057445842772722244","0.057445842772722244","0.057445842772722244","","","","","",""
"17089804","","","","","","","1330","1330","1330","0","0","0"
"17102090","1396","1396","1396","0.044877804815769196","0.044877804815769196","0.044877804815769196","","","","","",""
"17123085","","","","","","","1332","1332","1332","0","0","0"
"17130405","1398","1398","1398","0.05780106037855148","0.05780106037855148","0.05780106037855148","","","","","",""
"17149660","","","","","","","1334","1334","1334","0","0","0"
"17153803","1400","1400","1400","0.052533749490976334","0.052533749490976334","0.052533749490976334","","","","","",""
"17176619","","","","","","","1336","1336","1336","0","0","0"
"17178817","1402","1402","1402","0.06761560589075089","0.06761560589075089","0.06761560589075089","","","","","",""
"17196792","1404","1404","1404","0.04998158663511276","0.04998158663511276","0.04998158663511276","","","","","",""
"17204449","","","","","","","1338","1338","1338","0","0","0"
"17214799","1406","1406","1406","0.05208716168999672","0.05208716168999672","0.05208716168999672","","","","","",""
"17227933","","","","","","","1340","1340","1340","0","0","0"
"17239943","1408","1408","1408","0.06314364820718765","0.06314364820718765","0.06314364820718765","","","","","",""
"17253974","","","","","","","1342","1342","1342","0","0","0"
"17262852","1410","1410","1410","0.07321987301111221","0.07321987301111221","0.07321987301111221","","","","","",""
"17282223","","","","","","","1344","1344","1344","0","0","0"
"17290778","1412","1412","1412","0.05986449494957924","0.05986449494957924","0.05986449494957924","","","","","",""
"17306155","","","","","","","1346","1346","1346","0","0","0"
"17322225","1414","1414","1414","0.05879151448607445","0.05879151448607445","0.05879151448607445","","","","","",""
"17331175","","","","","","","1348","1348","1348","0","0","0"
"17351181","1416","1416","1416","0.06228570640087128","0.06228570640087128","0.06228570640087128","","","","","",""
"17357589","","","","","","","1350","1350","1350","0","0","0"
"17380768","1418","1418","1418","0.06500144302845001","0.06500144302845001","0.06500144302845001","","","","","",""
"17387027","","","","","","","1352","1352","1352","0","0","0"
"17398459","1420","1420","1420","0.05685524269938469","0.05685524269938469","0.05685524269938469","","","","","",""
"17419169","","","","","","","1354","1354","1354","0","0","0"
"17427865","1422","1422","1422","0.07074638456106186","0.07074638456106186","0.07074638456106186","","","","","",""
"17447138","","","","","","","1356","1356","1356","0","0","0"
"17456195","1424","1424","1424","0.052984267473220825","0.052984267473220825","0.052984267473220825","","","","","",""
"17474355","","","","","","","1358","1358","1358","0","0","0"
"17483927","1426","1426","1426","0.04938983544707298","0.04938983544707298","0.04938983544707298","","","","","",""
"17502604","","","","","","","1360","1360","1360","0","0","0"
"17509316","1428","1428","1428","0.03788082301616669","0.03788082301616669","0.03788082301616669","","","","","",""
"17530578","","","","","","","1362","1362","1362","0","0","0"
"17540706","1430","1430","1430","0.07342340797185898","0.07342340797185898","0.07342340797185898","","","","","",""
"17556770","","","","","","","1364","1364","1364","0","0","0"
"17560376","1432","1432","1432","0.055506423115730286","0.055506423115730286","0.055506423115730286","","","","","",""
"17579765","","","","","","","1366","1366","1366","0","0","0"
"17587408","1434","1434","1434","0.055683184415102005","0.055683184415102005","0.055683184415102005","","","","","",""
"17607509","","","","","","","1368","1368","1368","0","0","0"
"17609369","1436","1436","1436","0.05375712364912033","0.05375712364912033","0.05375712364912033","","","","","",""
"17631451","","","","","","","1370","1370","1370","0","0","0"
"17631838","1438","1438","1438","0.061601199209690094","0.061601199209690094","0.061601199209690094","","","","","",""
"17654065","1440","1440","1440","0.05656557157635689","0.05656557157635689","0.05656557157635689","","","","","",""
"17661263","","","","","","","1372","1372","1372","0","0","0"
"17684199","1442","1442","1442","0.05281008407473564","0.05281008407473564","0.05281008407473564","","","","","",""
"17694250","","","","","","","1374","1374","1374","0","0","0"
"17704403","1444","1444","1444","0.052785925567150116","0.052785925567150116","0.052785925567150116","","","","","",""
"17721096","","","","","","","1376","1376","1376","0","0","0"
"17724845","1446","1446","1446","0.06595202535390854","0.06595202535390854","0.06595202535390854","","","","","",""
"17750236","1448","1448","1448","0.059249892830848694","0.059249892830848694","0.059249892830848694","","","","","",""
"17753605","","","","","","","1378","1378","1378","0","0","0"
"17781496","","","","","","","1380","1380","1380","0","0","0"
"17782746","1450","1450","1450","0.058121055364608765","0.058121055364608765","0.058121055364608765","","","","","",""
"17811673","1452","1452","1452","0.05917494744062424","0.05917494744062424","0.05917494744062424","","","","","",""
"17814757","","","","","","","1382","1382","1382","0","0","0"
"17839109","1454","1454","1454","0.050965774804353714","0.050965774804353714","0.050965774804353714","","","","","",""
"17841127","","","","","","","1384","1384","1384","0","0","0"
"17864171","1456","1456","1456","0.049972809851169586","0.049972809851169586","0.049972809851169586","","","","","",""
"17872006","","","","","","","1386","1386","1386","0","0","0"
"17889538","1458","1458","1458","0.05510004982352257","0.05510004982352257","0.05510004982352257","","","","","",""
"17908620","","","","","","","1388","1388","1388","0","0","0"
"17912241","1460","1460","1460","0.06462374329566956","0.06462374329566956","0.06462374329566956","","","","","",""
"17934865","","","","","","","1390","1390","1390","0","0","0"
"17944904","1462","1462","1462","0.06429361552000046","0.06429361552000046","0.06429361552000046","","","","","",""
"17964447","","","","","","","1392","1392","1392","0","0","0"
"17968671","1464","1464","1464","0.057527944445610046","0.057527944445610046","0.057527944445610046","","","","","",""
"17989526","","","","","","","1394","1394","1394","0","0","0"
"17997273","1466","1466","1466","0.05781356245279312","0.05781356245279312","0.05781356245279312","","","","","",""
"18016305","","","","","","","1396","1396","1396","0","0","0"
"18022638","1468","1468","1468","0.053586237132549286","0.053586237132549286","0.053586237132549286","","","","","",""
"18040832","","","","","","","1398","1398","1398","0","0","0"
"18043603","1470","1470","1470","0.047273047268390656","0.047273047268390656","0.047273047268390656","","","","","",""
"18066663","1472","1472","1472","0.06180077791213989","0.06180077791213989","0.06180077791213989","","","","","",""
"18069350","","","","","","","1400","1400","1400","0","0","0"
"18095446","1474","1474","1474","0.05734982341527939","0.05734982341527939","0.05734982341527939","","","","","",""
"18106755","","","","","","","1402","1402","1402","0","0","0"
"18117715","1476","1476","1476","0.061364877969026566","0.061364877969026566","0.061364877969026566","","","","","",""
"18135366","","","","","","","1404","1404","1404","0","0","0"
"18145682","1478","1478","1478","0.06017538905143738","0.06017538905143738","0.06017538905143738","","","","","",""
"18159629","","","","","","","1406","1406","1406","0","0","0"
"18166542","1480","1480","1480","0.07211774587631226","0.07211774587631226","0.07211774587631226","","","","","",""
"18186463","1482","1482","1482","0.05160681903362274","0.05160681903362274","0.05160681903362274","","","","","",""
"18188383","","","","","","","1408","1408","1408","0","0","0"
"18208674","1484","1484","1484","0.05876179412007332","0.05876179412007332","0.05876179412007332","","","","","",""
"18218389","","","","","","","1410","1410","1410","0","0","0"
"18230286","1486","1486","1486","0.06197551637887955","0.06197551637887955","0.06197551637887955","","","","","",""
"18248988","","","","","","","1412","1412","1412","0","0","0"
"18254456","1488","1488","1488","0.05860283598303795","0.05860283598303795","0.05860283598303795","","","","","",""
"18277135","","","","","","","1414","1414","1414","0","0","0"
"18279770","1490","1490","1490","0.05604729801416397","0.05604729801416397","0.05604729801416397","","","","","",""
"18297915","1492","1492","1492","0.05679386109113693","0.05679386109113693","0.05679386109113693","","","","","",""
"18308348","","","","","","","1416","1416","1416","0","0","0"
"18323139","1494","1494","1494","0.06617292761802673","0.06617292761802673","0.06617292761802673","","","","","",""
"18342343","","","","","","","1418","1418","1418","0","0","0"
"18353260","1496","1496","1496","0.04480813443660736","0.04480813443660736","0.04480813443660736","","","","","",""
"18376369","","","","","","","1420","1420","1420","0","0","0"
"18380891","1498","1498","1498","0.05529216676950455","0.05529216676950455","0.05529216676950455","","","","","",""
"18403515","","","","","","","1422","1422","1422","0","0","0"
"18413673","1500","1500","1500","0.05907408893108368","0.05907408893108368","0.05907408893108368","","","","","",""
"18429192","","","","","","","1424","1424","1424","0","0","0"
"18432357","1502","1502","1502","0.04695538803935051","0.04695538803935051","0.04695538803935051","","","","","",""
"18458837","","","","","","","1426","1426","1426","0","0","0"
"18459577","1504","1504","1504","0.06144045293331146","0.06144045293331146","0.06144045293331146","","","","","",""
"18482145","1506","1506","1506","0.061443135142326355","0.061443135142326355","0.061443135142326355","","","","","",""
"18489807","","","","","","","1428","1428","1428","0","0","0"
"18505429","1508","1508","1508","0.08419041335582733","0.08419041335582733","0.08419041335582733","","","","","",""
"18519648","","","","","","","1430","1430","1430","0","0","0"
"18526636","1510","1510","1510","0.06668738275766373","0.06668738275766373","0.06668738275766373","","","","","",""
"18547346","","","","","","","1432","1432","1432","0","0","0"
"18550665","1512","1512","1512","0.05307690054178238","0.05307690054178238","0.05307690054178238","","","","","",""
"18571268","","","","","","","1434","1434","1434","0","0","0"
"18574524","1514","1514","1514","0.05560975894331932","0.05560975894331932","0.05560975894331932","","","","","",""
"18598591","","","","","","","1436","1436","1436","0","0","0"
"18599220","1516","1516","1516","0.06656128168106079","0.06656128168106079","0.06656128168106079","","","","","",""
"18625343","","","","","","","1438","1438","1438","0","0","0"
"18625773","1518","1518","1518","0.057129476219415665","0.057129476219415665","0.057129476219415665","","","","","",""
"18649038","1520","1520","1520","0.05485720932483673","0.05485720932483673","0.05485720932483673","","","","","",""
"18649592","","","","","","","1440","1440","1440","0","0","0"
"18677853","","","","","","","1442","1442","1442","0","0","0"
"18678126","1522","1522","1522","0.059948377311229706","0.059948377311229706","0.059948377311229706","","","","","",""
"18704881","1524","1524","1524","0.05221831426024437","0.05221831426024437","0.05221831426024437","","","","","",""
"18709708","","","","","","","1444","1444","1444","0","0","0"
"18733941","1526","1526","1526","0.05980589985847473","0.05980589985847473","0.05980589985847473","","","","","",""
"18736111","","","","","","","1446","1446","1446","0","0","0"
"18760925","","","","","","","1448","1448","1448","0","0","0"
"18761416","1528","1528","1528","0.053860098123550415","0.053860098123550415","0.053860098123550415","","","","","",""
"18784881","1530","1530","1530","0.049962081015110016","0.049962081015110016","0.049962081015110016","","","","","",""
"18792794","","","","","","","1450","1450","1450","0","0","0"
"18807925","1532","1532","1532","0.0638166069984436","0.0638166069984436","0.0638166069984436","","","","","",""
"18824617","","","","","","","1452","1452","1452","0","0","0"
"18836876","1534","1534","1534","0.03398021310567856","0.03398021310567856","0.03398021310567856","","","","","",""
"18849036","","","","","","","1454","1454","1454","0","0","0"
"18864385","1536","1536","1536","0.07035394757986069","0.07035394757986069","0.07035394757986069","","","","","",""
"18879306","","","","","","","1456","1456","1456","0","0","0"
"18894101","1538","1538","1538","0.05358798801898956","0.05358798801898956","0.05358798801898956","","","","","",""
"18908644","","","","","","","1458","1458","1458","0","0","0"
"18919656","1540","1540","1540","0.049874790012836456","0.049874790012836456","0.049874790012836456","","","","","",""
"18933001","","","","","","","1460","1460","1460","0","0","0"
"18947517","1542","1542","1542","0.05236716568470001","0.05236716568470001","0.05236716568470001","","","","","",""
"18960036","","","","","","","1462","1462","1462","0","0","0"
"18970536","1544","1544","1544","0.057978492230176926","0.057978492230176926","0.057978492230176926","","","","","",""
"18987622","","","","","","","1464","1464","1464","0","0","0"
"18999181","1546","1546","1546","0.06000760197639465","0.06000760197639465","0.06000760197639465","","","","","",""
"19019070","","","","","","","1466","1466","1466","0","0","0"
"19024948","1548","1548","1548","0.054398998618125916","0.054398998618125916","0.054398998618125916","","","","","",""
"19049257","","","","","","","1468","1468","1468","0","0","0"
"19051316","1550","1550","1550","0.06257905066013336","0.06257905066013336","0.06257905066013336","","","","","",""
"19075248","","","","","","","1470","1470","1470","0","0","0"
"19076352","1552","1552","1552","0.052175045013427734","0.052175045013427734","0.052175045013427734","","","","","",""
"19103455","","","","","","","1472","1472","1472","0","0","0"
"19105773","1554","1554","1554","0.06301722675561905","0.06301722675561905","0.06301722675561905","","","","","",""
"19129419","1556","1556","1556","0.04868482053279877","0.04868482053279877","0.04868482053279877","","","","","",""
"19134684","","","","","","","1474","1474","1474","0","0","0"
"19148897","1558","1558","1558","0.06269415467977524","0.06269415467977524","0.06269415467977524","","","","","",""
"19164536","","","","","","","1476","1476","1476","0","0","0"
"19181333","1560","1560","1560","0.07859154790639877","0.07859154790639877","0.07859154790639877","","","","","",""
"19195940","","","","","","","1478","1478","1478","0","0","0"
"19209088","1562","1562","1562","0.06145454943180084","0.06145454943180084","0.06145454943180084","","","","","",""
"19222256","","","","","","","1480","1480","1480","0","0","0"
"19238590","1564","1564","1564","0.053974561393260956","0.053974561393260956","0.053974561393260956","","","","","",""
"19248583","","","","","","","1482","1482","1482","0","0","0"
"19266801","1566","1566","1566","0.05821720138192177","0.05821720138192177","0.05821720138192177","","","","","",""
"19273956","","","","","","","1484","1484","1484","0","0","0"
"19290040","1568","1568","1568","0.05449559912085533","0.05449559912085533","0.05449559912085533","","","","","",""
"19300018","","","","","","","1486","1486","1486","0","0","0"
"19312888","1570","1570","1570","0.059431303292512894","0.059431303292512894","0.059431303292512894","","","","","",""
"19328887","","","","","","","1488","1488","1488","0","0","0"
"19340943","1572","1572","1572","0.06656984239816666","0.06656984239816666","0.06656984239816666","","","","","",""
"19352345","","","","","","","1490","1490","1490","0","0","0"
"19369872","1574","1574","1574","0.06498469412326813","0.06498469412326813","0.06498469412326813","","","","","",""
"19384979","","","","","","","1492","1492","1492","0","0","0"
"19398264","1576","1576","1576","0.028597060590982437","0.028597060590982437","0.028597060590982437","","","","","",""
"19410320","","","","","","","1494","1494","1494","0","0","0"
"19421525","1578","1578","1578","0.05340607464313507","0.05340607464313507","0.05340607464313507","","","","","",""
"19441301","","","","","","","1496","1496","1496","0","0","0"
"19444488","1580","1580","1580","0.06031667813658714","0.06031667813658714","0.06031667813658714","","","","","",""
"19469992","","","","","","","1498","1498","1498","0","0","0"
"19475639","1582","1582","1582","0.056158509105443954","0.056158509105443954","0.056158509105443954","","","","","",""
"19498683","1584","1584","1584","0.05700225010514259","0.05700225010514259","0.05700225010514259","","","","","",""
"19503315","","","","","","","1500","1500","1500","0","0","0"
"19518840","1586","1586","1586","0.031991735100746155","0.031991735100746155","0.031991735100746155","","","","","",""
"19528007","","","","","","","1502","1502","1502","0","0","0"
"19543278","1588","1588","1588","0.06223570182919502","0.06223570182919502","0.06223570182919502","","","","","",""
"19556674","","","","","","","1504","1504","1504","0","0","0"
"19560318","1590","1590","1590","0.055059537291526794","0.055059537291526794","0.055059537291526794","","","","","",""
"19582478","1592","1592","1592","0.06242607533931732","0.06242607533931732","0.06242607533931732","","","","","",""
"19586405","","","","","","","1506","1506","1506","0","0","0"
"19604420","1594","1594","1594","0.06159971281886101","0.06159971281886101","0.06159971281886101","","","","","",""
"19613033","","","","","","","1508","1508","1508","0","0","0"
"19625892","1596","1596","1596","0.0586574487388134","0.0586574487388134","0.0586574487388134","","","","","",""
"19641966","","","","","","","1510","1510","1510","0","0","0"
"19652408","1598","1598","1598","0.057021308690309525","0.057021308690309525","0.057021308690309525","","","","","",""
"19663994","","","","","","","1512","1512","1512","0","0","0"
"19672605","1600","1600","1600","0.05480705574154854","0.05480705574154854","0.05480705574154854","","","","","",""
"19688386","","","","","","","1514","1514","1514","0","0","0"
"19698965","1602","1602","1602","0.05601060017943382","0.05601060017943382","0.05601060017943382","","","","","",""
"19714568","","","","","","","1516","1516","1516","0","0","0"
"19723092","1604","1604","1604","0.05989732965826988","0.05989732965826988","0.05989732965826988","","","","","",""
"19744572","1606","1606","1606","0.061435867100954056","0.061435867100954056","0.061435867100954056","","","","","",""
"19744651","","","","","","","1518","1518","1518","0","0","0"
"19768806","1608","1608","1608","0.06294330209493637","0.06294330209493637","0.06294330209493637","","","","","",""
"19773705","","","","","","","1520","1520","1520","0","0","0"
"19792247","1610","1610","1610","0.05835680291056633","0.05835680291056633","0.05835680291056633","","","","","",""
"19799789","","","","","","","1522","1522","1522","0","0","0"
"19818272","1612","1612","1612","0.05438731238245964","0.05438731238245964","0.05438731238245964","","","","","",""
"19829696","","","","","","","1524","1524","1524","0","0","0"
"19851410","1614","1614","1614","0.054737672209739685","0.054737672209739685","0.054737672209739685","","","","","",""
"19856959","","","","","","","1526","1526","1526","0","0","0"
"19877532","1616","1616","1616","0.04849663004279137","0.04849663004279137","0.04849663004279137","","","","","",""
"19888836","","","","","","","1528","1528","1528","0","0","0"
"19903779","1618","1618","1618","0.040886666625738144","0.040886666625738144","0.040886666625738144","","","","","",""
"19914581","","","","","","","1530","1530","1530","0","0","0"
"19930876","1620","1620","1620","0.05031508207321167","0.05031508207321167","0.05031508207321167","","","","","",""
"19951266","","","","","","","1532","1532","1532","0","0","0"
"19951669","1622","1622","1622","0.056208495050668716","0.056208495050668716","0.056208495050668716","","","","","",""
"19975178","1624","1624","1624","0.0614619180560112","0.0614619180560112","0.0614619180560112","","","","","",""
"19977454","","","","","","","1534","1534","1534","0","0","0"
"20004338","1626","1626","1626","0.06395542621612549","0.06395542621612549","0.06395542621612549","","","","","",""
"20005870","","","","","","","1536","1536","1536","0","0","0"
"20028331","1638","1638","1638","0.05550277978181839","0.05550277978181839","0.05550277978181839","","","","","",""
"20034387","","","","","","","1538","1538","1538","0","0","0"
"20050923","1640","1640","1640","0.05461438372731209","0.05461438372731209","0.05461438372731209","","","","","",""
"20060346","","","","","","","1540","1540","1540","0","0","0"
"20072686","1642","1642","1642","0.06030675768852234","0.06030675768852234","0.06030675768852234","","","","","",""
"20094651","","","","","","","1542","1542","1542","0","0","0"
"20094700","1644","1644","1644","0.04221028462052345","0.04221028462052345","0.04221028462052345","","","","","",""
"20121194","1646","1646","1646","0.05713692680001259","0.05713692680001259","0.05713692680001259","","","","","",""
"20127447","","","","","","","1544","1544","1544","0","0","0"
"20147589","1648","1648","1648","0.054304368793964386","0.054304368793964386","0.054304368793964386","","","","","",""
"20152241","","","","","","","1546","1546","1546","0","0","0"
"20173058","1650","1650","1650","0.05928407609462738","0.05928407609462738","0.05928407609462738","","","","","",""
"20181893","","","","","","","1548","1548","1548","0","0","0"
"20198498","1652","1652","1652","0.05324661731719971","0.05324661731719971","0.05324661731719971","","","","","",""
"20208567","","","","","","","1550","1550","1550","0","0","0"
"20222283","1654","1654","1654","0.0636836439371109","0.0636836439371109","0.0636836439371109","","","","","",""
"20233807","","","","","","","1552","1552","1552","0","0","0"
"20250405","1656","1656","1656","0.05710073560476303","0.05710073560476303","0.05710073560476303","","","","","",""
"20265311","","","","","","","1554","1554","1554","0","0","0"
"20275596","1658","1658","1658","0.0578872449696064","0.0578872449696064","0.0578872449696064","","","","","",""
"20293211","","","","","","","1556","1556","1556","0","0","0"
"20305990","1660","1660","1660","0.060713253915309906","0.060713253915309906","0.060713253915309906","","","","","",""
"20317422","","","","","","","1558","1558","1558","0","0","0"
"20330527","1662","1662","1662","0.055229734629392624","0.055229734629392624","0.055229734629392624","","","","","",""
"20351181","","","","","","","1560","1560","1560","0","0","0"
"20357092","1664","1664","1664","0.05555180460214615","0.05555180460214615","0.05555180460214615","","","","","",""
"20377124","","","","","","","1562","1562","1562","0","0","0"
"20383550","1666","1666","1666","0.05319751054048538","0.05319751054048538","0.05319751054048538","","","","","",""
"20402575","","","","","","","1564","1564","1564","0","0","0"
"20407084","1668","1668","1668","0.061487458646297455","0.061487458646297455","0.061487458646297455","","","","","",""
"20426806","1670","1670","1670","0.057433657348155975","0.057433657348155975","0.057433657348155975","","","","","",""
"20432298","","","","","","","1566","1566","1566","0","0","0"
"20449298","1672","1672","1672","0.05978763476014137","0.05978763476014137","0.05978763476014137","","","","","",""
"20458068","","","","","","","1568","1568","1568","0","0","0"
"20471949","1674","1674","1674","0.06173091009259224","0.06173091009259224","0.06173091009259224","","","","","",""
"20485583","","","","","","","1570","1570","1570","0","0","0"
"20498954","1676","1676","1676","0.059884242713451385","0.059884242713451385","0.059884242713451385","","","","","",""
"20520292","","","","","","","1572","1572","1572","0","0","0"
"20521132","1678","1678","1678","0.05440271645784378","0.05440271645784378","0.05440271645784378","","","","","",""
"20540292","1680","1680","1680","0.0601104274392128","0.0601104274392128","0.0601104274392128","","","","","",""
"20547760","","","","","","","1574","1574","1574","0","0","0"
"20567483","1682","1682","1682","0.06049056351184845","0.06049056351184845","0.06049056351184845","","","","","",""
"20579288","","","","","","","1576","1576","1576","0","0","0"
"20588498","1684","1684","1684","0.053169265389442444","0.053169265389442444","0.053169265389442444","","","","","",""
"20603892","","","","","","","1578","1578","1578","0","0","0"
"20615604","1686","1686","1686","0.06523974239826202","0.06523974239826202","0.06523974239826202","","","","","",""
"20636154","","","","","","","1580","1580","1580","0","0","0"
"20640606","1688","1688","1688","0.06499984115362167","0.06499984115362167","0.06499984115362167","","","","","",""
"20665640","","","","","","","1582","1582","1582","0","0","0"
"20676680","1690","1690","1690","0.05855647847056389","0.05855647847056389","0.05855647847056389","","","","","",""
"20684970","","","","","","","1584","1584","1584","0","0","0"
"20701234","1692","1692","1692","0.048604000359773636","0.048604000359773636","0.048604000359773636","","","","","",""
"20717780","","","","","","","1586","1586","1586","0","0","0"
"20731187","1694","1694","1694","0.05694006383419037","0.05694006383419037","0.05694006383419037","","","","","",""
"20742117","","","","","","","1588","1588","1588","0","0","0"
"20759859","1696","1696","1696","0.103738933801651","0.103738933801651","0.103738933801651","","","","","",""
"20771290","","","","","","","1590","1590","1590","0","0","0"
"20790363","1698","1698","1698","0.060354653745889664","0.060354653745889664","0.060354653745889664","","","","","",""
"20796075","","","","","","","1592","1592","1592","0","0","0"
"20815872","1700","1700","1700","0.05104286968708038","0.05104286968708038","0.05104286968708038","","","","","",""
"20831432","","","","","","","1594","1594","1594","0","0","0"
"20839875","1702","1702","1702","0.061512887477874756","0.061512887477874756","0.061512887477874756","","","","","",""
"20854829","1704","1704","1704","0.0535091869533062","0.0535091869533062","0.0535091869533062","","","","","",""
"20856018","","","","","","","1596","1596","1596","0","0","0"
"20878504","1706","1706","1706","0.06727411597967148","0.06727411597967148","0.06727411597967148","","","","","",""
"20881495","","","","","","","1598","1598","1598","0","0","0"
"20909649","1708","1708","1708","0.05775235593318939","0.05775235593318939","0.05775235593318939","","","","","",""
"20916038","","","","","","","1600","1600","1600","0","0","0"
"20931078","1710","1710","1710","0.0553179606795311","0.0553179606795311","0.0553179606795311","","","","","",""
"20946756","","","","","","","1602","1602","1602","0","0","0"
"20952726","1712","1712","1712","0.059158194810152054","0.059158194810152054","0.059158194810152054","","","","","",""
"20973373","1714","1714","1714","0.05495737865567207","0.05495737865567207","0.05495737865567207","","","","","",""
"20973624","","","","","","","1604","1604","1604","0","0","0"
"20999160","1716","1716","1716","0.05902517959475517","0.05902517959475517","0.05902517959475517","","","","","",""
"21001744","","","","","","","1606","1606","1606","0","0","0"
"21024891","1718","1718","1718","0.05102160945534706","0.05102160945534706","0.05102160945534706","","","","","",""
"21031384","","","","","","","1608","1608","1608","0","0","0"
"21050830","1720","1720","1720","0.05066584423184395","0.05066584423184395","0.05066584423184395","","","","","",""
"21057723","","","","","","","1610","1610","1610","0","0","0"
"21078846","1722","1722","1722","0.05401797592639923","0.05401797592639923","0.05401797592639923","","","","","",""
"21088629","","","","","","","1612","1612","1612","0","0","0"
"21114539","1724","1724","1724","0.0552147813141346","0.0552147813141346","0.0552147813141346","","","","","",""
"21123815","","","","","","","1614","1614","1614","0","0","0"
