"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - regularize/loss_kl_weighted","HR-PPO - regularize/loss_kl_weighted__MIN","HR-PPO - regularize/loss_kl_weighted__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - regularize/loss_kl_weighted","PPO - regularize/loss_kl_weighted__MIN","PPO - regularize/loss_kl_weighted__MAX"
"6659631","556","556","556","0.05829082429409027","0.05829082429409027","0.05829082429409027","","","","","",""
"6674980","","","","","","","542","542","542","0","0","0"
"6683904","558","558","558","0.07107168436050415","0.07107168436050415","0.07107168436050415","","","","","",""
"6697784","","","","","","","544","544","544","0","0","0"
"6705979","560","560","560","0.06031227484345436","0.06031227484345436","0.06031227484345436","","","","","",""
"6722261","","","","","","","546","546","546","0","0","0"
"6734886","562","562","562","0.04929259791970253","0.04929259791970253","0.04929259791970253","","","","","",""
"6745724","","","","","","","548","548","548","0","0","0"
"6762807","564","564","564","0.0565592497587204","0.0565592497587204","0.0565592497587204","","","","","",""
"6771378","","","","","","","550","550","550","0","0","0"
"6783545","566","566","566","0.05541950836777687","0.05541950836777687","0.05541950836777687","","","","","",""
"6800559","","","","","","","552","552","552","0","0","0"
"6816662","568","568","568","0.08136798441410065","0.08136798441410065","0.08136798441410065","","","","","",""
"6827187","","","","","","","554","554","554","0","0","0"
"6836011","570","570","570","0.04519498720765114","0.04519498720765114","0.04519498720765114","","","","","",""
"6854683","","","","","","","556","556","556","0","0","0"
"6858314","572","572","572","0.06056425720453262","0.06056425720453262","0.06056425720453262","","","","","",""
"6874120","574","574","574","0.06958931684494019","0.06958931684494019","0.06958931684494019","","","","","",""
"6880954","","","","","","","558","558","558","0","0","0"
"6897257","576","576","576","0.05145091935992241","0.05145091935992241","0.05145091935992241","","","","","",""
"6909427","","","","","","","560","560","560","0","0","0"
"6918671","578","578","578","0.06765786558389664","0.06765786558389664","0.06765786558389664","","","","","",""
"6934051","","","","","","","562","562","562","0","0","0"
"6947803","580","580","580","0.0716356560587883","0.0716356560587883","0.0716356560587883","","","","","",""
"6959583","","","","","","","564","564","564","0","0","0"
"6969831","582","582","582","0.05257828161120415","0.05257828161120415","0.05257828161120415","","","","","",""
"6980297","","","","","","","566","566","566","0","0","0"
"6994400","584","584","584","0.05492272973060608","0.05492272973060608","0.05492272973060608","","","","","",""
"7004716","","","","","","","568","568","568","0","0","0"
"7018969","586","586","586","0.05647288262844086","0.05647288262844086","0.05647288262844086","","","","","",""
"7028604","","","","","","","570","570","570","0","0","0"
"7047598","588","588","588","0.06490824371576309","0.06490824371576309","0.06490824371576309","","","","","",""
"7057090","","","","","","","572","572","572","0","0","0"
"7075548","590","590","590","0.06136370822787285","0.06136370822787285","0.06136370822787285","","","","","",""
"7085973","","","","","","","574","574","574","0","0","0"
"7099821","592","592","592","0.04376281797885895","0.04376281797885895","0.04376281797885895","","","","","",""
"7110007","","","","","","","576","576","576","0","0","0"
"7125989","594","594","594","0.05537666007876396","0.05537666007876396","0.05537666007876396","","","","","",""
"7132214","","","","","","","578","578","578","0","0","0"
"7152434","596","596","596","0.05289393290877342","0.05289393290877342","0.05289393290877342","","","","","",""
"7157706","","","","","","","580","580","580","0","0","0"
"7181211","598","598","598","0.058121152222156525","0.058121152222156525","0.058121152222156525","","","","","",""
"7181468","","","","","","","582","582","582","0","0","0"
"7206511","600","600","600","0.06133466586470604","0.06133466586470604","0.06133466586470604","","","","","",""
"7210341","","","","","","","584","584","584","0","0","0"
"7226519","602","602","602","0.05491187050938606","0.05491187050938606","0.05491187050938606","","","","","",""
"7237579","","","","","","","586","586","586","0","0","0"
"7250157","604","604","604","0.05633571371436119","0.05633571371436119","0.05633571371436119","","","","","",""
"7265226","","","","","","","588","588","588","0","0","0"
"7268966","606","606","606","0.05534764751791954","0.05534764751791954","0.05534764751791954","","","","","",""
"7295823","608","608","608","0.060947440564632416","0.060947440564632416","0.060947440564632416","","","","","",""
"7296244","","","","","","","590","590","590","0","0","0"
"7319724","610","610","610","0.05713154375553131","0.05713154375553131","0.05713154375553131","","","","","",""
"7321088","","","","","","","592","592","592","0","0","0"
"7343292","612","612","612","0.06601717323064804","0.06601717323064804","0.06601717323064804","","","","","",""
"7347458","","","","","","","594","594","594","0","0","0"
"7368451","614","614","614","0.07354610413312912","0.07354610413312912","0.07354610413312912","","","","","",""
"7371601","","","","","","","596","596","596","0","0","0"
"7394629","616","616","616","0.0553361214697361","0.0553361214697361","0.0553361214697361","","","","","",""
"7401046","","","","","","","598","598","598","0","0","0"
"7427015","618","618","618","0.058168672025203705","0.058168672025203705","0.058168672025203705","","","","","",""
"7431099","","","","","","","600","600","600","0","0","0"
"7453415","620","620","620","0.062064021825790405","0.062064021825790405","0.062064021825790405","","","","","",""
"7458448","","","","","","","602","602","602","0","0","0"
"7476139","622","622","622","0.04469209536910057","0.04469209536910057","0.04469209536910057","","","","","",""
"7486240","","","","","","","604","604","604","0","0","0"
"7503635","624","624","624","0.05932698771357536","0.05932698771357536","0.05932698771357536","","","","","",""
"7512587","","","","","","","606","606","606","0","0","0"
"7527179","626","626","626","0.059674542397260666","0.059674542397260666","0.059674542397260666","","","","","",""
"7539190","","","","","","","608","608","608","0","0","0"
"7555996","628","628","628","0.05739916115999222","0.05739916115999222","0.05739916115999222","","","","","",""
"7567107","","","","","","","610","610","610","0","0","0"
"7582022","630","630","630","0.05762167274951935","0.05762167274951935","0.05762167274951935","","","","","",""
"7593417","","","","","","","612","612","612","0","0","0"
"7606006","632","632","632","0.06030915677547455","0.06030915677547455","0.06030915677547455","","","","","",""
"7620508","","","","","","","614","614","614","0","0","0"
"7634726","634","634","634","0.05861745774745941","0.05861745774745941","0.05861745774745941","","","","","",""
"7646676","","","","","","","616","616","616","0","0","0"
"7659362","636","636","636","0.05676324665546417","0.05676324665546417","0.05676324665546417","","","","","",""
"7669500","","","","","","","618","618","618","0","0","0"
"7688011","638","638","638","0.04731679707765579","0.04731679707765579","0.04731679707765579","","","","","",""
"7689341","","","","","","","620","620","620","0","0","0"
"7705323","640","640","640","0.06088374927639961","0.06088374927639961","0.06088374927639961","","","","","",""
"7712932","","","","","","","622","622","622","0","0","0"
"7731160","642","642","642","0.07009369134902954","0.07009369134902954","0.07009369134902954","","","","","",""
"7742302","","","","","","","624","624","624","0","0","0"
"7758159","644","644","644","0.06338480859994888","0.06338480859994888","0.06338480859994888","","","","","",""
"7770934","","","","","","","626","626","626","0","0","0"
"7785058","646","646","646","0.05796706676483154","0.05796706676483154","0.05796706676483154","","","","","",""
"7796574","","","","","","","628","628","628","0","0","0"
"7809891","648","648","648","0.04550284147262573","0.04550284147262573","0.04550284147262573","","","","","",""
"7824896","","","","","","","630","630","630","0","0","0"
"7831021","650","650","650","0.031528279185295105","0.031528279185295105","0.031528279185295105","","","","","",""
"7850133","652","652","652","0.05949177220463753","0.05949177220463753","0.05949177220463753","","","","","",""
"7852982","","","","","","","632","632","632","0","0","0"
"7873003","654","654","654","0.05857818201184273","0.05857818201184273","0.05857818201184273","","","","","",""
"7879803","","","","","","","634","634","634","0","0","0"
"7897097","656","656","656","0.06736357510089874","0.06736357510089874","0.06736357510089874","","","","","",""
"7908343","","","","","","","636","636","636","0","0","0"
"7923044","658","658","658","0.0468241386115551","0.0468241386115551","0.0468241386115551","","","","","",""
"7932242","","","","","","","638","638","638","0","0","0"
"7952162","660","660","660","0.05873395875096321","0.05873395875096321","0.05873395875096321","","","","","",""
"7959617","","","","","","","640","640","640","0","0","0"
"7979013","662","662","662","0.057124167680740356","0.057124167680740356","0.057124167680740356","","","","","",""
"7979249","","","","","","","642","642","642","0","0","0"
"8001860","664","664","664","0.05350644141435623","0.05350644141435623","0.05350644141435623","","","","","",""
"8004667","","","","","","","644","644","644","0","0","0"
"8029277","666","666","666","0.06332482397556305","0.06332482397556305","0.06332482397556305","","","","","",""
"8032059","","","","","","","646","646","646","0","0","0"
"8047683","668","668","668","0.0557243674993515","0.0557243674993515","0.0557243674993515","","","","","",""
"8059138","","","","","","","648","648","648","0","0","0"
"8076679","670","670","670","0.06188126653432846","0.06188126653432846","0.06188126653432846","","","","","",""
"8087214","","","","","","","650","650","650","0","0","0"
"8103629","672","672","672","0.05797124654054642","0.05797124654054642","0.05797124654054642","","","","","",""
"8106714","","","","","","","652","652","652","0","0","0"
"8127366","674","674","674","0.052736736834049225","0.052736736834049225","0.052736736834049225","","","","","",""
"8131904","","","","","","","654","654","654","0","0","0"
"8149926","676","676","676","0.06107456609606743","0.06107456609606743","0.06107456609606743","","","","","",""
"8157877","","","","","","","656","656","656","0","0","0"
"8175572","678","678","678","0.05693758279085159","0.05693758279085159","0.05693758279085159","","","","","",""
"8189911","","","","","","","658","658","658","0","0","0"
"8195813","680","680","680","0.049101822078228","0.049101822078228","0.049101822078228","","","","","",""
"8213814","682","682","682","0.06413508951663971","0.06413508951663971","0.06413508951663971","","","","","",""
"8214616","","","","","","","660","660","660","0","0","0"
"8243146","","","","","","","662","662","662","0","0","0"
"8244247","684","684","684","0.06868763267993927","0.06868763267993927","0.06868763267993927","","","","","",""
"8271833","","","","","","","664","664","664","0","0","0"
"8272583","686","686","686","0.05427778512239456","0.05427778512239456","0.05427778512239456","","","","","",""
"8288839","688","688","688","0.06019263342022896","0.06019263342022896","0.06019263342022896","","","","","",""
"8297936","","","","","","","666","666","666","0","0","0"
"8315238","690","690","690","0.06705348938703537","0.06705348938703537","0.06705348938703537","","","","","",""
"8325966","","","","","","","668","668","668","0","0","0"
"8338630","692","692","692","0.07600122690200806","0.07600122690200806","0.07600122690200806","","","","","",""
"8355709","","","","","","","670","670","670","0","0","0"
"8363890","694","694","694","0.056505925953388214","0.056505925953388214","0.056505925953388214","","","","","",""
"8382150","","","","","","","672","672","672","0","0","0"
"8395189","696","696","696","0.05310807004570961","0.05310807004570961","0.05310807004570961","","","","","",""
"8408648","","","","","","","674","674","674","0","0","0"
"8422348","698","698","698","0.06392479687929153","0.06392479687929153","0.06392479687929153","","","","","",""
"8435763","","","","","","","676","676","676","0","0","0"
"8449261","700","700","700","0.046140093356370926","0.046140093356370926","0.046140093356370926","","","","","",""
"8461569","","","","","","","678","678","678","0","0","0"
"8475009","702","702","702","0.06543604284524918","0.06543604284524918","0.06543604284524918","","","","","",""
"8486370","","","","","","","680","680","680","0","0","0"
"8500088","704","704","704","0.05801085755228996","0.05801085755228996","0.05801085755228996","","","","","",""
"8515592","","","","","","","682","682","682","0","0","0"
"8526173","706","706","706","0.057010162621736526","0.057010162621736526","0.057010162621736526","","","","","",""
"8537138","","","","","","","684","684","684","0","0","0"
"8555898","708","708","708","0.05174824967980385","0.05174824967980385","0.05174824967980385","","","","","",""
"8560631","","","","","","","686","686","686","0","0","0"
"8587121","","","","","","","688","688","688","0","0","0"
"8587291","710","710","710","0.06097964197397232","0.06097964197397232","0.06097964197397232","","","","","",""
"8607499","","","","","","","690","690","690","0","0","0"
"8615996","712","712","712","0.05582733452320099","0.05582733452320099","0.05582733452320099","","","","","",""
"8635279","","","","","","","692","692","692","0","0","0"
"8648406","714","714","714","0.07618653029203415","0.07618653029203415","0.07618653029203415","","","","","",""
"8658216","","","","","","","694","694","694","0","0","0"
"8677365","716","716","716","0.06700282543897629","0.06700282543897629","0.06700282543897629","","","","","",""
"8686687","","","","","","","696","696","696","0","0","0"
"8696347","718","718","718","0.05993920564651489","0.05993920564651489","0.05993920564651489","","","","","",""
"8715503","","","","","","","698","698","698","0","0","0"
"8721566","720","720","720","0.07388312369585037","0.07388312369585037","0.07388312369585037","","","","","",""
"8742551","","","","","","","700","700","700","0","0","0"
"8747706","722","722","722","0.05691003054380417","0.05691003054380417","0.05691003054380417","","","","","",""
"8762831","","","","","","","702","702","702","0","0","0"
"8766367","724","724","724","0.0678110271692276","0.0678110271692276","0.0678110271692276","","","","","",""
"8784439","","","","","","","704","704","704","0","0","0"
"8792085","726","726","726","0.06205933541059494","0.06205933541059494","0.06205933541059494","","","","","",""
"8809354","","","","","","","706","706","706","0","0","0"
"8820768","728","728","728","0.06930744647979736","0.06930744647979736","0.06930744647979736","","","","","",""
"8835502","","","","","","","708","708","708","0","0","0"
"8845537","730","730","730","0.041468728333711624","0.041468728333711624","0.041468728333711624","","","","","",""
"8855752","","","","","","","710","710","710","0","0","0"
"8870243","732","732","732","0.052579041570425034","0.052579041570425034","0.052579041570425034","","","","","",""
"8883531","","","","","","","712","712","712","0","0","0"
"8901513","734","734","734","0.05957739055156708","0.05957739055156708","0.05957739055156708","","","","","",""
"8905693","","","","","","","714","714","714","0","0","0"
"8925247","736","736","736","0.0560569204390049","0.0560569204390049","0.0560569204390049","","","","","",""
"8934580","","","","","","","716","716","716","0","0","0"
"8956929","738","738","738","0.06014343723654747","0.06014343723654747","0.06014343723654747","","","","","",""
"8963790","","","","","","","718","718","718","0","0","0"
"8984151","740","740","740","0.05848409980535507","0.05848409980535507","0.05848409980535507","","","","","",""
"8987544","","","","","","","720","720","720","0","0","0"
"9006717","742","742","742","0.05426035076379776","0.05426035076379776","0.05426035076379776","","","","","",""
"9008552","","","","","","","722","722","722","0","0","0"
"9027056","744","744","744","0.06046754866838455","0.06046754866838455","0.06046754866838455","","","","","",""
"9032245","","","","","","","724","724","724","0","0","0"
"9049320","746","746","746","0.06496678292751312","0.06496678292751312","0.06496678292751312","","","","","",""
"9059390","","","","","","","726","726","726","0","0","0"
"9071521","748","748","748","0.055732306092977524","0.055732306092977524","0.055732306092977524","","","","","",""
"9085561","","","","","","","728","728","728","0","0","0"
"9100584","750","750","750","0.07067479193210602","0.07067479193210602","0.07067479193210602","","","","","",""
"9114136","","","","","","","730","730","730","0","0","0"
"9126717","752","752","752","0.05074465274810791","0.05074465274810791","0.05074465274810791","","","","","",""
"9141684","","","","","","","732","732","732","0","0","0"
"9150865","754","754","754","0.08075722306966782","0.08075722306966782","0.08075722306966782","","","","","",""
"9168206","","","","","","","734","734","734","0","0","0"
"9178623","756","756","756","0.054403651505708694","0.054403651505708694","0.054403651505708694","","","","","",""
"9194740","","","","","","","736","736","736","0","0","0"
"9204830","758","758","758","0.062133416533470154","0.062133416533470154","0.062133416533470154","","","","","",""
"9226044","760","760","760","0.04216372221708298","0.04216372221708298","0.04216372221708298","","","","","",""
"9231715","","","","","","","738","738","738","0","0","0"
"9249235","762","762","762","0.05757153034210205","0.05757153034210205","0.05757153034210205","","","","","",""
"9259661","","","","","","","740","740","740","0","0","0"
"9276341","764","764","764","0.06984955817461014","0.06984955817461014","0.06984955817461014","","","","","",""
"9287887","","","","","","","742","742","742","0","0","0"
"9304684","766","766","766","0.06183410808444023","0.06183410808444023","0.06183410808444023","","","","","",""
"9310862","","","","","","","744","744","744","0","0","0"
"9327021","768","768","768","0.05412733554840088","0.05412733554840088","0.05412733554840088","","","","","",""
"9338337","","","","","","","746","746","746","0","0","0"
"9351250","770","770","770","0.06021491438150406","0.06021491438150406","0.06021491438150406","","","","","",""
"9369735","","","","","","","748","748","748","0","0","0"
"9372321","772","772","772","0.05638614669442177","0.05638614669442177","0.05638614669442177","","","","","",""
"9392178","774","774","774","0.06422886997461319","0.06422886997461319","0.06422886997461319","","","","","",""
"9400608","","","","","","","750","750","750","0","0","0"
"9418549","776","776","776","0.06662033498287201","0.06662033498287201","0.06662033498287201","","","","","",""
"9433851","","","","","","","752","752","752","0","0","0"
"9447780","778","778","778","0.04911395162343979","0.04911395162343979","0.04911395162343979","","","","","",""
"9461189","","","","","","","754","754","754","0","0","0"
"9469757","780","780","780","0.05282660573720932","0.05282660573720932","0.05282660573720932","","","","","",""
"9486767","","","","","","","756","756","756","0","0","0"
"9498061","782","782","782","0.05723431706428528","0.05723431706428528","0.05723431706428528","","","","","",""
"9515332","","","","","","","758","758","758","0","0","0"
"9523296","784","784","784","0.0621357262134552","0.0621357262134552","0.0621357262134552","","","","","",""
"9539942","","","","","","","760","760","760","0","0","0"
"9545810","786","786","786","0.05393571779131889","0.05393571779131889","0.05393571779131889","","","","","",""
"9565993","","","","","","","762","762","762","0","0","0"
"9573333","788","788","788","0.066822350025177","0.066822350025177","0.066822350025177","","","","","",""
"9591582","","","","","","","764","764","764","0","0","0"
"9596493","790","790","790","0.06430602818727493","0.06430602818727493","0.06430602818727493","","","","","",""
"9617026","","","","","","","766","766","766","0","0","0"
"9620589","792","792","792","0.06359133869409561","0.06359133869409561","0.06359133869409561","","","","","",""
"9643107","794","794","794","0.05680200457572937","0.05680200457572937","0.05680200457572937","","","","","",""
"9645287","","","","","","","768","768","768","0","0","0"
"9674420","796","796","796","0.05743146687746048","0.05743146687746048","0.05743146687746048","","","","","",""
"9675811","","","","","","","770","770","770","0","0","0"
"9697864","","","","","","","772","772","772","0","0","0"
"9698304","798","798","798","0.05467526987195015","0.05467526987195015","0.05467526987195015","","","","","",""
"9723894","","","","","","","774","774","774","0","0","0"
"9727263","800","800","800","0.05325896292924881","0.05325896292924881","0.05325896292924881","","","","","",""
"9747226","","","","","","","776","776","776","0","0","0"
"9754007","802","802","802","0.05977103114128113","0.05977103114128113","0.05977103114128113","","","","","",""
"9775793","","","","","","","778","778","778","0","0","0"
"9782398","804","804","804","0.061419568955898285","0.061419568955898285","0.061419568955898285","","","","","",""
"9800883","","","","","","","780","780","780","0","0","0"
"9809213","806","806","806","0.06122114136815071","0.06122114136815071","0.06122114136815071","","","","","",""
"9827382","","","","","","","782","782","782","0","0","0"
"9838761","818","818","818","0.06577739119529724","0.06577739119529724","0.06577739119529724","","","","","",""
"9860309","","","","","","","784","784","784","0","0","0"
"9863736","820","820","820","0.046746544539928436","0.046746544539928436","0.046746544539928436","","","","","",""
"9885385","","","","","","","786","786","786","0","0","0"
"9889735","822","822","822","0.06236051395535469","0.06236051395535469","0.06236051395535469","","","","","",""
"9913480","","","","","","","788","788","788","0","0","0"
"9916840","824","824","824","0.05064301937818527","0.05064301937818527","0.05064301937818527","","","","","",""
"9938259","826","826","826","0.05849992856383324","0.05849992856383324","0.05849992856383324","","","","","",""
"9942062","","","","","","","790","790","790","0","0","0"
"9962299","828","828","828","0.0612519197165966","0.0612519197165966","0.0612519197165966","","","","","",""
"9972577","","","","","","","792","792","792","0","0","0"
"9988193","830","830","830","0.06427916884422302","0.06427916884422302","0.06427916884422302","","","","","",""
"9998763","","","","","","","794","794","794","0","0","0"
"10012050","832","832","832","0.05161137506365776","0.05161137506365776","0.05161137506365776","","","","","",""
"10024069","","","","","","","796","796","796","0","0","0"
"10034708","834","834","834","0.06615801900625229","0.06615801900625229","0.06615801900625229","","","","","",""
"10055721","836","836","836","0.05899195745587349","0.05899195745587349","0.05899195745587349","","","","","",""
"10056392","","","","","","","798","798","798","0","0","0"
"10082425","","","","","","","800","800","800","0","0","0"
"10086236","838","838","838","0.07118245959281921","0.07118245959281921","0.07118245959281921","","","","","",""
"10105666","","","","","","","802","802","802","0","0","0"
"10115160","840","840","840","0.06215234845876694","0.06215234845876694","0.06215234845876694","","","","","",""
"10128399","","","","","","","804","804","804","0","0","0"
"10137149","842","842","842","0.06601560115814209","0.06601560115814209","0.06601560115814209","","","","","",""
"10152559","","","","","","","806","806","806","0","0","0"
"10165845","844","844","844","0.0592460073530674","0.0592460073530674","0.0592460073530674","","","","","",""
"10183515","","","","","","","818","818","818","0","0","0"
"10189688","846","846","846","0.07062122225761414","0.07062122225761414","0.07062122225761414","","","","","",""
"10211464","","","","","","","820","820","820","0","0","0"
"10217795","848","848","848","0.062345925718545914","0.062345925718545914","0.062345925718545914","","","","","",""
"10240682","","","","","","","822","822","822","0","0","0"
"10243697","850","850","850","0.0573107972741127","0.0573107972741127","0.0573107972741127","","","","","",""
"10267775","","","","","","","824","824","824","0","0","0"
"10268065","852","852","852","0.07576142996549606","0.07576142996549606","0.07576142996549606","","","","","",""
"10289568","","","","","","","826","826","826","0","0","0"
"10293915","854","854","854","0.0803673192858696","0.0803673192858696","0.0803673192858696","","","","","",""
"10313534","856","856","856","0.052396636456251144","0.052396636456251144","0.052396636456251144","","","","","",""
"10314325","","","","","","","828","828","828","0","0","0"
"10338982","858","858","858","0.06628486514091492","0.06628486514091492","0.06628486514091492","","","","","",""
"10343557","","","","","","","830","830","830","0","0","0"
"10368917","","","","","","","832","832","832","0","0","0"
"10369939","860","860","860","0.05260836333036423","0.05260836333036423","0.05260836333036423","","","","","",""
"10394795","","","","","","","834","834","834","0","0","0"
"10395631","862","862","862","0.057241957634687424","0.057241957634687424","0.057241957634687424","","","","","",""
"10415140","","","","","","","836","836","836","0","0","0"
"10418579","864","864","864","0.056549474596977234","0.056549474596977234","0.056549474596977234","","","","","",""
"10439350","866","866","866","0.06563400477170944","0.06563400477170944","0.06563400477170944","","","","","",""
"10444562","","","","","","","838","838","838","0","0","0"
"10468679","868","868","868","0.05463947728276253","0.05463947728276253","0.05463947728276253","","","","","",""
"10476130","","","","","","","840","840","840","0","0","0"
"10493793","870","870","870","0.05326012149453163","0.05326012149453163","0.05326012149453163","","","","","",""
"10507460","","","","","","","842","842","842","0","0","0"
"10513489","872","872","872","0.06715071946382523","0.06715071946382523","0.06715071946382523","","","","","",""
"10534712","874","874","874","0.06153048202395439","0.06153048202395439","0.06153048202395439","","","","","",""
"10537282","","","","","","","844","844","844","0","0","0"
"10565165","","","","","","","846","846","846","0","0","0"
"10567722","876","876","876","0.06028750538825989","0.06028750538825989","0.06028750538825989","","","","","",""
"10590201","","","","","","","848","848","848","0","0","0"
"10593021","878","878","878","0.06262954324483871","0.06262954324483871","0.06262954324483871","","","","","",""
"10615963","","","","","","","850","850","850","0","0","0"
"10616415","880","880","880","0.05476528778672218","0.05476528778672218","0.05476528778672218","","","","","",""
"10645749","882","882","882","0.05641091987490654","0.05641091987490654","0.05641091987490654","","","","","",""
"10647400","","","","","","","852","852","852","0","0","0"
"10668980","884","884","884","0.060861870646476746","0.060861870646476746","0.060861870646476746","","","","","",""
"10677614","","","","","","","854","854","854","0","0","0"
"10693780","886","886","886","0.06127083674073219","0.06127083674073219","0.06127083674073219","","","","","",""
"10711778","","","","","","","856","856","856","0","0","0"
"10716752","888","888","888","0.05583991855382919","0.05583991855382919","0.05583991855382919","","","","","",""
"10741575","","","","","","","858","858","858","0","0","0"
"10743393","890","890","890","0.05654071643948555","0.05654071643948555","0.05654071643948555","","","","","",""
"10767930","892","892","892","0.05141253024339676","0.05141253024339676","0.05141253024339676","","","","","",""
"10768363","","","","","","","860","860","860","0","0","0"
"10793199","","","","","","","862","862","862","0","0","0"
"10793221","894","894","894","0.06272292882204056","0.06272292882204056","0.06272292882204056","","","","","",""
"10811846","896","896","896","0.05156251788139343","0.05156251788139343","0.05156251788139343","","","","","",""
"10820104","","","","","","","864","864","864","0","0","0"
"10844629","","","","","","","866","866","866","0","0","0"
"10845795","898","898","898","0.061732687056064606","0.061732687056064606","0.061732687056064606","","","","","",""
"10871296","","","","","","","868","868","868","0","0","0"
"10878363","900","900","900","0.058771323412656784","0.058771323412656784","0.058771323412656784","","","","","",""
"10897659","902","902","902","0.049438126385211945","0.049438126385211945","0.049438126385211945","","","","","",""
"10901067","","","","","","","870","870","870","0","0","0"
"10930091","","","","","","","872","872","872","0","0","0"
"10932435","904","904","904","0.06062294542789459","0.06062294542789459","0.06062294542789459","","","","","",""
"10956829","","","","","","","874","874","874","0","0","0"
"10958219","906","906","906","0.055465131998062134","0.055465131998062134","0.055465131998062134","","","","","",""
"10983132","908","908","908","0.05678363889455795","0.05678363889455795","0.05678363889455795","","","","","",""
"10984401","","","","","","","876","876","876","0","0","0"
"11005405","","","","","","","878","878","878","0","0","0"
"11011504","910","910","910","0.06835786253213882","0.06835786253213882","0.06835786253213882","","","","","",""
"11035645","","","","","","","880","880","880","0","0","0"
"11041274","912","912","912","0.05405977740883827","0.05405977740883827","0.05405977740883827","","","","","",""
"11063155","","","","","","","882","882","882","0","0","0"
"11066652","914","914","914","0.05055374279618263","0.05055374279618263","0.05055374279618263","","","","","",""
"11088286","","","","","","","884","884","884","0","0","0"
"11092707","916","916","916","0.04264456033706665","0.04264456033706665","0.04264456033706665","","","","","",""
"11116795","","","","","","","886","886","886","0","0","0"
"11124207","918","918","918","0.05572313442826271","0.05572313442826271","0.05572313442826271","","","","","",""
"11145392","","","","","","","888","888","888","0","0","0"
"11152943","920","920","920","0.07945956289768219","0.07945956289768219","0.07945956289768219","","","","","",""
"11171526","922","922","922","0.05525248125195503","0.05525248125195503","0.05525248125195503","","","","","",""
"11174959","","","","","","","890","890","890","0","0","0"
"11201730","924","924","924","0.05437896028161049","0.05437896028161049","0.05437896028161049","","","","","",""
"11205204","","","","","","","892","892","892","0","0","0"
"11228122","926","926","926","0.05581502988934517","0.05581502988934517","0.05581502988934517","","","","","",""
"11234680","","","","","","","894","894","894","0","0","0"
"11254862","928","928","928","0.05509042367339134","0.05509042367339134","0.05509042367339134","","","","","",""
"11258183","","","","","","","896","896","896","0","0","0"
"11280553","930","930","930","0.05961577594280243","0.05961577594280243","0.05961577594280243","","","","","",""
"11283502","","","","","","","898","898","898","0","0","0"
"11299962","932","932","932","0.06792031973600388","0.06792031973600388","0.06792031973600388","","","","","",""
"11317068","","","","","","","900","900","900","0","0","0"
"11326320","934","934","934","0.060008276253938675","0.060008276253938675","0.060008276253938675","","","","","",""
"11347010","","","","","","","902","902","902","0","0","0"
"11350564","936","936","936","0.06808368116617203","0.06808368116617203","0.06808368116617203","","","","","",""
"11375649","","","","","","","904","904","904","0","0","0"
"11378134","938","938","938","0.05857780575752258","0.05857780575752258","0.05857780575752258","","","","","",""
"11402555","","","","","","","906","906","906","0","0","0"
"11414123","940","940","940","0.05908888205885887","0.05908888205885887","0.05908888205885887","","","","","",""
"11430125","","","","","","","908","908","908","0","0","0"
"11443093","942","942","942","0.05676085874438286","0.05676085874438286","0.05676085874438286","","","","","",""
"11457516","","","","","","","910","910","910","0","0","0"
"11471304","944","944","944","0.04999997466802597","0.04999997466802597","0.04999997466802597","","","","","",""
"11488861","","","","","","","912","912","912","0","0","0"
"11501021","946","946","946","0.06545635312795639","0.06545635312795639","0.06545635312795639","","","","","",""
"11511249","","","","","","","914","914","914","0","0","0"
"11532387","948","948","948","0.05292341113090515","0.05292341113090515","0.05292341113090515","","","","","",""
"11540798","","","","","","","916","916","916","0","0","0"
"11550010","950","950","950","0.0636368915438652","0.0636368915438652","0.0636368915438652","","","","","",""
"11565641","","","","","","","918","918","918","0","0","0"
"11574277","952","952","952","0.06985457241535187","0.06985457241535187","0.06985457241535187","","","","","",""
"11592915","","","","","","","920","920","920","0","0","0"
"11601046","954","954","954","0.060544203966856","0.060544203966856","0.060544203966856","","","","","",""
"11616854","","","","","","","922","922","922","0","0","0"
"11621706","956","956","956","0.05380013957619667","0.05380013957619667","0.05380013957619667","","","","","",""
"11641172","958","958","958","0.06197191774845123","0.06197191774845123","0.06197191774845123","","","","","",""
"11647276","","","","","","","924","924","924","0","0","0"
"11661885","960","960","960","0.054986391216516495","0.054986391216516495","0.054986391216516495","","","","","",""
"11674660","","","","","","","926","926","926","0","0","0"
"11685050","962","962","962","0.059631478041410446","0.059631478041410446","0.059631478041410446","","","","","",""
"11699923","","","","","","","928","928","928","0","0","0"
"11719566","964","964","964","0.05806497856974602","0.05806497856974602","0.05806497856974602","","","","","",""
"11728621","","","","","","","930","930","930","0","0","0"
"11743475","966","966","966","0.05750097706913948","0.05750097706913948","0.05750097706913948","","","","","",""
"11755846","","","","","","","932","932","932","0","0","0"
"11769482","968","968","968","0.05862750485539436","0.05862750485539436","0.05862750485539436","","","","","",""
"11781476","","","","","","","934","934","934","0","0","0"
"11797097","970","970","970","0.05015803501009941","0.05015803501009941","0.05015803501009941","","","","","",""
"11805978","","","","","","","936","936","936","0","0","0"
