"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - regularize/kl_div","HR-PPO - regularize/kl_div__MIN","HR-PPO - regularize/kl_div__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - regularize/kl_div","PPO - regularize/kl_div__MIN","PPO - regularize/kl_div__MAX"
"5222603","442","442","442","1.124796748161316","1.124796748161316","1.124796748161316","","","","","",""
"5245088","444","444","444","0.9397739768028259","0.9397739768028259","0.9397739768028259","","","","","",""
"5248720","","","","","","","430","430","430","12.755485534667969","12.755485534667969","12.755485534667969"
"5271866","446","446","446","1.116972804069519","1.116972804069519","1.116972804069519","","","","","",""
"5273810","","","","","","","432","432","432","12.389019012451172","12.389019012451172","12.389019012451172"
"5296524","448","448","448","1.172881007194519","1.172881007194519","1.172881007194519","","","","","",""
"5299897","","","","","","","434","434","434","8.46039867401123","8.46039867401123","8.46039867401123"
"5326043","450","450","450","0.9533867835998535","0.9533867835998535","0.9533867835998535","","","","","",""
"5330909","","","","","","","436","436","436","12.46333122253418","12.46333122253418","12.46333122253418"
"5352634","","","","","","","438","438","438","11.849468231201172","11.849468231201172","11.849468231201172"
"5353937","452","452","452","0.8520929217338562","0.8520929217338562","0.8520929217338562","","","","","",""
"5377570","454","454","454","1.0564411878585815","1.0564411878585815","1.0564411878585815","","","","","",""
"5380055","","","","","","","440","440","440","12.309446334838867","12.309446334838867","12.309446334838867"
"5402790","456","456","456","1.0172723531723022","1.0172723531723022","1.0172723531723022","","","","","",""
"5404156","","","","","","","442","442","442","12.262594223022461","12.262594223022461","12.262594223022461"
"5426417","","","","","","","444","444","444","12.24355411529541","12.24355411529541","12.24355411529541"
"5435365","458","458","458","0.8535451889038086","0.8535451889038086","0.8535451889038086","","","","","",""
"5457328","","","","","","","446","446","446","12.483348846435547","12.483348846435547","12.483348846435547"
"5460071","460","460","460","1.1302319765090942","1.1302319765090942","1.1302319765090942","","","","","",""
"5482977","","","","","","","448","448","448","12.430657386779785","12.430657386779785","12.430657386779785"
"5483273","462","462","462","1.022888422012329","1.022888422012329","1.022888422012329","","","","","",""
"5505046","464","464","464","0.9840172529220581","0.9840172529220581","0.9840172529220581","","","","","",""
"5507665","","","","","","","450","450","450","12.41147518157959","12.41147518157959","12.41147518157959"
"5528567","466","466","466","1.155599594116211","1.155599594116211","1.155599594116211","","","","","",""
"5535790","","","","","","","452","452","452","12.620960235595703","12.620960235595703","12.620960235595703"
"5555382","468","468","468","0.9644863605499268","0.9644863605499268","0.9644863605499268","","","","","",""
"5555423","","","","","","","454","454","454","12.444220542907715","12.444220542907715","12.444220542907715"
"5580346","470","470","470","0.9492863416671753","0.9492863416671753","0.9492863416671753","","","","","",""
"5588510","","","","","","","456","456","456","12.64670467376709","12.64670467376709","12.64670467376709"
"5609289","472","472","472","0.8638799786567688","0.8638799786567688","0.8638799786567688","","","","","",""
"5612432","","","","","","","458","458","458","12.801657676696777","12.801657676696777","12.801657676696777"
"5634137","474","474","474","1.0242762565612793","1.0242762565612793","1.0242762565612793","","","","","",""
"5634211","","","","","","","460","460","460","11.999879837036133","11.999879837036133","11.999879837036133"
"5654031","","","","","","","462","462","462","11.308849334716797","11.308849334716797","11.308849334716797"
"5655541","476","476","476","1.0481910705566406","1.0481910705566406","1.0481910705566406","","","","","",""
"5679587","478","478","478","1.1520036458969116","1.1520036458969116","1.1520036458969116","","","","","",""
"5682566","","","","","","","464","464","464","12.699118614196777","12.699118614196777","12.699118614196777"
"5705200","","","","","","","466","466","466","12.981209754943848","12.981209754943848","12.981209754943848"
"5706505","480","480","480","0.9937421679496765","0.9937421679496765","0.9937421679496765","","","","","",""
"5731130","482","482","482","1.0770384073257446","1.0770384073257446","1.0770384073257446","","","","","",""
"5733704","","","","","","","468","468","468","12.4221773147583","12.4221773147583","12.4221773147583"
"5753563","","","","","","","470","470","470","12.4004545211792","12.4004545211792","12.4004545211792"
"5759077","484","484","484","1.0087538957595825","1.0087538957595825","1.0087538957595825","","","","","",""
"5778690","","","","","","","472","472","472","12.681988716125488","12.681988716125488","12.681988716125488"
"5782982","486","486","486","1.1136219501495361","1.1136219501495361","1.1136219501495361","","","","","",""
"5803669","","","","","","","474","474","474","13.54159164428711","13.54159164428711","13.54159164428711"
"5804870","488","488","488","0.9043614864349365","0.9043614864349365","0.9043614864349365","","","","","",""
"5829847","","","","","","","476","476","476","12.781510353088379","12.781510353088379","12.781510353088379"
"5829907","490","490","490","0.9612631797790527","0.9612631797790527","0.9612631797790527","","","","","",""
"5853671","","","","","","","478","478","478","13.399271965026855","13.399271965026855","13.399271965026855"
"5855373","492","492","492","1.1098401546478271","1.1098401546478271","1.1098401546478271","","","","","",""
"5875672","","","","","","","480","480","480","14.155684471130371","14.155684471130371","14.155684471130371"
"5877660","494","494","494","1.0933845043182373","1.0933845043182373","1.0933845043182373","","","","","",""
"5897096","496","496","496","0.8791887164115906","0.8791887164115906","0.8791887164115906","","","","","",""
"5898746","","","","","","","482","482","482","13.26884651184082","13.26884651184082","13.26884651184082"
"5921815","","","","","","","484","484","484","12.636482238769531","12.636482238769531","12.636482238769531"
"5924388","498","498","498","1.0200257301330566","1.0200257301330566","1.0200257301330566","","","","","",""
"5947342","","","","","","","486","486","486","12.683137893676758","12.683137893676758","12.683137893676758"
"5949928","500","500","500","1.1412088871002197","1.1412088871002197","1.1412088871002197","","","","","",""
"5968765","","","","","","","488","488","488","13.666266441345215","13.666266441345215","13.666266441345215"
"5981279","502","502","502","1.0231853723526","1.0231853723526","1.0231853723526","","","","","",""
"5995521","","","","","","","490","490","490","13.53555679321289","13.53555679321289","13.53555679321289"
"6006787","504","504","504","1.0556150674819946","1.0556150674819946","1.0556150674819946","","","","","",""
"6018770","","","","","","","492","492","492","13.506951332092285","13.506951332092285","13.506951332092285"
"6035843","506","506","506","1.1297802925109863","1.1297802925109863","1.1297802925109863","","","","","",""
"6043915","","","","","","","494","494","494","13.366188049316406","13.366188049316406","13.366188049316406"
"6060540","508","508","508","1.16902756690979","1.16902756690979","1.16902756690979","","","","","",""
"6071966","","","","","","","496","496","496","13.744782447814941","13.744782447814941","13.744782447814941"
"6081244","510","510","510","1.2365673780441284","1.2365673780441284","1.2365673780441284","","","","","",""
"6100414","","","","","","","498","498","498","13.864965438842773","13.864965438842773","13.864965438842773"
"6108094","512","512","512","1.0576379299163818","1.0576379299163818","1.0576379299163818","","","","","",""
"6123217","","","","","","","500","500","500","12.745821952819824","12.745821952819824","12.745821952819824"
"6131093","514","514","514","0.9296082258224487","0.9296082258224487","0.9296082258224487","","","","","",""
"6146907","","","","","","","502","502","502","13.965977668762207","13.965977668762207","13.965977668762207"
"6152608","516","516","516","1.136124610900879","1.136124610900879","1.136124610900879","","","","","",""
"6168507","","","","","","","504","504","504","13.674798965454102","13.674798965454102","13.674798965454102"
"6172765","518","518","518","0.934610903263092","0.934610903263092","0.934610903263092","","","","","",""
"6193362","","","","","","","506","506","506","13.791899681091309","13.791899681091309","13.791899681091309"
"6197608","520","520","520","1.1328831911087036","1.1328831911087036","1.1328831911087036","","","","","",""
"6216055","","","","","","","508","508","508","13.627924919128418","13.627924919128418","13.627924919128418"
"6224206","522","522","522","1.1146862506866455","1.1146862506866455","1.1146862506866455","","","","","",""
"6245943","","","","","","","510","510","510","13.490031242370605","13.490031242370605","13.490031242370605"
"6253765","524","524","524","1.0351401567459106","1.0351401567459106","1.0351401567459106","","","","","",""
"6273961","","","","","","","512","512","512","13.300094604492188","13.300094604492188","13.300094604492188"
"6278734","526","526","526","0.8735234141349792","0.8735234141349792","0.8735234141349792","","","","","",""
"6301170","","","","","","","514","514","514","13.648483276367188","13.648483276367188","13.648483276367188"
"6307002","528","528","528","1.0097354650497437","1.0097354650497437","1.0097354650497437","","","","","",""
"6326908","","","","","","","516","516","516","14.403078079223633","14.403078079223633","14.403078079223633"
"6332144","530","530","530","1.0508238077163696","1.0508238077163696","1.0508238077163696","","","","","",""
"6350503","","","","","","","518","518","518","13.92502498626709","13.92502498626709","13.92502498626709"
"6360757","532","532","532","0.9111911058425903","0.9111911058425903","0.9111911058425903","","","","","",""
"6378176","","","","","","","520","520","520","14.236241340637207","14.236241340637207","14.236241340637207"
"6381930","534","534","534","1.0079883337020874","1.0079883337020874","1.0079883337020874","","","","","",""
"6407819","","","","","","","522","522","522","13.385939598083496","13.385939598083496","13.385939598083496"
"6413026","536","536","536","0.917585551738739","0.917585551738739","0.917585551738739","","","","","",""
"6437814","","","","","","","524","524","524","14.084390640258789","14.084390640258789","14.084390640258789"
"6443322","538","538","538","0.8648347854614258","0.8648347854614258","0.8648347854614258","","","","","",""
"6462752","","","","","","","526","526","526","13.37735366821289","13.37735366821289","13.37735366821289"
"6475989","540","540","540","0.8097347021102905","0.8097347021102905","0.8097347021102905","","","","","",""
"6487263","","","","","","","528","528","528","13.920920372009277","13.920920372009277","13.920920372009277"
"6499511","542","542","542","0.9915977120399475","0.9915977120399475","0.9915977120399475","","","","","",""
"6509184","","","","","","","530","530","530","14.015460014343262","14.015460014343262","14.015460014343262"
"6520524","544","544","544","0.9515320062637329","0.9515320062637329","0.9515320062637329","","","","","",""
"6529981","","","","","","","532","532","532","13.950286865234375","13.950286865234375","13.950286865234375"
"6547681","546","546","546","0.8545443415641785","0.8545443415641785","0.8545443415641785","","","","","",""
"6553865","","","","","","","534","534","534","14.158967971801758","14.158967971801758","14.158967971801758"
"6576933","548","548","548","0.9298646450042725","0.9298646450042725","0.9298646450042725","","","","","",""
"6580347","","","","","","","536","536","536","14.494955062866211","14.494955062866211","14.494955062866211"
"6599041","550","550","550","1.0294220447540283","1.0294220447540283","1.0294220447540283","","","","","",""
"6610869","","","","","","","538","538","538","13.49730396270752","13.49730396270752","13.49730396270752"
"6621873","552","552","552","0.9770424962043762","0.9770424962043762","0.9770424962043762","","","","","",""
"6640381","554","554","554","0.7972695231437683","0.7972695231437683","0.7972695231437683","","","","","",""
"6642548","","","","","","","540","540","540","14.263469696044922","14.263469696044922","14.263469696044922"
"6659631","556","556","556","0.9715137481689453","0.9715137481689453","0.9715137481689453","","","","","",""
"6674980","","","","","","","542","542","542","14.086845397949219","14.086845397949219","14.086845397949219"
"6683904","558","558","558","1.184528112411499","1.184528112411499","1.184528112411499","","","","","",""
"6697784","","","","","","","544","544","544","14.285470008850098","14.285470008850098","14.285470008850098"
"6705979","560","560","560","1.0052045583724976","1.0052045583724976","1.0052045583724976","","","","","",""
"6722261","","","","","","","546","546","546","13.8331298828125","13.8331298828125","13.8331298828125"
"6734886","562","562","562","0.821543276309967","0.821543276309967","0.821543276309967","","","","","",""
"6745724","","","","","","","548","548","548","14.423660278320312","14.423660278320312","14.423660278320312"
"6762807","564","564","564","0.9426541924476624","0.9426541924476624","0.9426541924476624","","","","","",""
"6771378","","","","","","","550","550","550","14.732256889343262","14.732256889343262","14.732256889343262"
"6783545","566","566","566","0.9236584901809692","0.9236584901809692","0.9236584901809692","","","","","",""
"6800559","","","","","","","552","552","552","14.360477447509766","14.360477447509766","14.360477447509766"
"6816662","568","568","568","1.3561331033706665","1.3561331033706665","1.3561331033706665","","","","","",""
"6827187","","","","","","","554","554","554","14.437734603881836","14.437734603881836","14.437734603881836"
"6836011","570","570","570","0.7532497644424438","0.7532497644424438","0.7532497644424438","","","","","",""
"6854683","","","","","","","556","556","556","16.102203369140625","16.102203369140625","16.102203369140625"
"6858314","572","572","572","1.0094043016433716","1.0094043016433716","1.0094043016433716","","","","","",""
"6874120","574","574","574","1.1598219871520996","1.1598219871520996","1.1598219871520996","","","","","",""
"6880954","","","","","","","558","558","558","13.952515602111816","13.952515602111816","13.952515602111816"
"6897257","576","576","576","0.8575153350830078","0.8575153350830078","0.8575153350830078","","","","","",""
"6909427","","","","","","","560","560","560","14.38180160522461","14.38180160522461","14.38180160522461"
"6918671","578","578","578","1.1276310682296753","1.1276310682296753","1.1276310682296753","","","","","",""
"6934051","","","","","","","562","562","562","14.094165802001953","14.094165802001953","14.094165802001953"
"6947803","580","580","580","1.1939276456832886","1.1939276456832886","1.1939276456832886","","","","","",""
"6959583","","","","","","","564","564","564","14.819441795349121","14.819441795349121","14.819441795349121"
"6969831","582","582","582","0.8763046860694885","0.8763046860694885","0.8763046860694885","","","","","",""
"6980297","","","","","","","566","566","566","14.227641105651855","14.227641105651855","14.227641105651855"
"6994400","584","584","584","0.9153788089752197","0.9153788089752197","0.9153788089752197","","","","","",""
"7004716","","","","","","","568","568","568","14.606114387512207","14.606114387512207","14.606114387512207"
"7018969","586","586","586","0.9412146806716919","0.9412146806716919","0.9412146806716919","","","","","",""
"7028604","","","","","","","570","570","570","14.930383682250977","14.930383682250977","14.930383682250977"
"7047598","588","588","588","1.0818040370941162","1.0818040370941162","1.0818040370941162","","","","","",""
"7057090","","","","","","","572","572","572","15.073477745056152","15.073477745056152","15.073477745056152"
"7075548","590","590","590","1.022728443145752","1.022728443145752","1.022728443145752","","","","","",""
"7085973","","","","","","","574","574","574","15.325243949890137","15.325243949890137","15.325243949890137"
"7099821","592","592","592","0.7293803095817566","0.7293803095817566","0.7293803095817566","","","","","",""
"7110007","","","","","","","576","576","576","14.520705223083496","14.520705223083496","14.520705223083496"
"7125989","594","594","594","0.9229443073272705","0.9229443073272705","0.9229443073272705","","","","","",""
"7132214","","","","","","","578","578","578","15.128816604614258","15.128816604614258","15.128816604614258"
"7152434","596","596","596","0.8815655708312988","0.8815655708312988","0.8815655708312988","","","","","",""
"7157706","","","","","","","580","580","580","14.847089767456055","14.847089767456055","14.847089767456055"
"7181211","598","598","598","0.9686858654022217","0.9686858654022217","0.9686858654022217","","","","","",""
"7181468","","","","","","","582","582","582","14.942693710327148","14.942693710327148","14.942693710327148"
"7206511","600","600","600","1.0222444534301758","1.0222444534301758","1.0222444534301758","","","","","",""
"7210341","","","","","","","584","584","584","14.787522315979004","14.787522315979004","14.787522315979004"
"7226519","602","602","602","0.9151978492736816","0.9151978492736816","0.9151978492736816","","","","","",""
"7237579","","","","","","","586","586","586","14.867971420288086","14.867971420288086","14.867971420288086"
"7250157","604","604","604","0.9389285445213318","0.9389285445213318","0.9389285445213318","","","","","",""
"7265226","","","","","","","588","588","588","15.42001724243164","15.42001724243164","15.42001724243164"
"7268966","606","606","606","0.9224607944488525","0.9224607944488525","0.9224607944488525","","","","","",""
"7295823","608","608","608","1.0157907009124756","1.0157907009124756","1.0157907009124756","","","","","",""
"7296244","","","","","","","590","590","590","14.871794700622559","14.871794700622559","14.871794700622559"
"7319724","610","610","610","0.9521924257278442","0.9521924257278442","0.9521924257278442","","","","","",""
"7321088","","","","","","","592","592","592","15.150010108947754","15.150010108947754","15.150010108947754"
"7343292","612","612","612","1.1002862453460693","1.1002862453460693","1.1002862453460693","","","","","",""
"7347458","","","","","","","594","594","594","14.965065002441406","14.965065002441406","14.965065002441406"
"7368451","614","614","614","1.2257684469223022","1.2257684469223022","1.2257684469223022","","","","","",""
"7371601","","","","","","","596","596","596","15.010725975036621","15.010725975036621","15.010725975036621"
"7394629","616","616","616","0.9222686886787415","0.9222686886787415","0.9222686886787415","","","","","",""
"7401046","","","","","","","598","598","598","14.62182331085205","14.62182331085205","14.62182331085205"
"7427015","618","618","618","0.9694778919219971","0.9694778919219971","0.9694778919219971","","","","","",""
"7431099","","","","","","","600","600","600","16.154621124267578","16.154621124267578","16.154621124267578"
"7453415","620","620","620","1.0344003438949585","1.0344003438949585","1.0344003438949585","","","","","",""
"7458448","","","","","","","602","602","602","15.486466407775879","15.486466407775879","15.486466407775879"
"7476139","622","622","622","0.744868278503418","0.744868278503418","0.744868278503418","","","","","",""
"7486240","","","","","","","604","604","604","15.525324821472168","15.525324821472168","15.525324821472168"
"7503635","624","624","624","0.9887831211090088","0.9887831211090088","0.9887831211090088","","","","","",""
"7512587","","","","","","","606","606","606","15.14891242980957","15.14891242980957","15.14891242980957"
"7527179","626","626","626","0.9945756793022156","0.9945756793022156","0.9945756793022156","","","","","",""
"7539190","","","","","","","608","608","608","15.46621322631836","15.46621322631836","15.46621322631836"
"7555996","628","628","628","0.9566527009010315","0.9566527009010315","0.9566527009010315","","","","","",""
"7567107","","","","","","","610","610","610","15.585820198059082","15.585820198059082","15.585820198059082"
"7582022","630","630","630","0.9603612422943115","0.9603612422943115","0.9603612422943115","","","","","",""
"7593417","","","","","","","612","612","612","15.355945587158203","15.355945587158203","15.355945587158203"
"7606006","632","632","632","1.0051525831222534","1.0051525831222534","1.0051525831222534","","","","","",""
"7620508","","","","","","","614","614","614","15.770635604858398","15.770635604858398","15.770635604858398"
"7634726","634","634","634","0.9769576191902161","0.9769576191902161","0.9769576191902161","","","","","",""
"7646676","","","","","","","616","616","616","16.014053344726562","16.014053344726562","16.014053344726562"
"7659362","636","636","636","0.9460541009902954","0.9460541009902954","0.9460541009902954","","","","","",""
"7669500","","","","","","","618","618","618","14.820893287658691","14.820893287658691","14.820893287658691"
"7688011","638","638","638","0.7886132597923279","0.7886132597923279","0.7886132597923279","","","","","",""
"7689341","","","","","","","620","620","620","16.466453552246094","16.466453552246094","16.466453552246094"
"7705323","640","640","640","1.0147291421890259","1.0147291421890259","1.0147291421890259","","","","","",""
"7712932","","","","","","","622","622","622","16.520715713500977","16.520715713500977","16.520715713500977"
"7731160","642","642","642","1.1682281494140625","1.1682281494140625","1.1682281494140625","","","","","",""
"7742302","","","","","","","624","624","624","15.924299240112305","15.924299240112305","15.924299240112305"
"7758159","644","644","644","1.0564135313034058","1.0564135313034058","1.0564135313034058","","","","","",""
"7770934","","","","","","","626","626","626","16.18998146057129","16.18998146057129","16.18998146057129"
"7785058","646","646","646","0.966117799282074","0.966117799282074","0.966117799282074","","","","","",""
"7796574","","","","","","","628","628","628","16.040128707885742","16.040128707885742","16.040128707885742"
"7809891","648","648","648","0.7583807110786438","0.7583807110786438","0.7583807110786438","","","","","",""
"7824896","","","","","","","630","630","630","16.52585792541504","16.52585792541504","16.52585792541504"
"7831021","650","650","650","0.5254713296890259","0.5254713296890259","0.5254713296890259","","","","","",""
"7850133","652","652","652","0.9915295243263245","0.9915295243263245","0.9915295243263245","","","","","",""
"7852982","","","","","","","632","632","632","16.178373336791992","16.178373336791992","16.178373336791992"
"7873003","654","654","654","0.9763030409812927","0.9763030409812927","0.9763030409812927","","","","","",""
"7879803","","","","","","","634","634","634","16.01844596862793","16.01844596862793","16.01844596862793"
"7897097","656","656","656","1.1227262020111084","1.1227262020111084","1.1227262020111084","","","","","",""
"7908343","","","","","","","636","636","636","16.14769172668457","16.14769172668457","16.14769172668457"
"7923044","658","658","658","0.7804023027420044","0.7804023027420044","0.7804023027420044","","","","","",""
"7932242","","","","","","","638","638","638","16.25586700439453","16.25586700439453","16.25586700439453"
"7952162","660","660","660","0.9788993000984192","0.9788993000984192","0.9788993000984192","","","","","",""
"7959617","","","","","","","640","640","640","16.306978225708008","16.306978225708008","16.306978225708008"
"7979013","662","662","662","0.9520694613456726","0.9520694613456726","0.9520694613456726","","","","","",""
"7979249","","","","","","","642","642","642","16.369747161865234","16.369747161865234","16.369747161865234"
"8001860","664","664","664","0.8917739987373352","0.8917739987373352","0.8917739987373352","","","","","",""
"8004667","","","","","","","644","644","644","15.868450164794922","15.868450164794922","15.868450164794922"
"8029277","666","666","666","1.0554137229919434","1.0554137229919434","1.0554137229919434","","","","","",""
"8032059","","","","","","","646","646","646","16.346969604492188","16.346969604492188","16.346969604492188"
"8047683","668","668","668","0.9287394285202026","0.9287394285202026","0.9287394285202026","","","","","",""
"8059138","","","","","","","648","648","648","16.060470581054688","16.060470581054688","16.060470581054688"
"8076679","670","670","670","1.0313544273376465","1.0313544273376465","1.0313544273376465","","","","","",""
"8087214","","","","","","","650","650","650","16.451457977294922","16.451457977294922","16.451457977294922"
"8103629","672","672","672","0.9661874175071716","0.9661874175071716","0.9661874175071716","","","","","",""
"8106714","","","","","","","652","652","652","16.4459171295166","16.4459171295166","16.4459171295166"
"8127366","674","674","674","0.8789455890655518","0.8789455890655518","0.8789455890655518","","","","","",""
"8131904","","","","","","","654","654","654","16.3903751373291","16.3903751373291","16.3903751373291"
"8149926","676","676","676","1.0179094076156616","1.0179094076156616","1.0179094076156616","","","","","",""
"8157877","","","","","","","656","656","656","16.484338760375977","16.484338760375977","16.484338760375977"
"8175572","678","678","678","0.9489597082138062","0.9489597082138062","0.9489597082138062","","","","","",""
"8189911","","","","","","","658","658","658","16.78044891357422","16.78044891357422","16.78044891357422"
"8195813","680","680","680","0.8183637261390686","0.8183637261390686","0.8183637261390686","","","","","",""
"8213814","682","682","682","1.0689181089401245","1.0689181089401245","1.0689181089401245","","","","","",""
"8214616","","","","","","","660","660","660","17.32602882385254","17.32602882385254","17.32602882385254"
"8243146","","","","","","","662","662","662","16.827190399169922","16.827190399169922","16.827190399169922"
"8244247","684","684","684","1.1447938680648804","1.1447938680648804","1.1447938680648804","","","","","",""
"8271833","","","","","","","664","664","664","16.30052375793457","16.30052375793457","16.30052375793457"
"8272583","686","686","686","0.9046297669410706","0.9046297669410706","0.9046297669410706","","","","","",""
"8288839","688","688","688","1.0032105445861816","1.0032105445861816","1.0032105445861816","","","","","",""
"8297936","","","","","","","666","666","666","16.03484535217285","16.03484535217285","16.03484535217285"
"8315238","690","690","690","1.1175581216812134","1.1175581216812134","1.1175581216812134","","","","","",""
"8325966","","","","","","","668","668","668","16.994539260864258","16.994539260864258","16.994539260864258"
"8338630","692","692","692","1.2666871547698975","1.2666871547698975","1.2666871547698975","","","","","",""
"8355709","","","","","","","670","670","670","16.228904724121094","16.228904724121094","16.228904724121094"
"8363890","694","694","694","0.9417654275894165","0.9417654275894165","0.9417654275894165","","","","","",""
"8382150","","","","","","","672","672","672","16.723918914794922","16.723918914794922","16.723918914794922"
"8395189","696","696","696","0.8851345181465149","0.8851345181465149","0.8851345181465149","","","","","",""
"8408648","","","","","","","674","674","674","16.438547134399414","16.438547134399414","16.438547134399414"
"8422348","698","698","698","1.065413236618042","1.065413236618042","1.065413236618042","","","","","",""
"8435763","","","","","","","676","676","676","16.582992553710938","16.582992553710938","16.582992553710938"
"8449261","700","700","700","0.7690015435218811","0.7690015435218811","0.7690015435218811","","","","","",""
"8461569","","","","","","","678","678","678","17.090906143188477","17.090906143188477","17.090906143188477"
"8475009","702","702","702","1.0906007289886475","1.0906007289886475","1.0906007289886475","","","","","",""
"8486370","","","","","","","680","680","680","16.897987365722656","16.897987365722656","16.897987365722656"
"8500088","704","704","704","0.9668475985527039","0.9668475985527039","0.9668475985527039","","","","","",""
"8515592","","","","","","","682","682","682","17.132009506225586","17.132009506225586","17.132009506225586"
"8526173","706","706","706","0.9501693844795227","0.9501693844795227","0.9501693844795227","","","","","",""
"8537138","","","","","","","684","684","684","16.986408233642578","16.986408233642578","16.986408233642578"
"8555898","708","708","708","0.862470805644989","0.862470805644989","0.862470805644989","","","","","",""
"8560631","","","","","","","686","686","686","16.925432205200195","16.925432205200195","16.925432205200195"
"8587121","","","","","","","688","688","688","16.834810256958008","16.834810256958008","16.834810256958008"
"8587291","710","710","710","1.0163273811340332","1.0163273811340332","1.0163273811340332","","","","","",""
"8607499","","","","","","","690","690","690","16.49407386779785","16.49407386779785","16.49407386779785"
"8615996","712","712","712","0.9304555654525757","0.9304555654525757","0.9304555654525757","","","","","",""
"8635279","","","","","","","692","692","692","17.07938575744629","17.07938575744629","17.07938575744629"
"8648406","714","714","714","1.2697755098342896","1.2697755098342896","1.2697755098342896","","","","","",""
"8658216","","","","","","","694","694","694","17.292665481567383","17.292665481567383","17.292665481567383"
"8677365","716","716","716","1.1167137622833252","1.1167137622833252","1.1167137622833252","","","","","",""
"8686687","","","","","","","696","696","696","17.24376106262207","17.24376106262207","17.24376106262207"
"8696347","718","718","718","0.9989867806434631","0.9989867806434631","0.9989867806434631","","","","","",""
"8715503","","","","","","","698","698","698","17.364465713500977","17.364465713500977","17.364465713500977"
"8721566","720","720","720","1.231385350227356","1.231385350227356","1.231385350227356","","","","","",""
"8742551","","","","","","","700","700","700","17.200721740722656","17.200721740722656","17.200721740722656"
"8747706","722","722","722","0.9485005140304565","0.9485005140304565","0.9485005140304565","","","","","",""
"8762831","","","","","","","702","702","702","17.23326873779297","17.23326873779297","17.23326873779297"
"8766367","724","724","724","1.1301838159561157","1.1301838159561157","1.1301838159561157","","","","","",""
"8784439","","","","","","","704","704","704","17.538246154785156","17.538246154785156","17.538246154785156"
"8792085","726","726","726","1.0343222618103027","1.0343222618103027","1.0343222618103027","","","","","",""
"8809354","","","","","","","706","706","706","17.515518188476562","17.515518188476562","17.515518188476562"
"8820768","728","728","728","1.1551240682601929","1.1551240682601929","1.1551240682601929","","","","","",""
"8835502","","","","","","","708","708","708","17.410844802856445","17.410844802856445","17.410844802856445"
"8845537","730","730","730","0.6911454796791077","0.6911454796791077","0.6911454796791077","","","","","",""
"8855752","","","","","","","710","710","710","16.61879539489746","16.61879539489746","16.61879539489746"
"8870243","732","732","732","0.8763173818588257","0.8763173818588257","0.8763173818588257","","","","","",""
"8883531","","","","","","","712","712","712","17.41501235961914","17.41501235961914","17.41501235961914"
"8901513","734","734","734","0.9929565191268921","0.9929565191268921","0.9929565191268921","","","","","",""
"8905693","","","","","","","714","714","714","18.083833694458008","18.083833694458008","18.083833694458008"
"8925247","736","736","736","0.9342820048332214","0.9342820048332214","0.9342820048332214","","","","","",""
"8934580","","","","","","","716","716","716","17.27743148803711","17.27743148803711","17.27743148803711"
"8956929","738","738","738","1.0023906230926514","1.0023906230926514","1.0023906230926514","","","","","",""
"8963790","","","","","","","718","718","718","17.472980499267578","17.472980499267578","17.472980499267578"
"8984151","740","740","740","0.9747350215911865","0.9747350215911865","0.9747350215911865","","","","","",""
"8987544","","","","","","","720","720","720","16.294784545898438","16.294784545898438","16.294784545898438"
"9006717","742","742","742","0.9043391942977905","0.9043391942977905","0.9043391942977905","","","","","",""
"9008552","","","","","","","722","722","722","17.36050033569336","17.36050033569336","17.36050033569336"
"9027056","744","744","744","1.0077924728393555","1.0077924728393555","1.0077924728393555","","","","","",""
"9032245","","","","","","","724","724","724","17.817750930786133","17.817750930786133","17.817750930786133"
"9049320","746","746","746","1.0827797651290894","1.0827797651290894","1.0827797651290894","","","","","",""
"9059390","","","","","","","726","726","726","17.202207565307617","17.202207565307617","17.202207565307617"
"9071521","748","748","748","0.928871750831604","0.928871750831604","0.928871750831604","","","","","",""
"9085561","","","","","","","728","728","728","17.96632957458496","17.96632957458496","17.96632957458496"
"9100584","750","750","750","1.1779131889343262","1.1779131889343262","1.1779131889343262","","","","","",""
"9114136","","","","","","","730","730","730","17.36311149597168","17.36311149597168","17.36311149597168"
"9126717","752","752","752","0.8457441926002502","0.8457441926002502","0.8457441926002502","","","","","",""
"9141684","","","","","","","732","732","732","17.345317840576172","17.345317840576172","17.345317840576172"
"9150865","754","754","754","1.3459537029266357","1.3459537029266357","1.3459537029266357","","","","","",""
"9168206","","","","","","","734","734","734","17.57808494567871","17.57808494567871","17.57808494567871"
"9178623","756","756","756","0.9067275524139404","0.9067275524139404","0.9067275524139404","","","","","",""
"9194740","","","","","","","736","736","736","17.645917892456055","17.645917892456055","17.645917892456055"
"9204830","758","758","758","1.0355569124221802","1.0355569124221802","1.0355569124221802","","","","","",""
"9226044","760","760","760","0.7027286887168884","0.7027286887168884","0.7027286887168884","","","","","",""
"9231715","","","","","","","738","738","738","17.770950317382812","17.770950317382812","17.770950317382812"
"9249235","762","762","762","0.9595255255699158","0.9595255255699158","0.9595255255699158","","","","","",""
"9259661","","","","","","","740","740","740","17.67154312133789","17.67154312133789","17.67154312133789"
"9276341","764","764","764","1.1641592979431152","1.1641592979431152","1.1641592979431152","","","","","",""
