"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - regularize/kl_div","HR-PPO - regularize/kl_div__MIN","HR-PPO - regularize/kl_div__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - regularize/kl_div","PPO - regularize/kl_div__MIN","PPO - regularize/kl_div__MAX"
"17035078","","","","","","","1326","1326","1326","21.925819396972656","21.925819396972656","21.925819396972656"
"17042886","1392","1392","1392","0.9479879140853882","0.9479879140853882","0.9479879140853882","","","","","",""
"17063762","","","","","","","1328","1328","1328","22.148025512695312","22.148025512695312","22.148025512695312"
"17070146","1394","1394","1394","0.9574307203292847","0.9574307203292847","0.9574307203292847","","","","","",""
"17089804","","","","","","","1330","1330","1330","24.53253746032715","24.53253746032715","24.53253746032715"
"17102090","1396","1396","1396","0.7479634284973145","0.7479634284973145","0.7479634284973145","","","","","",""
"17123085","","","","","","","1332","1332","1332","21.89836883544922","21.89836883544922","21.89836883544922"
"17130405","1398","1398","1398","0.9633510112762451","0.9633510112762451","0.9633510112762451","","","","","",""
"17149660","","","","","","","1334","1334","1334","24.005870819091797","24.005870819091797","24.005870819091797"
"17153803","1400","1400","1400","0.8755624890327454","0.8755624890327454","0.8755624890327454","","","","","",""
"17176619","","","","","","","1336","1336","1336","21.90511131286621","21.90511131286621","21.90511131286621"
"17178817","1402","1402","1402","1.1269267797470093","1.1269267797470093","1.1269267797470093","","","","","",""
"17196792","1404","1404","1404","0.8330264687538147","0.8330264687538147","0.8330264687538147","","","","","",""
"17204449","","","","","","","1338","1338","1338","22.40628433227539","22.40628433227539","22.40628433227539"
"17214799","1406","1406","1406","0.8681193590164185","0.8681193590164185","0.8681193590164185","","","","","",""
"17227933","","","","","","","1340","1340","1340","22.59831428527832","22.59831428527832","22.59831428527832"
"17239943","1408","1408","1408","1.052394151687622","1.052394151687622","1.052394151687622","","","","","",""
"17253974","","","","","","","1342","1342","1342","22.396541595458984","22.396541595458984","22.396541595458984"
"17262852","1410","1410","1410","1.2203311920166016","1.2203311920166016","1.2203311920166016","","","","","",""
"17282223","","","","","","","1344","1344","1344","22.384275436401367","22.384275436401367","22.384275436401367"
"17290778","1412","1412","1412","0.9977415800094604","0.9977415800094604","0.9977415800094604","","","","","",""
"17306155","","","","","","","1346","1346","1346","22.72066307067871","22.72066307067871","22.72066307067871"
"17322225","1414","1414","1414","0.9798585772514343","0.9798585772514343","0.9798585772514343","","","","","",""
"17331175","","","","","","","1348","1348","1348","22.280519485473633","22.280519485473633","22.280519485473633"
"17351181","1416","1416","1416","1.0380951166152954","1.0380951166152954","1.0380951166152954","","","","","",""
"17357589","","","","","","","1350","1350","1350","22.16720962524414","22.16720962524414","22.16720962524414"
"17380768","1418","1418","1418","1.083357334136963","1.083357334136963","1.083357334136963","","","","","",""
"17387027","","","","","","","1352","1352","1352","22.719345092773438","22.719345092773438","22.719345092773438"
"17398459","1420","1420","1420","0.9475873708724976","0.9475873708724976","0.9475873708724976","","","","","",""
"17419169","","","","","","","1354","1354","1354","22.245403289794922","22.245403289794922","22.245403289794922"
"17427865","1422","1422","1422","1.17910635471344","1.17910635471344","1.17910635471344","","","","","",""
"17447138","","","","","","","1356","1356","1356","22.963542938232422","22.963542938232422","22.963542938232422"
"17456195","1424","1424","1424","0.8830711245536804","0.8830711245536804","0.8830711245536804","","","","","",""
"17474355","","","","","","","1358","1358","1358","22.871679306030273","22.871679306030273","22.871679306030273"
"17483927","1426","1426","1426","0.8231639266014099","0.8231639266014099","0.8231639266014099","","","","","",""
"17502604","","","","","","","1360","1360","1360","22.80683135986328","22.80683135986328","22.80683135986328"
"17509316","1428","1428","1428","0.6313470602035522","0.6313470602035522","0.6313470602035522","","","","","",""
"17530578","","","","","","","1362","1362","1362","23.370912551879883","23.370912551879883","23.370912551879883"
"17540706","1430","1430","1430","1.2237234115600586","1.2237234115600586","1.2237234115600586","","","","","",""
"17556770","","","","","","","1364","1364","1364","22.051143646240234","22.051143646240234","22.051143646240234"
"17560376","1432","1432","1432","0.9251070618629456","0.9251070618629456","0.9251070618629456","","","","","",""
"17579765","","","","","","","1366","1366","1366","22.96344757080078","22.96344757080078","22.96344757080078"
"17587408","1434","1434","1434","0.928053081035614","0.928053081035614","0.928053081035614","","","","","",""
"17607509","","","","","","","1368","1368","1368","22.194091796875","22.194091796875","22.194091796875"
"17609369","1436","1436","1436","0.895952045917511","0.895952045917511","0.895952045917511","","","","","",""
"17631451","","","","","","","1370","1370","1370","22.282421112060547","22.282421112060547","22.282421112060547"
"17631838","1438","1438","1438","1.026686668395996","1.026686668395996","1.026686668395996","","","","","",""
"17654065","1440","1440","1440","0.9427595138549805","0.9427595138549805","0.9427595138549805","","","","","",""
"17661263","","","","","","","1372","1372","1372","21.728164672851562","21.728164672851562","21.728164672851562"
"17684199","1442","1442","1442","0.880168080329895","0.880168080329895","0.880168080329895","","","","","",""
"17694250","","","","","","","1374","1374","1374","21.66258430480957","21.66258430480957","21.66258430480957"
"17704403","1444","1444","1444","0.8797654509544373","0.8797654509544373","0.8797654509544373","","","","","",""
"17721096","","","","","","","1376","1376","1376","22.107646942138672","22.107646942138672","22.107646942138672"
"17724845","1446","1446","1446","1.0992003679275513","1.0992003679275513","1.0992003679275513","","","","","",""
"17750236","1448","1448","1448","0.9874982237815857","0.9874982237815857","0.9874982237815857","","","","","",""
"17753605","","","","","","","1378","1378","1378","22.641292572021484","22.641292572021484","22.641292572021484"
"17781496","","","","","","","1380","1380","1380","22.519245147705078","22.519245147705078","22.519245147705078"
"17782746","1450","1450","1450","0.9686842560768127","0.9686842560768127","0.9686842560768127","","","","","",""
"17811673","1452","1452","1452","0.9862491488456726","0.9862491488456726","0.9862491488456726","","","","","",""
"17814757","","","","","","","1382","1382","1382","22.159969329833984","22.159969329833984","22.159969329833984"
"17839109","1454","1454","1454","0.8494296073913574","0.8494296073913574","0.8494296073913574","","","","","",""
"17841127","","","","","","","1384","1384","1384","22.934907913208008","22.934907913208008","22.934907913208008"
"17864171","1456","1456","1456","0.8328801393508911","0.8328801393508911","0.8328801393508911","","","","","",""
"17872006","","","","","","","1386","1386","1386","23.400196075439453","23.400196075439453","23.400196075439453"
"17889538","1458","1458","1458","0.9183341860771179","0.9183341860771179","0.9183341860771179","","","","","",""
"17908620","","","","","","","1388","1388","1388","22.64781379699707","22.64781379699707","22.64781379699707"
"17912241","1460","1460","1460","1.0770623683929443","1.0770623683929443","1.0770623683929443","","","","","",""
"17934865","","","","","","","1390","1390","1390","22.973318099975586","22.973318099975586","22.973318099975586"
"17944904","1462","1462","1462","1.071560263633728","1.071560263633728","1.071560263633728","","","","","",""
"17964447","","","","","","","1392","1392","1392","22.759593963623047","22.759593963623047","22.759593963623047"
"17968671","1464","1464","1464","0.9587990641593933","0.9587990641593933","0.9587990641593933","","","","","",""
"17989526","","","","","","","1394","1394","1394","22.12049102783203","22.12049102783203","22.12049102783203"
"17997273","1466","1466","1466","0.9635593891143799","0.9635593891143799","0.9635593891143799","","","","","",""
"18016305","","","","","","","1396","1396","1396","22.442657470703125","22.442657470703125","22.442657470703125"
"18022638","1468","1468","1468","0.8931039571762085","0.8931039571762085","0.8931039571762085","","","","","",""
"18040832","","","","","","","1398","1398","1398","22.819387435913086","22.819387435913086","22.819387435913086"
"18043603","1470","1470","1470","0.7878841161727905","0.7878841161727905","0.7878841161727905","","","","","",""
"18066663","1472","1472","1472","1.0300129652023315","1.0300129652023315","1.0300129652023315","","","","","",""
"18069350","","","","","","","1400","1400","1400","22.803630828857422","22.803630828857422","22.803630828857422"
"18095446","1474","1474","1474","0.9558303952217102","0.9558303952217102","0.9558303952217102","","","","","",""
"18106755","","","","","","","1402","1402","1402","22.438026428222656","22.438026428222656","22.438026428222656"
"18117715","1476","1476","1476","1.0227479934692383","1.0227479934692383","1.0227479934692383","","","","","",""
"18135366","","","","","","","1404","1404","1404","22.835891723632812","22.835891723632812","22.835891723632812"
"18145682","1478","1478","1478","1.0029231309890747","1.0029231309890747","1.0029231309890747","","","","","",""
"18159629","","","","","","","1406","1406","1406","22.244482040405273","22.244482040405273","22.244482040405273"
"18166542","1480","1480","1480","1.2019624710083008","1.2019624710083008","1.2019624710083008","","","","","",""
"18186463","1482","1482","1482","0.8601136803627014","0.8601136803627014","0.8601136803627014","","","","","",""
"18188383","","","","","","","1408","1408","1408","22.677562713623047","22.677562713623047","22.677562713623047"
"18208674","1484","1484","1484","0.9793632626533508","0.9793632626533508","0.9793632626533508","","","","","",""
"18218389","","","","","","","1410","1410","1410","22.5804500579834","22.5804500579834","22.5804500579834"
"18230286","1486","1486","1486","1.0329252481460571","1.0329252481460571","1.0329252481460571","","","","","",""
"18248988","","","","","","","1412","1412","1412","23.12649154663086","23.12649154663086","23.12649154663086"
"18254456","1488","1488","1488","0.9767139554023743","0.9767139554023743","0.9767139554023743","","","","","",""
"18277135","","","","","","","1414","1414","1414","22.346134185791016","22.346134185791016","22.346134185791016"
"18279770","1490","1490","1490","0.9341216087341309","0.9341216087341309","0.9341216087341309","","","","","",""
"18297915","1492","1492","1492","0.9465643763542175","0.9465643763542175","0.9465643763542175","","","","","",""
"18308348","","","","","","","1416","1416","1416","22.57345199584961","22.57345199584961","22.57345199584961"
"18323139","1494","1494","1494","1.1028821468353271","1.1028821468353271","1.1028821468353271","","","","","",""
"18342343","","","","","","","1418","1418","1418","22.692378997802734","22.692378997802734","22.692378997802734"
"18353260","1496","1496","1496","0.7468022704124451","0.7468022704124451","0.7468022704124451","","","","","",""
"18376369","","","","","","","1420","1420","1420","22.712234497070312","22.712234497070312","22.712234497070312"
"18380891","1498","1498","1498","0.9215360879898071","0.9215360879898071","0.9215360879898071","","","","","",""
"18403515","","","","","","","1422","1422","1422","23.185853958129883","23.185853958129883","23.185853958129883"
"18413673","1500","1500","1500","0.984568178653717","0.984568178653717","0.984568178653717","","","","","",""
"18429192","","","","","","","1424","1424","1424","19.307462692260742","19.307462692260742","19.307462692260742"
"18432357","1502","1502","1502","0.7825897932052612","0.7825897932052612","0.7825897932052612","","","","","",""
"18458837","","","","","","","1426","1426","1426","22.615652084350586","22.615652084350586","22.615652084350586"
"18459577","1504","1504","1504","1.0240075588226318","1.0240075588226318","1.0240075588226318","","","","","",""
"18482145","1506","1506","1506","1.0240522623062134","1.0240522623062134","1.0240522623062134","","","","","",""
"18489807","","","","","","","1428","1428","1428","22.958005905151367","22.958005905151367","22.958005905151367"
"18505429","1508","1508","1508","1.403173565864563","1.403173565864563","1.403173565864563","","","","","",""
"18519648","","","","","","","1430","1430","1430","23.16366195678711","23.16366195678711","23.16366195678711"
"18526636","1510","1510","1510","1.1114563941955566","1.1114563941955566","1.1114563941955566","","","","","",""
"18547346","","","","","","","1432","1432","1432","22.850263595581055","22.850263595581055","22.850263595581055"
"18550665","1512","1512","1512","0.8846150040626526","0.8846150040626526","0.8846150040626526","","","","","",""
"18571268","","","","","","","1434","1434","1434","22.40736198425293","22.40736198425293","22.40736198425293"
"18574524","1514","1514","1514","0.9268293380737305","0.9268293380737305","0.9268293380737305","","","","","",""
"18598591","","","","","","","1436","1436","1436","21.958942413330078","21.958942413330078","21.958942413330078"
"18599220","1516","1516","1516","1.1093547344207764","1.1093547344207764","1.1093547344207764","","","","","",""
"18625343","","","","","","","1438","1438","1438","22.974599838256836","22.974599838256836","22.974599838256836"
"18625773","1518","1518","1518","0.9521579146385193","0.9521579146385193","0.9521579146385193","","","","","",""
"18649038","1520","1520","1520","0.9142867922782898","0.9142867922782898","0.9142867922782898","","","","","",""
"18649592","","","","","","","1440","1440","1440","23.025428771972656","23.025428771972656","23.025428771972656"
"18677853","","","","","","","1442","1442","1442","23.210853576660156","23.210853576660156","23.210853576660156"
"18678126","1522","1522","1522","0.9991396069526672","0.9991396069526672","0.9991396069526672","","","","","",""
"18704881","1524","1524","1524","0.8703052401542664","0.8703052401542664","0.8703052401542664","","","","","",""
"18709708","","","","","","","1444","1444","1444","22.352750778198242","22.352750778198242","22.352750778198242"
"18733941","1526","1526","1526","0.9967650175094604","0.9967650175094604","0.9967650175094604","","","","","",""
"18736111","","","","","","","1446","1446","1446","22.095985412597656","22.095985412597656","22.095985412597656"
"18760925","","","","","","","1448","1448","1448","21.860342025756836","21.860342025756836","21.860342025756836"
"18761416","1528","1528","1528","0.8976683020591736","0.8976683020591736","0.8976683020591736","","","","","",""
"18784881","1530","1530","1530","0.8327013254165649","0.8327013254165649","0.8327013254165649","","","","","",""
"18792794","","","","","","","1450","1450","1450","22.28977394104004","22.28977394104004","22.28977394104004"
"18807925","1532","1532","1532","1.0636100769042969","1.0636100769042969","1.0636100769042969","","","","","",""
"18824617","","","","","","","1452","1452","1452","22.756938934326172","22.756938934326172","22.756938934326172"
"18836876","1534","1534","1534","0.5663368701934814","0.5663368701934814","0.5663368701934814","","","","","",""
"18849036","","","","","","","1454","1454","1454","21.999650955200195","21.999650955200195","21.999650955200195"
"18864385","1536","1536","1536","1.1725658178329468","1.1725658178329468","1.1725658178329468","","","","","",""
"18879306","","","","","","","1456","1456","1456","23.159624099731445","23.159624099731445","23.159624099731445"
"18894101","1538","1538","1538","0.8931331634521484","0.8931331634521484","0.8931331634521484","","","","","",""
"18908644","","","","","","","1458","1458","1458","22.352983474731445","22.352983474731445","22.352983474731445"
"18919656","1540","1540","1540","0.8312464952468872","0.8312464952468872","0.8312464952468872","","","","","",""
"18933001","","","","","","","1460","1460","1460","23.17268943786621","23.17268943786621","23.17268943786621"
"18947517","1542","1542","1542","0.8727861046791077","0.8727861046791077","0.8727861046791077","","","","","",""
"18960036","","","","","","","1462","1462","1462","22.49492073059082","22.49492073059082","22.49492073059082"
"18970536","1544","1544","1544","0.9663081765174866","0.9663081765174866","0.9663081765174866","","","","","",""
"18987622","","","","","","","1464","1464","1464","22.430784225463867","22.430784225463867","22.430784225463867"
"18999181","1546","1546","1546","1.0001267194747925","1.0001267194747925","1.0001267194747925","","","","","",""
"19019070","","","","","","","1466","1466","1466","22.370996475219727","22.370996475219727","22.370996475219727"
"19024948","1548","1548","1548","0.9066500067710876","0.9066500067710876","0.9066500067710876","","","","","",""
"19049257","","","","","","","1468","1468","1468","22.540058135986328","22.540058135986328","22.540058135986328"
"19051316","1550","1550","1550","1.042984127998352","1.042984127998352","1.042984127998352","","","","","",""
"19075248","","","","","","","1470","1470","1470","22.90497589111328","22.90497589111328","22.90497589111328"
"19076352","1552","1552","1552","0.8695840835571289","0.8695840835571289","0.8695840835571289","","","","","",""
"19103455","","","","","","","1472","1472","1472","22.58269691467285","22.58269691467285","22.58269691467285"
"19105773","1554","1554","1554","1.050287127494812","1.050287127494812","1.050287127494812","","","","","",""
"19129419","1556","1556","1556","0.8114136457443237","0.8114136457443237","0.8114136457443237","","","","","",""
"19134684","","","","","","","1474","1474","1474","22.818368911743164","22.818368911743164","22.818368911743164"
"19148897","1558","1558","1558","1.0449025630950928","1.0449025630950928","1.0449025630950928","","","","","",""
"19164536","","","","","","","1476","1476","1476","22.80091667175293","22.80091667175293","22.80091667175293"
"19181333","1560","1560","1560","1.3098591566085815","1.3098591566085815","1.3098591566085815","","","","","",""
"19195940","","","","","","","1478","1478","1478","22.54678726196289","22.54678726196289","22.54678726196289"
"19209088","1562","1562","1562","1.0242425203323364","1.0242425203323364","1.0242425203323364","","","","","",""
"19222256","","","","","","","1480","1480","1480","22.798189163208008","22.798189163208008","22.798189163208008"
"19238590","1564","1564","1564","0.8995760083198547","0.8995760083198547","0.8995760083198547","","","","","",""
"19248583","","","","","","","1482","1482","1482","23.113529205322266","23.113529205322266","23.113529205322266"
"19266801","1566","1566","1566","0.9702866673469543","0.9702866673469543","0.9702866673469543","","","","","",""
"19273956","","","","","","","1484","1484","1484","22.983924865722656","22.983924865722656","22.983924865722656"
"19290040","1568","1568","1568","0.9082599878311157","0.9082599878311157","0.9082599878311157","","","","","",""
"19300018","","","","","","","1486","1486","1486","22.471843719482422","22.471843719482422","22.471843719482422"
"19312888","1570","1570","1570","0.9905217289924622","0.9905217289924622","0.9905217289924622","","","","","",""
"19328887","","","","","","","1488","1488","1488","22.94300651550293","22.94300651550293","22.94300651550293"
"19340943","1572","1572","1572","1.1094974279403687","1.1094974279403687","1.1094974279403687","","","","","",""
"19352345","","","","","","","1490","1490","1490","22.72614097595215","22.72614097595215","22.72614097595215"
"19369872","1574","1574","1574","1.0830782651901245","1.0830782651901245","1.0830782651901245","","","","","",""
"19384979","","","","","","","1492","1492","1492","22.66634178161621","22.66634178161621","22.66634178161621"
"19398264","1576","1576","1576","0.4766176640987396","0.4766176640987396","0.4766176640987396","","","","","",""
"19410320","","","","","","","1494","1494","1494","22.728290557861328","22.728290557861328","22.728290557861328"
"19421525","1578","1578","1578","0.8901012539863586","0.8901012539863586","0.8901012539863586","","","","","",""
"19441301","","","","","","","1496","1496","1496","23.507051467895508","23.507051467895508","23.507051467895508"
"19444488","1580","1580","1580","1.0052779912948608","1.0052779912948608","1.0052779912948608","","","","","",""
"19469992","","","","","","","1498","1498","1498","20.092744827270508","20.092744827270508","20.092744827270508"
"19475639","1582","1582","1582","0.9359751343727112","0.9359751343727112","0.9359751343727112","","","","","",""
"19498683","1584","1584","1584","0.9500374794006348","0.9500374794006348","0.9500374794006348","","","","","",""
"19503315","","","","","","","1500","1500","1500","23.262775421142578","23.262775421142578","23.262775421142578"
"19518840","1586","1586","1586","0.5331955552101135","0.5331955552101135","0.5331955552101135","","","","","",""
"19528007","","","","","","","1502","1502","1502","22.770740509033203","22.770740509033203","22.770740509033203"
"19543278","1588","1588","1588","1.037261724472046","1.037261724472046","1.037261724472046","","","","","",""
"19556674","","","","","","","1504","1504","1504","22.741907119750977","22.741907119750977","22.741907119750977"
"19560318","1590","1590","1590","0.9176589250564575","0.9176589250564575","0.9176589250564575","","","","","",""
"19582478","1592","1592","1592","1.0404345989227295","1.0404345989227295","1.0404345989227295","","","","","",""
"19586405","","","","","","","1506","1506","1506","22.917278289794922","22.917278289794922","22.917278289794922"
"19604420","1594","1594","1594","1.0266618728637695","1.0266618728637695","1.0266618728637695","","","","","",""
"19613033","","","","","","","1508","1508","1508","23.62415313720703","23.62415313720703","23.62415313720703"
"19625892","1596","1596","1596","0.9776241183280945","0.9776241183280945","0.9776241183280945","","","","","",""
"19641966","","","","","","","1510","1510","1510","21.188705444335938","21.188705444335938","21.188705444335938"
"19652408","1598","1598","1598","0.9503551721572876","0.9503551721572876","0.9503551721572876","","","","","",""
"19663994","","","","","","","1512","1512","1512","24.71341896057129","24.71341896057129","24.71341896057129"
"19672605","1600","1600","1600","0.9134509563446045","0.9134509563446045","0.9134509563446045","","","","","",""
"19688386","","","","","","","1514","1514","1514","23.686595916748047","23.686595916748047","23.686595916748047"
"19698965","1602","1602","1602","0.9335100054740906","0.9335100054740906","0.9335100054740906","","","","","",""
"19714568","","","","","","","1516","1516","1516","23.3778133392334","23.3778133392334","23.3778133392334"
"19723092","1604","1604","1604","0.9982888102531433","0.9982888102531433","0.9982888102531433","","","","","",""
"19744572","1606","1606","1606","1.0239311456680298","1.0239311456680298","1.0239311456680298","","","","","",""
"19744651","","","","","","","1518","1518","1518","23.45844841003418","23.45844841003418","23.45844841003418"
"19768806","1608","1608","1608","1.0490549802780151","1.0490549802780151","1.0490549802780151","","","","","",""
"19773705","","","","","","","1520","1520","1520","23.411664962768555","23.411664962768555","23.411664962768555"
"19792247","1610","1610","1610","0.9726133942604065","0.9726133942604065","0.9726133942604065","","","","","",""
"19799789","","","","","","","1522","1522","1522","23.33186149597168","23.33186149597168","23.33186149597168"
"19818272","1612","1612","1612","0.9064552187919617","0.9064552187919617","0.9064552187919617","","","","","",""
"19829696","","","","","","","1524","1524","1524","23.3455867767334","23.3455867767334","23.3455867767334"
"19851410","1614","1614","1614","0.9122945070266724","0.9122945070266724","0.9122945070266724","","","","","",""
"19856959","","","","","","","1526","1526","1526","23.102615356445312","23.102615356445312","23.102615356445312"
"19877532","1616","1616","1616","0.8082771897315979","0.8082771897315979","0.8082771897315979","","","","","",""
"19888836","","","","","","","1528","1528","1528","22.880443572998047","22.880443572998047","22.880443572998047"
"19903779","1618","1618","1618","0.6814444661140442","0.6814444661140442","0.6814444661140442","","","","","",""
"19914581","","","","","","","1530","1530","1530","23.042497634887695","23.042497634887695","23.042497634887695"
"19930876","1620","1620","1620","0.8385847210884094","0.8385847210884094","0.8385847210884094","","","","","",""
"19951266","","","","","","","1532","1532","1532","23.059459686279297","23.059459686279297","23.059459686279297"
"19951669","1622","1622","1622","0.9368082284927368","0.9368082284927368","0.9368082284927368","","","","","",""
"19975178","1624","1624","1624","1.0243653059005737","1.0243653059005737","1.0243653059005737","","","","","",""
"19977454","","","","","","","1534","1534","1534","23.52383041381836","23.52383041381836","23.52383041381836"
"20004338","1626","1626","1626","1.065923810005188","1.065923810005188","1.065923810005188","","","","","",""
"20005870","","","","","","","1536","1536","1536","22.400249481201172","22.400249481201172","22.400249481201172"
"20028331","1638","1638","1638","0.9250463247299194","0.9250463247299194","0.9250463247299194","","","","","",""
"20034387","","","","","","","1538","1538","1538","22.942005157470703","22.942005157470703","22.942005157470703"
"20050923","1640","1640","1640","0.9102397561073303","0.9102397561073303","0.9102397561073303","","","","","",""
"20060346","","","","","","","1540","1540","1540","23.154449462890625","23.154449462890625","23.154449462890625"
"20072686","1642","1642","1642","1.005112648010254","1.005112648010254","1.005112648010254","","","","","",""
"20094651","","","","","","","1542","1542","1542","22.964414596557617","22.964414596557617","22.964414596557617"
"20094700","1644","1644","1644","0.703504741191864","0.703504741191864","0.703504741191864","","","","","",""
"20121194","1646","1646","1646","0.9522821307182312","0.9522821307182312","0.9522821307182312","","","","","",""
"20127447","","","","","","","1544","1544","1544","28.463106155395508","28.463106155395508","28.463106155395508"
"20147589","1648","1648","1648","0.905072808265686","0.905072808265686","0.905072808265686","","","","","",""
"20152241","","","","","","","1546","1546","1546","23.08941078186035","23.08941078186035","23.08941078186035"
"20173058","1650","1650","1650","0.9880679249763489","0.9880679249763489","0.9880679249763489","","","","","",""
"20181893","","","","","","","1548","1548","1548","23.393260955810547","23.393260955810547","23.393260955810547"
"20198498","1652","1652","1652","0.8874436020851135","0.8874436020851135","0.8874436020851135","","","","","",""
"20208567","","","","","","","1550","1550","1550","23.2337703704834","23.2337703704834","23.2337703704834"
"20222283","1654","1654","1654","1.0613940954208374","1.0613940954208374","1.0613940954208374","","","","","",""
"20233807","","","","","","","1552","1552","1552","23.029300689697266","23.029300689697266","23.029300689697266"
"20250405","1656","1656","1656","0.9516789317131042","0.9516789317131042","0.9516789317131042","","","","","",""
"20265311","","","","","","","1554","1554","1554","23.117429733276367","23.117429733276367","23.117429733276367"
"20275596","1658","1658","1658","0.9647874236106873","0.9647874236106873","0.9647874236106873","","","","","",""
"20293211","","","","","","","1556","1556","1556","25.095211029052734","25.095211029052734","25.095211029052734"
"20305990","1660","1660","1660","1.011887550354004","1.011887550354004","1.011887550354004","","","","","",""
"20317422","","","","","","","1558","1558","1558","23.47205352783203","23.47205352783203","23.47205352783203"
"20330527","1662","1662","1662","0.9204955697059631","0.9204955697059631","0.9204955697059631","","","","","",""
"20351181","","","","","","","1560","1560","1560","22.850605010986328","22.850605010986328","22.850605010986328"
"20357092","1664","1664","1664","0.9258633852005005","0.9258633852005005","0.9258633852005005","","","","","",""
"20377124","","","","","","","1562","1562","1562","22.997329711914062","22.997329711914062","22.997329711914062"
"20383550","1666","1666","1666","0.8866251707077026","0.8866251707077026","0.8866251707077026","","","","","",""
"20402575","","","","","","","1564","1564","1564","23.215850830078125","23.215850830078125","23.215850830078125"
"20407084","1668","1668","1668","1.0247910022735596","1.0247910022735596","1.0247910022735596","","","","","",""
"20426806","1670","1670","1670","0.9572276473045349","0.9572276473045349","0.9572276473045349","","","","","",""
"20432298","","","","","","","1566","1566","1566","22.630712509155273","22.630712509155273","22.630712509155273"
"20449298","1672","1672","1672","0.9964605569839478","0.9964605569839478","0.9964605569839478","","","","","",""
"20458068","","","","","","","1568","1568","1568","24.142898559570312","24.142898559570312","24.142898559570312"
"20471949","1674","1674","1674","1.0288485288619995","1.0288485288619995","1.0288485288619995","","","","","",""
"20485583","","","","","","","1570","1570","1570","23.095317840576172","23.095317840576172","23.095317840576172"
"20498954","1676","1676","1676","0.9980707168579102","0.9980707168579102","0.9980707168579102","","","","","",""
"20520292","","","","","","","1572","1572","1572","23.400188446044922","23.400188446044922","23.400188446044922"
"20521132","1678","1678","1678","0.9067119359970093","0.9067119359970093","0.9067119359970093","","","","","",""
"20540292","1680","1680","1680","1.0018404722213745","1.0018404722213745","1.0018404722213745","","","","","",""
"20547760","","","","","","","1574","1574","1574","23.327335357666016","23.327335357666016","23.327335357666016"
"20567483","1682","1682","1682","1.0081760883331299","1.0081760883331299","1.0081760883331299","","","","","",""
"20579288","","","","","","","1576","1576","1576","23.9270076751709","23.9270076751709","23.9270076751709"
"20588498","1684","1684","1684","0.8861544132232666","0.8861544132232666","0.8861544132232666","","","","","",""
"20603892","","","","","","","1578","1578","1578","23.3795108795166","23.3795108795166","23.3795108795166"
"20615604","1686","1686","1686","1.0873290300369263","1.0873290300369263","1.0873290300369263","","","","","",""
"20636154","","","","","","","1580","1580","1580","23.98790740966797","23.98790740966797","23.98790740966797"
"20640606","1688","1688","1688","1.0833306312561035","1.0833306312561035","1.0833306312561035","","","","","",""
"20665640","","","","","","","1582","1582","1582","25.74165153503418","25.74165153503418","25.74165153503418"
"20676680","1690","1690","1690","0.9759413003921509","0.9759413003921509","0.9759413003921509","","","","","",""
"20684970","","","","","","","1584","1584","1584","23.67176628112793","23.67176628112793","23.67176628112793"
"20701234","1692","1692","1692","0.8100666999816895","0.8100666999816895","0.8100666999816895","","","","","",""
"20717780","","","","","","","1586","1586","1586","23.412561416625977","23.412561416625977","23.412561416625977"
"20731187","1694","1694","1694","0.9490010738372803","0.9490010738372803","0.9490010738372803","","","","","",""
"20742117","","","","","","","1588","1588","1588","23.363662719726562","23.363662719726562","23.363662719726562"
"20759859","1696","1696","1696","1.7289822101593018","1.7289822101593018","1.7289822101593018","","","","","",""
"20771290","","","","","","","1590","1590","1590","24.563922882080078","24.563922882080078","24.563922882080078"
"20790363","1698","1698","1698","1.005910873413086","1.005910873413086","1.005910873413086","","","","","",""
"20796075","","","","","","","1592","1592","1592","23.886486053466797","23.886486053466797","23.886486053466797"
"20815872","1700","1700","1700","0.8507145047187805","0.8507145047187805","0.8507145047187805","","","","","",""
"20831432","","","","","","","1594","1594","1594","23.608659744262695","23.608659744262695","23.608659744262695"
"20839875","1702","1702","1702","1.0252147912979126","1.0252147912979126","1.0252147912979126","","","","","",""
"20854829","1704","1704","1704","0.8918197751045227","0.8918197751045227","0.8918197751045227","","","","","",""
"20856018","","","","","","","1596","1596","1596","23.95410919189453","23.95410919189453","23.95410919189453"
"20878504","1706","1706","1706","1.1212352514266968","1.1212352514266968","1.1212352514266968","","","","","",""
"20881495","","","","","","","1598","1598","1598","23.43756675720215","23.43756675720215","23.43756675720215"
"20909649","1708","1708","1708","0.9625392556190491","0.9625392556190491","0.9625392556190491","","","","","",""
"20916038","","","","","","","1600","1600","1600","24.52250862121582","24.52250862121582","24.52250862121582"
"20931078","1710","1710","1710","0.921966016292572","0.921966016292572","0.921966016292572","","","","","",""
"20946756","","","","","","","1602","1602","1602","23.849401473999023","23.849401473999023","23.849401473999023"
"20952726","1712","1712","1712","0.9859699010848999","0.9859699010848999","0.9859699010848999","","","","","",""
"20973373","1714","1714","1714","0.9159563183784485","0.9159563183784485","0.9159563183784485","","","","","",""
"20973624","","","","","","","1604","1604","1604","23.990768432617188","23.990768432617188","23.990768432617188"
"20999160","1716","1716","1716","0.983752965927124","0.983752965927124","0.983752965927124","","","","","",""
